particular,A002,A003,A004,A006,A007,A008,A009,A010,A014,A017,A018,A019,A021,A029,A117,A118,A119,A121,A122,A123,A124,A126,A127,Total
          Region IX - ZAMBOANGA PENINSULA,"7,051","2,502","3,019",340,"17,412",235,0,670,"12,217","5,932",562,0,"2,439","12,287",534,199,183,10,"1,122",105,"1,352",0,0,"68,171"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               J. H. Cerilles State College,"1,302",570,669,81,"2,782",55,0,0,488,486,110,0,187,"1,153",133,47,183,0,155,105,68,0,0,"8,574"
               Jose Rizal Memorial State University,,,,,,,,,,,,,,,,,,,,,,,,
                     (Jose Rizal Memorial State College),"1,792",219,"1,398",0,"2,801",0,0,0,"3,009",450,110,0,275,"1,605",0,0,0,0,154,0,0,0,0,"11,813"
               Western Mindanao State University,"2,387","1,143",757,247,"9,841",180,0,670,"5,920","3,380",122,0,"1,857","6,682",208,152,0,10,480,0,"1,059",0,0,"35,095"
               Zamboanga City State Polytechnic College,370,200,0,12,595,0,0,0,"1,300",130,110,0,26,650,0,0,0,0,26,0,50,0,0,"3,469"
               Zamboanga State College of Marine,,,,,,,,,,,,,,,,,,,,,,,,
                     Sciences and Technology,"1,200",370,195,0,"1,393",0,0,0,"1,500","1,486",110,0,94,"2,197",193,0,0,0,307,0,175,0,0,"9,220"
,,,,,,,,,,,,,,,,,,,,,,,,
          Region X - NORTHERN MINDANAO,"8,989","4,349","17,367",76,"26,322",369,0,24,"34,705","9,870",726,0,"4,566","26,791",713,312,"2,485",0,392,71,392,0,560,"139,079"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               Bukidnon State College,"1,082",392,"1,782",23,"3,247",0,0,24,"3,017",522,122,0,350,"2,441",149,196,702,0,200,0,0,0,0,"14,249"
               Camiguin Polytechnic State College,50,230,133,0,"1,443",0,0,0,"1,901",50,110,0,291,0,0,0,0,0,0,0,0,0,0,"4,208"
               Central Mindanao University,"2,500",800,"4,636",0,"14,162",0,0,0,"6,272",875,110,0,"2,619","4,500",100,0,462,0,20,0,80,0,0,"37,136"
               Mindanao University of Science and Technology,933,782,735,0,"1,825",270,0,0,"9,000","2,806",164,0,250,"2,380",130,32,971,0,24,0,142,0,0,"20,444"
               MSU-Iligan Institute of Technology,"3,768","1,954","9,367",10,"4,000",5,0,0,"14,000","5,000",0,0,870,"16,260",280,10,300,0,138,21,126,0,560,"56,669"
               Misamis Oriental State College of,,,,,,,,,,,,,,,,,,,,,,,,
                     Agriculture and Technology,396,107,314,0,970,44,0,0,325,562,110,0,124,927,44,44,0,0,0,50,44,0,0,"4,061"
               Northwestern Mindanao State College of,,,,,,,,,,,,,,,,,,,,,,,,
                     Science and Technology,260,84,400,43,675,50,0,0,190,55,110,0,62,283,10,30,50,0,10,0,0,0,0,"2,312"
,,,,,,,,,,,,,,,,,,,,,,,,
          Region XI - DAVAO REGION,"2,467","2,007","1,993",0,"14,839",100,0,550,"8,766","2,627",492,0,625,"10,779",20,14,434,0,280,0,156,172,0,"46,321"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               Davao del Norte State College,240,107,350,0,760,0,0,0,"1,536",165,110,0,84,520,0,0,57,0,0,0,70,0,0,"3,999"
               Davao Oriental State College of Science,,,,,,,,,,,,,,,,,,,,,,,,
                     and Technology,625,257,500,0,926,0,0,550,930,310,110,0,180,"1,000",0,0,0,0,0,0,0,0,0,"5,388"
               Southern Philippines Agri-Business and,,,,,,,,,,,,,,,,,,,,,,,,
                     Marine and Aquatic School of Technology,400,80,0,0,"1,146",40,0,0,400,532,110,0,80,300,0,0,0,0,34,0,0,0,0,"3,122"
               University of Southeastern Philippines,"1,202","1,563","1,143",0,"12,007",60,0,0,"5,900","1,620",162,0,281,"8,959",20,14,377,0,246,0,86,172,0,"33,812"
,,,,,,,,,,,,,,,,,,,,,,,,
          Region XII - MAIN SOCCSKSARGEN,"5,092","1,449","3,119",469,"15,416",0,0,"6,739","7,898","5,264",398,0,"1,057","4,967",226,144,"2,234",0,333,0,448,0,0,"55,253"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               Cotabato City State Polytechnic College,729,535,"1,247",275,"1,382",0,0,0,348,912,110,0,486,324,65,32,297,0,162,0,57,0,0,"6,961"
               Cotabato Foundation College of Science,,,,,,,,,,,,,,,,,,,,,,,,
                     and Technology,500,35,516,0,"6,075",0,0,0,810,222,110,0,150,701,73,26,45,0,73,0,72,0,0,"9,408"
               Sultan Kudarat State University (Sultan,,,,,,,,,,,,,,,,,,,,,,,,
                     Kudarat Polytechnic State College),"1,724",134,315,109,"1,667",0,0,0,"1,215","1,340",68,0,90,261,88,74,306,0,59,0,144,0,0,"7,594"
               University of Southern Mindanao,"2,139",745,"1,041",85,"6,292",0,0,"6,739","5,525","2,790",110,0,331,"3,681",0,12,"1,586",0,39,0,175,0,0,"31,290"
,,,,,,,,,,,,,,,,,,,,,,,,
          CARAGA ADMINISTRATIVE REGION,"2,925",946,"4,167",69,"8,688",72,10,20,"3,696","2,785","1,712",0,660,"5,513",268,218,297,20,232,50,207,0,0,"32,555"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               Agusan del Sur State College of,,,,,,,,,,,,,,,,,,,,,,,,
                     Agriculture and Technology,350,130,600,30,800,50,10,20,250,250,170,0,50,225,50,50,80,20,70,50,110,0,0,"3,365"
               Caraga State University (Northern,,,,,,,,,,,,,,,,,,,,,,,,
                     Mindanao State Institute of,,,,,,,,,,,,,,,,,,,,,,,,
                     Science and Technology),835,311,"1,554",0,"3,098",2,0,0,860,860,"1,324",0,437,"1,983",98,50,137,0,13,0,97,0,0,"11,659"
               Surigao del Sur State University,,,,,,,,,,,,,,,,,,,,,,,,
                     (Surigao del Sur Polytechnic State College),"1,330",290,"1,196",39,"3,515",0,0,0,"1,436",575,110,0,50,"1,575",120,88,0,0,114,0,0,0,0,"10,438"
               Surigao State College of Technology,410,215,817,0,"1,275",20,0,0,"1,150","1,100",108,0,123,"1,730",0,30,80,0,35,0,0,0,0,"7,093"
,,,,,,,,,,,,,,,,,,,,,,,,
          AUTONOMOUS REGION IN MUSLIM MINDANAO,"9,622","2,098","11,996",465,"23,447","1,532",20,"9,388","22,691","5,927","1,300",0,872,"7,913",55,225,"1,145",0,613,10,607,225,0,"100,151"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               Adiong Memorial Polytechnic State College,551,50,215,5,"1,096",144,0,20,200,152,16,0,50,414,15,5,10,0,5,0,25,25,0,"2,998"
               Basilan State College,750,150,210,100,760,50,0,290,"1,006",557,110,0,195,324,0,175,400,0,100,0,70,0,0,"5,247"
               Mindanao State University,"5,254","1,568","10,372",182,"18,353","1,038",20,"7,378","20,168","2,685",590,0,467,"6,975",40,45,135,0,165,10,512,0,0,"75,957"
               MSU-Tawi-Tawi College of Technology and Oceanography,"1,100",200,999,0,"1,073",300,0,"1,400",417,"2,186",364,0,100,200,0,0,600,0,100,0,0,200,0,"9,239"
               Sulu State College,900,80,0,0,937,0,0,0,500,110,110,0,0,0,0,0,0,0,0,0,0,0,0,"2,637"
               Tawi-Tawi Regional Agricultural College,"1,067",50,200,178,"1,228",0,0,300,400,237,110,0,60,0,0,0,0,0,243,0,0,0,0,"4,073"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Energy,"95,358","11,228","15,268",668,"40,925","15,430",0,"403,500","30,286","27,263","2,718",0,"51,100","317,170","18,678","36,633","18,265",0,"9,050",0,"1,575",0,0,"1,095,115"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"95,358","11,228","15,268",668,"40,925","15,430",0,"403,500","30,286","27,263","2,718",0,"51,100","317,170","18,678","36,633","18,265",0,"9,050",0,"1,575",0,0,"1,095,115"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Environment and Natural Resources,"436,329","121,779","351,545","15,531","707,219","67,163",0,"170,159","184,892","106,036","12,107","15,000","40,024","1,137,041","27,285","15,246","39,300",42,"6,106","809,568",840,55,14,"4,263,281"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"320,021","89,968","252,993","2,987","318,086","27,360",0,"10,000","113,161","78,822","3,331","15,000","15,620","850,912","11,028","11,009","15,486",0,"3,115","668,924",744,10,0,"2,808,577"
          Environmental Management Bureau,"31,770","7,410","39,808",155,"54,752","5,529",0,0,"10,897","9,381","1,614",0,"3,836","108,013","12,614","2,744","11,508",0,172,0,0,0,0,"300,203"
          Land Registration Authority,"5,500","4,000","2,500","4,800","124,814","7,900",0,0,"20,600",150,"2,056",0,"5,500","37,500",30,650,"3,020",0,250,0,0,0,0,"219,270"
          Mines and Geo-Sciences Bureau,"48,200","7,610","19,928","5,992","48,300","10,314",0,136,"18,260","13,267","1,520",0,"4,092","50,420","2,296",483,"5,888",42,"1,040","1,494",96,45,14,"239,437"
          National Commission on Indigenous Peoples,"16,690","6,363","3,035",800,"10,949","14,412",0,"160,023","7,036","1,478","3,476",0,642,"8,300","1,293",0,"2,219",0,"1,008","11,306",0,0,0,"249,030"
          National Mapping and Resource Information Authority,"4,692","5,156","31,394",612,"144,264",753,0,0,"12,443","2,235",0,0,"9,984","70,232",0,310,871,0,236,"127,844",0,0,0,"411,026"
          National Water Resources Board,"2,768",924,630,20,"1,390",175,0,0,"1,773",193,110,0,350,"2,244",24,50,308,0,35,0,0,0,0,"10,994"
          Palawan Council for Sustainable Development Staff,"6,688",348,"1,257",165,"4,664",720,0,0,722,510,0,0,0,"9,420",0,0,0,0,250,0,0,0,0,"24,744"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Finance,"360,013","189,334","534,703","7,997","592,741","317,974","189,308","100,000","503,096","49,490","16,802","15,000","26,313","1,985,330","29,697","13,397","5,490","3,500","1,790",70,"3,475",0,0,"4,945,520"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"12,759","6,547","10,178","1,082","14,337","22,506",0,"100,000","34,396","3,673","4,132",500,"5,118","282,259",525,"2,130",0,"3,500",351,70,"1,757",0,0,"505,820"
          Bureau of Customs,"14,053","35,627","421,315","2,261","90,504","6,623",0,0,"188,532","9,144","1,458","4,500","5,652","38,286","26,910","1,500",0,0,207,0,0,0,0,"846,572"
          Bureau of Internal Revenue,"298,254","122,012","66,407","4,113","459,796","246,680","189,308",0,"224,476","15,318","4,018","10,000","7,116","1,602,057",721,"7,520",0,0,741,0,10,0,0,"3,258,547"
          Bureau of Local Government Finance,"11,699","3,870","4,907",0,"4,810","8,589",0,0,"5,945","11,727","1,830",0,"1,154","8,518",0,0,0,0,0,0,0,0,0,"63,049"
          Bureau of the Treasury,"5,520","10,500","24,488",420,"10,197","18,684",0,0,"31,250","2,000","2,596",0,"3,566","22,321",150,320,336,0,205,0,0,0,0,"132,553"
          Central Board of Assessment Appeals,75,105,50,0,250,150,0,0,60,150,110,0,15,160,0,0,0,0,30,0,0,0,0,"1,155"
          Cooperative Development Authority,"14,365","5,552","5,384",121,"8,506","9,387",0,0,"6,703","3,536","2,414",0,"2,926","6,218","1,147",300,"5,066",0,206,0,17,0,0,"71,848"
          Insurance Commission,"2,945","4,606","1,374",0,"3,011",432,0,0,"9,480","3,872",134,0,665,"24,858",0,"1,622",0,0,0,0,"1,676",0,0,"54,675"
          National Tax Research Center,343,515,600,0,"1,330","4,923",0,0,"2,254",70,110,0,101,653,244,5,88,0,50,0,15,0,0,"11,301"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Foreign Affairs,"417,325","158,724","155,099","204,832","3,032,449","998,970",0,"116,059","130,230","25,410","1,731",0,"48,775","153,983","13,370","13,772","157,696",0,"15,274",0,0,0,0,"5,643,699"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"414,080","157,767","154,837","204,832","3,030,193","998,007",0,"116,059","128,098","17,138","1,030",0,"48,682","150,170","12,580","13,739","157,458",0,"14,888",0,0,0,0,"5,619,558"
          Foreign Service Institute,"1,847",579,213,0,"1,439",700,0,0,"2,132","1,801",269,0,83,"1,689",390,18,0,0,340,0,0,0,0,"11,500"
          Technical Cooperation Council of the Philippines,63,18,0,0,80,50,0,0,0,21,0,0,0,"2,000",0,0,40,0,16,0,0,0,0,"2,288"
          UNESCO National Commission of the Philippines,"1,335",360,49,0,737,213,0,0,0,"6,450",432,0,10,124,400,15,198,0,30,0,0,0,0,"10,353"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Health,"257,188","81,121","111,874","30,110","8,345,404","27,108",0,"4,796,036","458,279","429,325","5,143",0,"58,938","902,679","115,114","194,822","59,105","1,000","4,038",330,432,"11,727",0,"15,889,773"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"242,470","72,838","108,298","19,321","8,324,422","23,587",0,"4,652,283","447,625","358,933","4,941",0,"57,301","852,984","33,380","162,748","53,770","1,000","3,719",330,432,"1,165",0,"15,421,547"
          Commission on Population,"2,127","2,708","1,000",544,"5,667","2,459",0,"143,753","5,740","8,810",80,0,935,"10,818","2,131","6,074",0,0,295,0,0,0,0,"193,141"
          National Nutrition Council,"12,591","5,575","2,576","10,245","15,315","1,062",0,0,"4,914","61,582",122,0,702,"38,877","79,603","26,000","5,335",0,24,0,0,"10,562",0,"275,085"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of the Interior and Local Government,"281,510","220,168","960,754","25,294","5,335,292","384,980",0,"500,060","916,379","496,893","7,874","270,029","204,491","232,069","129,525","9,118","9,611",212,"23,615","1,341",257,"12,538",0,"10,022,010"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"56,233","25,753","26,838","1,563","47,452","66,833",0,"500,000","34,302","46,208","4,472",0,"8,408","33,823","1,738",554,"1,610",0,579,0,20,0,0,"856,386"
          Bureau of Fire Protection,"16,997","17,590","214,230","2,252","495,202","32,620",0,0,"50,108","15,000",0,0,"27,050","3,767","33,421","3,800",0,212,255,0,0,"2,518",0,"915,022"
          Bureau of Jail Management and Penology,"18,200","9,578","58,275","3,200","1,505,788","20,913",0,60,"103,500","10,000",0,0,"68,587","22,335","7,333",540,0,0,0,"1,035",0,"2,500",0,"1,831,844"
          Local Government Academy,"1,409","1,980","3,606",93,"4,660","6,433",0,0,"2,628","60,085",110,0,170,"7,739",874,0,0,0,30,0,2,0,0,"89,819"
          National Police Commission,"11,109","8,808","5,675",487,"23,581","28,109",0,0,"13,292","3,075","2,518",0,"1,366","19,312",330,227,0,0,175,0,0,0,0,"118,064"
          Philippine National Police,"125,139","150,171","594,898","17,341","3,128,180","205,978",0,0,"674,691","235,325",110,"270,029","98,348","111,213","76,798","3,817",0,0,"21,816",0,0,"7,520",0,"5,721,374"
          Philippine Public Safety College,"52,423","6,288","57,232",358,"130,429","24,094",0,0,"37,858","127,200",664,0,562,"33,880","9,031",180,"8,001",0,760,306,235,0,0,"489,501"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Justice,"129,482","72,069","95,511","3,251","1,059,494","143,796",0,"1,706","178,610","44,518","21,237","200,030","8,959","110,851","7,284","7,166","18,576",0,"6,849",450,"2,349","19,000","2,909","2,134,097"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"19,185","18,942","10,258","1,259","38,217","1,476",0,0,"18,350","24,082","4,961","166,030","3,061","24,104",766,"1,182","11,700",0,"1,045",400,"1,034","19,000","2,600","367,652"
          Bureau of Corrections,"48,623","2,020","48,162",0,"864,538",0,0,"1,500","66,176","2,312",306,0,275,"3,000","1,600",720,"3,100",0,"1,000",0,500,0,0,"1,043,832"
          Bureau of Immigration,"10,117","9,774","9,627",0,"38,472","8,362",0,0,"21,674","5,015",298,"8,000","1,335","17,111","2,229","3,957",317,0,430,0,0,0,0,"136,718"
          National Bureau of Investigation,"31,121","12,012","14,461","1,442","56,062","74,976",0,206,"38,933",361,"1,500","18,000","1,401","16,491",912,720,0,0,"1,124",0,515,0,309,"270,546"
          Office of the Government Corporate Counsel,150,442,110,0,"1,223","4,497",0,0,"2,258",140,"1,504",0,209,0,25,20,0,0,100,0,0,0,0,"10,678"
          Office of the Solicitor General,"2,025","15,045","6,200",0,"9,024","42,693",0,0,"15,000","1,025","5,592",0,"1,000","8,075",300,375,250,0,"1,800",0,0,0,0,"108,404"
          Parole and Probation Administration,"13,261","5,315","3,693",0,"11,958","3,313",0,0,"6,401","7,033","1,520",0,528,"11,329","1,102",27,"1,051",0,50,0,0,0,0,"66,581"
          Presidential Commission on Good Government,"1,500","3,500","1,500",50,"4,000",600,0,0,"3,500",150,"1,160","5,000",500,"22,470",50,65,500,0,400,50,0,0,0,"44,995"
          Public Attorney's Office,"3,500","5,019","1,500",500,"36,000","7,879",0,0,"6,318","4,400","4,396","3,000",650,"8,271",300,100,"1,658",0,900,0,300,0,0,"84,691"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Labor and Employment,"177,434","102,719","80,978","28,417","267,433","202,610",0,"490,306","174,250","1,157,524","17,253",0,"20,436","464,702","24,549","13,712","68,442",0,"4,417",0,"1,679",0,"2,213","3,299,074"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"100,514","44,316","17,715","23,380","61,869","121,734",0,"458,131","34,543","51,357","3,888",0,"6,389","182,593","13,079","3,662","50,037",0,"1,738",0,0,0,0,"1,174,945"
          Institute for Labor Studies,600,670,259,0,"1,221",250,0,0,"1,010",260,110,0,100,"2,210",0,0,0,0,0,0,0,0,0,"6,690"
          National Conciliation and Mediation Board,"4,660","3,638","2,274",0,"4,819","10,077",0,0,"3,975","2,137",122,0,900,"15,620",546,290,"2,062",0,219,0,0,0,0,"51,339"
          National Labor Relations Commission,"6,217","12,758","1,500",706,"10,494","32,927",0,0,"13,585","4,881","5,970",0,746,"15,174","1,140",800,100,0,50,0,0,0,0,"107,048"
          National Maritime Polytechnic,"1,769",702,"2,768",154,"4,082",943,0,57,"3,191",485,82,0,"1,389","9,551",624,160,"1,200",0,201,0,60,0,0,"27,418"
          National Wages and Productivity Commission,"3,285","2,451","1,201",25,"6,308","11,389",0,0,"1,797",603,588,0,400,"8,446",520,"1,500","3,665",0,200,0,50,0,0,"42,428"
          Philippine Overseas Employment Administration,"8,550","10,251","9,338","1,731","20,550","6,721",0,0,"21,623","1,112","2,514",0,"2,790","34,436",767,525,"6,324",0,217,0,0,0,0,"127,449"
          Professional Regulation Commission,"17,423","6,745",816,0,"72,815","11,853",0,0,"15,240","3,070","1,888",0,"1,500","102,843",0,"3,400",700,0,215,0,0,0,0,"238,508"
          Technical Education and Skills Development Authority,"34,416","21,188","45,107","2,421","85,275","6,716",0,"32,118","79,286","1,093,619","2,091",0,"6,222","93,829","7,873","3,375","4,354",0,"1,577",0,"1,569",0,"2,213","1,523,249"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of National Defense,"518,073","217,015","4,159,429","128,968","8,684,013","54,994",13,"142,240","1,477,273","334,342","81,017","157,397","201,909","491,035","39,227","6,986","367,044",660,"18,810",515,426,"1,168","1,028","17,083,582"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          DND Proper (Office of the Secretary),"30,000","10,000","24,900",0,"40,957","5,200",0,500,"28,800","16,000","2,170","33,000","2,300","11,470","1,000",500,"15,000",0,"1,700",0,0,0,0,"223,497"
          Government Arsenal,"2,271",461,"6,842",787,"244,229",0,0,0,"12,128","3,292",110,0,"1,924",52,57,90,440,0,163,0,0,0,0,"272,846"
          National Defense College of the Philippines,"6,472","1,212","1,000",0,"9,783","2,000",0,0,207,369,80,0,441,"6,277",590,0,187,0,"1,174",0,0,0,0,"29,792"
          Office of Civil Defense,"1,497","9,868","1,279",50,"5,484","1,317",0,20,765,563,110,0,"2,019","3,494",150,150,364,0,289,0,0,76,0,"27,495"
          Philippine Veterans Affairs Office,"2,674","18,797","12,626",74,"308,120","5,636",0,"141,590","80,728","2,875",488,0,"1,234","53,819","1,140",545,"3,271",0,143,0,0,0,0,"633,760"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               Philippine Veterans Affairs Office (Proper),"2,300","17,532","6,270",44,"25,076","4,920",0,"141,590","11,428","2,660",330,0,457,"33,641",700,450,"2,271",0,100,0,0,0,0,"249,769"
               Military Shrines Service,328,265,"2,996",30,"1,365",716,0,0,"1,000",42,60,0,45,"4,010",440,95,"1,000",0,10,0,0,0,0,"12,402"
               Veterans Memorial Medical Center,46,"1,000","3,360",0,"281,679",0,0,0,"68,300",173,98,0,732,"16,168",0,0,0,0,33,0,0,0,0,"371,589"
,,,,,,,,,,,,,,,,,,,,,,,,
          Armed Forces of the Philippines,"475,159","176,677","4,112,782","128,057","8,075,440","40,841",13,130,"1,354,645","311,243","78,059","124,397","193,991","415,923","36,290","5,701","347,782",660,"15,341",515,426,"1,092","1,028","15,896,192"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               Philippine Army (Land Forces),"89,538","49,098","1,058,832","47,358","3,202,927","7,772",0,0,"316,042","115,782",0,"24,000","125,393","40,070","25,616","2,357","17,020",190,"6,469",419,0,552,"1,019","5,130,454"
               Philippine Air Force (Air Forces),"230,121","28,256","2,037,098","30,000","1,160,347","1,313",0,0,"260,175","67,067","50,000","12,000","23,587","8,921","3,676","2,840","119,308",470,"2,808",96,150,0,9,"4,038,242"
               Philippine Navy (Maritime Forces),"25,384","17,000","756,229","50,159","2,306,601","3,436",0,0,"299,966","25,704","6,268","24,749","17,440","135,970",0,0,"1,000",0,"2,000",0,0,353,0,"3,672,259"
               General Headquarters (Proper),"130,116","82,323","260,623",540,"1,405,565","28,320",13,130,"478,462","102,690","21,791","63,648","27,571","230,962","6,998",504,"210,454",0,"4,064",0,276,187,0,"3,055,237"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Public Works and Highways,"52,947","8,540","15,300,476","26,860","57,612","9,262",0,"1,275","7,955","4,108",122,0,"86,137","126,028","1,031","1,384","1,482","26,180",84,"47,082",0,0,0,"15,758,565"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"52,947","8,540","15,300,476","26,860","57,612","9,262",0,"1,275","7,955","4,108",122,0,"86,137","126,028","1,031","1,384","1,482","26,180",84,"47,082",0,0,0,"15,758,565"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Science and Technology,"126,275","105,192","141,737","7,699","325,281","15,776",2,"2,058,629","196,767","592,465","6,270",0,"255,313","191,342","15,225","2,197","15,475",100,"4,059",898,"1,792",240,140,"4,062,874"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"40,699","12,271","31,842",80,"56,189","4,196",0,"1,691,057","54,539","3,338","2,590",0,"4,154","39,945",826,532,"2,384",0,413,0,510,0,0,"1,945,565"
          Advanced Science and Technology Institute,306,"13,894",392,6,550,13,0,0,"6,380",190,110,0,203,"1,207",197,0,72,0,29,0,0,0,0,"23,549"
          Food and Nutrition Research Institute,"30,595",566,450,"2,250","6,439",0,0,0,"7,650","1,290",110,0,840,"14,603","1,050",0,275,0,50,0,0,0,0,"66,168"
          Forest Products Research and Development Institute,"3,100","1,777","1,050",60,"4,204",0,0,0,"4,100",763,98,0,432,"2,361",350,60,0,0,235,0,100,0,0,"18,690"
          Industrial Technology Development Institute,738,367,"3,799",150,"10,896",94,0,0,"15,243",500,110,0,"1,166","7,530",150,50,120,0,275,0,400,0,0,"41,588"
          Metals Industry Research and Development Center,940,841,"3,712",200,"5,724",150,0,0,"11,356",300,190,0,600,"3,835",250,45,100,0,40,0,15,0,0,"28,298"
          National Academy of Science and Technology,465,315,"2,162",0,"1,165",35,0,0,"1,372",30,110,0,95,"24,606",535,30,"1,255",0,22,0,50,0,0,"32,247"
          National Research Council of the Philippines,723,250,914,5,753,22,0,"9,266",936,622,110,0,60,"1,225",646,14,"1,413",0,15,0,77,240,0,"17,291"
"          Philippine Atmospheric, Geophysical and",,,,,,,,,,,,,,,,,,,,,,,,
                Astronomical Services Administration,"19,196","44,972","60,923","2,979","182,634","7,794",0,0,"23,147","4,144",180,0,"229,759","24,549",561,45,0,100,363,798,0,0,0,"602,144"
"          Philippine Council for Agriculture, Forestry",,,,,,,,,,,,,,,,,,,,,,,,
                and Natural Resources Research and Development,"11,383","3,299","6,188",0,"9,070",0,0,"165,118","5,090","3,449",110,0,936,"11,647","4,509",11,"6,501",0,77,0,49,0,0,"227,437"
          Philippine Council for Aquatic and Marine,,,,,,,,,,,,,,,,,,,,,,,,
                Research and Development,640,310,280,20,899,10,0,"14,000",876,"2,088",110,0,215,"1,279",110,0,50,0,31,0,0,0,0,"20,918"
          Philippine Council for Health Research and Development,525,774,427,0,680,100,0,"53,091","1,450",200,80,0,150,"1,155",250,56,350,0,50,0,0,0,0,"59,338"
          Philippine Institute of Volcanology and Seismology,"7,192","11,669","15,620","1,040","12,276",460,0,0,"11,310",400,110,0,"9,250","5,983",390,188,160,0,350,0,60,0,0,"76,458"
          Philippine Nuclear Research Institute,750,"3,109","4,362",220,"9,427",100,0,200,"18,325",100,38,0,"1,090","6,806",130,30,50,0,110,0,378,0,140,"45,365"
