Particular,A031,A032,A033,A034,A035,A036,A037,A038,A040,A041,A042,A960,Total
               Home Guaranty Corporation,"600,000",0,0,0,0,0,0,0,0,0,0,0,"600,000"
               National Home Mortgage Finance Corporation,"400,000",0,0,0,0,0,0,0,0,0,0,0,"400,000"
               National Housing Authority,"170,000",0,0,0,0,0,0,0,0,0,0,0,"170,000"
               Zamboanga City Special Economic Zone Authority,"21,000",0,0,0,0,0,0,0,0,0,0,0,"21,000"
,,,,,,,,,,,,,
          Net Lending,0,0,0,0,0,0,0,0,0,0,0,"15,000,000","15,000,000"
,,,,,,,,,,,,,
     Allocation to Local Government Units,0,"150,000",0,"2,133,175","1,751,034",750,0,0,0,"555,286",0,0,"4,590,245"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Metropolitan Manila Development Authority,0,0,0,"123,000","100,000",0,0,0,0,0,0,0,"223,000"
          Pasig River Rehabilitation Commission,0,0,0,"1,010,175",0,0,0,0,0,0,0,0,"1,010,175"
          Kalayaan Barangay Program Fund,0,0,0,0,"1,000,000",0,0,0,0,0,0,0,"1,000,000"
          Kilos Asenso Support Fund,0,0,0,"1,000,000",0,0,0,0,0,0,0,0,"1,000,000"
          Municipal Development Fund,0,"150,000",0,0,"651,034",750,0,0,0,"555,286",0,0,"1,357,070"
,,,,,,,,,,,,,
     AFP  Modernization Program,0,0,0,0,0,0,0,0,"5,000,000",0,0,0,"5,000,000"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
,,,,,,,,,,,,,
     Calamity Fund,0,0,0,0,0,0,0,0,0,"800,000",0,0,"800,000"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
,,,,,,,,,,,,,
     Contingent Fund,0,0,0,0,"160,000",0,0,0,0,0,0,0,"160,000"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
,,,,,,,,,,,,,
     DepEd - School Building Program,0,0,0,0,"2,000,000",0,0,0,0,0,0,0,"2,000,000"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
,,,,,,,,,,,,,
     E-Government Fund,0,0,0,0,0,"1,000,000",0,0,0,0,0,0,"1,000,000"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
,,,,,,,,,,,,,
     General Fund Adjustments,0,0,0,0,"500,000",0,0,0,0,0,0,0,"500,000"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
,,,,,,,,,,,,,
     National Unification Fund,0,0,0,0,0,"6,250",0,0,0,0,0,0,"6,250"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
,,,,,,,,,,,,,
     Priority Development Assistance Fund,0,0,0,"1,502,211","1,652,500","260,000",0,0,0,0,0,0,"3,414,711"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
,,,,,,,,,,,,,
GRAND TOTAL,"7,081,200","1,601,367","422,701","5,440,485","22,694,122","7,357,548","1,320","2,104,774","10,679,190","151,048,823","992,037","15,000,000","224,423,567"
,,,,,,,,,,,,,
