particular,A002,A003,A004,A006,A007,A008,A009,A010,A014,A017,A018,A019,A021,A029,A117,A118,A119,A121,A122,A123,A124,A126,A127,Total
          Region IX - ZAMBOANGA PENINSULA,"5,285","2,959","3,915",143,"14,586",190,0,1,"14,557","3,639",447,0,889,"14,260",98,84,737,0,296,0,234,0,137,"62,457"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               J. H. Cerilles State College,"1,362",316,"1,030",57,"2,174",0,0,0,507,332,67,0,52,402,43,18,510,0,20,0,37,0,0,"6,927"
               Jose Rizal Memorial State University,,,,,,,,,,,,,,,,,,,,,,,,
                     (Jose Rizal Memorial State College),"1,736",302,"1,259",50,"2,944",10,0,1,"4,170",456,109,0,350,"1,500",21,12,96,0,18,0,44,0,137,"13,215"
               Western Mindanao State University,"1,360","1,689",781,36,"7,280",180,0,0,"5,973","1,923",122,0,287,"9,284",12,38,7,0,193,0,55,0,0,"29,220"
               Zamboanga City State Polytechnic College,245,216,129,0,602,0,0,0,"1,941",150,58,0,32,742,0,0,124,0,0,0,40,0,0,"4,279"
               Zamboanga State College of Marine,,,,,,,,,,,,,,,,,,,,,,,,
                     Sciences and Technology,582,436,716,0,"1,586",0,0,0,"1,966",778,91,0,168,"2,332",22,16,0,0,65,0,58,0,0,"8,816"
,,,,,,,,,,,,,,,,,,,,,,,,
          Region X - NORTHERN MINDANAO,"7,722","3,576","15,682",9,"20,929",23,0,0,"35,393","9,965",509,0,"4,508","41,777","1,045",656,"2,718",0,252,0,261,0,182,"145,207"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               Bukidnon State College,"1,060",282,"2,267",0,"3,664",0,0,0,"2,805","1,244",60,0,290,"2,759",30,137,624,0,73,0,10,0,0,"15,305"
               Camiguin Polytechnic State College,229,183,21,0,"1,602",0,0,0,732,348,29,0,72,"2,135",100,0,0,0,0,0,0,0,0,"5,451"
               Central Mindanao University,"2,500",800,"4,998",0,"9,126",0,0,0,"9,630","1,125",98,0,"2,848","4,500",100,0,462,0,20,0,80,0,0,"36,287"
               Mindanao University of Science and Technology,406,522,455,0,"1,039",0,0,0,"8,002","1,963",162,0,258,"1,945",514,483,"1,320",0,43,0,33,0,0,"17,145"
               MSU-Iligan Institute of Technology,"3,117","1,645","6,876",1,"3,933",10,0,0,"13,751","4,857",0,0,902,"28,298",279,5,300,0,116,0,92,0,182,"64,364"
               Misamis Oriental State College of,,,,,,,,,,,,,,,,,,,,,,,,
                     Agriculture and Technology,282,51,384,0,851,13,0,0,203,426,62,0,138,"1,834",22,8,0,0,0,0,46,0,0,"4,320"
               Northwestern Mindanao State College of,,,,,,,,,,,,,,,,,,,,,,,,
                     Science and Technology,128,93,681,8,714,0,0,0,270,2,98,0,0,306,0,23,12,0,0,0,0,0,0,"2,335"
,,,,,,,,,,,,,,,,,,,,,,,,
          Region XI - DAVAO REGION,"2,288","1,575",844,0,"11,645",101,0,0,"8,157","21,590","1,041",0,386,"8,374",1,22,961,0,182,0,137,10,0,"57,314"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               Davao del Norte State College,364,119,226,0,900,0,0,0,"1,476",104,100,0,94,554,1,0,206,0,0,0,56,0,0,"4,200"
               Davao Oriental State College of Science,,,,,,,,,,,,,,,,,,,,,,,,
                     and Technology,482,202,198,0,"1,469",0,0,0,"1,134",166,391,0,28,640,0,0,529,0,0,0,0,0,0,"5,239"
               Southern Philippines Agri-Business and,,,,,,,,,,,,,,,,,,,,,,,,
                     Marine and Aquatic School of Technology,428,134,326,0,617,77,0,0,431,152,396,0,28,532,0,22,0,0,14,0,42,0,0,"3,199"
               University of Southeastern Philippines,"1,014","1,120",94,0,"8,659",24,0,0,"5,116","21,168",154,0,236,"6,648",0,0,226,0,168,0,39,10,0,"44,676"
,,,,,,,,,,,,,,,,,,,,,,,,
          Region XII - MAIN SOCCSKSARGEN,"5,480","1,375","3,161",363,"18,301",115,0,"5,537","8,313","6,415","1,328",0,757,"6,745",109,89,"2,545",0,229,0,383,0,0,"61,245"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               Cotabato City State Polytechnic College,"1,216",448,991,278,"2,109",0,0,0,761,"1,731",406,0,80,260,81,54,492,0,184,0,52,0,0,"9,143"
               Cotabato Foundation College of Science,,,,,,,,,,,,,,,,,,,,,,,,
                     and Technology,459,27,511,0,"7,669",0,0,0,"1,113",187,32,0,137,784,0,0,220,0,8,0,45,0,0,"11,192"
               Sultan Kudarat State University (Sultan,,,,,,,,,,,,,,,,,,,,,,,,
                     Kudarat Polytechnic State College),"1,846",178,659,0,"3,192",0,0,0,"1,416",828,15,0,124,"2,323",28,25,290,0,0,0,111,0,0,"11,035"
               University of Southern Mindanao,"1,959",722,"1,000",85,"5,331",115,0,"5,537","5,023","3,669",875,0,416,"3,378",0,10,"1,543",0,37,0,175,0,0,"29,875"
,,,,,,,,,,,,,,,,,,,,,,,,
          CARAGA ADMINISTRATIVE REGION,"1,951",713,"2,707",470,"7,956",64,0,0,"3,421","3,960","1,800",0,354,"6,442",241,94,554,0,123,0,73,0,0,"30,923"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               Agusan del Sur State College of,,,,,,,,,,,,,,,,,,,,,,,,
                     Agriculture and Technology,63,44,877,0,"3,773",0,0,0,189,20,110,0,16,"1,189",0,0,0,0,0,0,27,0,0,"6,308"
               Caraga State University (Northern,,,,,,,,,,,,,,,,,,,,,,,,
                     Mindanao State Institute of,,,,,,,,,,,,,,,,,,,,,,,,
                     Science and Technology),578,263,556,460,"1,213",64,0,0,604,"1,718","1,416",0,175,"2,325",85,0,153,0,0,0,44,0,0,"9,654"
               Surigao del Sur State University,,,,,,,,,,,,,,,,,,,,,,,,
                     (Surigao del Sur Polytechnic State College),943,197,474,7,"1,574",0,0,0,"1,572","1,025",166,0,132,"1,286",156,60,379,0,111,0,0,0,0,"8,082"
               Surigao State College of Technology,367,209,800,3,"1,396",0,0,0,"1,056","1,197",108,0,31,"1,642",0,34,22,0,12,0,2,0,0,"6,879"
,,,,,,,,,,,,,,,,,,,,,,,,
          AUTONOMOUS REGION IN MUSLIM MINDANAO,"10,657","2,643","9,255",471,"23,231","1,651",8,"12,553","20,671","25,518","1,274",0,473,"9,050",121,222,742,0,990,0,182,343,0,"120,055"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               Adiong Memorial Polytechnic State College,510,70,215,5,975,40,0,20,200,100,16,0,65,500,0,5,10,0,0,0,30,25,0,"2,786"
               Basilan State College,756,81,462,8,"1,095",0,0,0,858,242,146,0,91,"1,924",0,0,0,0,1,0,15,0,0,"5,679"
               Mindanao State University,"5,908","1,686","7,560",183,"15,895","1,281",8,"11,533","17,233","2,840",612,0,177,"5,926",121,145,532,0,278,0,17,28,0,"71,963"
               MSU-Tawi-Tawi College of Technology and Oceanography,"1,536",557,223,0,"2,751",330,0,"1,000","1,400","21,826",364,0,80,700,0,0,200,0,150,0,0,290,0,"31,407"
               Sulu State College,830,80,310,0,"1,221",0,0,0,500,90,68,0,0,0,0,0,0,0,156,0,0,0,0,"3,255"
               Tawi-Tawi Regional Agricultural College,"1,117",169,485,275,"1,294",0,0,0,480,420,68,0,60,0,0,72,0,0,405,0,120,0,0,"4,965"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Energy,"44,264","10,442","14,756",3,"569,558","9,996",0,"1,660,793","18,711","2,596","2,476",0,"9,253","386,539","3,514","45,046","28,062",0,"7,967",0,765,0,0,"2,814,741"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"44,264","10,442","14,756",3,"569,558","9,996",0,"1,660,793","18,711","2,596","2,476",0,"9,253","386,539","3,514","45,046","28,062",0,"7,967",0,765,0,0,"2,814,741"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Environment and Natural Resources,"586,389","109,350","384,313","13,131","635,679","126,548",214,"184,560","177,682","120,890","14,178","15,016","24,912","1,458,195","15,169","27,211","58,602",0,"4,015","454,813",252,62,444,"4,411,625"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"496,155","71,269","177,702","6,212","353,453","86,770",212,"19,728","107,622","100,570","6,081","15,016","14,046","1,024,148","11,419","24,778","42,622",0,"2,343","362,556",204,57,444,"2,923,407"
          Environmental Management Bureau,"23,500","9,700","15,102",226,"31,914","6,314",0,0,"13,171","8,809","1,716",0,"1,214","94,351","1,539",317,"7,323",0,241,0,16,0,0,"215,453"
          Land Registration Authority,"6,296","6,151","3,357","4,725","114,918","13,387",0,0,"21,487",346,"1,742",0,"3,968","72,540",0,614,"3,640",0,231,0,0,0,0,"253,402"
          Mines and Geo-Sciences Bureau,"28,519","6,600","17,772",765,"35,170","5,923",0,52,"15,323","4,169","1,418",0,"1,553","35,316","1,396","1,420","1,901",0,552,420,32,5,0,"158,306"
          National Commission on Indigenous Peoples,"12,588","5,939","1,712",904,"8,428","12,789",0,"164,780","4,854","2,329","3,221",0,564,"12,800",815,0,425,0,169,"9,013",0,0,0,"241,330"
          National Mapping and Resource Information Authority,"13,599","8,798","167,295",177,"87,047",770,2,0,"14,191","4,582",0,0,"3,567","206,125",0,82,"2,691",0,406,"82,824",0,0,0,"592,156"
          Palawan Council for Sustainable Development Staff,"5,732",893,"1,373",122,"4,749",595,0,0,"1,034",85,0,0,0,"12,915",0,0,0,0,73,0,0,0,0,"27,571"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Finance,"190,267","106,428","447,491","8,287","424,567","417,468","94,132","1,000","362,543","45,777","14,787","10,000","6,678,639","4,894,800","30,336","16,227","86,933",0,"6,771,510",0,"2,022",0,0,"20,603,214"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"10,761","4,449","3,777",17,"11,280","7,491",0,0,"72,880","8,522","2,040",500,658,"73,217",363,358,"81,501",0,364,0,15,0,0,"278,193"
          Bureau of Customs,"12,036","20,752","310,361","2,014","93,260","5,094",0,0,"60,532","8,487","1,445","4,500","2,126","3,655,747","26,910","1,500",0,0,166,0,0,0,0,"4,204,930"
          Bureau of Internal Revenue,"133,767","61,758","109,185","5,331","289,543","368,157","94,132",0,"185,294","13,006","3,612","5,000","19,099","945,569","1,808","13,440",0,0,699,0,53,0,0,"2,249,453"
          Bureau of Local Government Finance,"9,085","3,341","3,684",0,"8,598","5,889",0,0,"5,561","6,006","1,436",0,534,"16,774",0,0,0,0,0,0,0,0,0,"60,908"
          Bureau of the Treasury,"5,907","7,808","15,039",923,"8,574","14,821",0,0,"22,618","1,328","2,636",0,"6,653,877","180,396",176,316,539,0,"6,770,005",0,16,0,0,"13,684,979"
          Central Board of Assessment Appeals,40,77,21,2,291,137,0,0,11,128,153,0,20,137,0,13,0,0,37,0,0,0,0,"1,067"
          Cooperative Development Authority,"13,856","4,862","3,317",0,"7,324","10,979",0,"1,000","5,098","2,510","2,161",0,"1,786","5,748",860,143,"3,100",0,138,0,58,0,0,"62,940"
          Fiscal Incentives Review Board,25,16,0,0,20,0,0,0,0,0,0,0,0,32,1,0,8,0,0,0,0,0,0,102
          Insurance Commission,"4,352","1,624",864,0,"2,640",289,0,0,"5,072","5,688",112,0,374,"16,386",0,452,"1,519",0,0,0,"1,818",0,0,"41,190"
          National Tax Research Center,323,482,379,0,"1,321","4,229",0,0,"2,363",70,81,0,98,655,218,5,101,0,55,0,16,0,0,"10,396"
          Privatization and Management Office,115,"1,259",864,0,"1,716",382,0,0,"3,114",32,"1,111",0,67,139,0,0,165,0,46,0,46,0,0,"9,056"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Foreign Affairs,"415,129","93,366","48,886","83,177","2,387,940","701,712",0,"162,974","96,343","18,714","9,047",0,"52,271","375,542",883,5,"157,710",0,408,0,"1,045,393",0,0,"5,649,500"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"411,014","92,504","48,638","83,177","2,386,384","700,932",0,"162,974","94,301","7,380","6,607",0,"52,178","371,865",0,0,"157,458",0,0,0,"1,045,393",0,0,"5,620,805"
          Foreign Service Institute,722,536,214,0,723,613,0,0,"2,042","8,780",649,0,87,"2,001",106,0,0,0,378,0,0,0,0,"16,851"
          Technical Cooperation Council of the Philippines,62,6,0,0,130,33,0,0,0,69,0,0,0,"1,435",0,0,32,0,13,0,0,0,0,"1,780"
          UNESCO National Commission of the Philippines,"3,331",320,34,0,703,134,0,0,0,"2,485","1,791",0,6,241,777,5,220,0,17,0,0,0,0,"10,064"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Health,"206,611","64,111","155,859","25,527","4,253,244","33,363",0,"722,653","368,103","575,830","12,989",0,"201,083","1,840,171","93,197","235,485","32,263",0,"1,466",0,462,"5,634",0,"8,828,051"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"191,242","59,009","152,756","25,469","4,237,730","29,920",0,"484,293","362,364","451,062","12,604",0,"199,268","1,783,472","33,838","164,989","30,206",0,"1,235",0,462,"1,707",0,"8,221,626"
          Commission on Population,"5,977","2,545","1,481",6,"7,306","2,481",0,"238,360","3,974","14,173",223,0,"1,396","10,541",865,547,0,0,193,0,0,0,0,"290,068"
          National Nutrition Council,"9,392","2,557","1,622",52,"8,208",962,0,0,"1,765","110,595",162,0,419,"46,158","58,494","69,949","2,057",0,38,0,0,"3,927",0,"316,357"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of the Interior and Local Government,"196,041","451,078","1,085,162","8,013","12,435,679","1,381,315",0,"28,194","657,223","624,649","8,266","270,029","48,781","187,797","203,247","4,595","12,286",0,"15,601",12,92,"8,599","19,740","17,646,399"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"34,705","26,472","24,584",322,"52,157","60,111",0,"28,077","30,736","25,592","5,362",0,"3,684","62,187","2,662",93,"5,106",0,635,0,45,0,"19,730","382,260"
          Bureau of Fire Protection,"16,665","14,164","116,299","1,065","334,195","34,587",0,0,"39,335","28,761",0,0,"10,214","6,817","42,241","1,273",0,0,470,0,0,50,0,"646,136"
          Bureau of Jail Management and Penology,"12,480","6,206","17,530",0,"1,289,245","10,398",0,1,"77,160","1,910",0,0,"1,322",889,"5,677",243,0,0,0,12,25,"2,139",10,"1,425,247"
          Local Government Academy,"1,355","1,904","3,467",89,"4,481","6,186",0,19,"2,527","36,124",110,0,163,"7,739",874,0,5,0,30,0,2,0,0,"65,075"
          National Police Commission,"12,825","8,499","3,881",265,"22,672","23,529",0,0,"14,644","2,698","1,977",0,"1,487","17,698",640,56,0,0,484,0,0,0,0,"111,355"
          Philippine National Police,"112,935","388,307","863,123","5,635","10,560,163","1,246,504",0,0,"447,535","490,277",533,"270,029","31,680","58,210","143,535","2,786",0,0,"13,810",0,0,"6,410",0,"14,641,472"
          Philippine Public Safety College,"5,076","5,526","56,278",637,"172,766",0,0,97,"45,286","39,287",284,0,231,"34,257","7,618",144,"7,175",0,172,0,20,0,0,"374,854"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Justice,"105,272","91,856","98,528","4,322","1,007,929","129,514",0,"206,167","159,820","44,694","17,335","138,278","7,561","193,476","4,529","2,690","17,708",0,"17,601",0,838,"17,863","2,629","2,268,610"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"14,403","16,017","7,718","2,365","29,436","1,971",0,0,"21,881","6,831","4,225","112,278","2,175","12,875",108,0,"2,778",0,"1,162",0,0,"17,863",0,"254,086"
          Bureau of Corrections,"29,308","2,529","28,000",0,"829,017",0,0,"3,003","46,776","1,212",608,0,176,"3,998",150,221,"4,400",0,400,0,0,0,0,"949,798"
          Bureau of Immigration,"8,130","35,305","22,191",2,"52,031","14,150",0,0,"24,124","4,925",356,"8,000","1,668","23,312","2,415","1,365","7,202",0,"12,577",0,320,0,"2,320","220,393"
          Commission on the Settlement of Land Problems,166,289,12,2,269,195,0,0,535,49,539,0,26,190,7,0,0,0,22,0,0,0,0,"2,301"
          National Bureau of Investigation,"33,121","9,115","26,918","1,442","57,062","75,929",0,206,"38,932",361,"1,394","18,000","1,401","36,363",754,634,0,0,"1,031",0,515,0,309,"303,487"
          Office of the Government Corporate Counsel,172,683,102,0,"1,070","4,693",0,0,"1,942",20,"1,229",0,177,28,0,22,82,0,66,0,0,0,0,"10,286"
          Office of the Solicitor General,"1,592","15,003","9,573",0,"8,295","19,125",0,0,"11,433","9,814","4,634",0,462,"17,635",112,258,158,0,"1,815",0,0,0,0,"99,909"
          Parole and Probation Administration,"13,968","4,885",405,0,"8,419","3,204",0,0,"5,188","7,642","1,317",0,523,"10,517",827,26,510,0,50,0,3,0,0,"57,484"
          Presidential Commission on Good Government,"1,543","3,321","3,188",11,"3,422","3,916",0,"202,958","3,945","1,977","1,353",0,601,"82,882",3,113,"1,756",0,433,0,0,0,0,"311,422"
          Public Attorney's Office,"2,869","4,709",421,500,"18,908","6,331",0,0,"5,064","11,863","1,680",0,352,"5,676",153,51,822,0,45,0,0,0,0,"59,444"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Labor and Employment,"166,888","98,211","67,274","23,794","342,777","177,095",114,"1,074,059","143,667","5,160,366","22,784",0,"22,755","653,897","81,535","42,303","76,551",0,"3,806",80,285,309,84,"8,158,634"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"86,434","36,348","14,443","14,567","73,672","107,197",0,"824,681","33,319","18,124","4,670",0,"5,594","190,068","5,089","2,155","53,832",0,"1,035",80,20,1,0,"1,471,329"
          Institute for Labor Studies,560,536,87,0,"1,209",179,0,0,"1,010",115,110,0,66,"2,861",0,0,0,0,0,0,0,0,0,"6,733"
          National Conciliation and Mediation Board,"4,280","2,900","1,614",0,"4,735","9,161",0,0,"3,504","1,553",122,0,403,"21,452",104,1,"1,348",0,148,0,0,0,0,"51,325"
          National Labor Relations Commission,"4,725","11,848","2,913",306,"10,269","26,761",0,0,"12,272","5,408","5,083",0,750,"15,178",442,506,96,0,124,0,0,0,0,"96,681"
          National Maritime Polytechnic,"1,588",665,"3,649",98,"4,286",918,0,50,"3,181",482,70,0,"1,143","9,533",722,80,"1,165",0,101,0,9,0,0,"27,740"
          National Wages and Productivity Commission,"3,450","2,266","1,755",43,"5,989","9,285",0,0,"1,786","1,136",918,0,391,"8,292",566,"1,259","5,485",0,144,0,25,0,0,"42,790"
          Philippine Overseas Employment Administration,"8,747","11,020","4,508","3,172","18,248","5,549",0,0,"20,831","1,291","6,348",0,"3,925","39,704","1,337",323,"8,124",0,378,0,0,0,0,"133,505"
          Professional Regulation Commission,"13,135","5,498","2,229",0,"75,985","12,123",0,0,"16,897","1,834","1,890",0,"1,451","127,263",0,775,859,0,202,0,0,0,0,"260,141"
          Technical Education and Skills Development Authority,"43,969","27,130","36,076","5,608","148,384","5,922",114,"249,328","50,867","5,130,423","3,573",0,"9,032","239,546","73,275","37,204","5,642",0,"1,674",0,231,308,84,"6,068,390"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of National Defense,"426,791","181,340","2,917,208","131,367","7,935,304","50,489",10,"149,738","1,334,433","410,879","75,520","323,924","1,347,557","2,478,701","16,931","5,025","280,795",0,"13,761","1,182",563,"1,258",620,"18,083,396"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          DND Proper (Office of the Secretary),"21,247","11,105","24,566",0,"59,660","5,212",0,"1,181","17,332","85,297","2,044","33,000","1,053","45,094","4,358",895,"16,010",0,928,0,0,0,0,"328,982"
          Government Arsenal,"1,132",305,"4,189",713,"148,058",0,0,0,"14,287",225,161,0,"18,283","17,840",1,75,235,0,96,0,0,0,0,"205,600"
          National Defense College of the Philippines,"4,150","1,873","2,175",0,"7,923",308,0,0,52,82,"2,107",0,246,"9,229",251,0,0,0,309,0,14,0,0,"28,719"
          Office of Civil Defense,"10,412","10,991","2,130","1,233","194,780","1,425",0,"18,519",765,"24,028",110,0,"2,019","3,866",65,179,"13,458",0,13,0,0,98,0,"284,091"
          Philippine Veterans Affairs Office,"2,677","12,718","11,958",53,"267,573","7,770",0,"129,978","64,651","2,672",904,0,"1,071","34,009",699,396,"4,591",0,109,0,0,0,0,"541,829"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               Philippine Veterans Affairs Office (Proper),"2,291","11,454","6,676",44,"22,864","7,054",0,"129,978","8,775","2,557",778,0,574,"12,758",338,287,"3,274",0,78,0,0,0,0,"209,780"
               Military Shrines Service,386,235,"2,859",9,"1,492",716,0,0,774,5,27,0,25,"3,413",361,109,"1,317",0,2,0,0,0,0,"11,730"
               Veterans Memorial Medical Center,0,"1,029","2,423",0,"243,217",0,0,0,"55,102",110,99,0,472,"17,838",0,0,0,0,29,0,0,0,0,"320,319"
,,,,,,,,,,,,,,,,,,,,,,,,
          Armed Forces of the Philippines,"387,173","144,348","2,872,190","129,368","7,257,310","35,774",10,60,"1,237,346","298,575","70,194","290,924","1,324,885","2,368,663","11,557","3,480","246,501",0,"12,306","1,182",549,"1,160",620,"16,694,175"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               Philippine Army (Land Forces),"55,025","28,966","667,661","48,145","2,180,460","2,219",0,0,"254,009","116,459","1,268","196,284","194,738","268,015","2,155",163,"30,425",0,992,949,0,585,148,"4,048,666"
               Philippine Air Force (Air Forces),"154,826","23,637","1,152,917","29,963","1,517,205","1,334",0,0,"239,144","61,661","43,000","6,243","80,743","58,067","3,043","2,870","85,731",0,"2,668",108,59,40,31,"3,463,290"
               Philippine Navy (Maritime Forces),"28,404","17,000","809,799","50,159","2,138,068","3,436",0,0,"301,257","26,822","6,268","24,749","23,520","124,025",0,0,"1,000",0,"2,000",0,0,353,0,"3,556,860"
               General Headquarters (Proper),"148,918","74,745","241,813","1,101","1,421,577","28,785",10,60,"442,936","93,633","19,658","63,648","1,025,884","1,918,556","6,359",447,"129,345",0,"6,646",125,490,182,441,"5,625,359"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Public Works and Highways,"49,239","30,150","11,977,101","2,241","113,630","7,461",0,850,"83,158","6,558","4,518",0,"382,775","297,542","4,399","3,594",640,28,"1,129",0,112,0,0,"12,965,125"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"49,239","30,150","11,977,101","2,241","113,630","7,461",0,850,"83,158","6,558","4,518",0,"382,775","297,542","4,399","3,594",640,28,"1,129",0,112,0,0,"12,965,125"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Science and Technology,"59,218","49,805","61,291","2,443","174,285","8,586",259,"1,452,831","116,013","802,293","12,289",0,"62,856","193,857","11,070","1,582","18,179",0,"2,466",40,"1,483",396,30,"3,031,272"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"18,083","8,703","13,974",170,"26,627","2,082",0,"209,568","15,052","1,985","3,074",0,"2,667","51,573","1,052",272,"5,632",0,427,0,260,20,0,"361,221"
          Advanced Science and Technology Institute,468,"6,027",392,6,551,13,0,0,"2,691",590,113,0,202,"1,628",197,0,972,0,29,0,0,0,0,"13,879"
          Food and Nutrition Research Institute,"2,052",331,"1,149",30,"7,924",784,0,0,"5,708",430,85,0,351,"15,076",678,0,289,0,21,0,0,0,0,"34,908"
          Forest Products Research and Development Institute,"1,981","1,498","1,340",60,"3,984",0,0,"9,078","4,338",693,103,0,523,"2,920",334,70,0,0,280,0,183,0,0,"27,385"
          Industrial Technology Development Institute,"1,330",394,"1,900",152,"7,396",145,0,0,"6,423",604,98,0,916,"5,676",169,0,159,0,47,0,207,0,0,"25,616"
          Metals Industry Research and Development Center,888,684,"3,065",143,"4,016",287,0,0,"10,005",264,277,0,422,"4,474",54,84,121,0,51,0,7,0,0,"24,842"
          National Academy of Science and Technology,72,292,792,0,720,20,0,0,618,67,110,0,80,"21,494",298,10,"2,053",0,7,0,119,0,0,"26,752"
          National Research Council of the Philippines,677,302,880,10,745,49,0,"193,968",893,434,135,0,145,"2,083",615,20,"1,513",0,13,0,162,376,0,"203,020"
"          Philippine Atmospheric, Geophysical and",,,,,,,,,,,,,,,,,,,,,,,,
                Astronomical Services Administration,"8,478","8,990","9,316",906,"70,867","4,207",252,0,"16,512","3,901",655,0,"46,284","17,827",432,333,0,0,185,0,73,0,0,"189,218"
"          Philippine Council for Agriculture, Forestry",,,,,,,,,,,,,,,,,,,,,,,,
                and Natural Resources Research and Development,"6,284","3,167","5,860",0,"6,320",0,2,"308,615","4,822","7,581",98,0,863,"15,922","1,308",14,"3,614",0,65,0,50,0,0,"364,585"
          Philippine Council for Aquatic and Marine,,,,,,,,,,,,,,,,,,,,,,,,
                Research and Development,600,300,280,20,840,10,0,"15,688",776,"2,927",80,0,147,"1,279",100,0,50,0,30,0,0,0,0,"23,127"
          Philippine Council for Health Research and Development,"1,095",965,153,0,899,152,0,"36,227","1,472",96,267,0,141,"3,512",369,47,773,0,28,0,0,0,0,"46,196"
          Philippine Institute of Volcanology and Seismology,"5,371","6,746","7,507",165,"7,929",194,0,0,"8,257",235,66,0,"3,800","3,567",291,72,98,0,196,0,0,0,0,"44,494"
