DPT_CD,DPT_DSC,AGY_TYPE,OWNER_CD,OWNER_DSC,FPAP_CD,FPAP_DSC,AREA_CD,AREA_DSC,PS,MOOE,CO,NET
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.02.b,                                Secondary Education,1,National Capital Region,,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.02.b.01,                                      Antonio Villegas Vocational High School,1,National Capital Region,1017,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.02.b.02,                                      Araullo High School,1,National Capital Region,5610,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.02.b.03,                                      Antonio Maceda Integrated School,1,National Capital Region,2458,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.02.b.04,                                      Carlos P. Garcia High School,1,National Capital Region,2460,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.02.b.05,                                      Cayetano Arellano High School,1,National Capital Region,4347,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.02.b.06,                                      Claro M. Recto High School,1,National Capital Region,2442,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.02.b.07,                                      Eulogio Rodriquez Vocational High School (EARIST Vocational HS),1,National Capital Region,3125,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.02.b.08,                                      Elpidio Quirino High School,1,National Capital Region,3211,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.02.b.09,                                      Gen. Emilio Aguinaldo Integrated School,1,National Capital Region,1158,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.02.b.10,                                      Esteban Abada High School,1,National Capital Region,2902,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.02.b.11,                                      F. G. Calderon Integrated School,1,National Capital Region,2462,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.02.b.12,                                      Gregorio Perfecto High School,1,National Capital Region,3311,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.02.b.13,                                      Jose Abad Santos High School,1,National Capital Region,4922,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.02.b.14,                                      Dr. Juan Nolasco High School,1,National Capital Region,3622,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.02.b.15,                                      J. Villamor High School,1,National Capital Region,2812,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.02.b.16,                                      Jose P. Laurel High School,1,National Capital Region,3719,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.02.b.17,                                      Lakan Dula High School,1,National Capital Region,4167,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.02.b.18,                                      Manila High School,1,National Capital Region,3936,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.02.b.19,                                      Manila Science High School,1,National Capital Region,2336,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.02.b.20,                                      Manuel L. Quezon High School,1,National Capital Region,4066,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.02.b.21,                                      Manuel A. Roxas High School,1,National Capital Region,4951,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.02.b.22,                                      Mariano Marcos Memorial High School,1,National Capital Region,3642,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.02.b.23,                                      Rajah Soliman Science and Technology High School,1,National Capital Region,3716,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.02.b.24,                                      Ramon C. Avancena High School,1,National Capital Region,2431,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.02.b.25,                                      Ramon Magsaysay High School,1,National Capital Region,7014,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.02.b.26,                                      Pres. Sergio Osmeña Sr. High School,1,National Capital Region,2711,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.02.b.27,                                      Tondo High School,1,National Capital Region,3983,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.02.b.28,                                      Torres High School,1,National Capital Region,6536,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.02.b.29,                                      Doña Teodora Alonzo High School,1,National Capital Region,2224,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.02.b.30,                                      T. Paez Integrated High School,1,National Capital Region,2917,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.02.b.31,                                      Valeriano Fugoso Memorial High School,1,National Capital Region,1115,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.02.b.32,                                      Victoriano Mapa High School,1,National Capital Region,4657,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.02.c,                                Division/District Offices (Proper),1,National Capital Region,,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.02.d,                                In-service Training (INSET),1,National Capital Region,,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.03,                            Division of Pasay City,1,National Capital Region,,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.03.a,                                Elementary Education,1,National Capital Region,24168,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.03.b,                                Secondary Education,1,National Capital Region,,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.03.b.01,                                      Kalayaan National High School,1,National Capital Region,1213,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.03.b.02,                                      Pasay City North High School,1,National Capital Region,2367,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.03.b.03,                                      Pasay City East High School,1,National Capital Region,2934,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.03.b.04,                                      Pasay City South High School,1,National Capital Region,3384,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.03.b.05,                                      Pasay City West High School,1,National Capital Region,4001,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.03.b.06,                                      Philippine School for the Blind,1,National Capital Region,1010,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.03.b.07,                                      Philippine School for the Deaf,1,National Capital Region,2554,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.03.b.08,                                      Pasay City North High School-Cuneta Annex,1,National Capital Region,,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.03.b.09,                                      Pasay City North High School-Basa Air Base Annex,1,National Capital Region,,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.03.b.10,                                      Pasay City North High School-Mactan Air Base Annex,1,National Capital Region,,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.03.b.11,                                      Pasay City West High School - Pasay City Science HS Annex,1,National Capital Region,404,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.03.c,                                Division/District Offices (Proper),1,National Capital Region,,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.03.d,                                In-service Training (INSET),1,National Capital Region,,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.04,                            Division of Quezon City,1,National Capital Region,,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.04.a,                                Elementary Education,1,National Capital Region,126004,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.04.b,                                Secondary Education,1,National Capital Region,,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.04.b.01,                                      Bagong Silangan High School,1,National Capital Region,2248,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.04.b.02,                                      Balara High School,1,National Capital Region,1497,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.04.b.03,                                      Balingasa High School,1,National Capital Region,991,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.04.b.04,                                      Batasan Hills National High School,1,National Capital Region,5168,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.04.b.05,                                      Camp Crame High School,1,National Capital Region,758,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.04.b.06,                                      Camp Gen. Emilio Aguinaldo High School,1,National Capital Region,2089,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.04.b.07,                                      Carlos L. Albert High School,1,National Capital Region,1765,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.04.b.08,                                      Carlos P. Garcia High School,1,National Capital Region,770,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.04.b.09,                                      Commonwealth High School,1,National Capital Region,4859,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.04.b.10,                                      Culiat High School,1,National Capital Region,2700,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.04.b.11,"                                      Don Alejandro Roces, Sr. Science and Technology  High School",1,National Capital Region,1467,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.04.b.12,                                      San Francisco High School (Don Mariano Marcos HS),1,National Capital Region,3895,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.04.b.13,                                      Don Quintin Paredes High School,1,National Capital Region,537,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.04.b.14,                                      Doña Josefa Jara Martinez Vocational  High School,1,National Capital Region,997,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.04.b.15,"                                      Eulogio Rodriguez, Jr. High School",1,National Capital Region,2425,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.04.b.16,                                      Ernesto Rondon High School (Project 6 High School),1,National Capital Region,1930,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.04.b.17,                                      Flora A. Ylagan High School,1,National Capital Region,1140,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.04.b.18,"                                      Ismael Mathay, Sr. High School (GSIS Village High School)",1,National Capital Region,2330,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.04.b.19,"                                      Jose  P. Laurel, Sr.  High School",1,National Capital Region,1579,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.04.b.20,                                      Juan Sumulong High School,1,National Capital Region,2203,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.04.b.21,                                      Judge Juan Luna High School,1,National Capital Region,2273,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.04.b.22,                                      Krus na Ligas High School,1,National Capital Region,1084,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.04.b.23,                                      Lagro High School (Main),1,National Capital Region,4162,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.04.b.24,                                      Maligaya High School,1,National Capital Region,1398,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.04.b.25,                                      Manuel Roxas High School,1,National Capital Region,1076,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.04.b.26,                                      Masambong High School,1,National Capital Region,517,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.04.b.27,                                      New Era High School,1,National Capital Region,1838,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.04.b.28,                                      North Fairview High School,1,National Capital Region,2879,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.04.b.29,                                      NOH School for the Crippled Children,1,National Capital Region,1204,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.04.b.30,                                      Novaliches High School (Main),1,National Capital Region,4209,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.04.b.31,                                      Sauyo High School (Pasong Tamo High School),1,National Capital Region,1644,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.04.b.32,                                      Ponciano Bernardo High School,1,National Capital Region,1057,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.04.b.33,                                      Pugad Lawin High School,1,National Capital Region,747,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.04.b.34,                                      Quezon City High School,1,National Capital Region,2732,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.04.b.35,                                      Quezon City Science High School,1,National Capital Region,1765,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.04.b.36,                                      Quirino High School,1,National Capital Region,3652,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.04.b.37,                                      Ramon Magsaysay (Cubao)  High School ,1,National Capital Region,4732,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.04.b.38,                                      San Jose High School,1,National Capital Region,888,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.04.b.39,"                                      Sergio Osmeña, Sr. High School (Main) ",1,National Capital Region,2539,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.04.b.40,                                      Sta. Lucia High School,1,National Capital Region,1839,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.04.b.41,                                      San Bartolome High School,1,National Capital Region,4337,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.04.b.42,                                      Commonwealth High School-Holy Spirit Annex,1,National Capital Region,1227,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.04.b.43,                                      Culiat High School-Tandang Sora Annex,1,National Capital Region,1467,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.04.b.44,                                      Culiat High School-Pasong Tamo Annex,1,National Capital Region,,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.04.b.45,                                      Novaliches High School-Doña Rosario Annex,1,National Capital Region,409,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.04.b.46,                                      Payatas High School ,1,National Capital Region,2398,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.04.b.47,                                      Quirino High School-Pura V. Kalaw Annex,1,National Capital Region,,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.04.c,                                Division/District Offices (Proper),1,National Capital Region,,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.04.d,                                In-service Training (INSET),1,National Capital Region,,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.05,                            Division of Marikina,1,National Capital Region,,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.05.a,                                Elementary Education,1,National Capital Region,22053,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.05.b,                                Secondary Education,1,National Capital Region,,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.05.b.01,                                      Concepcion High School,1,National Capital Region,1031,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.05.b.02,                                      Concepcion Integrated School (Concepcion Integrated HS),1,National Capital Region,2768,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.05.b.03,                                      Marikina High School,1,National Capital Region,3658,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.05.b.04,                                      Marikina Science High School,1,National Capital Region,851,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.05.b.05,                                      Parang High School,1,National Capital Region,2620,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.05.b.06,                                      Sta Elena High School,1,National Capital Region,2130,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.05.b.07,                                      Tañong High School (Marikina HS - Tañong Annex),1,National Capital Region,1079,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.05.b.08,                                      Marikina Heights National High School - (Marikina HS Annex),1,National Capital Region,898,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.05.b.09,                                      Marikina High School - Nangka Annex,1,National Capital Region,374,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.05.b.10,                                      Fortune High School,1,National Capital Region,,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.05.c,                                Division/District Offices (Proper),1,National Capital Region,,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.05.d,                                In-service Training (INSET),1,National Capital Region,,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.06,                            Division of Pasig and San Juan,1,National Capital Region,,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.06.a,                                Elementary Education,1,National Capital Region,37979,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.06.b,                                Secondary Education,1,National Capital Region,,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.06.b.01,                                      Rizal Experimental Station & Pilot School of Cottage Industries (RESPSCI),1,National Capital Region,2727,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.06.b.02,                                      Santolan High School (Rizal High School-Santolan),1,National Capital Region,1137,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.06.b.03,                                      Rizal High School (Main),1,National Capital Region,7912,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.06.b.04,                                      San Joaquin / Kalawaan High School,1,National Capital Region,1331,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.06.b.05,                                      San Juan National High School,1,National Capital Region,2963,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.06.b.06,                                      Sta. Lucia High School,1,National Capital Region,1572,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.06.b.07,                                      Kapitolyo High School (Rizal High School-Kapitolyo),1,National Capital Region,1011,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.06.b.08,                                      Manggahan High School (Rizal High School - Manggahan Annex),1,National Capital Region,1505,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.06.b.09,                                      Pinagbuhatan High School (Rizal HS - Pinagbuhatan),1,National Capital Region,2511,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.06.b.10,                                      Eusebio High School (Rizal High School - Rosario),1,National Capital Region,2339,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.06.b.11,                                      Sagad High School (Rizal High School - Sagad),1,National Capital Region,1346,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.06.b.12,                                      Pasig City Science High School,1,National Capital Region,,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.06.b.13,                                      Nagpayong High School,1,National Capital Region,,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.06.c,                                Division/District Offices (Proper),1,National Capital Region,,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.06.d,                                In-service Training (INSET),1,National Capital Region,,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.07,                            Division of Valenzuela,1,National Capital Region,,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.07.a,                                Elementary Education,1,National Capital Region,30607,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.07.b,                                Secondary Education,1,National Capital Region,,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.07.b.01,                                      Canumay National High School,1,National Capital Region,930,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.07.b.02,                                      Caruhatan National High School,1,National Capital Region,872,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.07.b.03,                                      Dalandanan National High School,1,National Capital Region,1907,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.07.b.04,                                      General T. De Leon National High School,1,National Capital Region,1862,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.07.b.05,                                      Lawang Bato National High School,1,National Capital Region,825,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.07.b.06,                                      Malinta National High School,1,National Capital Region,1381,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.07.b.07,                                      Maysan National High School,1,National Capital Region,1382,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.07.b.08,                                      Polo National High School,1,National Capital Region,1934,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.07.b.09,                                      Sitero Francisco Memorial National High School,1,National Capital Region,679,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.07.b.10,                                      Valenzuela National High School (Main),1,National Capital Region,2198,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.07.b.11,                                      Parada National High School,1,National Capital Region,719,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.07.b.12,                                      Valenzuela National High School - Mapulang Lupa Annex,1,National Capital Region,492,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.07.b.13,                                      Valenzuela National High School - Punturin Annex,1,National Capital Region,212,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.07.b.14,                                      Valezuela City Science High School,1,National Capital Region,254,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.07.b.15,                                      Valenzuela National High School - Bignay Annex,1,National Capital Region,245,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.07.b.16,                                      Polo National High School - P.R. San Diego Annex,1,National Capital Region,,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.07.c,                                Division/District Offices (Proper),1,National Capital Region,,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.07.d,                                In-service Training (INSET),1,National Capital Region,,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.08,                            Division of Makati,1,National Capital Region,,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.08.a,                                Elementary Education,1,National Capital Region,32278,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.08.b,                                Secondary Education,1,National Capital Region,,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.08.b.01,"                                      Benigno ""Ninoy"" Aquino High School",1,National Capital Region,2169,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.08.b.02,                                      Fort Bonifacio High School,1,National Capital Region,5550,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.08.b.03,                                      General Pio del Pilar National High School,1,National Capital Region,1265,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.08.b.04,                                      Makati High School,1,National Capital Region,4804,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.08.b.05,                                      Makati West High School (Makati Science High School),1,National Capital Region,1331,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.08.b.06,                                      San Antonio National High School,1,National Capital Region,907,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.08.b.07,                                      San Isidro National High School,1,National Capital Region,1404,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.08.b.08,                                      Fort Bonifacio High School-Pitogo High School Annex,1,National Capital Region,697,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.08.b.09,                                      San Isidro National High School - Bangkal Annex,1,National Capital Region,398,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.08.c,                                Division/District Offices (Proper),1,National Capital Region,,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.08.d,                                In-service Training (INSET),1,National Capital Region,,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.09,                            Division of Muntinlupa,1,National Capital Region,,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.09.a,                                Elementary Education,1,National Capital Region,19581,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.09.b,                                Secondary Education,1,National Capital Region,,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.09.b.01,                                      Muntinlupa National High School,1,National Capital Region,5182,,,
