year,month,day,hours,baclaran_northbound_out,edsa_southbound_out,edsa_northbound_out,libertad_southbound_out,libertad_northbound_out,gil_puyat_southbound_out,gil_puyat_northbound_out,vito_cruz_southbound_out,vito_cruz_northbound_out,quirouto_southbound_out,quirouto_northbound_out,pedro_gil_southbound_out,pedro_gil_northbound_out,un_avenue_southbound_out,un_avenue_northbound_out,central_southbound_out,central_northbound_out,carriedo_southbound_out,carriedo_northbound_out,doroteo_jose_southbound_out,doroteo_jose_northbound_out,bambang_southbound_out,bambang_northbound_out,tayuman_southbound_out,tayuman_northbound_out,blumentritt_southbound_out,blumentritt_northbound_out,abad_santos_southbound_out,abad_santos_northbound_out,r_papa_southbound_out,r_papa_northbound_out,5th_avenue_southbound_out,5th_avenue_northbound_out,monumento_southbound_out,monumento_northbound_out,balouttawak_southbound_out,balouttawak_northbound_out,roosevelt_southbound_out,roosevelt_northbound_out
2012,April,Monday,6:00-7:00,8175,2547,0,712,53,2743,174,751,190,469,296,970,520,1274,949,354,895,602,648,439,646,94,149,285,327,44,413,17,134,8,228,17,304,90,7405,0,222,0,384
2012,April,Monday,7:00-8:00,2891,4588,0,1166,245,4648,674,1850,222,1396,316,1572,1264,3016,2005,714,1524,1656,1018,677,1424,132,252,254,762,40,592,30,171,12,280,53,567,344,5491,0,415,0,889
2012,April,Monday,8:00-9:00,1077,4050,0,1279,49,3350,272,1608,273,1592,473,2213,943,3242,1641,502,1831,1275,2027,1069,1198,96,327,234,848,36,527,15,204,7,360,48,543,85,3476,0,448,0,962
2012,April,Monday,9:00-10:00,1084,3433,0,937,95,2446,245,1194,222,1338,237,1690,1155,2325,1788,683,1311,1319,1482,542,1433,111,272,214,962,45,531,7,177,5,284,7,375,231,2645,0,307,0,820
2012,April,Monday,10:00-11:00,1032,2674,0,899,27,2258,278,949,229,799,324,1465,636,1372,1471,549,1093,1811,985,646,1288,148,274,185,797,67,508,38,190,7,396,10,412,75,3888,0,273,0,789
2012,April,Monday,11:00-12:00,1144,3023,0,926,52,2169,457,1122,172,867,243,1252,786,1014,1453,668,999,1215,1312,760,1173,92,289,237,771,72,547,7,212,10,357,35,466,155,2940,0,374,0,1016
2012,April,Monday,12:00-1:00 PM,1123,2886,0,781,57,2368,160,916,216,719,319,1488,737,1460,1019,648,858,1087,1034,243,1638,65,303,335,648,15,593,29,254,11,459,19,481,222,5366,0,425,0,1036
2012,April,Monday,1:00-2:00,1106,3241,0,853,92,2458,197,850,246,774,271,1437,605,1406,976,517,1007,826,1414,479,1375,119,258,220,647,63,560,25,219,7,391,21,458,290,4463,0,414,0,1170
2012,April,Monday,2:00-3:00,1064,3181,0,813,66,2259,285,868,162,659,295,1237,452,1208,950,401,931,1041,1329,749,1309,125,309,185,749,98,624,20,243,24,621,35,528,270,5154,0,476,0,1290
2012,April,Monday,3:00-4:00,1124,3266,0,885,73,2184,274,758,180,692,224,912,612,1217,363,295,769,909,1366,683,1309,83,314,243,739,112,718,68,274,6,704,19,700,322,6460,0,648,0,1558
2012,April,Monday,4:00-5:00,1053,3115,0,725,138,2450,176,687,152,426,349,961,561,773,432,444,522,1262,1017,707,1496,113,377,223,992,100,947,48,402,11,799,36,865,758,10107,0,755,0,1982
2012,April,Monday,5:00-6:00,1110,4207,0,1340,24,3100,231,849,192,685,235,1279,365,701,469,313,460,1622,729,681,1765,136,390,507,890,110,1259,26,464,33,1155,42,1367,118,11056,0,1000,0,2661
2012,April,Monday,6:00-7:00,1040,3736,0,1106,80,2778,288,814,173,776,201,1356,754,583,387,317,421,1003,802,785,1625,135,341,287,1351,158,1380,98,607,41,1340,61,1528,488,6770,0,1216,0,2853
2012,April,Monday,7:00-8:00,1196,3019,0,959,24,2278,172,474,146,635,134,842,442,398,326,171,295,498,524,466,1099,78,275,365,957,123,1249,36,612,40,1167,93,1319,184,4216,0,936,0,2499
2012,April,Monday,8:00-9:00,1134,1821,0,643,95,1333,28,417,100,462,122,501,238,330,251,156,186,304,315,310,954,103,253,206,1090,43,1108,11,496,26,892,57,760,506,2098,0,649,0,1715
2012,April,Monday,9:00-10:00,205,538,0,350,69,442,22,293,70,306,77,430,204,197,139,59,71,125,109,158,364,54,106,106,396,23,367,8,260,20,428,51,448,453,128,0,430,0,1021
2012,April,Monday,10:00-11:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,April,Tuesday,4:00-5:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,April,Tuesday,5:00-6:00,4817,799,0,140,42,746,86,184,16,122,80,352,215,362,547,55,95,282,271,75,283,27,43,47,196,72,123,6,46,2,84,19,86,123,3604,0,94,0,125
2012,April,Tuesday,6:00-7:00,7628,2417,0,673,50,2585,164,749,190,440,277,909,488,1211,902,323,817,576,620,483,711,93,147,283,325,43,401,17,132,8,211,18,322,85,6959,0,209,0,337
2012,April,Tuesday,7:00-8:00,2582,4353,0,1102,232,4381,636,1846,221,1308,296,1473,1184,2867,1906,652,1390,1584,974,745,1566,130,249,253,758,39,575,29,168,11,259,56,599,327,5062,0,392,0,781
2012,April,Tuesday,8:00-9:00,1045,3830,0,1204,47,3443,256,1522,272,1359,443,2017,884,2866,1560,458,1670,1219,1939,1176,1318,95,324,233,843,35,512,15,201,7,333,51,573,80,3189,0,424,0,846
2012,April,Tuesday,9:00-10:00,1075,2878,0,868,90,2360,231,1239,222,1202,222,1663,1082,2351,1700,626,1196,1261,1417,596,1576,110,269,213,956,44,516,7,174,4,262,8,396,220,2371,0,290,0,721
2012,April,Tuesday,10:00-11:00,1059,2416,0,821,26,2092,262,924,228,748,304,1344,596,1331,1399,558,997,1732,942,711,1417,147,271,184,792,65,493,37,187,6,366,10,435,72,3584,0,258,0,694
2012,April,Tuesday,11:00-12:00,1074,2863,0,854,49,2047,431,1077,172,787,228,1174,736,964,1381,610,912,1162,1255,835,1290,91,286,236,766,69,531,7,209,9,330,37,492,148,2728,0,353,0,894
2012,April,Tuesday,12:00-1:00 PM,1114,2717,0,722,54,2232,151,914,215,674,299,1394,691,1388,968,592,783,1039,989,268,1802,64,300,333,644,15,576,29,251,10,425,20,508,211,4947,0,402,0,910
2012,April,Tuesday,1:00-2:00,1026,3019,0,795,87,2382,186,860,245,725,254,1347,567,1337,928,472,919,790,1353,527,1512,118,255,219,643,61,544,25,217,7,362,22,484,276,4150,0,391,0,1028
2012,April,Tuesday,2:00-3:00,1101,2859,0,779,63,2452,268,829,161,589,277,1055,424,1060,903,353,850,996,1271,823,1440,124,306,184,744,96,607,20,240,22,574,37,558,257,4842,0,449,0,1134
2012,April,Tuesday,3:00-4:00,1111,3086,0,786,69,2090,258,757,179,648,210,855,573,1157,345,269,701,870,1307,751,1440,82,310,242,734,108,697,67,271,5,652,20,739,306,6095,0,612,0,1370
2012,April,Tuesday,4:00-5:00,1042,2871,0,708,131,2358,166,663,152,426,327,868,526,753,411,416,476,1207,972,777,1646,112,373,221,986,97,920,47,397,10,740,38,914,722,9607,0,713,0,1742
2012,April,Tuesday,5:00-6:00,1189,3952,0,1266,23,2922,218,847,192,642,221,1198,342,666,446,285,420,1551,698,749,1941,135,386,504,885,107,1223,26,458,30,1068,44,1444,113,10502,0,945,0,2339
2012,April,Tuesday,6:00-7:00,1135,3372,0,1092,76,2618,271,812,173,728,188,1271,707,555,368,289,384,959,767,863,1787,134,337,286,1343,153,1341,97,599,38,1240,64,1614,465,6469,0,1149,0,2508
2012,April,Tuesday,7:00-8:00,1110,2896,0,930,23,2147,162,479,146,596,126,789,415,378,310,156,269,476,501,513,1209,77,272,363,952,120,1214,35,605,37,1079,98,1393,175,4016,0,884,0,2197
2012,April,Tuesday,8:00-9:00,1101,1634,0,582,90,1275,27,416,100,457,114,470,223,338,239,142,170,290,301,341,1049,102,251,205,1083,42,1077,11,490,24,825,61,803,481,1967,0,614,0,1507
2012,April,Tuesday,9:00-10:00,131,511,0,340,66,444,21,293,70,287,72,403,191,187,132,54,65,120,112,174,371,54,105,105,391,22,372,8,257,18,398,54,438,431,176,0,407,0,898
2012,April,Tuesday,10:00-11:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,April,Wednesday,4:00-5:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,April,Wednesday,5:00-6:00,3814,771,0,133,40,718,83,165,14,113,74,328,200,331,501,53,91,279,268,63,238,27,42,47,195,56,168,5,36,2,66,15,66,96,3850,0,73,0,104
2012,April,Wednesday,6:00-7:00,6038,2097,0,614,48,2141,158,622,170,357,257,770,454,1034,826,286,787,571,614,407,598,90,142,282,324,33,474,13,103,6,164,14,247,66,7626,0,162,0,279
2012,April,Wednesday,7:00-8:00,2244,3431,0,921,220,3367,612,1607,199,1187,274,1295,1102,2575,1746,628,1340,1571,965,627,1318,126,241,252,755,30,672,23,131,9,202,43,459,255,6000,0,304,0,647
2012,April,Wednesday,8:00-9:00,1079,3083,0,1108,44,2721,247,1253,244,1146,410,1731,822,2569,1429,442,1609,1208,1922,990,1109,92,313,232,840,27,598,12,157,5,259,39,440,63,4354,0,328,0,700
2012,April,Wednesday,9:00-10:00,1690,3088,0,824,85,2762,223,1149,199,1125,206,1430,1007,1894,1556,592,1152,1250,1405,502,1326,107,260,212,952,50,590,7,176,4,270,8,393,228,3499,0,295,0,766
2012,April,Wednesday,10:00-11:00,1475,2552,0,806,24,2192,252,807,205,716,281,1290,555,1185,1281,530,961,1717,934,598,1192,142,262,183,789,74,564,38,189,6,377,10,433,74,4307,0,263,0,738
2012,April,Wednesday,11:00-12:00,1562,3014,0,835,47,1970,415,1007,154,753,211,1092,685,883,1265,587,878,1152,1244,703,1086,88,276,235,763,79,607,11,208,9,340,37,489,153,3366,0,359,0,950
2012,April,Wednesday,12:00-1:00 PM,1529,2940,0,712,52,2132,145,820,193,624,277,1297,643,1271,887,570,755,1030,981,225,1516,62,290,331,641,17,659,29,253,10,437,20,505,219,5613,0,409,0,968
2012,April,Wednesday,1:00-2:00,1355,3316,0,723,83,2585,179,723,220,610,235,1191,527,1179,850,455,885,783,1341,443,1273,114,247,218,640,70,622,25,218,7,373,22,481,286,4817,0,398,0,1093
2012,April,Wednesday,2:00-3:00,1158,3171,0,747,60,2334,258,799,145,588,257,1056,394,1045,827,343,819,987,1260,693,1212,120,296,183,741,109,694,20,242,22,591,37,554,267,5455,0,457,0,1205
2012,April,Wednesday,3:00-4:00,1229,3387,0,794,65,1982,248,679,161,601,195,795,533,1060,316,259,676,862,1295,632,1212,79,300,241,731,124,797,68,273,5,671,20,734,318,6609,0,623,0,1456
2012,April,Wednesday,4:00-5:00,1104,3133,0,664,124,2220,159,633,136,391,303,905,489,707,376,401,459,1197,964,654,1385,108,360,220,982,111,1052,48,400,10,761,38,908,749,10158,0,726,0,1852
2012,April,Wednesday,5:00-6:00,1116,4445,0,1202,22,2813,209,760,172,594,204,1115,318,610,408,275,405,1538,691,630,1634,130,373,502,881,122,1398,26,462,31,1100,44,1435,88,11073,0,961,0,2486
2012,April,Wednesday,6:00-7:00,997,3958,0,1037,72,2520,261,729,155,674,175,1183,658,508,337,278,370,951,760,726,1504,130,326,284,1337,175,1533,98,604,39,1276,64,1604,482,6799,0,1169,0,2665
2012,April,Wednesday,7:00-8:00,838,3529,0,883,22,2067,156,430,131,552,116,734,386,346,283,150,260,472,497,432,1017,75,263,361,947,137,1388,35,610,38,1111,97,1384,136,4020,0,899,0,2335
2012,April,Wednesday,8:00-9:00,825,1279,0,460,68,984,20,307,73,342,85,359,171,261,185,115,137,224,233,227,699,78,191,157,833,32,832,8,382,19,641,46,616,375,1679,0,475,0,1248
2012,April,Wednesday,9:00-10:00,116,419,0,249,50,330,15,216,52,215,54,308,146,145,102,44,52,93,86,116,253,41,83,81,339,17,325,6,194,14,281,41,313,336,121,0,315,0,743
2012,April,Wednesday,10:00-11:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,April,Thursday,4:00-5:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,April,Thursday,5:00-6:00,4638,778,0,138,41,735,85,175,15,120,79,344,209,350,529,57,97,278,267,66,247,26,42,46,191,70,120,6,44,2,83,19,83,121,3547,0,87,0,111
2012,April,Thursday,6:00-7:00,7316,2353,0,661,50,2546,161,714,181,432,273,887,476,1172,873,333,840,568,611,422,621,89,141,276,317,42,391,16,127,7,206,18,312,84,6843,0,194,0,300
2012,April,Thursday,7:00-8:00,2717,4238,0,1083,228,3981,626,1760,211,1286,291,1436,1155,2774,1844,670,1430,1562,960,651,1368,125,239,246,739,38,560,28,162,11,254,55,582,322,5098,0,364,0,695
2012,April,Thursday,8:00-9:00,1127,3741,0,1175,46,3531,252,1355,259,1429,435,1978,862,2498,1510,457,1718,1202,1912,1028,1152,91,311,227,822,34,499,15,194,7,326,49,557,79,3242,0,393,0,752
2012,April,Thursday,9:00-10:00,1141,2958,0,862,88,2331,228,1128,211,1220,219,1585,1056,2012,1644,644,1230,1244,1397,521,1377,106,258,207,932,43,502,6,168,4,257,8,385,216,2481,0,269,0,641
2012,April,Thursday,10:00-11:00,1082,2483,0,759,25,2143,258,852,218,721,298,1238,581,1187,1353,546,1026,1708,929,621,1238,141,260,179,772,63,481,36,180,6,359,10,423,70,3668,0,240,0,617
2012,April,Thursday,11:00-12:00,1149,2599,0,864,48,2016,425,1070,164,799,224,1144,718,933,1337,627,938,1146,1238,730,1127,87,274,230,747,68,518,7,202,9,323,36,478,146,2839,0,328,0,795
2012,April,Thursday,12:00-1:00 PM,1035,2637,0,737,53,2198,148,871,205,662,294,1360,674,1343,937,609,806,1025,975,234,1574,62,288,324,628,14,561,28,242,10,416,20,494,208,5067,0,373,0,810
2012,April,Thursday,1:00-2:00,1144,3030,0,758,86,2448,183,763,234,547,249,1244,553,1274,898,485,945,779,1334,460,1321,113,245,213,627,59,530,24,209,6,354,22,470,271,4269,0,363,0,915
2012,April,Thursday,2:00-3:00,1060,2899,0,732,62,2350,264,768,154,530,272,1045,413,1114,874,379,874,982,1253,719,1258,119,294,179,726,93,591,19,231,21,562,36,542,253,4957,0,417,0,1009
2012,April,Thursday,3:00-4:00,1102,3068,0,789,68,2027,254,721,171,637,207,834,559,1120,334,277,721,858,1289,656,1258,78,298,236,716,106,680,65,261,5,638,20,718,301,6220,0,569,0,1219
2012,April,Thursday,4:00-5:00,1077,2969,0,620,128,2256,163,598,145,364,322,877,513,747,397,428,490,1191,959,679,1438,108,358,216,961,95,896,46,382,10,724,37,888,710,9742,0,663,0,1550
2012,April,Thursday,5:00-6:00,1168,3900,0,1244,22,2878,214,807,183,631,217,1168,334,644,432,294,432,1530,688,654,1696,129,371,491,863,104,1192,25,441,30,1045,43,1403,111,10696,0,877,0,2081
2012,April,Thursday,6:00-7:00,1086,3401,0,1073,74,2566,267,774,165,715,185,1239,689,537,356,297,395,946,756,754,1561,129,323,278,1310,149,1307,93,577,37,1213,62,1568,457,6752,0,1067,0,2231
2012,April,Thursday,7:00-8:00,1161,2808,0,880,23,2115,159,456,139,585,123,770,404,366,300,161,277,470,494,448,1056,74,261,353,928,117,1183,34,582,36,1056,95,1354,172,4310,0,821,0,1955
2012,April,Thursday,8:00-9:00,1081,1540,0,597,89,1306,26,397,95,449,112,458,218,327,231,146,175,286,297,298,917,98,241,199,1056,41,1049,10,472,24,807,59,780,474,2222,0,570,0,1341
2012,April,Thursday,9:00-10:00,168,518,0,324,64,413,20,277,67,282,71,393,186,181,128,55,66,118,108,152,342,52,109,103,316,22,415,8,283,18,428,52,497,424,164,0,378,0,799
2012,April,Thursday,10:00-11:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,April,Friday,4:00-5:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,April,Friday,5:00-6:00,4951,837,0,146,44,774,90,181,16,123,81,359,219,368,557,60,103,396,381,68,255,27,43,48,198,69,119,6,45,2,83,19,83,127,3692,0,101,0,147
2012,April,Friday,6:00-7:00,7878,2531,0,703,53,2683,170,737,187,444,280,927,497,1233,919,352,891,810,872,435,640,92,145,285,328,41,386,16,130,7,208,18,313,88,7110,0,225,0,398
2012,April,Friday,7:00-8:00,2486,4558,0,1151,242,4547,660,1817,218,1319,298,1502,1208,2920,1941,711,1516,2230,1371,670,1409,129,246,255,764,37,553,29,165,11,256,55,583,339,5119,0,422,0,921
2012,April,Friday,8:00-9:00,1158,4000,0,1193,49,3483,266,1492,268,1479,447,2027,901,2941,1589,500,1821,1716,2729,1058,1186,94,320,235,850,33,492,15,197,7,329,49,558,83,2804,0,456,0,997
2012,April,Friday,9:00-10:00,1108,3168,0,904,94,2495,240,1140,218,1254,224,1690,1104,2119,1731,682,1304,1775,1994,536,1418,109,265,215,964,42,496,6,171,4,259,8,385,228,2293,0,312,0,850
2012,April,Friday,10:00-11:00,1108,2746,0,805,27,2249,271,873,225,689,306,1291,608,1112,1425,514,1087,2438,1326,639,1275,145,268,185,798,63,475,37,183,6,362,10,424,74,3699,0,278,0,818
2012,April,Friday,11:00-12:00,1135,3068,0,845,51,2124,447,986,169,820,230,1197,751,982,1407,665,994,1636,1767,752,1161,90,282,238,773,67,511,7,205,9,326,36,479,153,2664,0,380,0,1053
2012,April,Friday,12:00-1:00 PM,1055,2885,0,784,57,2316,156,900,212,679,302,1422,705,1413,986,645,854,1463,1392,241,1621,63,296,335,649,14,554,28,246,10,419,20,495,219,5168,0,432,0,1073
2012,April,Friday,1:00-2:00,1037,3259,0,789,91,2800,193,771,241,646,256,1327,578,1348,945,515,1002,1112,1904,474,1361,116,252,221,648,59,523,24,212,7,357,22,471,285,4193,0,420,0,1212
2012,April,Friday,2:00-3:00,1077,3062,0,762,66,2419,279,836,159,612,279,1187,432,1173,919,402,926,1401,1789,741,1296,122,302,185,750,92,584,20,235,22,567,36,543,266,4952,0,483,0,1337
2012,April,Friday,3:00-4:00,1206,3254,0,874,72,2136,268,745,177,654,212,872,585,1179,351,293,765,1224,1839,676,1296,81,306,244,740,104,671,66,265,5,643,20,719,317,6304,0,659,0,1615
2012,April,Friday,4:00-5:00,1055,3055,0,732,137,2354,172,722,149,454,330,996,536,786,418,454,519,1699,1368,700,1481,111,368,223,994,93,885,46,389,10,730,37,889,748,9989,0,768,0,2054
2012,April,Friday,5:00-6:00,1224,4213,0,1290,24,3033,226,833,189,647,222,1222,349,678,454,311,458,2183,982,674,1747,133,381,508,892,103,1176,25,449,30,1055,43,1406,117,11211,0,1016,0,2758
2012,April,Friday,6:00-7:00,1070,3978,0,1141,79,2717,281,799,170,734,190,1296,721,565,374,315,418,1350,1079,777,1608,132,333,288,1354,148,1290,95,587,37,1225,62,1571,481,6969,0,1237,0,2957
2012,April,Friday,7:00-8:00,1056,3336,0,972,24,2229,168,471,144,601,127,805,423,385,315,170,294,670,706,462,1088,76,268,365,959,115,1168,34,592,36,1066,95,1356,181,4362,0,951,0,2591
2012,April,Friday,8:00-9:00,1132,1685,0,568,94,1491,28,410,98,461,115,479,228,344,243,155,185,409,424,307,944,101,248,206,1092,40,1036,10,480,24,815,59,781,498,2179,0,660,0,1777
2012,April,Friday,9:00-10:00,222,546,0,362,68,428,21,288,69,289,72,411,195,191,135,59,70,169,106,156,366,53,96,106,398,21,381,8,244,18,411,52,444,446,125,0,437,0,1058
2012,April,Friday,10:00-11:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,April,Saturday,4:00-5:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,April,Saturday,5:00-6:00,2664,866,0,178,39,688,64,187,27,132,59,250,153,235,258,95,28,156,143,83,213,14,53,42,134,29,122,11,31,7,79,11,74,76,1534,0,112,0,174
2012,April,Saturday,6:00-7:00,3283,1514,0,379,15,1308,66,487,149,279,127,408,264,541,432,489,202,415,427,260,574,52,95,183,227,60,287,11,79,3,225,12,187,41,2687,0,209,0,380
2012,April,Saturday,7:00-8:00,3332,2053,0,655,46,2334,171,973,267,482,188,999,390,799,1055,304,755,730,1020,549,1031,152,152,165,431,120,412,68,117,10,243,30,442,97,1594,0,325,0,684
2012,April,Saturday,8:00-9:00,2976,2419,0,672,33,2329,120,859,377,560,241,912,686,756,823,342,800,974,1445,685,920,170,137,137,532,109,388,74,109,17,294,23,492,82,713,0,362,0,782
2012,April,Saturday,9:00-10:00,2509,2525,0,584,38,2129,150,591,464,576,145,569,1051,952,766,283,796,1024,1262,677,940,126,215,217,534,38,410,46,126,6,257,10,377,92,387,0,269,0,860
2012,April,Saturday,10:00-11:00,2677,2277,0,561,18,1718,131,635,113,440,173,421,894,691,459,227,643,1086,1066,493,1041,111,239,244,504,86,398,24,160,9,299,11,359,130,1468,0,290,0,869
2012,April,Saturday,11:00-12:00,2530,2613,0,494,23,1645,177,555,189,386,182,875,487,494,519,252,729,1048,1127,613,1043,87,215,157,567,47,492,26,149,19,304,18,364,103,1666,0,301,0,989
2012,April,Saturday,12:00-1:00 PM,1265,3003,0,604,24,1989,105,781,61,365,156,1004,444,740,397,215,694,858,1038,475,1071,108,233,348,408,63,502,33,169,4,397,21,442,124,3251,0,353,0,1221
2012,April,Saturday,1:00-2:00,2105,2939,0,562,29,1711,132,516,216,427,82,890,390,781,270,152,539,845,1209,457,1048,122,231,146,584,39,564,33,191,20,424,23,475,151,2486,0,432,0,1269
2012,April,Saturday,2:00-3:00,2391,2867,0,529,22,1650,105,571,201,307,245,720,610,594,267,133,499,951,1072,472,1062,72,295,195,564,50,612,72,170,8,503,16,502,122,2307,0,432,0,1392
2012,April,Saturday,3:00-4:00,2235,3183,0,592,35,1737,152,487,217,366,99,709,419,422,314,148,463,627,1297,631,970,129,230,165,659,117,610,73,188,31,492,21,513,256,3492,0,465,0,1497
2012,April,Saturday,4:00-5:00,1387,3105,0,659,54,2014,115,526,107,401,159,714,405,317,373,139,388,1020,845,524,1074,89,231,250,668,162,676,72,249,97,528,20,747,254,5511,0,598,0,1669
2012,April,Saturday,5:00-6:00,1045,3709,0,884,41,2404,129,646,85,264,393,816,360,426,289,189,284,796,744,693,757,95,250,489,516,140,764,56,301,133,724,21,940,244,6418,0,749,0,1916
2012,April,Saturday,6:00-7:00,1883,4217,0,719,27,2039,97,665,76,285,321,844,292,171,391,136,272,238,789,660,873,100,223,321,748,122,864,215,219,54,698,17,902,226,3552,0,772,0,2043
2012,April,Saturday,7:00-8:00,1152,2596,0,732,18,1941,77,619,66,225,398,734,284,140,263,79,217,117,557,441,678,59,163,275,661,139,706,161,268,52,622,22,872,131,2015,0,579,0,1551
2012,April,Saturday,8:00-9:00,1102,1731,0,456,20,1320,59,338,59,272,192,516,259,119,219,72,110,82,424,279,440,54,142,327,461,66,588,53,230,39,418,23,573,57,1131,0,476,0,1309
2012,April,Saturday,9:00-10:00,170,343,0,195,5,286,25,166,22,136,59,237,53,57,54,19,26,10,8,80,9,12,5,64,8,18,8,19,7,15,7,5,6,15,39,0,185,0,446
2012,April,Saturday,10:00-11:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,April,Sunday,4:00-5:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,April,Sunday,5:00-6:00,1823,628,0,121,36,508,59,143,12,66,43,181,110,130,196,31,54,165,159,52,193,21,34,30,126,47,81,8,59,1,59,14,62,46,1644,0,84,0,117
2012,April,Sunday,6:00-7:00,1591,1292,0,292,22,786,50,296,75,144,91,254,136,347,259,75,189,379,408,243,358,47,74,117,134,27,251,10,81,6,168,9,155,89,2105,0,188,0,217
2012,April,Sunday,7:00-8:00,1011,1473,0,440,93,1076,156,493,59,268,61,384,309,478,318,174,371,898,552,324,682,48,92,106,318,26,394,26,147,9,210,25,262,185,2165,0,230,0,359
2012,April,Sunday,8:00-9:00,2243,1786,0,476,18,1224,66,435,73,314,93,574,238,503,244,113,413,741,1179,473,530,31,105,107,389,28,411,14,185,6,276,25,282,105,2363,0,286,0,447
2012,April,Sunday,9:00-10:00,1628,2101,0,473,48,1349,100,663,108,384,63,669,411,623,437,244,466,975,1096,332,878,52,128,110,495,31,362,7,192,5,274,6,294,69,2102,0,315,0,682
2012,April,Sunday,10:00-11:00,1146,2195,0,514,15,1132,113,573,136,316,123,652,255,438,420,199,343,1555,846,400,797,77,142,107,459,50,376,31,153,5,276,7,311,361,2992,0,274,0,657
2012,April,Sunday,11:00-12:00,1927,2235,0,448,25,1191,251,505,77,359,101,714,448,335,479,314,470,950,1026,447,691,49,155,141,458,49,372,5,135,9,318,27,360,71,2275,0,324,0,814
2012,April,Sunday,12:00-1:00 PM,914,2556,0,514,37,1340,90,439,103,312,139,599,297,445,310,270,357,967,920,137,925,31,145,170,329,12,466,17,152,8,348,13,320,256,2695,0,346,0,840
2012,April,Sunday,1:00-2:00,1909,2513,0,394,40,1310,85,464,130,332,116,758,319,422,293,187,364,725,1241,273,785,75,162,170,499,47,418,17,152,6,302,17,361,233,2543,0,344,0,894
2012,April,Sunday,2:00-3:00,2114,2414,0,491,37,1353,132,521,92,364,158,670,231,519,407,165,381,916,1170,471,824,72,179,121,488,68,433,17,201,13,351,26,389,195,2634,0,361,0,944
2012,April,Sunday,3:00-4:00,1574,2717,0,499,41,1270,159,650,154,324,105,548,367,740,220,138,360,826,1241,427,819,49,186,175,530,72,463,43,175,4,487,13,474,535,2950,0,400,0,1017
2012,April,Sunday,4:00-5:00,1370,2776,0,587,105,1441,101,634,131,326,237,662,356,456,242,229,262,1081,871,359,759,59,195,144,642,58,549,24,202,6,480,20,480,297,3513,0,452,0,1041
2012,April,Sunday,5:00-6:00,674,2347,0,738,13,1551,120,490,111,406,139,824,235,464,311,166,244,1118,503,314,813,67,191,290,509,49,565,16,283,15,519,18,598,180,4016,0,456,0,1124
2012,April,Sunday,6:00-7:00,423,2459,0,597,41,1322,137,560,119,443,115,636,354,301,200,163,217,696,557,335,693,62,157,149,701,72,630,39,243,15,483,23,589,473,3790,0,469,0,1148
2012,April,Sunday,7:00-8:00,636,2167,0,651,16,1109,84,377,115,423,89,539,283,210,172,110,189,341,359,245,578,44,155,230,604,54,550,17,293,18,523,37,529,187,3061,0,443,0,1062
2012,April,Sunday,8:00-9:00,460,1694,0,411,61,1230,46,340,104,322,102,443,299,190,171,97,124,223,228,164,478,65,145,114,602,22,575,7,301,15,519,38,504,53,815,0,419,0,973
2012,April,Sunday,9:00-10:00,232,362,0,211,8,309,17,140,21,154,14,202,20,83,32,16,21,5,16,3,16,3,14,1,16,6,18,3,19,4,14,0,20,0,142,0,118,0,124
