particular,A002,A003,A004,A006,A007,A008,A009,A010,A014,A017,A018,A019,A021,A029,A117,A118,A119,A121,A122,A123,A124,A126,A127,Total
          Region IX - WESTERN MINDANAO,"6,506","2,428","3,246",392,"16,112",185,0,670,"13,245","5,942",572,0,"2,618","12,951",418,183,250,10,"1,172",80,"1,225",0,0,"68,205"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               J. H. Cerilles State College,"1,227",410,558,66,"2,293",5,0,0,548,411,68,0,153,"1,914",10,17,183,0,355,80,22,0,0,"8,320"
               Jose Rizal Memorial State College,"1,292",300,"1,586",79,"2,766",0,0,0,"3,977",456,110,0,402,"1,962",20,14,67,0,30,0,64,0,0,"13,125"
               Western Mindanao State University,"2,387","1,143",757,247,"9,841",0,0,670,"5,920","3,380",122,0,"2,037","4,856",208,152,0,10,480,0,"1,059",0,0,"33,269"
               Zamboanga City State Polytechnic College,500,205,250,0,722,0,0,0,"1,300",160,78,0,26,583,0,0,0,0,0,0,30,0,0,"3,854"
               Zamboanga State College of Marine,,,,,,,,,,,,,,,,,,,,,,,,
                     Sciences and Technology,"1,100",370,95,0,490,180,0,0,"1,500","1,535",194,0,0,"3,636",180,0,0,0,307,0,50,0,0,"9,637"
,,,,,,,,,,,,,,,,,,,,,,,,
          Region X - NORTHERN MINDANAO,"7,999","4,335","25,247",95,"27,830",260,0,"2,025","31,930","10,726",584,0,"4,314","23,002",887,305,"2,698",0,383,103,303,50,183,"143,259"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               Bukidnon State College,"1,082",392,"1,782",23,"3,247",0,0,24,"3,017",546,98,0,350,"2,419",149,196,702,0,200,0,0,0,0,"14,227"
               Camiguin Polytechnic State College,50,200,82,0,"1,994",0,0,0,"1,200",50,110,0,74,574,0,0,0,0,0,0,0,0,0,"4,334"
               Central Mindanao University,"2,500",800,"4,636",0,"13,278",0,0,0,"5,400",875,98,0,"2,619","4,500",100,0,462,0,20,0,80,0,0,"35,368"
               Mindanao University of Science and Technology,520,770,275,0,"1,902",120,0,0,"9,296","2,979",100,0,200,"2,150",25,10,"1,089",0,4,0,30,0,0,"19,470"
               MSU-Iligan Institute of Technology,"3,121","1,959","17,563",29,"5,702",10,0,"2,001","12,481","5,629",0,0,870,"12,105",553,19,395,0,149,10,137,50,183,"62,966"
               Misamis Oriental State College of,,,,,,,,,,,,,,,,,,,,,,,,
                     Agriculture and Technology,466,130,509,0,"1,020",80,0,0,346,592,80,0,139,901,50,50,0,0,0,93,56,0,0,"4,512"
               Northwestern Mindanao State College of,,,,,,,,,,,,,,,,,,,,,,,,
                     Science and Technology,260,84,400,43,687,50,0,0,190,55,98,0,62,353,10,30,50,0,10,0,0,0,0,"2,382"
,,,,,,,,,,,,,,,,,,,,,,,,
          Region XI - SOUTHEASTERN MINDANAO,"2,354","1,933","1,654",5,"11,008",131,0,715,"13,796","2,716",440,0,451,"13,343",57,14,185,0,223,0,145,170,5,"49,345"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               Davao del Norte State College,222,159,374,5,"1,541",6,0,0,"1,400",96,110,0,53,327,50,0,20,0,0,0,80,0,0,"4,443"
               Davao Oriental State College of Science,,,,,,,,,,,,,,,,,,,,,,,,
                     and Technology,750,200,500,0,"1,000",0,0,700,"1,520",280,110,0,200,727,0,0,0,0,0,0,0,0,0,"5,987"
               Southern Philippines Agri-Business and,,,,,,,,,,,,,,,,,,,,,,,,
                     Marine and Aquatic School of Technology,500,80,0,0,"1,179",40,0,0,400,532,110,0,80,300,0,0,0,0,34,0,0,0,0,"3,255"
               University of Southeastern Philippines,882,"1,494",780,0,"7,288",85,0,15,"10,476","1,808",110,0,118,"11,989",7,14,165,0,189,0,65,170,5,"35,660"
,,,,,,,,,,,,,,,,,,,,,,,,
          Region XII - CENTRAL MINDANAO,"5,431","1,508","3,907",585,"15,922",115,0,"6,874","7,950","4,644",440,0,"1,286","5,414",291,191,"2,321",0,391,0,454,0,0,"57,724"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               Cotabato City State Polytechnic College,810,594,"1,397",306,"1,536",0,0,0,387,"1,013",110,0,540,360,72,36,330,0,180,0,63,0,0,"7,734"
               Cotabato Foundation College of Science,,,,,,,,,,,,,,,,,,,,,,,,
                     and Technology,667,35,"1,035",45,"5,902",0,0,0,810,265,110,0,237,"1,103",73,26,0,0,73,0,72,0,0,"10,453"
               Sultan Kudarat Polytechnic State College,"1,815",134,315,149,"2,138",0,0,0,"1,215",495,110,0,90,270,144,117,405,0,99,0,144,0,0,"7,640"
               University of Southern Mindanao,"2,139",745,"1,160",85,"6,346",115,0,"6,874","5,538","2,871",110,0,419,"3,681",2,12,"1,586",0,39,0,175,0,0,"31,897"
,,,,,,,,,,,,,,,,,,,,,,,,
          Caraga Administrative Region,"2,542",844,"3,393",89,"8,682",24,0,10,"3,854","2,227","1,772",0,823,"7,183",195,198,225,20,204,50,85,0,0,"32,420"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               Agusan del Sur State College of,,,,,,,,,,,,,,,,,,,,,,,,
                     Agriculture and Technology,300,89,200,50,"1,600",10,0,10,320,200,110,0,100,400,40,50,100,20,50,50,40,0,0,"3,739"
               Northern Mindanao State Institute of,,,,,,,,,,,,,,,,,,,,,,,,
                     Science and Technology,512,215,"1,676",0,"2,522",2,0,0,898,542,"1,444",0,283,"3,718",35,30,50,0,13,0,45,0,0,"11,985"
               Surigao del Sur Polytechnic State College,"1,330",290,867,39,"3,440",0,0,0,"1,436",485,110,0,50,"1,575",120,88,0,0,111,0,0,0,0,"9,941"
               Surigao State College of Technology,400,250,650,0,"1,120",12,0,0,"1,200","1,000",108,0,390,"1,490",0,30,75,0,30,0,0,0,0,"6,755"
,,,,,,,,,,,,,,,,,,,,,,,,
          Autonomous Region in Muslim Mindanao,"9,382","2,328","12,730",436,"21,446","1,530",20,"9,192","22,529","5,923","1,482",12,872,"8,346",59,298,"1,147",0,538,10,712,230,0,"99,222"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               Adiong Memorial Polytechnic State College,578,80,259,9,"1,132",48,0,24,222,112,110,12,60,571,19,6,12,0,17,0,30,30,0,"3,331"
               Basilan State College,750,150,210,100,"1,067",50,0,290,906,585,82,0,195,700,0,175,400,0,100,0,70,0,0,"5,830"
               Mindanao State University,"5,254","1,568","10,372",182,"14,736","1,038",20,"7,378","20,168","2,685",590,0,467,"6,975",40,45,135,0,165,10,512,0,0,"72,340"
               MSU-Tawi-Tawi College of Technology and Oceanography,"1,100",200,"1,099",0,"2,100",300,0,"1,400",417,"2,186",364,0,100,100,0,0,600,0,100,0,0,200,0,"10,266"
               Sulu State College,830,80,310,0,921,0,0,0,475,90,68,0,0,0,0,0,0,0,156,0,0,0,0,"2,930"
               Tawi-Tawi Regional Agricultural College,870,250,480,145,"1,490",94,0,100,341,265,268,0,50,0,0,72,0,0,0,0,100,0,0,"4,525"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Energy,"58,981","11,410","18,203",611,"35,862","20,538",0,"3,280,942","23,859","36,447","2,244",0,"71,248","270,288","11,214","17,609","8,536",0,"6,407","2,000","1,500",0,0,"3,877,899"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"58,981","11,410","18,203",611,"35,862","20,538",0,"3,280,942","23,859","36,447","2,244",0,"71,248","270,288","11,214","17,609","8,536",0,"6,407","2,000","1,500",0,0,"3,877,899"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Environment and Natural Resources,"389,687","131,433","203,113","13,400","616,820","66,738",0,"151,997","184,767","97,915","12,711","15,000","42,066","859,606","29,657","16,312","28,368",42,"5,659","744,977",527,155,14,"3,610,964"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"284,480","97,481","128,918","6,473","288,008","33,290",0,"15,000","118,921","74,946","4,279","15,000","14,678","484,155","15,192","12,026","8,736",0,"2,971","642,697",420,0,0,"2,247,671"
          Environmental Management Bureau,"25,952","7,550","23,925",156,"57,662","5,529",0,0,"11,097","9,381","1,614",0,"3,835","88,660","12,614","2,744","11,508",0,172,0,0,0,0,"262,399"
          Land Registration Authority,"7,500","5,200","3,800","3,000","96,950","7,900",0,0,"21,000",800,"2,056",0,"5,500","23,050",30,300,"3,019",0,545,0,0,0,0,"180,650"
          Mines and Geo-Sciences Bureau,"41,847","10,255","12,531","2,359","41,039","5,351",0,156,"18,045","9,715","1,286",0,"4,030","28,621","1,541",956,"1,795",42,593,"1,305",107,155,14,"181,743"
          National Commission on Indigenous Peoples,"16,279","5,410","2,810",750,"10,484","13,360",0,"136,841","6,428","1,334","3,476",0,"1,175","8,622",280,0,"2,183",0,"1,062","11,306",0,0,0,"221,800"
          National Mapping and Resource Information Authority,"6,685","5,107","30,179",512,"119,787",648,0,0,"8,503","1,539",0,0,"12,848","216,441",0,286,"1,127",0,236,"89,669",0,0,0,"493,567"
          Palawan Council for Sustainable Development Staff,"6,944",430,950,150,"2,890",660,0,0,773,200,0,0,0,"10,057",0,0,0,0,80,0,0,0,0,"23,134"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Finance,"483,762","218,608","367,683","7,695","767,570","681,256","179,120",758,"495,896","107,004","14,728","10,000","30,117","1,327,321","44,152","17,322","6,184","5,000","2,416",100,"4,126",0,0,"4,770,818"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"10,650","6,500","14,540",0,"17,000","27,150",0,0,"65,964","1,675","2,898",500,"7,310","76,148",750,"2,900",0,"5,000",500,100,"2,510",0,0,"242,095"
          Bureau of Customs,"14,053","42,004","251,804","2,261","246,489","6,623",0,0,"142,059","22,400","1,458","4,500","5,652","280,786","38,719","1,500",0,0,207,0,0,0,0,"1,060,515"
          Bureau of Internal Revenue,"428,723","143,281","71,181","4,784","471,776","608,095","179,120",0,"227,149","66,051","3,924","5,000","8,624","912,519","2,968","10,735",0,0,889,0,20,0,0,"3,144,839"
          Bureau of Local Government Finance,"9,821","5,050","5,022",0,"8,310","7,970",0,0,"11,122","10,719","1,830",0,"1,154","13,940",0,0,0,0,0,0,0,0,0,"74,938"
          Bureau of the Treasury,"4,843","10,245","16,509",600,"9,270","16,459",0,0,"28,409","1,000","2,596",0,"3,566","21,921",200,200,336,0,325,0,114,0,0,"116,593"
          Central Board of Assessment Appeals,75,105,50,0,180,135,0,0,60,150,110,0,15,158,0,0,0,0,30,0,3,0,0,"1,071"
          Cooperative Development Authority,"12,282","5,759","6,281",50,"7,034","9,723",0,758,"7,449","3,027","1,656",0,"2,870",497,"1,246",417,"5,770",0,233,0,0,0,0,"65,052"
          Fiscal Incentives Review Board,23,15,0,0,30,0,0,0,0,0,0,0,1,32,14,0,8,0,0,0,0,0,0,123
          Insurance Commission,"2,832","3,612",840,0,"3,956",432,0,0,"8,040","1,800",134,0,639,"20,690",0,"1,560",0,0,0,0,"1,440",0,0,"45,975"
          National Tax Research Center,430,568,560,0,"1,748","4,300",0,0,"2,521",85,122,0,130,630,250,10,70,0,80,0,15,0,0,"11,519"
          Privatization and Management Office,30,"1,469",896,0,"1,777",369,0,0,"3,123",97,0,0,156,0,5,0,0,0,152,0,24,0,0,"8,098"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Foreign Affairs,"571,007","158,681","192,130","204,832","3,849,444","1,019,817",0,"206,759","130,290","25,861","1,531",0,"75,069","171,821","13,607","13,762","196,124",0,"15,259",0,0,0,0,"6,845,994"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"566,113","157,767","191,837","204,832","3,847,158","1,018,951",0,"206,759","128,098","17,138","1,030",0,"74,966","165,655","12,580","13,739","195,904",0,"14,888",0,0,0,0,"6,817,415"
          Foreign Service Institute,"2,105",579,213,0,"1,556",700,0,0,"2,192","1,801",269,0,83,"1,788",390,18,0,0,340,0,0,0,0,"12,034"
          Technical Cooperation Council of the Philippines,63,18,0,0,80,50,0,0,0,21,0,0,0,"4,121",0,0,40,0,16,0,0,0,0,"4,409"
          UNESCO National Commission of the Philippines,"2,726",317,80,0,650,116,0,0,0,"6,901",232,0,20,257,637,5,180,0,15,0,0,0,0,"12,136"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Health,"296,377","77,778","112,598","40,620","7,097,002","26,262",0,"4,743,340","454,799","395,591","5,141",0,"45,412","1,042,376","111,810","268,151","152,506","1,000","4,074",0,432,"9,141",0,"14,884,410"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"271,676","71,470","109,898","19,521","7,075,391","23,587",0,"1,204,283","444,325","338,992","4,941",0,"43,910","998,135","30,880","162,748","53,770","1,000","3,719",0,432,"1,165",0,"10,859,843"
          Commission on Population,"2,127","2,708","1,000",544,"5,667","1,899",0,"138,705","5,740","8,810",80,0,800,"9,791","2,131","6,074",0,0,295,0,0,0,0,"186,371"
          National Nutrition Council,"22,574","3,600","1,700","20,555","15,944",776,0,"3,400,352","4,734","47,789",120,0,702,"34,450","78,799","99,329","98,736",0,60,0,0,"7,976",0,"3,838,196"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of the Interior and Local Government,"231,007","197,075","793,622","27,538","5,009,993","361,066",0,60,"742,085","373,058","7,996","270,029","193,363","217,096","112,931","8,971","6,888",212,"23,144","1,341",305,"10,559",0,"8,588,339"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"39,094","23,567","27,359","6,800","57,258","72,283",0,0,"38,397","26,848","4,594",0,"7,097","40,977","1,388",565,"1,675",0,563,0,20,0,0,"348,485"
          Bureau of Fire Protection,"16,997","29,468","159,309","2,252","474,739","42,442",0,0,"57,617","13,994",0,0,"27,050","3,767","25,632","3,800",0,212,255,0,0,"2,518",0,"860,052"
          Bureau of Jail Management and Penology,"16,690","8,943","37,275","3,200","1,622,967","24,513",0,60,"100,000","7,252",0,0,"68,587","22,095","7,085",540,0,0,0,"1,035",0,866,0,"1,921,108"
          Local Government Academy,"1,825","1,934","3,454",100,"4,022","3,002",0,0,"2,700","47,119",110,0,300,"6,472","1,479",20,0,0,20,0,50,0,0,"72,607"
          National Police Commission,"14,748","9,244","5,675",487,"26,861","28,109",0,0,"13,292","3,075","2,518",0,"1,366","22,443",488,227,0,0,175,0,0,0,0,"128,708"
          Philippine National Police,"83,402","117,631","514,607","14,341","2,672,822","190,623",0,0,"494,301","171,476",110,"270,029","88,401","84,809","71,502","3,639",0,0,"21,371",0,0,"7,175",0,"4,806,239"
          Philippine Public Safety College,"58,251","6,288","45,943",358,"151,324",94,0,0,"35,778","103,294",664,0,562,"36,533","5,357",180,"5,213",0,760,306,235,0,0,"451,140"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Justice,"114,823","71,675","71,744","3,251","991,939","181,838",0,"1,706","149,242","31,278","21,237","126,000","8,932","105,182","8,584","7,948","13,421",0,"5,664",450,"2,342","20,000","2,909","1,940,165"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"12,450","17,959","10,738","1,250","36,759","1,400",0,0,"18,000","9,552","4,445","95,000","3,031","15,924",763,"1,182","5,395",0,"1,030",400,"1,027","20,000","2,600","258,905"
          Bureau of Corrections,"38,898","2,020","24,081",0,"796,099",0,0,"1,500","41,632","2,312",306,0,275,"3,000","1,600",720,"3,100",0,"1,000",0,500,0,0,"917,043"
          Bureau of Immigration,"10,117","9,774","9,627",0,"38,472","8,362",0,0,"17,217","5,015",298,"8,000","1,335","17,111","2,229","3,957",317,0,430,0,0,0,0,"132,261"
          Commission on the Settlement of Land Problems,83,183,20,9,208,76,0,0,335,30,516,0,30,180,3,0,0,0,15,0,0,0,0,"1,688"
          National Bureau of Investigation,"31,121","12,012","14,461","1,442","57,062","112,176",0,206,"38,933",361,"1,500","18,000","1,401","20,576",912,720,0,0,"1,124",0,515,0,309,"312,831"
          Office of the Government Corporate Counsel,150,442,110,0,"1,223","5,687",0,0,"2,365",140,"1,504",0,209,0,25,20,0,0,100,0,0,0,0,"11,975"
          Office of the Solicitor General,"3,475","14,970","6,200",0,"9,756","42,894",0,0,"15,000","2,025","5,592",0,"1,000","9,490","1,600","1,157","1,400",0,665,0,0,0,0,"115,224"
          Parole and Probation Administration,"13,529","5,315","3,507",0,"12,360","3,321",0,0,"6,401","7,293","1,520",0,501,"8,702","1,102",27,"1,051",0,0,0,0,0,0,"64,629"
          Presidential Commission on Good Government,"1,500","3,500","1,500",50,"4,000",600,0,0,"3,500",150,"1,160","5,000",500,"22,470",50,65,500,0,400,50,0,0,0,"44,995"
          Public Attorney's Office,"3,500","5,500","1,500",500,"36,000","7,322",0,0,"5,859","4,400","4,396",0,650,"7,729",300,100,"1,658",0,900,0,300,0,0,"80,614"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Labor and Employment,"180,089","110,159","94,739","30,469","255,069","211,929",0,"509,520","187,105","1,459,818","17,588",0,"20,747","441,862","24,291","16,722","78,258",0,"4,424",0,"1,849",0,"2,406","3,647,044"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"100,474","47,065","18,432","24,330","52,600","123,346",0,"465,162","39,144","45,333","3,888",0,"6,891","164,410","9,024","7,498","56,405",0,"1,089",0,0,0,0,"1,165,091"
          Institute for Labor Studies,600,721,329,0,"1,191",300,0,0,"1,051",310,110,0,100,"2,240",0,0,0,0,0,0,0,0,0,"6,952"
          National Conciliation and Mediation Board,"4,584","3,863","2,608",0,"5,386","15,293",0,0,"4,309","2,079",110,0,"1,000","12,394",559,290,"2,241",0,221,0,0,0,0,"54,937"
          National Labor Relations Commission,"6,537","15,011","4,950",706,"12,889","34,632",0,0,"13,708","3,552","5,970",0,746,"12,182","1,140","1,190",100,0,50,0,0,0,0,"113,363"
          National Maritime Polytechnic,"2,441",733,"7,720",154,"4,602","2,102",0,100,"3,524",648,118,0,"1,970","9,283",545,160,"1,200",0,241,0,60,0,0,"35,601"
          National Wages and Productivity Commission,"3,060","3,171","1,201",25,"6,993","10,354",0,0,"1,797","1,652",588,0,558,"8,693",520,"2,454","3,042",0,424,0,60,0,0,"44,592"
          Philippine Overseas Employment Administration,"7,255","10,753","8,590","2,576","13,569","6,598",0,0,"22,123",740,"2,738",0,"1,201","29,746",978,920,"9,835",0,468,0,0,0,0,"118,090"
          Professional Regulation Commission,"17,423","5,245","1,863",0,"57,955","11,853",0,0,"15,240","2,503","1,888",0,"1,500","99,940",0,400,700,0,215,0,0,0,0,"216,725"
          Technical Education and Skills Development Authority,"37,715","23,597","49,046","2,678","99,884","7,451",0,"44,258","86,209","1,403,001","2,178",0,"6,781","102,974","11,525","3,810","4,735",0,"1,716",0,"1,729",0,"2,406","1,891,693"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of National Defense,"532,291","244,468","3,496,102","129,004","8,779,441","69,898",13,"135,435","1,420,341","215,999","80,374","157,397","84,820","478,228","53,831","7,180","367,330",190,"18,726",577,512,974,"1,676","16,274,807"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          DND Proper (Office of the Secretary),"46,000","23,607","38,587",0,"83,700","10,300",0,100,"22,000","37,000","2,716","33,000","2,400","27,302","4,760",500,"49,000",0,"1,976",0,0,0,0,"382,948"
          Government Arsenal,"2,163",439,"6,025",750,"190,832",0,0,0,"11,550",518,110,0,"1,832",50,54,86,419,0,155,0,0,0,0,"214,983"
          National Defense College of the Philippines,"6,472","1,212","1,000",0,"9,783",0,0,0,207,369,80,0,441,"5,930",590,0,187,0,"1,174",0,0,0,0,"27,445"
          Office of Civil Defense,"3,700","6,351",738,52,"8,913",910,0,20,"1,530",563,110,0,"1,129","1,714",155,155,259,0,289,0,0,10,0,"26,598"
          Philippine Veterans Affairs Office,"2,657","18,664","10,795",74,"278,014","4,899",0,"135,181","66,774","2,873",488,0,"1,231","39,526","1,105",525,"2,945",0,143,0,0,0,0,"565,894"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               Philippine Veterans Affairs Office (Proper),"2,300","17,412","4,270",44,"24,500","4,342",0,"135,181","10,804","2,660",330,0,457,"19,541",700,450,"2,061",0,100,0,0,0,0,"225,152"
               Military Shrines Service,311,252,"3,165",30,"1,300",557,0,0,"1,150",40,60,0,42,"3,817",405,75,884,0,10,0,0,0,0,"12,098"
               Veterans Memorial Medical Center,46,"1,000","3,360",0,"252,214",0,0,0,"54,820",173,98,0,732,"16,168",0,0,0,0,33,0,0,0,0,"328,644"
,,,,,,,,,,,,,,,,,,,,,,,,
          Armed Forces of the Philippines,"471,299","194,195","3,438,957","128,128","8,208,199","53,789",13,134,"1,318,280","174,676","76,870","124,397","77,787","403,706","47,167","5,914","314,520",190,"14,989",577,512,964,"1,676","15,056,939"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               Philippine Army (Land Forces),"74,861","58,120","885,683","47,358","3,353,367","20,136",0,0,"316,042","38,678",0,"24,000","20,393","42,101","36,116","2,357","3,997",190,"6,469",419,0,552,"1,019","4,931,858"
               Philippine Air Force (Air Forces),"228,414","28,467","1,597,954","29,999","1,349,437","1,500",0,0,"236,476","51,600","45,850","12,000","13,698","46,332","3,100","2,900","112,001",0,"2,701",108,59,0,32,"3,762,628"
               Philippine Navy (Maritime Forces),"25,384","17,000","751,229","50,159","2,168,253","3,436",0,0,"294,966","25,704","6,268","24,749","17,440","135,970",0,0,"1,000",0,"2,000",0,0,353,0,"3,523,911"
               General Headquarters (Proper),"142,640","90,608","204,091",612,"1,337,142","28,717",13,134,"470,796","58,694","24,752","63,648","26,256","179,303","7,951",657,"197,522",0,"3,819",50,453,59,625,"2,838,542"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Public Works and Highways,"41,819","33,339","14,568,323","1,070","80,051","7,405",0,850,"94,179","25,387","2,379",0,"15,685","78,302","1,325",991,486,188,590,"1,190",341,0,0,"14,953,900"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"41,819","33,339","14,568,323","1,070","80,051","7,405",0,850,"94,179","25,387","2,379",0,"15,685","78,302","1,325",991,486,188,590,"1,190",341,0,0,"14,953,900"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Science and Technology,"64,637","84,998","104,784","5,008","213,125","14,087",0,"1,977,717","144,576","507,803","5,842",0,"179,307","181,037","15,669","2,636","15,874",100,"5,141","1,098","2,475",0,380,"3,526,294"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"20,328","10,175","17,846",80,"33,621","4,544",0,"1,649,942","19,561","3,113","2,480",0,"4,403","40,286",836,557,"2,151",0,410,0,592,0,0,"1,810,925"
          Advanced Science and Technology Institute,"1,156","8,577","1,280",36,"2,336",76,0,0,"4,360",555,110,0,385,"2,373",274,20,157,0,100,0,0,0,0,"21,795"
          Food and Nutrition Research Institute,"2,250",350,"2,150",2,"7,300",200,0,0,"6,000",450,110,0,"1,075","7,620","1,100",0,200,0,600,0,0,0,0,"29,407"
          Forest Products Research and Development Institute,"1,988","1,833","1,203",60,"4,621",0,0,0,"4,503",763,98,0,600,"2,832",390,70,0,0,280,0,183,0,0,"19,424"
          Industrial Technology Development Institute,"1,238",389,"6,895",600,"8,421",94,0,0,"12,483","1,181",110,0,"1,310","7,561",150,50,120,0,275,0,"1,000",0,0,"41,877"
          Metals Industry Research and Development Center,940,841,"3,712",200,"5,724",150,0,0,"10,890",300,190,0,600,"3,835",250,45,100,0,40,0,15,0,0,"27,832"
          National Academy of Science and Technology,465,315,"2,162",0,600,30,0,0,670,30,110,0,95,"24,606",540,30,"1,255",0,22,0,50,0,0,"30,980"
          National Research Council of the Philippines,723,210,880,5,753,2,0,"9,266",936,422,80,0,60,"1,025",566,4,"1,413",0,15,0,77,0,240,"16,677"
"          Philippine Atmospheric, Geophysical and",,,,,,,,,,,,,,,,,,,,,,,,
                Astronomical Services Administration,"12,677","32,472","35,408","2,629","88,236","7,794",0,0,"21,897","1,298",180,0,"156,639","23,849",561,45,0,100,363,998,0,0,0,"385,146"
          Philippine Council for Advanced Science and,,,,,,,,,,,,,,,,,,,,,,,,
                Technology Research and Development,300,150,364,0,450,0,0,"74,000","1,500",100,110,0,100,700,50,50,200,0,50,0,0,0,0,"78,124"
"          Philippine Council for Agriculture, Forestry",,,,,,,,,,,,,,,,,,,,,,,,
                and Natural Resources Research and Development,"6,219","4,018","6,798",0,"8,101",0,0,"150,867","5,580","4,588",110,0,868,"10,740","3,733",30,"7,074",0,271,0,49,0,0,"209,046"
          Philippine Council for Aquatic and Marine,,,,,,,,,,,,,,,,,,,,,,,,
                Research and Development,640,310,280,20,899,10,0,"12,113",876,"2,927",110,0,215,"1,279",110,0,50,0,31,0,0,0,0,"19,870"
          Philippine Council for Health Research and Development,525,774,427,0,680,100,0,"32,799","1,450",200,80,0,150,"1,155",250,56,350,0,50,0,0,0,0,"39,046"
          Philippine Council for Industry and Energy,,,,,,,,,,,,,,,,,,,,,,,,
                Research and Development,"1,076",450,520,0,"1,354",150,0,"20,000","1,856",365,225,0,400,"1,582",350,50,540,0,50,0,0,0,0,"28,968"
