particular,A002,A003,A004,A006,A007,A008,A009,A010,A014,A017,A018,A019,A021,A029,A117,A118,A119,A121,A122,A123,A124,A126,A127,Total
               Jose Rizal Memorial State College,"1,454",328,736,15,"2,513",80,2,0,"2,570",566,99,0,215,686,14,3,71,0,0,0,82,0,0,"9,434"
               Western Mindanao State University,"2,109","2,016","1,242",13,"8,719",267,0,0,"5,305","2,168",122,0,"1,650","6,666",80,18,0,0,170,0,35,0,0,"30,580"
               Zamboanga City State Polytechnic College,504,244,61,0,743,0,0,0,"1,733",187,38,0,43,605,0,0,113,0,0,0,0,0,0,"4,271"
               Zamboanga State College of Marine,,,,,,,,,,,,,,,,,,,,,,,,
                     Sciences and Technology,439,453,202,0,"1,070",96,3,0,"2,082",610,314,0,153,"2,325",300,3,0,0,6,0,137,0,0,"8,193"
,,,,,,,,,,,,,,,,,,,,,,,,
          Region X - NORTHERN MINDANAO,"7,325","3,074","6,510",60,"22,851",50,0,"1,140","24,652","13,038",523,0,"2,644","21,948",619,43,"2,284",0,372,26,359,5,70,"107,593"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               Bukidnon State College,918,172,474,0,"1,859",0,0,0,"2,511","2,354",40,0,138,"5,191",76,15,736,0,235,0,18,0,0,"14,737"
               Camiguin Polytechnic State College,50,200,82,0,"1,201",0,0,0,"1,200",472,98,0,74,500,0,0,0,0,0,0,0,0,0,"3,877"
               Central Mindanao University,"2,546",778,"3,668",0,"13,766",0,0,0,"4,875","1,425",98,0,"1,149","3,590",100,0,441,0,20,0,80,0,0,"32,536"
               Mindanao University of Science and Technology,148,120,192,0,452,0,0,0,"3,811","3,198",189,0,307,289,134,8,887,0,0,0,116,0,0,"9,851"
               MSU-Iligan Institute of Technology,"3,077","1,665","1,616",13,"4,099",0,0,"1,140","11,824","5,202",0,0,839,"10,299",280,5,160,0,107,0,96,5,70,"40,497"
               Misamis Oriental State College of,,,,,,,,,,,,,,,,,,,,,,,,
                     Agriculture and Technology,326,55,78,0,869,0,0,0,241,332,0,0,75,"1,806",24,5,40,0,0,26,49,0,0,"3,926"
               Northwestern Mindanao State College of,,,,,,,,,,,,,,,,,,,,,,,,
                     Science and Technology,260,84,400,47,605,50,0,0,190,55,98,0,62,273,5,10,20,0,10,0,0,0,0,"2,169"
,,,,,,,,,,,,,,,,,,,,,,,,
          Region XI - SOUTHEASTERN MINDANAO,"2,233","1,270","1,327",0,"10,435",30,0,2,"6,456","28,438",349,0,508,"15,293",26,8,874,0,298,0,174,0,392,"68,113"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               Davao del Norte State College,450,175,449,0,878,0,0,0,"1,434",88,93,0,92,655,0,0,216,0,0,0,66,0,0,"4,596"
               Davao Oriental State College of Science,,,,,,,,,,,,,,,,,,,,,,,,
                     and Technology,409,118,103,0,"1,619",0,0,0,603,423,90,0,97,782,0,0,332,0,0,0,55,0,392,"5,023"
               Southern Philippines Agri-Business and,,,,,,,,,,,,,,,,,,,,,,,,
                     Marine and Aquatic School of Technology,470,110,363,0,885,12,0,2,535,211,76,0,59,"1,342",0,8,4,0,0,0,2,0,0,"4,079"
               University of Southeastern Philippines,904,867,412,0,"7,053",18,0,0,"3,884","27,716",90,0,260,"12,514",26,0,322,0,298,0,51,0,0,"54,415"
,,,,,,,,,,,,,,,,,,,,,,,,
          Region XII - CENTRAL MINDANAO,"5,523","1,550","2,917",292,"17,254",122,0,"1,515","7,366","6,336",330,0,640,"7,145",50,20,"1,691",0,49,0,505,10,0,"53,315"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               Cotabato City State Polytechnic College,"1,081",603,"1,362",90,"1,845",7,0,0,887,"3,263",88,0,0,340,50,20,296,0,0,0,80,0,0,"10,012"
               Cotabato Foundation College of Science,,,,,,,,,,,,,,,,,,,,,,,,
                     and Technology,550,57,471,94,"7,977",0,0,0,811,364,89,0,124,760,0,0,126,0,12,0,179,0,0,"11,614"
               Sultan Kudarat Polytechnic State College,"2,109",168,39,23,"2,301",0,0,0,"1,190",640,68,0,100,829,0,0,178,0,0,0,71,0,0,"7,716"
               University of Southern Mindanao,"1,783",722,"1,045",85,"5,131",115,0,"1,515","4,478","2,069",85,0,416,"5,216",0,0,"1,091",0,37,0,175,10,0,"23,973"
,,,,,,,,,,,,,,,,,,,,,,,,
          Caraga Administrative Region,"2,008",606,"4,777",46,"7,389",43,0,0,"4,251","4,119","2,202",0,521,"5,247",150,41,"1,485",0,17,0,121,0,0,"33,023"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               Agusan del Sur State College of,,,,,,,,,,,,,,,,,,,,,,,,
                     Agriculture and Technology,284,46,"2,606",0,"2,027",6,0,0,256,32,90,0,124,563,6,0,0,0,0,0,27,0,0,"6,067"
               Northern Mindanao State Institute of,,,,,,,,,,,,,,,,,,,,,,,,
                     Science and Technology,444,236,960,0,"1,852",0,0,0,733,"1,254","1,500",0,185,"2,330",17,9,76,0,0,0,71,0,0,"9,667"
               Surigao del Sur Polytechnic State College,887,103,607,46,"2,397",30,0,0,"1,840","2,054",96,0,108,778,127,11,"1,357",0,2,0,23,0,0,"10,466"
               Surigao State College of Technology,393,221,604,0,"1,113",7,0,0,"1,422",779,516,0,104,"1,576",0,21,52,0,15,0,0,0,0,"6,823"
,,,,,,,,,,,,,,,,,,,,,,,,
          Autonomous Region in Muslim Mindanao,"8,670","2,227","7,427",580,"18,473","1,533",0,"9,347","25,552","8,359","1,246",49,509,"9,249",255,159,846,0,582,0,194,200,0,"95,457"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               Adiong Memorial Polytechnic State College,708,193,795,200,"3,222",132,0,50,185,500,126,0,22,449,0,100,0,0,0,0,50,0,0,"6,732"
               Basilan State College,774,86,347,7,"1,140",1,0,0,610,"3,127",121,0,44,"1,294",0,0,0,0,8,0,0,0,0,"7,559"
               Mindanao State University,"4,067","1,564","5,046",283,"9,894","1,002",0,"7,797","22,326","2,179",499,0,321,"6,906",5,9,186,0,201,0,54,0,0,"62,339"
               MSU-Tawi-Tawi College of Technology and Oceanography,"1,527",200,499,0,"2,260",330,0,"1,400","1,158","2,226",364,0,100,600,0,0,600,0,100,0,0,200,0,"11,564"
               Sulu State College,"1,030",80,310,0,471,0,0,0,800,90,68,0,0,0,250,0,0,0,156,0,0,0,0,"3,255"
               Tawi-Tawi Regional Agricultural College,564,104,430,90,"1,486",68,0,100,473,237,68,49,22,0,0,50,60,0,117,0,90,0,0,"4,008"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Energy,"59,762","11,020","8,716",448,"47,393","10,232",0,"37,241","21,068","3,699","2,561",0,"4,570","356,385","2,221","19,802","21,668",0,"5,320",0,15,0,0,"612,121"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"59,762","11,020","8,716",448,"47,393","10,232",0,"37,241","21,068","3,699","2,561",0,"4,570","356,385","2,221","19,802","21,668",0,"5,320",0,15,0,0,"612,121"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Environment and Natural Resources,"516,906","108,860","405,343","7,877","588,682","83,040",957,"104,229","168,434","82,265","12,425","5,034","24,030","1,053,494","10,762","4,478","53,531",0,"3,198","235,134",313,15,40,"3,469,047"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"359,893","70,226","184,217","4,930","300,977","44,530",166,"4,398","100,214","65,393","4,667","5,034","12,946","572,521","7,209","3,458","34,399",0,"2,400","215,030",234,15,40,"1,992,897"
          Environmental Management Bureau,"24,591","8,836","17,911",258,"38,176","6,009",711,0,"14,025","6,926","1,724",0,"2,587","78,620","2,042",386,"6,345",0,312,0,13,0,0,"209,472"
          Land Registration Authority,"6,884","5,771","4,554","2,034","69,280","12,821",0,0,"16,808",846,"1,835",0,"2,940","73,417",50,111,"2,659",0,98,0,0,0,0,"200,108"
          Mines and Geo-Sciences Bureau,"32,629","6,458","11,070",115,"38,169","6,595",0,44,"17,410","4,248","1,375",0,"1,510","24,836",769,418,"6,232",0,106,245,66,0,0,"152,295"
          National Commission on Indigenous Peoples,"12,806","5,446",351,136,"7,891","11,488",0,"99,787","5,542",245,"2,824",0,427,"11,988",465,0,"1,086",0,87,"19,859",0,0,0,"180,428"
          National Mapping and Resource Information Authority,"75,463","11,674","185,899",304,"131,204","1,011",80,0,"13,253","4,589",0,0,"3,620","280,945",227,105,"2,810",0,172,0,0,0,0,"711,356"
          Palawan Council for Sustainable Development Staff,"4,640",449,"1,341",100,"2,985",586,0,0,"1,182",18,0,0,0,"11,167",0,0,0,0,23,0,0,0,0,"22,491"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Finance,"118,561","107,036","483,107","5,933","398,265","358,121","15,634","6,300","298,437","28,608","13,613","24,000","17,011,442","4,409,474","31,073","8,229","4,445",3,"1,636",45,"3,296",0,0,"23,327,258"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"11,237","5,142","2,534",0,"8,582","6,812",0,0,"31,258","3,409","2,075",0,"991,189","198,965",428,316,0,0,371,0,468,0,0,"1,262,786"
          Bureau of Customs,"9,566","25,632","156,503","2,257","60,077","6,623",518,0,"58,484","3,458","1,302","9,000","323,067","78,861","26,910","1,500",0,0,207,0,0,0,0,"763,965"
          Bureau of Internal Revenue,"70,652","59,525","295,824","3,281","303,141","309,116","15,111",0,"169,896","10,487","3,383","15,000","7,419","737,021","2,463","5,931",326,3,644,45,24,0,0,"2,009,292"
          Bureau of Local Government Finance,"6,682","2,521","1,573",0,"5,664","5,513",0,0,"2,715","2,127","1,308",0,461,"17,869",0,0,0,0,0,0,0,0,0,"46,433"
          Bureau of the Treasury,"4,149","7,247","15,770",395,"8,218","13,197",0,0,"21,991","1,121","2,251",0,"15,686,781","3,350,140",92,257,426,0,172,0,0,0,0,"19,112,207"
          Central Board of Assessment Appeals,112,121,56,0,193,118,0,0,18,426,193,0,10,169,15,0,0,0,40,0,1,0,0,"1,472"
          Cooperative Development Authority,"12,201","4,489","2,746",0,"7,973","11,771",0,"6,300","4,789","1,979","2,070",0,"1,721","6,546",522,97,"3,393",0,153,0,153,0,0,"66,903"
          Fiscal Incentives Review Board,30,18,0,0,40,0,0,0,0,0,0,0,1,38,2,0,16,0,0,0,0,0,0,145
          Insurance Commission,"3,467",745,"6,795",0,"1,158",317,5,0,"4,647","5,481",113,0,358,"19,335",391,125,159,0,0,0,"2,605",0,0,"45,701"
          National Tax Research Center,430,541,560,0,"1,698","4,320",0,0,"2,400",70,91,0,108,530,250,3,70,0,26,0,14,0,0,"11,111"
          Privatization and Management Office,35,"1,055",746,0,"1,521",334,0,0,"2,239",50,827,0,327,0,0,0,55,0,23,0,31,0,0,"7,243"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Foreign Affairs,"442,996","84,981","102,262","42,072","800,512","621,107",0,"151,757","98,499","11,285","9,154",0,"441,197","260,933",692,0,"120,468",0,305,0,"1,374,973",0,0,"4,563,193"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"439,450","84,117","102,083","42,072","798,373","619,467",0,"151,757","96,358",793,"7,459",0,"441,087","254,559",0,0,"120,279",0,0,0,"1,374,973",0,0,"4,532,827"
          Foreign Service Institute,"1,470",516,130,0,"1,149","1,165",0,0,"2,141","4,118",458,0,87,"2,366",376,0,0,0,275,0,0,0,0,"14,251"
          Technical Cooperation Council of the Philippines,511,7,0,0,207,342,0,0,0,42,0,0,0,"3,005",35,0,87,0,13,0,0,0,0,"4,249"
          UNESCO National Commission of the Philippines,"1,565",341,49,0,783,133,0,0,0,"6,332","1,237",0,23,"1,003",281,0,102,0,17,0,0,0,0,"11,866"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Health,"179,268","61,498","102,061","49,848","2,603,663","23,254",0,"472,073","357,949","289,772","41,077",0,"75,066","1,162,166","88,846","164,425","50,578","2,827","1,390",107,952,"3,170",300,"5,730,290"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"165,833","57,144","99,469","32,694","2,587,354","20,640",0,"381,518","353,860","235,848","40,764",0,"73,688","1,113,296","19,042","65,392","45,251","2,827","1,191",107,952,115,300,"5,297,285"
          Commission on Population,"5,929","2,426","2,088",23,"7,608","2,305",0,"90,555","4,089","8,388",198,0,983,"39,923","6,711",869,0,0,164,0,0,0,0,"172,259"
          National Nutrition Council,"7,506","1,928",504,"17,131","8,701",309,0,0,0,"45,536",115,0,395,"8,947","63,093","98,164","5,327",0,35,0,0,"3,055",0,"260,746"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of the Interior and Local Government,"156,294","342,151","863,352","31,492","8,511,183","1,389,766",0,"25,410","618,454","646,274","7,783","471,894","57,349","328,179","150,262","6,057","18,946",0,"11,509",26,174,"9,444","38,934","13,684,933"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"40,741","24,816","20,422","1,315","56,297","58,141",0,"25,350","30,583","26,244","4,665",0,"8,032","199,830","2,481","1,263","12,571",0,661,0,38,0,"38,934","552,384"
          Bureau of Fire Protection,"16,150","18,506","184,319",38,"334,833","30,484",0,0,"38,389","26,001",0,0,"9,051","9,617","34,055",57,0,0,307,0,0,"2,260",0,"704,067"
          Bureau of Jail Management and Penology,"15,875","7,113","37,845",3,"1,166,835","12,913",0,60,"92,035","7,252",0,0,"1,666","1,104","7,039",0,0,0,0,26,0,866,0,"1,350,632"
          Local Government Academy,"1,405","2,486","6,343",0,"2,086","5,150",0,0,"2,126","77,286",132,0,221,"6,558","1,633",0,127,0,20,0,96,0,0,"105,669"
          National Police Commission,"15,269","7,641","3,998",144,"25,103","24,725",0,0,"12,325","2,438","2,137",0,"1,422","24,072","1,158",121,0,0,298,0,0,0,0,"120,851"
          Philippine National Police,"61,761","276,622","564,250","29,032","6,816,651","1,258,353",0,0,"404,746","429,888",533,"471,894","36,419","58,386","97,355","4,273",0,0,"10,065",0,0,"6,318",0,"10,526,546"
          Philippine Public Safety College,"5,093","4,967","46,175",960,"109,378",0,0,0,"38,250","77,165",316,0,538,"28,612","6,541",343,"6,248",0,158,0,40,0,0,"324,784"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Justice,"102,209","61,113","86,931","3,636","747,931","95,107",0,"2,567","152,125","22,493","15,668","142,945","7,355","121,648","4,628","6,131","14,052",0,"4,717",35,"1,531","19,993","2,600","1,615,415"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"10,499","15,432","3,550","1,205","35,787","1,448",0,0,"17,976","5,224","4,445","108,945","1,613","10,880",156,729,"5,710",0,"1,118",0,"1,027","19,993","2,300","248,037"
          Bureau of Corrections,"31,242","2,309","26,078",0,"578,523",0,0,"2,367","49,289","2,339",169,0,348,"2,665",122,141,"4,268",0,334,0,4,0,0,"700,198"
          Bureau of Immigration,"10,117","9,774","9,627",0,"38,823","11,323",0,0,"21,693","5,118",195,"16,000","1,335","17,171","2,229","3,957",317,0,430,0,0,0,0,"148,109"
          Commission on the Settlement of Land Problems,213,357,15,1,227,178,0,0,429,83,516,0,17,207,1,0,0,0,13,0,0,0,0,"2,257"
          National Bureau of Investigation,"29,487","9,415","37,789","2,418","59,871","59,360",0,200,"34,790",136,"1,500","18,000","1,360","12,470",885,700,0,0,"1,570",0,500,0,300,"270,751"
          Office of the Government Corporate Counsel,166,874,144,0,"1,058","4,605",0,0,"1,896",9,936,0,65,0,0,0,5,0,67,0,0,0,0,"9,825"
          Office of the Solicitor General,"1,079","10,162","4,872",0,"5,294","7,289",0,0,"10,592","1,412","3,390",0,"1,099","11,531",102,513,68,0,787,0,0,0,0,"58,190"
          Parole and Probation Administration,"13,529","5,036","2,295",0,"9,196","3,321",0,0,"5,242","6,993","1,450",0,501,"7,006","1,102",31,"1,051",0,0,0,0,0,0,"56,753"
          Presidential Commission on Good Government,"1,052","3,499","1,447",12,"6,159","2,211",0,0,"3,380",155,"1,370",0,487,"52,532",31,60,"1,174",0,398,35,0,0,0,"74,002"
          Public Attorney's Office,"4,825","4,255","1,114",0,"12,993","5,372",0,0,"6,838","1,024","1,697",0,530,"7,186",0,0,"1,459",0,0,0,0,0,0,"47,293"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Labor and Employment,"155,355","90,466","73,952","10,630","301,415","159,034",17,"1,651,098","157,357","842,527","27,979",0,"24,583","919,566","37,180","18,310","62,081",4,"2,941",122,291,154,1,"4,535,063"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"72,029","30,723","16,722","4,325","70,836","88,143",0,"653,228","35,760","26,067","3,908",0,"4,617","145,580","3,503","5,177","40,163",0,"1,010",0,33,0,0,"1,201,824"
          Institute for Labor Studies,252,547,69,0,"1,038",281,0,0,"1,132",65,108,0,87,"2,685",0,0,0,0,0,0,0,0,0,"6,264"
          National Conciliation and Mediation Board,"3,918","2,973","1,578",0,"4,888","6,337",0,0,"3,289","1,002",111,0,311,"20,181",62,18,"1,116",0,64,0,0,0,0,"45,848"
          National Labor Relations Commission,"5,121","12,880",164,0,"11,527","30,892",0,0,"13,932","5,889","4,663",0,906,"20,269",511,522,123,0,0,0,0,0,0,"107,399"
          National Maritime Polytechnic,"2,259",692,"2,738",0,"4,785",763,0,4,"2,632",533,83,0,"1,095","10,735",599,62,"1,576",0,186,0,9,0,0,"28,751"
          National Wages and Productivity Commission,"4,010","2,420","1,317",35,"6,259","8,257",0,0,"1,698",882,608,0,323,"6,724",489,"1,208","4,635",0,236,0,10,0,0,"39,111"
          Philippine Overseas Employment Administration,"9,003","6,349","7,197","2,959","17,511","4,344",0,0,"21,346",727,"8,240",0,849,"31,679",651,781,"7,202",0,322,0,0,0,0,"119,160"
          Professional Regulation Commission,"8,436","4,944","3,678",0,"72,152","13,659",0,0,"15,568","1,701","1,587",0,690,"123,586",0,"1,192","1,027",0,180,0,0,0,0,"248,400"
          Technical Education and Skills Development Authority,"50,327","28,938","40,489","3,311","112,419","6,358",17,"997,866","62,000","805,661","8,671",0,"15,705","558,127","31,365","9,350","6,239",4,943,122,239,154,1,"2,738,306"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of National Defense,"452,724","209,029","3,153,336","74,896","10,783,767","77,343",11,"151,081","1,305,433","353,018","69,421","478,687","1,080,442","456,476","25,383","14,943","301,078","1,209","11,461",993,"4,943","4,027","2,003","19,011,704"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          DND Proper (Office of the Secretary),"14,391","16,904","27,388",0,"98,182","18,085",0,107,"17,851","52,596","1,994","63,000","1,147","32,991","2,598","4,575","10,140",0,"1,628",0,0,0,0,"363,577"
          Government Arsenal,"1,204",355,"5,861",581,"143,981",0,0,0,"12,114",277,151,0,"13,404","13,457",1,73,227,0,100,0,0,0,0,"191,786"
          National Defense College of the Philippines,"5,273","1,639",651,597,"7,123",0,0,0,51,77,"2,234",0,249,"6,840",71,6,0,0,224,0,11,0,0,"25,046"
          Office of Civil Defense,"14,523","7,458",738,"2,847","235,794",946,0,"21,293","1,628","55,273",80,0,694,"3,355","9,822","6,808","16,650",0,289,0,0,332,0,"378,530"
          Philippine Veterans Affairs Office,"2,495","16,300","8,193",41,"270,672","3,368",0,"129,482","54,405","1,965",999,0,983,"38,668","1,086",273,"4,569",0,130,0,0,0,0,"533,629"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               Philippine Veterans Affairs Office (Proper),"1,983","15,099","2,719",40,"20,974","2,846",0,"129,482","10,790","1,903",908,0,428,"22,399",591,225,"3,544",0,94,0,0,0,0,"214,025"
               Military Shrines Service,512,236,"3,952",1,"1,391",522,0,0,886,0,28,0,28,"2,130",495,48,"1,025",0,6,0,0,0,0,"11,260"
               Veterans Memorial Medical Center,0,965,"1,522",0,"248,307",0,0,0,"42,729",62,63,0,527,"14,139",0,0,0,0,30,0,0,0,0,"308,344"
,,,,,,,,,,,,,,,,,,,,,,,,
          Armed Forces of the Philippines,"414,838","166,373","3,110,505","70,830","10,028,015","54,944",11,199,"1,219,384","242,830","63,963","415,687","1,063,965","361,165","11,805","3,208","269,492","1,209","9,090",993,"4,932","3,695","2,003","17,519,136"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               Philippine Army (Land Forces),"66,256","36,364","781,241","11,657","2,636,843","19,684",0,0,"307,263","113,514",0,"185,421","23,107","14,401","2,438",36,"31,681",0,70,737,0,"2,292","1,393","4,234,398"
               Philippine Air Force (Air Forces),"179,226","37,281","1,489,765","7,985","1,518,031","1,301",0,71,"233,859","58,632","34,739","6,243","82,574","24,177","2,737","2,618","73,407",45,"2,450",0,260,0,0,"3,755,401"
               Philippine Navy (Maritime Forces),"26,812","17,000","633,923","50,159","1,769,400","3,610",0,0,"267,696","28,983","6,268","49,498","17,658","126,830",0,0,"1,956",0,"2,000",0,0,353,0,"3,002,146"
               General Headquarters (Proper),"142,544","75,728","205,576","1,029","4,103,741","30,349",11,128,"410,566","41,701","22,956","174,525","940,626","195,757","6,630",554,"162,448","1,164","4,570",256,"4,672","1,050",610,"6,527,191"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Public Works and Highways,"38,213","27,201","15,657,956","1,412","70,671","8,574",0,850,"70,942","5,766","3,547",0,"298,289","270,172","1,483","1,373",806,308,887,595,368,0,0,"16,459,413"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"38,213","27,201","15,657,956","1,412","70,671","8,574",0,850,"70,942","5,766","3,547",0,"298,289","270,172","1,483","1,373",806,308,887,595,368,0,0,"16,459,413"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Science and Technology,"70,377","43,668","58,224","2,576","153,366","7,755",188,"1,197,989","113,071","727,775","6,978",0,"42,730","197,893","10,874","1,481","14,778",31,"2,070",40,"3,268",321,195,"2,655,648"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"15,066","7,817","10,514",149,"25,129","1,852",0,"459,051","13,339","2,246","2,608",0,"2,014","38,605",917,152,"3,347",0,362,0,240,0,144,"583,552"
          Advanced Science and Technology Institute,"2,393","4,173",696,3,"1,512",107,0,0,"2,066",364,107,0,193,"1,710",242,10,154,0,13,0,0,0,0,"13,743"
          Food and Nutrition Research Institute,"21,063",460,"4,025",743,"8,910",568,0,0,"5,489","1,721",90,0,316,"48,372","2,543",25,413,31,20,0,0,0,0,"94,789"
          Forest Products Research and Development Institute,"2,024","1,086",583,22,"3,936",0,0,"12,266","4,455",709,97,0,511,"2,132",390,70,0,0,230,0,183,0,0,"28,694"
          Industrial Technology Development Institute,"3,067",369,"2,276",248,"8,498",147,0,0,"12,337",277,109,0,"1,224","6,866",403,0,277,0,22,0,"1,530",0,0,"37,650"
          Metals Industry Research and Development Center,"2,480",834,"7,685",157,"7,413",227,0,0,"9,444",582,204,0,371,"7,191",240,68,128,0,124,0,9,0,0,"37,157"
          National Academy of Science and Technology,67,352,"1,453",0,582,21,0,"1,715",499,12,98,0,67,"20,051",448,23,"2,106",0,0,0,65,0,0,"27,559"
          National Research Council of the Philippines,643,252,880,5,994,87,0,"6,283",941,373,80,0,62,"1,889",541,14,"2,309",0,8,0,141,321,0,"15,823"
"          Philippine Atmospheric, Geophysical and",,,,,,,,,,,,,,,,,,,,,,,,
                Astronomical Services Administration,"6,094","9,833","5,201",488,"54,666","4,054",188,0,"15,679","1,136","1,502",0,"29,471","18,007",227,314,0,0,209,0,649,0,0,"147,718"
          Philippine Council for Advanced Science and,,,,,,,,,,,,,,,,,,,,,,,,
                Technology Research and Development,406,152,211,0,449,0,0,"63,119","1,402",45,98,0,330,570,24,33,200,0,22,0,0,0,0,"67,061"
"          Philippine Council for Agriculture, Forestry",,,,,,,,,,,,,,,,,,,,,,,,
                and Natural Resources Research and Development,"4,887","2,833","7,672",0,"5,849",0,0,"217,618","5,176","3,879",91,0,901,"7,654","1,548",4,"3,279",0,94,0,4,0,0,"261,489"
          Philippine Council for Aquatic and Marine,,,,,,,,,,,,,,,,,,,,,,,,
                Research and Development,765,306,163,28,791,0,0,"156,598",938,"2,515",80,0,215,900,90,28,50,0,27,0,0,0,0,"163,494"
          Philippine Council for Health Research and Development,"1,026",856,171,0,732,98,0,"37,368","1,462",90,175,0,102,"2,034",112,69,700,0,28,0,0,0,0,"45,023"
          Philippine Council for Industry and Energy,,,,,,,,,,,,,,,,,,,,,,,,
                Research and Development,"1,034",259,561,0,"1,157",110,0,"149,359","1,886",308,104,0,179,"1,310",214,214,478,0,25,0,0,0,0,"157,198"
          Philippine Institute of Volcanology and Seismology,"4,410","5,374","4,936",172,"6,715",97,0,50,"7,236",628,107,0,"2,850","3,352",144,0,52,0,114,0,19,0,0,"36,256"
          Philippine Nuclear Research Institute,679,"3,048","4,251",208,"8,223",0,0,"17,476","8,100",100,21,0,"1,068","5,659",131,0,32,0,110,0,378,0,51,"49,535"
          Philippine Science High School,"3,254","3,764","4,076",79,"12,496",108,0,0,"14,127","75,065",842,0,"2,008","19,224","1,882",388,818,0,508,40,30,0,0,"138,709"
          Philippine Textile Research Institute,230,328,655,43,"1,456",27,0,"6,217","3,568",66,107,0,334,"2,541",91,63,79,0,20,0,0,0,0,"15,825"
          Science Education Institute,179,422,99,0,"1,992",1,0,"7,514","1,851","637,425",183,0,255,"1,912",0,0,0,0,93,0,0,0,0,"651,926"
