112,Diagnosis of avian influenza at source,JICA,,GOP,Training Program,Training Program,,0.00,,0.00,1.00,0.00,1-Mar-10,31-Mar-12,0.40,-0.60,"Agriculture, Agrarian Reform and Natural Resources",Unspecified,,,TCP,TCP
113,"Disaster Mitigation, Preparedness and Restoration for Infrastructure",JICA,,GOP,,,,0.01,,0.01,1.00,0.00,11-May-10,23-Jul-10,3.19,2.19,"Agriculture, Agrarian Reform and Natural Resources",Unspecified,,,TCP,TCP
114,"Disaster Risk Management Technology on Volcanic Eruption, Debris Flow and Landslide",JICA,,GOP,,,,0.03,,0.03,1.00,0.00,17-Mar-10,13-Sep-10,1.61,0.61,Infrastructure Development,Unspecified,,,TCP,TCP
115,DM07-3075 Indigenous Nutritional Food Packages Promoted by Entrepreneurial Poor,WB,,GOP,Approtech Asia,Approtech Asia,,0.15,,0.15,1.00,0.00,9-Jul-07,31-Dec-10,1.00,0.00,"Agriculture, Agrarian Reform and Natural Resources",Unspecified,,,TA,TCP
116,DM09-3191 Bell and Bottle: Low-cost Warning System for Landslide and Flood Prone Communities in Remote Areas,WB,,GOP,UP Los Banos Foundation,UP Los Banos Foundation,,0.12,,0.06,0.50,0.06,20-May-10,28-Feb-13,0.22,-0.28,Infrastructure Development,Unspecified,,,TA,TCP
117,DM09-3333 Fishing Communities Seek Security in Aquaculture and Mangrove Restoration,WB,,GOP,Trowell Foundation,Trowell Foundation,,0.18,,0.00,0.00,0.18,3-Dec-10,28-Feb-13,0.03,0.03,"Agriculture, Agrarian Reform and Natural Resources",Unspecified,,,Others,TCP
118,DSWD Recovery Proj for Typhoon,UNDP,,GOP,DSWD,DSWD,,2.12,,1.35,0.64,0.76,1-Jan-09,31-Dec-11,0.67,0.03,Social Reform and Community Development,Region-specific,V,,Others,TCP
119,E. Gov. for Efficiency and Effectiveness,CIDA,CIDA,GOP,Agriteam Canada,Agriteam Canada,0.72,0.47,,0.62,1.34,-0.16,1-May-01,30-Mar-12,0.89,-0.45,Social Reform and Community Development,Nationwide,,,Others,TCP
120,Ecological Solid Waste Management Project Phase 1,Spain,,GOP,LGU,LGU,1.50,2.04,,0.00,0.00,2.04,1-Feb-09,1-Aug-10,1.28,1.28,"Agriculture, Agrarian Reform and Natural Resources",Region-specific,V,,Others,TCP
121,Ecological Solid Waste Management Project Phase 2,Spain,,GOP,LGU,LGU,0.20,0.28,,0.00,0.00,0.28,1-Dec-09,1-Dec-10,1.08,1.08,"Agriculture, Agrarian Reform and Natural Resources",Region-specific,V,,Others,TCP
122,"Economic Growth Hubs, Infrastructure and Competitiveness",USAID,,GOP,DILG,DILG,3.60,3.60,,1.80,0.50,1.80,1-Oct-09,30-Sep-12,0.42,-0.08,Governance and Institutions Development,Multi-Regional,,,TA,TCP
123,Education,UNICEF,,GOP,,,,1.16,,1.16,1.00,0.00,1-Jan-10,31-Dec-10,1.00,0.00,Social Reform and Community Development,Unspecified,,,Others,TCP
124,Education Assistance Program for Mindanao (TUDLO-Mindanao),USAID,,Mixture,Various Agencies,DepEd/ARMM/NGOs,1.80,1.80,,1.80,1.00,0.00,29-Sep-03,30-Sep-10,1.04,0.04,Social Reform and Community Development,Multi-Regional,,,TA,TCP
125,Education Quality and Access for Learning and Livelihood Skills (EQuALLS),USAID,,Mixture,Various Agencies,DepEd/ARMM/NGOs,50.00,50.00,,47.00,0.94,3.00,28-Jul-06,27-Jul-11,0.89,-0.05,Social Reform and Community Development,Multi-Regional,,,TA,TCP
126,Electric Power Forum for Asia,JICA,,GOP,,,,0.01,,0.01,1.00,0.00,9-Mar-10,13-Mar-10,73.00,72.00,"Agriculture, Agrarian Reform and Natural Resources",Unspecified,,,TCP,TCP
127,Electronic Connection to Access and Network Information Knowledge for Governance Effectiveness and Sustainability (ExCHANGES),UNDP,,GOP,ASPAP,ASPAP,,0.14,,0.14,0.95,0.01,1-Jan-09,31-Dec-10,1.00,0.05,Governance and Institutions Development,Nationwide,,,Others,TCP
128,"Emergency assistance for early detection, response and control of Ebola Reston Virus in swine and other swine diseases in the Philippines ",FAO,,GOP,DA-BAI,DA-BAI,0.45,0.45,,0.39,0.86,0.06,1-Dec-09,1-Mar-11,0.87,0.01,"Agriculture, Agrarian Reform and Natural Resources",Nationwide,,,TCP,TCP
129,Emergency assistance for surveillance of novel influenza A subtype H1N1 viruses in pig and poultry production sectors in high risk Southeast Asian countries  ,FAO,,GOP,DA-BAI,DAI-BAI,0.50,0.50,,0.45,0.89,0.05,1-Aug-09,30-Jun-10,1.55,0.66,"Agriculture, Agrarian Reform and Natural Resources",Unspecified,,,TCP,TCP
130,"Emergency assistance for the control and prevention of avian influenza - AI activities in Asia, Middle East and North Africa",FAO,,GOP,DA,DA,10.02,10.02,,10.02,1.00,0.00,26-Mar-06,30-Jun-10,1.12,0.12,"Agriculture, Agrarian Reform and Natural Resources",Unspecified,,,TA,TCP
131,Emergency Food Assistance to Typhoon-Affected Populations in Northern Luzon,WFP,,GOP,DSWD,DSWD,,20.58,,20.58,1.00,0.00,1-Oct-09,31-Dec-10,1.00,0.00,Social Reform and Community Development,Multi-Regional,"Region CAR, I, II, III, IVA and NCR","CAR- Abra, Apayao, Benguet, Kalinga & Mt. Province; Region I- La Union, Ilocos Norte, Ilocos Sur & Pangasinan; Region II- Isabela & Cagayan; Region III-  Bataan, Bulacan Nueva Ecija, Pampanga, Tarlac, Zambales; Region IVA- Laguna & Rizal; NCR- Caloocan, Malabon, Pasig City & Valenzuela ",Emergency/Relief,TCP
132,Encouraging More Resilient Communities in Conflict-Affected Areas in the Philippines,WB,,GOP,Asian Institute of Management,Asian Institute of Management,,0.35,,0.00,0.00,0.35,26-Aug-10,31-Oct-13,0.11,0.11,Social Reform and Community Development,Multi-Regional,,,TA,Grant
133,Encouraging More Resilient Communities in Conflict-Affected Areas in the Philippines,WB,,GOP,The Asia Foundation,The Asia Foundation,,0.42,,0.00,0.00,0.42,26-Aug-10,31-Oct-13,0.11,0.11,Social Reform and Community Development,Multi-Regional,,,TA,In-Country Training
134,Energy and Clean Air Project,USAID,,GOP,DOE,DOE,6.70,6.70,,6.30,0.94,0.40,1-Oct-04,30-Nov-09,1.21,0.27,Social Reform and Community Development,Multi-Regional,,,TA,Individual Expert
135,Energy Conservation Technology and Machine Condition Diagnosis Techniques for Asian Countries,JICA,,GOP,,,,0.07,,0.07,1.00,0.00,12-Jan-10,11-Apr-10,3.92,2.92,"Agriculture, Agrarian Reform and Natural Resources",Unspecified,,,TCP,Individual Expert
136,Energy Efficiency and Conservation,JICA,,GOP,,,,0.01,,0.01,1.00,0.00,9-May-10,5-Jun-10,8.92,7.92,"Agriculture, Agrarian Reform and Natural Resources",Unspecified,,,TCP,Development Study
137,Engineering on Water Supply Systems,JICA,,GOP,,,,0.01,,0.01,1.00,0.00,12-May-10,28-Jul-10,3.01,2.01,Infrastructure Development,Unspecified,,,TCP,Development Study
138,Enhancement of Earthquake and Volcano Monitoring and Effective Utilization of Disaster Mitigation Information in the Philippines,JICA,,GOP,PHIVOLCS,PHIVOLCS,,0.88,,0.88,1.00,0.00,21-Feb-10,20-Feb-15,0.17,-0.83,Infrastructure Development,Nationwide,,,TCP,Development Study
139,Enhancing Access to the Pillars of Justice,UNDP,,GOP,Supreme Court,Supreme Court,,0.70,,0.29,0.41,0.42,1-Jan-05,31-Dec-11,0.86,0.45,Governance and Institutions Development,Region-Specific,NCR,,Others,Grant
140,Enhancing Anti-Trafficking Law Enforcement in Metro Cebu,USAID,,Mixture,"IACAT, Region 7 DSWD and DOLE, DOJ, LGUs","IACAT, Region 7 DSWD and DOLE, DOJ, LGUs",0.80,0.80,,,0.00,0.80,1-Oct-10,30-Sep-12,0.13,0.13,Governance and Institutions Development,Region-specific,,,TA,TCP
141,Enhancing Capacity for the Eff (ODA Project),UNDP,,GOP,NEDA - Public Investment Staff,NEDA - Public Investment Staff,,0.18,,0.85,4.68,-0.67,1-Jan-05,31-Dec-11,0.86,-3.82,Governance and Institutions Development,Region-specific,NCR,,Others,Development Study
142,Enhancing Food Safety by Strengthening Food Inspection Systems in the ASEAN Countries ,FAO,,GOP,DA-BAFPS,DA-BAFPS,1.27,1.27,,1.02,0.80,0.25,1-Feb-07,30-Aug-11,0.86,0.06,"Agriculture, Agrarian Reform and Natural Resources",Unspecified,,,TA,TCP
143,Enhancing Midwives' Entrepreneurial and Financial,ADB,,GOP,To be verified,To be verified,0.40,0.40,0.40,0.00,0.00,0.40,27-Nov-09,31-Jul-11,0.65,0.65,Social Reform and Community Development,Nationwide,,,TA,TCP
144,Enhancing Natural Resources Management (NRM) through Enterprise Development in the Philippines,New Zealand,,GOP,FAO/DENR,FAO/DENR,,0.30,,0.30,1.00,0.00,1-May-08,31-May-11,0.86,-0.14,"Agriculture, Agrarian Reform and Natural Resources",Unspecified,,,Others,TCP
145,Enhancing Natural Resources Management through Enterprise Development ,FAO,,GOP,DENR-FMB,DENR-FMB,0.30,0.30,,0.07,0.24,0.23,1-Jul-08,30-Jun-11,0.83,0.59,"Agriculture, Agrarian Reform and Natural Resources",Multi-Regional,,,TA,Individual Expert
146,Enhancing Philippine Livestock Industry Performance Through an Institutionalized Genetic Improvement System,KOICA,KOICA,GOP,DA-PCC,DA-PCC,,3.00,,0.21,0.07,2.79,1-Jan-10,31-Dec-12,0.33,0.26,"Agriculture, Agrarian Reform and Natural Resources",Region-specific,,,Mixed,TCP
147,Enhancing Revenue Collection and Strengthening of the Criminal Prosecution of Tax Evasion Cases,ADB,,GOP,DOF,DOF,0.50,0.50,0.50,0.26,0.52,0.24,16-Jan-08,31-Dec-10,1.00,0.48,Governance and Institutions Development,Nationwide,,,TA,TCP
148,ENR CORE 1 Progamme,UNDP,,GOP,Dep. Environment and Natural Resources,Dep. Environment and Natural Resources,,0.67,,0.67,1.00,0.00,1-Jan-05,31-Dec-11,0.86,-0.14,"Agriculture, Agrarian Reform and Natural Resources",Region-Specific,NCR,,Others,Individual Expert
149,ENR CORE 2 Programme,UNDP,,GOP,Dep. Environment and Natural Resources,Dep. Environment and Natural Resources,,1.49,,1.49,1.00,0.00,1-Jan-05,31-Dec-11,0.86,-0.14,"Agriculture, Agrarian Reform and Natural Resources",Region-Specific,NCR,,Others,TCP
150,Environmental Governance Project II (ECOGOV II),USAID,,GOP,DENR,DENR,23.50,23.50,,20.80,0.89,2.70,1-Oct-04,30-Sep-11,0.89,0.01,"Agriculture, Agrarian Reform and Natural Resources",Multi-Regional,,,TA,Individual Expert
151,Environmentally Sustainable Transportation (EST),JICA,,GOP,,,,0.02,,0.02,1.00,0.00,6-Jul-10,20-Aug-10,3.98,2.98,Infrastructure Development,Unspecified,,,TCP,Country- focused Training
152,Essential Drug Supply through Social Franchising ‘Health Plus’ ,KfW,,GOP,DOH/NPF,DOH/NPF,3.07,3.82,0.27,0.36,0.09,3.47,1-Jan-05,31-Dec-10,1.00,0.91,Social Reform and Community Development,Unspecified,,,TCP,Country- focused Training
153,Establishment of Early Warning and Response System for Disaster Mitigation in Metro Manila,KOICA,KOICA,GOP,PAGASA,PAGASA,,3.00,,0.76,0.25,2.24,1-Jan-10,31-Dec-12,0.33,0.08,Infrastructure Development,Region-specific,,,TCP,Individual Expert
154,Establishment of Ecological Solid Waste Management in three cities,JICA,,GOP,"NSWMC, Davao City, Sagay City, Calbayog City   ","NSWMC, Davao City, Sagay City, Calbayog City   ",,3.91,,3.91,1.00,0.00,24-Oct-07,23-Oct-10,1.06,0.06,"Agriculture, Agrarian Reform and Natural Resources",Multi-Regional,"Metro Manila, Davao City, Sagay City, Calbayog City   ",,TCP,TCP
155,Establishment of HRD Center in the Philippines,KOICA,KOICA,GOP,DND and TESDA,DND and TESDA,,7.50,,0.27,0.04,7.23,1-Jan-10,31-Dec-14,0.20,0.16,Social Reform and Community Development,Region-specific,,,Mixed,Individual Expert
156,Establishment of Modern Integrated Rice Processing Complexes (RPCs) in the Four Provinces in the Philippines,KOICA,KOICA,GOP,"DA and Provincial LGUs of Pangasinan, Bohol, Iloilo and Davao del Sur","DA and Provincial LGUs of Pangasinan, Bohol, Iloilo and Davao del Sur",,13.00,,6.61,0.51,6.39,1-Jan-09,31-Dec-12,0.50,-0.01,"Agriculture, Agrarian Reform and Natural Resources",Multi-Regional,,,TCP,Development Study
157,Establishment of the Algae Bioethanol Research Center in Bohol ,KOICA,KOICA,GOP,DOST and Provincial Government of Bohol ,DOST and Provincial Government of Bohol ,,2.90,,0.02,0.01,2.88,1-Jan-10,31-Dec-11,0.50,0.49,"Agriculture, Agrarian Reform and Natural Resources",Region-specific,,,Mixed,TCP
158,Exchange-Traded Fund Training Program,JICA,,GOP,,,,0.09,,0.09,1.00,0.00,14-Feb-10,20-Feb-10,52.83,51.83,Governance and Institutions Development,Unspecified,,,TCP,Individual Expert
159,Expanding and Diversifying National System of Phil PAs,UNDP,,GOP,PAWB,PAWB,,3.50,,0.13,0.04,3.37,1-Jan-09,31-Dec-12,0.50,0.46,"Agriculture, Agrarian Reform and Natural Resources",Multi-Regional,"Kalinga and Mountain; Zambales and Tarlac;  Rizal, Bulacan, Quezon; Mindoro Oriental and Mindoro Occidental; Cebu; Southern Leyte; Agusan del Norte, Surigao dl Sur and Agusan del sur; ARMM, Tawi tawi ",,Others,Individual Expert
160,Extension of Support to Economic Governance Reform,AusAID,,GOP,,,,7.34,,1.18,0.16,6.16,30-Apr-10,30-Jun-12,0.31,0.15,Infrastructure Development,Nationwide,,,Mixed,Individual Expert
161,Facility Maintenance Management Focused on Non- destructive Inspection for Life Line Structure,JICA,,GOP,,,,0.02,,0.02,1.00,0.00,18-Feb-10,11-Jun-10,2.77,1.77,"Industry, Trade and Tourism",Unspecified,,,TCP,Development Study
162,Feasibility Study for the New Passenger Terminal and Master Plan of the Mactan-Cebu International Airport,KOICA,KOICA,GOP,DOTC-MCIAA,DOTC-MCIAA,,1.10,,0.76,0.69,0.34,1-Jan-10,31-Dec-11,0.50,-0.19,Infrastructure Development,Region-specific,,,TCP,Third Country Training Prog.
163,Feasibility Study on the C-6 Expressway Project,KOICA,KOICA,GOP,DPWH,DPWH,,1.30,,0.71,0.54,0.59,1-Jan-10,31-Dec-11,0.50,-0.04,Infrastructure Development,Region-specific,,,Mixed,TCP
164,Feasibility Study on the Establishment of Multi-Industry Clusters in the Philippines,KOICA,KOICA,GOP,"DA and Provincial LGUs of Isabela, Quirino and Misamis Oriental","DA and Provincial LGUs of Isabela, Quirino and Misamis Oriental",,1.10,,0.98,0.89,0.12,1-Jan-09,31-Dec-11,0.67,-0.22,"Agriculture, Agrarian Reform and Natural Resources",Multi-Regional,,,Mixed,Individual Expert
165,Fisheries Improved for Sustainable Harvest Project,USAID,,GOP,DA,BFAR,12.73,12.73,,12.10,0.95,0.63,19-Sep-03,31-Dec-10,1.00,0.05,"Agriculture, Agrarian Reform and Natural Resources",Multi-Regional,,,TA,Individual Expert
166,Flash Appeal- Immediate restoration of Food Security in Flood-affected Region IV-A (CALABARZON) through the provision of Agriculture and Fisheries Inputs and Technical Support,Spain,,GOP,FAO,FAO,0.62,0.59,,0.00,0.00,0.59,1-May-10,1-Nov-11,0.44,0.44,"Agriculture, Agrarian Reform and Natural Resources",Region-specific,IV-A,,Others,Country- focused Training
167,Food Processing and Preservation Technology,JICA,,GOP,,,,0.03,,0.03,1.00,0.00,10-Jan-10,18-Mar-10,5.16,4.16,"Agriculture, Agrarian Reform and Natural Resources",Unspecified,,,TCP,Individual Expert
168,Foodborne Infection Prevention,JICA,,GOP,,,,0.01,,0.01,1.00,0.00,1-Feb-10,1-May-10,3.67,2.67,Social Reform and Community Development,Unspecified,,,TCP,Country- focused Training
169,Forensic Science,JICA,,GOP,PNP,PNP,,0.28,,0.28,1.00,0.00,16-Mar-09,15-Mar-11,0.90,-0.10,Governance and Institutions Development,Region-specific,Manila,,TCP,Individual Expert/Common Expense
170,Forest Management Policy in Asia -Sustainable Forest Management with Collaboration between Local Government and Community-,JICA,,GOP,,,,0.02,,0.02,1.00,0.00,28-Jun-10,16-Jul-10,10.17,9.17,"Agriculture, Agrarian Reform and Natural Resources",Unspecified,,,TCP,TCP
171,Forestry Protection in Panay,GIZ,German Government /BMU,GOP,DENR,DENR,1.95,2.72,0.20,0.26,0.10,2.46,1-Nov-10,31-Dec-13,0.05,-0.04,"Agriculture, Agrarian Reform and Natural Resources",Region-specific,,,TA,Country- focused Training
172,Formulation on the Implementing Rules and Regulations of RA 9710 entitled an Act Providing for the Magna Carta on Women ,UN Women,,GOP,PCW (formerly NCRFW),PCW (formerly NCRFW),,0.01,,0.01,1.00,0.00,1-Jan-09,31-Dec-10,1.00,0.00,Social Reform and Community Development,Multi-Regional,,"NCR, MM; Regions I-IV; Cordilleara Admin Region;-Region VI-VIII; Mindanao- Davao City & ARMM",TA,Individual Expert
173,"Formulation, Identification of Programmes, Evaluations, other Short Term Technical Assistance",EU,,Mixture,Various Agencies,Various Agencies,1.56,2.13,,1.70,0.80,0.44,3-Jan-07,1-Jan-11,1.00,0.20,Unspecified,Nationwide,,,Capital Grant,TCP
174,G101  GBV Prevention Policies    ,UNFPA,,GOP,"NCRFW now PCW,DSWD, LGU","NCRFW now PCW,DSWD, LGU",,2.64,,2.44,0.92,0.20,1-Jan-05,31-Dec-11,0.86,-0.07,Social Reform and Community Development,Region-Specific,"Manila,10 Provinces, One City",,Mixed,Individual Expert
175,GEF FSP - Manila Third Sewerage Project,WB,,GOP,DENR,DENR,5.00,5.00,,1.78,0.36,3.22,15-Sep-06,31-May-13,0.64,0.28,Infrastructure Development,Region-specific,,,TA,Individual Expert
176,GEF FSP - Philippines: National Program Support for Environment and Natural Resources Management Project,WB,,GOP,DENR,DENR,7.00,7.00,,1.79,0.26,5.21,27-Nov-07,28-Feb-13,0.59,0.33,"Agriculture, Agrarian Reform and Natural Resources",Nationwide,,,TA,TCP
177,"GEF PPG - Philippines: Grant for Preparation Integrated Persistent Organic Pollutants Management (Dioxins and Furans, PCB and Contaminated Sites) Project",WB,,GOP,To be verified,To be verified,0.24,0.24,,0.24,1.00,0.00,11-Jul-08,30-Dec-10,1.00,0.00,Infrastructure Development,Unspecified,,,TA,Counterpart training prog.
178,GEF3 FSP-LGU Guarantee Corporation: Electric Cooperative System Loss Reduction Project,WB,,GOP,LGU,LGU,0.88,0.88,,0.43,0.49,0.45,5-May-04,30-Apr-12,0.83,0.35,Governance and Institutions Development,Unspecified,,,TA,TCP
179,GEF3 FSP-Philippines: Electric Cooperative System Loss Reduction Project,WB,,GOP,DOE,DOE,11.12,11.12,,10.33,0.93,0.79,5-May-04,30-Apr-12,0.83,-0.10,Infrastructure Development,Multi-Regional,,,TA,Counterpart training prog.
180,GEF3 FSP-Philippines: Rural Power Project,WB,,GOP,DBP,DBP,9.00,9.00,,6.01,0.67,2.99,1-Mar-03,29-Feb-12,0.87,0.20,Infrastructure Development,Multi-Regional,,,TA,Development Study
181,Gender Resp Eco Actions Transformation o,CIDA,CIDA,GOP,Philippines Commission on Women Government of the Philippines,Philippines Commission on Women Government of the Philippines,7.00,4.46,,5.93,1.33,-1.47,17-Jun-02,31-Dec-10,1.00,-0.33,Governance and Institutions Development,Unspecified,,,Others,Country- focused Training
182,Global Environmental Leaders Development for Climate Change Mitigation(Master's Program:Environmental Studies or Engineering),JICA,,GOP,,,,0.04,,0.04,1.00,0.00,17-Sep-09,30-Sep-11,0.63,-0.37,"Agriculture, Agrarian Reform and Natural Resources",Unspecified,,,TCP,TCP
183,Global Facility for Disaster Risk Reduction City-to-City Sharing Initiative for Developing Countries,WB,,GOP,League of Cities,League of Cities,0.45,0.45,,0.04,0.09,0.41,3-Mar-10,1-Dec-12,0.30,0.21,Governance and Institutions Development,Unspecified,,,TA,TCP
184,Global Food Response Program (GFRP),CIDA,CIDA,GOP,World Bank,World Bank,0.87,0.76,,0.76,1.00,0.00,30-Jun-06,16-Aug-10,1.09,0.09,Infrastructure Development,Unspecified,,,Others,In-Country Training
185,Global Mapping for Sustainable Development,JICA,,GOP,,,,0.01,,0.01,1.00,0.00,2-May-10,31-Jul-10,2.69,1.69,"Industry, Trade and Tourism",Unspecified,,,TCP,Country- focused Training
186,Global Programme to Demonstrate the Viability and Removal of Barriers,UNIDO,,GOP,DENR,DENR,,4.11,,3.67,0.89,0.44,1-Dec-07,31-Dec-11,0.76,-0.14,"Agriculture, Agrarian Reform and Natural Resources",Region-specific,III,"PAFC Industrial Park, Roman Highway, Barangay Batangas Dos, Mariveles, Bataan",TA,Country- focused Training
187,Good Governance of Medicines for Pharmaceutical Regulation Authorities,JICA,,GOP,,,,0.01,,0.01,1.00,0.00,9-Nov-10,11-Dec-10,1.63,0.63,Social Reform and Community Development,Unspecified,,,TCP,Country- focused Training
188,Graduate Program in International Development Studies by FASID/GRIPS (Master's Degree),JICA,,GOP,,,,0.04,,0.04,1.00,0.00,24-Aug-08,31-Mar-10,1.47,0.47,Social Reform and Community Development,Unspecified,,,TCP,Country- focused Training
189,Growth with Equity in Mindanao III (GEM III),USAID,,GOP,MEDCO,MEDCO,65.00,65.00,,47.00,0.72,18.00,1-Jan-08,31-Dec-12,0.60,-0.12,Governance and Institutions Development,Multi-Regional,,,TA,TCP
190,Harmonization and Development Effectiveness,ADB,,GOP,NEDA/ DOF,NEDA/ DOF,0.90,0.90,0.90,0.16,0.17,0.74,5-Jan-09,31-Dec-12,0.50,0.33,Governance and Institutions Development,Nationwide,,,TA,Country- focused Training
191,Hazard Mapping and Assessment for Community-Based Disaster Risk Management (READY II) Multi Hazard Mapping,UNDP,,GOP,Office of Civil Defense,Office of Civil Defense,,1.96,,1.96,1.00,0.00,1-Jan-06,31-Dec-11,0.83,-0.17,"Agriculture, Agrarian Reform and Natural Resources",Multi-Regional,"CAR (Abra & Benguet); Region 1 (Ilocos Sur,Ilocos Norte); Region 2 (Cagayan, Nueva Viscaya, Quirino Isabela); Region 3 (Aurora, Pampanga,Zambales); Region 4 (Cavite, Laguna,Rizal); Region 6 (Antique,Iloilo); Region 7 (Bohol); Region 8 (Leyte, Southern Leyte, Northern Samar, Eastern Samar, ), , Region 5 (Catanduanes),  Antique,  Agusan del Sur, Zamboanga del Sur, Zamboanga Sibuguey, Surigao del Sur, Surigao del Norte,",,Others,Country- focused Training
192,Hazardous and Noxious Substance (HNS) Response Operation,JICA,,GOP,,,,0.01,,0.01,1.00,0.00,1-Nov-10,30-Dec-10,1.02,0.02,Governance and Institutions Development,Unspecified,,,TCP,TCP
193,Head of Mission Fund (HOMF),New Zealand,,GOP,,,,0.05,,0.04,0.80,0.01,1-Jul-10,30-Jun-11,0.50,-0.30,Social Reform and Community Development,Nationwide,Nationwide,,Others,Group Training Course
194,Health and Nutrition,UNICEF,,GOP,,,,1.38,,1.38,1.00,0.00,1-Jan-10,31-Dec-10,1.00,0.00,Social Reform and Community Development,Unspecified,,,Others,Group Training Course
195,Health Policy Development Program-Policy Component,USAID,,GOP,DOH,DOH,7.40,7.40,,6.30,0.85,1.10,6-Oct-06,30-Sep-11,0.85,0.00,Social Reform and Community Development,Multi-Regional,,,TA,Group Training Course
196,Health Promotions and Communication Project,USAID,,GOP,DOH,DOH-ARMM,11.80,11.80,,7.10,0.60,4.70,25-Jun-07,24-Jun-12,0.70,0.10,Social Reform and Community Development,Multi-Regional,,,TA,Group Training Course
197,Health Sector Development Program-LGU Systems Strengthening Component,USAID,,GOP,DOH,DOH,24.40,24.40,,18.60,0.76,5.80,1-Oct-06,30-Sep-11,0.85,0.09,Social Reform and Community Development,Multi-Regional,,,TA,Group Training Course
198,Health Sector Policy Support Programme,EU,,GOP,"DOH, WB, COA","DOH, WB, COA",31.30,39.32,,38.76,0.99,0.56,1-Jan-06,1-Jan-10,1.25,0.26,Social Reform and Community Development,Multi-Regional,,,Capital Grant,Group Training Course
199,"Health Sector Reform Agenda/Sector Development Approach in Health, phase 2 (budget support)",Spain,,GOP,DOH/DBM/LGU,DOH/DBM/LGU,3.00,3.98,,0.00,0.00,3.98,31-Jan-10,31-Jan-12,0.46,0.46,Social Reform and Community Development,Multi-Regional,,,Mixed,Group Training Course
200,Health Systems Management,JICA,,GOP,,,,0.01,,0.01,1.00,0.00,5-May-10,10-Jul-10,3.63,2.63,Social Reform and Community Development,Unspecified,,,TCP,Group Training Course
201,HIV and AIDS,UNICEF,,GOP,,,,0.13,,0.13,1.00,0.00,1-Jan-10,31-Dec-10,1.00,0.00,Social Reform and Community Development,Unspecified,,,Others,Group Training Course
202,Hospital Administration and Health Services Management,JICA,,GOP,,,,0.01,,0.01,1.00,0.00,18-Aug-10,25-Sep-10,3.59,2.59,Social Reform and Community Development,Unspecified,,,TCP,Group Training Course
203,Human Resource Development Facility HRDF Phase 2 (PH),AusAID,,GOP,,,,67.88,,1.57,0.02,66.31,23-Mar-09,30-Jun-19,0.17,0.15,Governance and Institutions Development,Nationwide,,,Mixed,Group Training Course
204,Human Resources Development Administraion,JICA,,GOP,,,,0.00,,0.00,1.00,0.00,16-Jan-11,31-Jan-11,-1.00,-2.00,Social Reform and Community Development,Unspecified,,,TCP,Group Training Course
205,Human Resources Development Facility,AusAID,,GOP,,,,37.93,,4.64,0.12,33.29,5-Mar-03,31-Dec-10,1.00,0.88,Governance and Institutions Development,Nationwide,,,Mixed,Group Training Course
206,"ICT Coordinator training for utilizing """"Information Community (Tele-Center)"""" towards the dissolution of Digital Divide",JICA,,GOP,,,,0.01,,0.01,1.00,0.00,23-Jan-10,4-Mar-10,8.24,7.24,Infrastructure Development,Unspecified,,,TCP,Group Training Course
207,IDF : PHILIPPINES - Institutionalizing Civil Society Monitoring and Assessment of Public Service Delivery to the Poor,WB,,GOP,,,,0.25,,0.07,0.28,0.18,25-Mar-10,25-Sep-13,0.22,-0.06,Social Reform and Community Development,Unspecified,,,TA,Group Training Course
208,IDF Grant for Philippines Institutionalizing Results Monitoring in DPWH,WB,,GOP,DPWH,DPWH,0.20,0.20,,0.00,0.00,0.20,7-Sep-10,7-Mar-14,0.09,0.09,Governance and Institutions Development,Nationwide,,,TA,Group Training Course
209,IDF Grant for Philippines: Strengthening the Capacity of Public Sector Internal Audit,WB,,GOP,DOF,DBM,0.30,0.30,,0.00,0.00,0.30,4-Jun-10,4-Dec-13,0.16,0.16,Governance and Institutions Development,Unspecified,,,TA,Group Training Course
210,IDF-Philippines - Grant for Results-Based M&E towards Equity and Effectiveness (ME3) for the Health Sector Reform Agenda or the Formula One for Health (F1),WB,,GOP,DOF,DOH,0.15,0.15,,0.02,0.10,0.13,22-Oct-09,22-Apr-13,0.34,0.24,Governance and Institutions Development,Nationwide,,,TA,Group Training Course
211,IDF-Philippines: Policy-based Budgeting in a Medium-Term Framework Project,WB,,GOP,DBM,DBM,0.30,0.30,,0.14,0.47,0.16,9-Jul-08,9-Jan-12,0.71,0.24,Governance and Institutions Development,Nationwide,,,TA,Group Training Course
212,IDF-Philippines: Strenthening the Capacity and Effectiveness of the Commission on Audit Project,WB,,GOP,COA,COA,0.30,0.30,,0.18,0.59,0.12,29-May-08,29-Nov-11,0.74,0.15,Governance and Institutions Development,Nationwide,,,TA,Group Training Course
213,IDF-PHILIPPINES: Strengthening the Capacity of the Local Government Academy to Coordinate,WB,,GOP,,,,0.26,,0.10,0.40,0.16,18-Sep-08,18-Mar-12,0.65,0.25,Governance and Institutions Development,Nationwide,,,TA,Group Training Course
214,IDF-Philippines: Strengthening the Capacity of the Procurement Service in Implementing the Philippine Government Electronic Procurement System Project,WB,,GOP,PhilGeps,PhilGeps,0.30,0.30,,0.23,0.76,0.07,25-Jun-08,25-Dec-11,0.72,-0.04,Governance and Institutions Development,Nationwide,,,TA,Group Training Course
