psgc_brgy,own_house_and_lot_or_owner_like_possession_of_house_and_lot,rented_house_or_room_including_lot,own_house_but_rented_lot,own_house_rent_free_ lot_with_consent_of_owner,own_house_rent_free_lot_without_consent_of_owner,rent_free_house_and_lot_with_consent_of_owner,rent_free_house_and_lot_without_consent_of_owner
42108030,0,1,16,0,0,2,0
42108031,10,2,1,48,0,1,0
42108032,1,1,0,20,0,3,0
42108033,46,24,8,144,25,6,0
42108034,58,15,35,175,3,33,2
42108035,3,1,2,35,5,9,0
42109001,0,0,0,0,0,1,0
42109002,2,7,0,0,0,4,0
42109003,9,25,3,0,0,5,0
42109004,0,1,0,0,0,1,0
42109006,11,10,0,7,12,15,0
42109007,3,6,3,1,0,4,0
42109008,35,23,1,0,2,0,0
42109009,5,17,40,0,0,20,1
42109012,2,4,1,0,0,7,0
42109016,0,1,7,1,0,0,0
42109022,0,0,0,0,0,1,0
42109024,1,2,1,1,0,2,1
42109027,0,9,1,12,0,13,0
42109028,42,21,7,58,10,90,0
42109030,1,0,0,0,0,0,0
42109032,1,0,0,0,0,1,0
42109033,0,0,0,0,0,1,0
42109034,13,6,5,26,1,23,0
42109036,259,115,5,126,3,36,13
42109043,56,59,12,39,2,21,0
42109044,0,3,0,0,0,1,0
42109045,0,1,0,0,0,1,0
42109046,0,3,0,0,0,2,0
42109048,0,0,0,0,0,1,0
42109049,4,7,0,2,0,14,0
42109050,0,2,0,0,0,2,0
42109051,2,1,0,0,0,0,0
42109052,0,2,0,0,0,1,0
42109053,0,0,1,1,0,0,0
42109058,0,0,1,0,0,0,0
42109060,8,14,1,6,0,27,0
42109063,0,0,1,0,0,0,0
42109064,54,16,15,39,25,27,1
42109067,1,1,1,0,1,2,0
42109072,1,4,0,5,0,14,3
42109073,8,13,11,4,0,16,0
42109074,0,0,1,1,0,2,0
42109075,0,1,1,2,0,4,0
42109076,0,1,0,0,0,1,0
42109077,65,23,37,3,3,26,0
42109078,75,95,25,3,0,19,1
42109079,8,6,15,4,0,18,0
42109084,0,0,0,0,0,1,0
42109085,77,157,50,15,16,103,6
42109093,0,1,0,0,0,0,0
42109099,0,0,0,1,0,0,0
42109100,0,2,0,0,0,0,0
42109101,1,1,4,0,1,2,0
42110001,49,2,0,26,1,16,1
42110002,55,12,1,60,0,25,1
42110003,53,3,7,22,1,21,0
42110004,163,4,0,44,1,10,0
42110005,65,13,3,34,1,37,0
42110006,30,29,51,31,3,23,0
42110007,58,2,0,44,0,25,0
42110008,69,17,4,49,2,36,2
42110009,263,8,4,141,2,60,0
42110010,18,1,0,12,0,12,0
42110011,30,2,0,23,1,15,0
42110012,5,2,0,20,0,13,1
42110013,62,1,2,39,4,35,0
42110014,18,6,1,13,0,15,0
42110015,36,0,0,30,1,12,0
42110016,23,5,0,11,2,18,0
42110018,97,1,0,24,0,9,0
42110019,19,1,0,7,0,2,0
42110020,165,12,1,37,0,28,0
42110021,17,0,0,8,1,4,0
42110022,53,1,0,4,1,13,0
42110023,22,4,0,9,1,17,0
42110024,12,2,0,6,0,11,0
42110025,91,14,3,32,0,11,2
42110026,16,10,8,9,1,22,0
42110027,26,1,0,19,1,14,0
42110028,19,0,1,18,3,23,0
42110029,93,11,1,16,5,17,1
42110030,221,31,4,26,7,24,4
42110031,11,3,4,5,0,1,0
42110032,64,1,0,25,0,27,0
42110033,235,22,0,51,0,32,0
42110034,255,15,7,50,0,25,0
42110035,48,0,0,55,1,16,0
42110036,8,3,1,11,0,13,0
42110037,22,17,2,16,0,11,1
42111001,5,4,0,22,2,55,0
42111002,1,11,1,50,15,6,0
42111003,18,13,0,48,2,7,0
42111004,28,62,3,105,10,75,3
42111005,19,8,2,42,10,22,0
42111006,11,2,0,15,24,4,0
42111007,43,10,4,59,5,28,0
42111008,14,3,7,28,4,13,0
42111009,12,12,0,162,2,20,0
42111010,14,41,20,120,23,47,1
42111011,27,10,14,55,2,30,0
42111012,12,12,6,42,1,8,1
42111013,110,18,12,59,3,28,0
42111014,37,26,15,34,4,19,4
42111015,25,40,3,30,184,18,32
42111016,17,41,1,28,149,19,9
42111017,15,30,37,62,1,17,0
42111018,49,92,22,61,324,26,7
42111019,257,200,1,6,582,20,30
42111020,24,5,0,8,2,14,0
42111021,22,18,1,29,8,5,0
42111022,21,173,4,90,547,28,0
42111023,27,18,5,61,5,17,0
42112001,61,0,0,36,4,16,0
42112002,223,13,3,66,13,31,0
42112003,129,4,3,121,22,30,0
42112004,189,10,0,71,11,43,0
42112005,232,3,0,78,3,27,0
42112006,143,6,1,24,1,24,1
42112007,0,1,0,2,1,5,0
42112008,0,1,1,5,1,0,0
42112009,1,1,1,11,0,10,0
42112010,96,7,2,43,5,11,0
42112011,197,2,4,68,8,16,0
42112012,232,5,6,95,3,30,0
42112013,272,0,2,84,11,24,0
42112014,22,11,8,59,10,36,2
42112015,130,5,1,77,9,14,0
42112016,215,2,8,62,7,23,0
42113001,261,34,20,137,5,71,6
42113002,26,3,5,83,2,52,0
42113003,21,2,0,20,0,10,0
42113004,8,0,0,13,1,12,0
42113005,6,1,0,10,1,20,0
42113007,24,1,0,35,4,12,0
42113008,2,5,0,43,4,21,3
42113009,105,0,1,102,0,34,0
42113010,103,9,5,95,0,52,0
42113011,55,0,3,73,0,10,0
42113012,29,0,4,78,1,34,1
42113013,162,1,4,97,3,46,1
42113014,185,1,1,120,1,51,0
42113015,6,5,0,403,4,38,0
42113016,158,3,1,68,1,33,0
42113018,14,0,0,6,0,3,0
42113019,3,3,0,2,1,6,0
42113020,27,4,29,64,4,40,0
42113021,83,3,11,73,2,24,1
42113022,2,1,0,7,0,8,0
42113023,14,4,0,32,1,2,0
42113024,4,2,0,15,10,46,2
42113025,67,77,7,69,2,34,0
42113026,133,31,8,108,8,15,2
42113027,1,2,0,7,2,3,0
42113028,8,5,8,81,8,17,2
42113029,15,1,3,37,0,12,0
42114001,26,1,0,3,0,20,0
42114002,31,2,0,2,0,15,0
42114003,8,2,2,1,0,8,0
42114004,61,16,2,1,2,21,1
42114005,15,3,7,9,0,9,0
42114007,14,0,0,1,0,6,0
42114008,13,1,0,0,1,5,0
42114009,47,1,0,1,0,4,0
42114010,12,1,0,2,0,5,2
42114011,15,1,4,1,0,4,0
42114012,59,8,2,2,2,13,1
42114013,14,0,0,2,0,0,0
42114014,23,2,0,3,1,4,0
42114015,9,0,0,2,0,15,0
42114016,9,1,1,3,0,6,0
42114017,9,0,0,0,0,7,0
42114018,34,8,0,10,2,19,1
42114019,29,0,0,2,0,16,0
42114020,77,1,1,25,1,19,0
42114021,27,17,2,4,0,16,0
42114022,58,20,9,50,4,50,0
42114023,67,11,0,7,0,9,0
42114024,39,5,1,9,2,19,0
42114025,212,4,1,16,2,12,1
42115001,160,62,1,164,1,16,0
42115002,33,15,2,21,0,20,0
42115003,10,20,0,161,0,32,0
42115004,10,8,2,19,0,22,0
42115005,324,108,1,330,2,75,9
42115006,0,2,0,4,0,3,0
42115007,18,1,0,19,0,31,0
42115008,3,4,1,150,2,19,0
42115009,0,4,0,6,0,8,0
42115010,15,7,5,108,4,33,0
42115011,3,11,0,4,0,15,0
42115012,1,34,0,116,6,33,0
42115013,16,52,1,160,32,77,12
42115014,20,12,0,11,0,43,0
42115015,22,17,15,302,9,96,1
42115016,14,14,6,51,1,19,0
42115018,200,83,2,319,6,68,0
42115019,7,3,0,1,0,2,0
42115020,32,4,2,132,3,57,0
42115021,4,1,0,95,0,19,0
42115022,1,11,0,81,3,38,0
42115023,1,0,0,16,0,1,0
42115024,11,3,0,103,0,60,1
42115025,0,2,0,56,0,16,0
42115026,3,17,0,207,3,49,0
42115028,223,43,0,423,2,75,0
42115029,1,0,0,3,0,1,0
42115030,8,7,19,44,1,24,0
42115031,169,61,10,303,9,60,2
42115032,237,66,1,186,4,29,0
42116001,29,9,2,6,3,20,2
42116002,96,40,7,39,211,6,0
42116003,1,3,0,6,0,1,1
42116004,7,5,0,14,1,3,0
42116005,4,2,1,3,0,4,0
42116006,2,1,0,8,0,10,0
42116007,5,2,0,8,0,13,0
42116008,3,5,1,7,0,17,1
42116009,3,19,5,40,52,20,8
42116010,23,16,3,158,2,21,0
42116011,7,3,3,16,8,26,3
42116012,4,0,0,7,1,5,0
42116013,1,5,1,6,11,5,2
42116014,15,2,0,43,113,10,0
42116015,7,3,2,93,49,6,45
42116016,4,4,0,5,6,11,0
42117001,10,8,1,7,40,9,2
42117002,3,9,0,20,10,13,10
42117003,18,32,1,134,52,38,11
42117005,39,33,5,85,197,17,8
42117006,0,3,0,3,2,2,1
42117007,44,21,0,214,86,54,12
42117008,2,7,0,10,2,13,28
42117009,4,3,0,3,6,2,0
42117010,69,157,40,277,80,36,6
42117011,111,67,13,208,32,44,8
42117012,144,137,132,410,194,49,59
42117013,1,11,0,24,51,19,22
42117014,14,6,0,23,45,67,8
42117015,10,25,1,234,38,46,12
42117016,114,235,17,370,92,74,13
42117017,41,54,0,146,57,24,0
42117018,3,3,0,5,3,3,1
42117019,83,48,8,216,37,20,25
42117020,73,123,8,539,94,99,24
42117021,55,162,159,290,129,65,8
42118001,88,12,1,34,3,9,0
42118006,37,1,0,32,0,2,0
42118007,220,91,5,459,60,40,5
42118010,0,0,0,1,0,0,0
42118011,319,163,32,83,30,43,0
42118012,35,0,2,4,1,13,0
42118013,1,3,0,45,0,1,0
42118014,33,4,0,31,3,21,0
42118015,256,45,6,46,26,29,2
42118016,22,18,2,26,0,8,2
42118018,17,0,0,16,0,3,0
42118022,2,1,0,11,0,4,0
42118026,5,14,4,16,23,6,7
42118029,39,6,1,25,0,9,3
42118031,10,1,0,5,0,7,0
42118032,84,15,0,20,8,1,0
42118033,0,0,0,1,0,0,0
42118034,4,0,0,0,0,0,0
42118037,17,2,1,4,1,7,0
42118038,12,0,1,6,0,8,0
42118039,6,2,1,10,0,5,0
42118041,19,2,1,12,1,5,0
42118044,6,5,0,9,7,6,8
42118045,2,7,0,5,1,2,0
42118046,21,1,0,10,1,7,0
42118048,20,2,1,11,3,5,0
42118049,789,206,11,76,6,55,2
42118050,441,124,6,93,44,73,0
42118051,64,7,2,34,3,18,0
42118052,57,16,1,31,1,17,0
42118053,35,5,6,9,1,10,0
42118055,472,96,9,13,5,22,1
42118056,29,15,13,9,0,5,0
42118057,10,1,0,5,0,12,1
42118058,20,5,0,6,0,3,0
42118059,0,0,0,4,0,7,3
42118060,82,11,5,1,0,74,1
42118061,61,3,2,19,2,18,1
42118062,7,1,0,17,0,10,0
42118063,142,78,1,109,24,19,0
42118064,1,0,3,4,3,5,0
42118067,39,6,0,24,5,10,0
42119001,183,13,1,36,4,29,1
42119002,22,1,1,41,14,7,0
42119003,32,3,8,6,2,6,0
42119004,249,15,15,57,4,45,4
42119005,9,2,2,5,0,1,0
42119006,91,11,6,56,14,16,0
42119007,3,2,1,35,3,7,0
42119008,122,74,38,245,13,36,1
42119010,7,0,1,4,2,2,0
42119011,42,18,2,64,12,38,1
42119012,15,4,0,21,1,10,0
42119013,122,38,4,81,21,48,2
42119014,227,33,7,133,14,26,0
42119015,32,6,0,38,2,5,0
42119017,37,0,0,37,12,16,0
42119018,19,8,12,55,43,9,1
42119019,10,1,2,12,3,6,0
42119020,55,22,6,61,23,25,0
42119021,7,1,1,18,3,11,0
42119022,16,0,0,3,14,4,0
42119023,9,1,0,33,6,11,2
42119024,65,12,0,19,10,19,0
42119025,17,7,0,9,0,6,0
42119027,52,2,2,34,2,9,0
42119028,2,0,0,8,1,2,0
42119029,14,3,1,14,20,14,0
42119030,111,16,0,27,5,19,1
42119031,52,21,2,36,5,20,3
42119032,69,8,3,16,3,12,0
42119033,72,29,7,83,15,32,2
42119034,9,2,2,7,4,8,0
42119035,39,21,7,29,1,37,0
42119036,125,46,44,51,15,34,0
42119037,150,22,12,88,7,31,0
42120001,53,94,8,240,180,69,0
42120002,95,64,3,14,1,125,97
42120003,4,4,0,104,13,23,1
42120004,18,28,34,224,29,36,0
42120005,32,9,3,118,37,6,0
42120006,16,5,0,73,29,25,0
42120007,22,31,3,289,7,37,1
42120008,2,10,1,127,9,19,0
42120009,6,35,2,64,3,16,0
42120010,8,26,1,160,1,15,0
42120011,2,1,1,3,1,0,0
42120012,1,11,0,45,1,3,3
42120015,14,27,8,205,3,15,1
42120016,10,0,4,12,0,4,0
42120017,0,0,0,0,0,2,0
42120018,3,0,0,0,0,0,0
42120019,3,2,0,0,0,0,0
42120020,25,10,0,35,2,21,23
42120021,10,37,1,320,12,64,2
42120022,6,6,0,57,19,15,0
42120023,30,9,6,102,12,36,2
42120024,2,0,0,25,4,8,0
42120026,59,4,2,195,58,30,0
42120027,2,2,0,102,1,11,0
42120028,33,38,0,222,55,50,2
42120029,13,0,0,21,1,9,1
42120030,14,10,1,68,12,1,0
42120031,65,28,12,80,244,5,0
42120032,5,1,0,1,0,3,0
42120033,64,17,2,101,6,21,5
42120034,19,6,0,42,10,11,0
42120035,8,46,9,335,6,33,0
42120036,0,0,0,9,2,4,0
42120037,7,0,0,4,0,5,0
42120038,0,4,0,6,0,3,0
42120039,1,1,0,3,0,0,0
42120040,12,4,0,5,0,0,0
42120041,13,3,0,6,0,1,0
42120042,5,61,4,191,0,32,0
42120043,29,2,0,4,2,20,26
42120044,3,1,8,21,1,2,0
42121001,15,9,5,49,6,33,0
42121002,8,7,0,110,2,75,0
42121003,1,0,0,103,3,40,0
42121005,10,3,1,38,3,39,1
42121006,36,16,1,74,2,67,0
42121007,176,29,18,229,2,55,0
42121008,142,45,17,682,11,131,0
42121009,5,12,6,42,3,27,2
42121010,100,13,17,107,3,52,0
42121011,2,5,0,172,1,38,0
42122002,51,46,2,27,2,43,1
42122003,89,20,5,55,3,63,0
42122004,26,8,1,220,17,26,0
42122005,10,1,0,27,0,3,0
42122006,14,21,0,153,2,26,1
42122008,64,19,0,165,13,39,4
42122009,26,10,0,61,3,45,5
42122010,12,4,0,74,0,6,0
42122011,473,19,0,91,2,63,0
42122012,36,18,0,69,16,27,1
42122013,225,34,2,11,2,113,0
42122014,12,5,1,53,0,9,0
42122015,24,61,0,275,0,13,0
42123001,76,7,1,21,1,50,12
42123002,114,17,0,32,7,80,6
42123003,317,86,2,36,4,35,0
42123004,58,3,0,3,1,19,0
42123005,89,5,3,8,0,14,1
42123006,1096,172,18,55,9,56,0
42123007,153,10,0,7,2,42,8
42123008,1376,144,18,101,7,99,1
42123009,170,13,2,10,1,10,2
42123010,34,8,0,33,2,68,0
42123011,72,5,0,33,0,101,0
42123012,73,10,2,5,2,52,0
42123013,505,83,13,38,3,30,2
42123014,349,60,8,33,0,16,0
42123015,319,24,2,16,1,22,0
42123016,286,86,10,28,8,24,5
42123017,51,3,0,1,0,24,0
42123018,97,18,0,6,2,38,8
42123019,569,62,8,53,1,43,1
42123020,426,82,4,101,6,42,0
42123021,116,14,0,10,0,113,0
42123022,50,4,0,6,1,43,0
42123023,89,40,1,5,1,98,4
42123024,29,2,0,5,0,13,0
42123025,70,9,0,17,0,55,0
42123026,75,19,0,4,0,86,2
42123027,47,5,0,3,0,28,0
43401001,15,0,1,14,0,18,0
43401002,18,0,0,77,1,8,0
43401003,2,2,0,64,3,6,0
43401004,110,13,13,171,3,34,0
43401005,6,1,0,15,0,5,0
43401006,1,2,0,69,23,9,1
43401007,30,4,0,106,1,18,0
43401008,52,2,0,149,1,30,0
43401009,130,23,2,70,0,5,0
43401010,33,1,0,112,1,29,0
43401011,28,2,1,82,2,22,0
43401012,99,14,0,136,2,27,0
43401013,1,2,0,123,16,13,0
43401014,138,2,2,72,1,18,1
43401015,14,1,3,138,4,11,0
43402001,202,65,39,166,14,75,5
43402002,137,16,0,71,16,7,2
43402003,265,39,27,269,12,75,4
43402004,48,14,10,156,17,37,19
43402005,127,28,3,230,25,81,4
43402006,154,21,2,198,40,22,2
43402009,177,19,7,93,8,31,5
43402010,429,53,28,171,16,122,10
43402011,180,15,3,104,9,30,0
43402012,337,7,2,127,2,43,2
43402013,309,40,28,234,10,76,8
43402014,144,13,9,191,10,27,1
43402015,183,12,2,95,2,81,4
43402016,54,8,0,47,21,23,0
43402017,25,23,1,27,0,40,2
43403001,0,4,0,1,0,5,0
43403002,10,29,6,104,88,21,0
43403003,160,251,207,114,113,134,15
43403004,236,61,12,160,6,5,4
43403005,62,53,1,27,5,2,0
43403006,236,174,113,874,35,298,2
43403007,60,30,0,30,0,14,0
43403008,104,36,4,15,8,86,1
43403009,2028,66,1,32,6,82,4
43403011,49,12,8,0,1,7,0
43403012,140,205,196,327,864,326,21
43403013,3,42,1,0,0,11,0
43403014,3,3,0,103,5,34,2
43403015,21,43,0,76,23,45,15
43403016,17,28,0,39,6,55,6
43403018,120,214,30,221,130,64,0
43403019,261,308,36,322,102,348,1
43403020,64,51,3,33,1,38,0
43403021,273,219,63,118,146,69,14
43403022,68,94,38,52,4,33,2
43403023,36,76,12,219,181,24,0
43403024,206,18,11,46,3,50,0
43403025,254,144,12,181,28,88,0
43403026,40,55,2,107,40,33,1
43404001,301,61,11,91,9,57,0
43404002,97,40,1,5,1,23,1
43404003,337,104,5,86,20,45,10
43404004,175,27,3,66,3,9,0
43404005,294,52,22,53,17,24,5
43404006,289,4,2,28,13,29,2
43404007,724,104,10,120,24,94,2
43404009,328,41,13,53,11,33,6
43404010,243,38,12,79,4,39,2
43404011,187,86,4,4,0,3,0
43404012,111,3,0,8,4,16,0
43404013,37,14,43,22,2,45,0
43404014,137,25,4,48,4,15,2
43404015,847,299,310,98,7,64,65
43404016,69,8,1,49,1,13,0
43404017,15,9,5,38,3,24,0
43404018,44,4,20,31,0,17,0
43404019,11,18,2,81,17,9,3
43405001,94,19,10,110,68,63,3
43405002,19,27,16,85,23,50,1
43405003,457,146,115,190,39,85,1
43405004,5,1,0,6,1,2,0
43405005,6,3,0,36,2,13,0
43405006,0,3,1,1,1,78,0
43405007,24,1,1,29,1,6,0
43405009,30,0,1,20,2,23,0
43405010,0,1,0,8,0,0,0
43405011,110,24,15,47,43,298,5
43405013,584,181,48,271,294,66,4
43405014,28,0,0,6,0,24,1
43405016,2,0,8,24,2,2,0
43405018,3,2,0,1,27,7,1
43405019,11,41,1,12,3,26,18
43405020,24,18,8,66,59,112,3
43405021,28,7,13,52,11,6,0
43405023,0,0,0,0,10,361,0
43405024,15,0,0,3,1,8,0
43405026,5,1,0,33,0,1,0
43405029,291,46,12,87,48,40,0
43405032,29,13,1,39,9,16,0
43405033,10,4,0,102,3,4,0
43405034,8,9,8,103,16,16,0
43405036,13,20,0,12,365,74,35
43405037,32,17,2,81,168,14,0
43405038,1,5,1,61,3,9,1
43405039,23,27,8,155,21,166,1
43405040,3,1,1,0,0,1,0
43405041,1,5,3,60,0,0,0
43405042,3,5,0,13,1,12,0
43405043,10,3,1,10,20,12,0
43405044,6,2,0,27,3,25,0
43405045,2,10,0,2,1,32,41
43405046,41,16,1,46,1,11,0
43405049,3,9,0,59,10,72,1
43405050,0,0,0,1,5,1,0
43405051,6,0,0,6,0,1,0
43405052,847,177,82,310,70,112,7
43405053,4,5,0,46,6,46,7
43405054,7,5,0,20,2,4,0
43405055,8,3,4,55,6,2,0
43405056,37,4,3,2,1,8,0
43405057,10,4,0,6,5,5,0
43405058,0,0,0,1,3,0,0
43405059,1,0,0,3,1,1,0
43405060,39,11,2,118,35,28,0
43405061,2,3,0,12,6,4,19
43405062,5,0,0,4,0,2,0
43406001,70,8,3,112,8,49,2
43406002,100,43,5,266,9,50,0
43406003,787,28,35,198,12,168,4
43406004,42,12,4,98,0,12,0
43406005,82,3,1,33,1,10,0
43406006,71,9,8,115,9,46,0
43406007,89,19,1,154,11,76,0
43406008,113,16,5,235,4,4,0
43406009,142,10,1,235,3,18,0
43406010,102,25,6,219,26,53,2
43406011,15,1,0,35,1,14,1
43406012,62,25,2,131,7,23,0
43406013,8,10,0,32,3,12,1
43406014,6,17,0,30,34,14,0
43406015,118,27,1,148,3,23,0
43406016,38,25,3,63,11,50,1
43406017,803,24,27,226,1,34,0
43407001,11,2,0,26,4,7,0
43407002,10,0,0,11,1,14,0
43407003,104,1,2,37,7,50,0
43407004,66,0,0,9,0,21,0
43407005,137,1,0,101,2,22,1
43407006,79,5,2,44,1,32,1
43407007,77,0,1,150,0,32,0
43407008,124,17,6,105,16,45,3
43407009,33,1,1,7,1,18,0
43407010,46,5,3,53,1,14,0
43407011,101,0,0,14,2,12,0
43407012,218,7,2,228,31,66,2
43407014,109,1,0,23,1,17,0
43407015,179,18,11,61,7,131,1
43407016,136,2,0,18,1,17,0
43407017,172,16,2,92,21,55,6
43407018,64,1,0,6,2,10,1
43407019,40,4,0,10,0,7,2
43407020,43,2,1,11,0,16,0
43408001,57,4,0,4,0,9,0
43408002,17,0,0,2,0,13,0
43408003,22,2,0,5,0,6,0
43408004,65,2,2,51,6,15,0
43408005,14,4,0,0,0,2,0
43408006,184,36,46,105,20,44,0
43408007,40,8,0,35,2,21,0
43408008,84,7,0,12,0,3,0
43408009,19,3,0,3,0,3,0
43408010,92,7,1,64,43,23,0
43408011,11,1,0,4,0,3,0
43408012,13,6,0,5,0,4,0
43408013,26,1,0,32,0,5,0
43408014,26,1,0,7,0,1,0
43408015,16,1,0,31,0,6,1
43408016,14,0,1,0,0,0,0
43408017,35,0,0,41,0,6,0
43408018,22,0,0,13,0,3,0
43408019,64,5,3,80,4,25,0
43408020,89,59,30,94,103,32,1
43409001,59,23,105,141,7,28,0
43409002,521,38,27,684,74,108,1
43409003,107,9,13,212,2,43,0
43410002,5,1,0,1,0,0,0
43410003,11,0,3,35,0,4,0
43410004,4,3,4,37,0,13,0
43410005,1,0,3,4,0,3,0
43410007,2,1,1,12,2,7,0
43410008,258,29,23,214,1,62,0
43410009,4,0,0,13,2,7,0
43410010,2,0,0,23,0,0,0
43410011,20,1,1,29,2,4,0
43410012,49,4,7,6,0,16,0
43410013,4,0,0,22,1,5,0
43410014,6,4,0,35,1,5,0
43410015,12,0,0,20,0,29,0
43410016,1,2,0,21,3,1,0
43410018,184,17,8,89,3,80,1
43410019,34,0,0,14,1,11,0
43410020,58,2,0,12,0,7,0
43410021,6,10,5,28,1,4,2
43410022,65,16,3,92,0,37,3
43410023,3,0,0,26,0,8,0
43410024,12,2,0,2,0,12,0
43410025,105,0,2,27,0,13,0
43410026,0,0,1,38,0,2,8
43410027,14,4,0,3,0,7,0
43410028,30,8,1,22,0,11,2
43410029,236,18,9,183,4,60,3
43410030,6,1,3,33,1,7,0
43410031,43,5,4,54,6,27,1
43410032,16,0,0,1,0,2,0
43410033,15,3,2,9,2,23,1
43410034,27,6,13,32,1,19,0
43410035,0,0,0,4,0,4,0
43410037,8,0,1,45,0,9,0
43411001,40,22,8,107,22,32,4
43411002,53,5,0,65,0,10,0
43411003,163,42,3,81,22,37,1
43411004,31,10,4,219,12,20,4
43411005,23,11,2,9,1,14,0
43411006,125,44,20,71,8,54,0
43411007,163,24,4,93,8,36,0
43411008,71,5,0,24,2,15,0
43411010,163,58,33,91,9,73,3
43411011,65,16,2,81,8,30,0
43411012,50,50,17,95,70,71,5
43411013,156,36,3,99,27,31,0
43411014,132,20,1,103,14,22,1
43411015,303,59,13,148,15,40,3
43412001,52,1,0,14,1,20,0
43412002,16,3,0,3,1,1,0
43412003,7,5,2,0,0,3,0
43412004,19,2,4,3,0,6,0
43412005,2,4,0,0,0,13,0
43412006,11,4,0,13,2,24,0
43412007,3,0,0,5,0,8,0
43412008,3,2,0,1,0,14,0
43412009,4,0,4,1,1,3,0
43412010,27,12,3,8,0,22,0
43412011,24,3,0,16,2,15,0
43412012,214,14,11,25,3,33,5
43412013,256,23,8,50,3,61,1
43412014,3,5,2,17,0,7,0
43412015,42,1,1,4,0,7,0
43412016,20,0,0,7,0,8,0
43412017,20,1,0,5,0,13,0
43412018,6,0,0,7,0,10,0
43412019,7,0,0,5,0,7,0
43412020,8,0,0,3,1,10,0
43412021,51,6,7,37,2,15,2
43412022,62,3,0,5,2,14,0
43412023,146,12,1,40,0,39,0
43413001,227,17,4,237,5,41,0
43413002,29,2,2,32,0,12,0
43413003,36,2,0,67,6,18,0
43413004,5,0,0,64,2,11,0
43413005,43,10,3,183,25,46,0
43413006,55,6,4,331,14,34,0
43413007,11,2,0,17,0,2,0
43413008,38,6,2,147,5,44,0
43413009,16,4,0,40,44,22,1
43413010,40,0,0,8,1,13,0
43413011,78,3,3,21,13,61,0
43413012,10,3,0,10,0,9,0
43413013,11,0,0,2,0,3,0
43413014,34,17,5,19,25,26,0
43413015,15,2,0,2,1,8,0
43413016,399,51,2,341,13,89,0
43414001,24,3,0,66,9,25,2
43414002,167,14,2,68,13,59,1
43414003,104,11,31,81,0,25,1
43414004,54,8,2,107,2,79,2
43414005,226,25,8,144,4,28,0
43414006,16,3,2,36,0,32,0
43414007,112,17,6,218,11,109,3
43414008,51,3,1,13,4,58,0
43414009,64,1,8,29,19,33,2
43414010,32,0,2,17,2,8,0
43414011,15,4,0,19,0,23,0
43414012,115,3,43,34,0,24,0
43414013,98,5,10,23,4,33,1
43414014,28,4,11,65,3,68,1
43414015,108,4,7,47,5,48,1
43415001,49,0,1,16,0,7,0
43415002,21,0,0,26,1,26,0
43415003,187,1,2,30,4,21,0
43415004,115,5,3,57,1,15,1
43415005,1,2,1,90,0,7,0
43415006,105,3,0,24,1,14,1
43415007,21,2,14,33,0,13,0
43415008,152,1,0,27,2,9,0
43415009,14,0,0,15,0,8,0
43415010,10,0,2,38,0,11,0
43415011,31,3,4,73,1,18,0
43415012,80,0,0,8,0,7,2
43415013,26,8,2,201,2,11,1
43415014,56,3,0,17,1,5,0
43415015,10,2,2,58,0,12,0
43415016,51,1,0,19,1,3,0
43415017,91,0,3,22,0,3,0
43415018,6,0,1,59,0,6,0
43415019,78,6,0,36,1,26,0
43415020,107,5,4,50,1,9,0
43415021,16,2,0,128,2,9,0
43415022,40,1,0,8,1,1,0
43415023,172,8,1,27,1,33,1
43415024,14,0,0,6,1,0,0
43416001,21,0,1,64,2,5,0
43416002,3,0,0,41,2,15,1
43416003,24,1,4,45,11,13,0
43416004,19,0,0,17,0,5,0
43416005,0,0,1,4,1,2,0
43416007,32,7,1,2,1,18,0
43416008,92,1,0,2,0,11,0
43416010,13,0,3,14,0,7,0
43416011,32,1,1,95,1,10,1
43416012,33,0,0,16,0,3,0
43416013,34,1,0,19,0,7,0
43416014,8,4,2,50,1,12,0
43416015,49,3,1,48,1,21,0
43416016,2,1,0,32,0,18,0
43416017,8,0,1,30,1,8,0
43416018,49,10,9,144,14,36,3
43416019,2,1,0,4,0,6,0
43416020,3,0,0,18,1,7,0
43416021,54,3,7,57,4,14,0
43416022,45,9,0,3,1,21,0
43416023,12,3,8,119,3,5,0
43416024,52,10,0,8,12,33,1
43416025,31,6,2,91,23,10,0
43416026,10,8,1,28,6,41,0
43416027,13,3,0,27,1,8,0
43416028,3,0,0,47,5,13,1
43416029,27,7,2,44,5,13,0
43416030,19,1,1,26,0,11,0
43416031,10,1,1,27,3,9,0
43416032,0,1,6,4,0,6,0
43416033,58,15,8,40,4,67,3
43416034,22,1,0,19,8,11,1
43416035,33,9,7,36,21,35,0
43416036,28,1,0,12,2,5,0
43416037,30,9,2,52,8,34,1
43416038,84,18,6,145,32,29,4
43416039,15,0,0,14,0,3,0
43416040,40,0,6,11,1,29,0
43416041,86,8,1,104,4,3,1
43416042,1,1,1,4,1,1,2
43417001,145,0,2,52,0,17,0
43417002,82,21,4,82,1,22,0
43417003,140,5,1,51,1,11,0
43417004,27,1,0,27,0,7,0
43417005,99,4,0,19,0,1,0
43417006,12,5,0,20,3,7,0
43417007,175,42,2,93,3,49,2
43417008,243,15,4,52,1,18,0
43417009,82,5,7,174,7,38,1
43417010,12,2,5,82,0,22,1
43417011,57,1,1,35,3,13,0
