psgc_brgy,hearing,visual,speech,orthopedic,multiple_ disabilities,mental,other,no_ household_member_is_disabled
86402039,3,3,3,3,2,0,1,158
86402040,2,1,2,1,0,3,3,197
86403001,0,0,0,0,0,0,1,114
86403002,2,0,0,0,0,2,0,123
86403003,0,0,1,0,1,0,0,66
86403004,1,0,1,0,0,0,0,155
86403005,0,1,1,0,0,1,0,132
86403006,0,1,0,1,0,0,0,147
86403007,0,1,1,0,1,1,0,200
86403008,0,0,0,0,0,0,1,90
86403009,0,0,0,0,0,0,0,49
86403010,0,1,0,0,0,0,0,175
86403011,0,1,0,3,3,1,0,258
86403012,1,0,0,0,1,0,1,94
86403013,1,0,0,0,1,0,0,151
86403014,2,0,0,0,1,3,0,86
86403015,0,0,0,0,0,0,0,62
86403016,0,0,0,1,0,2,1,137
86403017,0,0,0,0,0,2,0,118
86403018,0,1,3,0,1,1,2,80
86403019,0,0,1,2,2,0,1,400
86403020,0,1,0,0,0,1,0,137
86403021,0,0,0,0,0,2,1,111
86403022,0,0,0,0,0,0,0,81
86403023,0,0,0,0,0,0,0,100
86403024,0,0,0,0,0,3,0,113
86403025,0,0,1,1,0,0,0,35
86403026,0,2,1,0,3,1,1,210
86403027,1,0,0,0,0,0,0,40
86403028,0,0,0,0,0,1,1,68
86403029,0,0,0,1,0,0,0,85
86403030,0,2,1,0,0,0,0,86
86403031,0,0,0,0,0,0,0,72
86403032,0,0,1,2,0,1,1,163
86403033,1,0,0,1,2,1,0,147
86403034,0,0,0,0,0,0,0,89
86403035,0,0,0,0,1,1,0,108
86403036,1,0,0,0,1,0,0,86
86403037,0,0,0,0,0,0,0,113
86403038,0,0,0,0,1,0,0,81
86403039,0,0,0,0,0,0,0,34
86403040,0,1,0,0,0,0,0,84
86404001,2,1,0,2,0,1,1,59
86404002,0,1,1,2,0,0,0,201
86404003,1,0,0,1,0,0,0,135
86404004,0,1,0,0,0,0,0,234
86404005,0,0,0,0,3,3,0,189
86404006,0,1,0,1,4,2,1,200
86404007,0,0,0,0,0,0,0,75
86404008,0,0,0,1,0,2,0,174
86404009,0,0,1,0,1,0,0,194
86404010,0,3,2,3,1,5,3,233
86404011,0,1,1,1,2,0,0,130
86404012,0,1,0,0,0,0,0,105
86404013,1,1,0,2,1,2,1,291
86404014,0,2,0,3,0,2,0,136
86404015,0,0,0,0,0,1,1,72
86404016,1,0,2,1,3,1,1,132
86404017,4,2,1,2,0,3,0,205
86405001,0,0,0,0,2,3,0,108
86405002,1,1,0,3,0,1,0,161
86405003,0,0,0,0,0,0,0,157
86405004,0,17,3,1,1,1,1,259
86405005,0,7,1,0,1,0,0,65
86405006,0,1,1,0,1,0,0,159
86405007,1,0,0,0,2,0,1,191
86405008,1,2,0,0,1,0,0,357
86405009,0,29,0,1,1,0,0,264
86405010,0,1,0,5,1,3,0,207
86405011,0,0,0,0,0,0,0,113
86405012,0,0,0,0,1,0,0,57
86405013,0,0,1,2,0,0,0,130
86405014,0,2,1,5,5,0,1,312
86406001,0,0,1,0,0,0,1,84
86406002,1,0,1,0,3,1,1,179
86406003,0,0,1,0,0,0,2,85
86406004,2,0,0,0,0,0,0,90
86406005,0,1,0,0,1,0,0,145
86406006,1,0,0,0,1,1,0,161
86406007,0,0,0,0,0,0,1,76
86406008,2,1,1,1,0,3,1,193
86406009,0,0,0,1,0,0,0,61
86406010,0,0,0,0,0,3,0,212
86406011,1,2,3,0,2,2,0,399
86406012,0,0,0,0,0,1,0,305
86406013,0,0,0,1,0,0,2,145
86406014,0,1,0,1,2,1,4,135
86406015,1,0,1,0,1,2,1,197
86406016,0,0,0,0,0,1,1,152
86406017,2,1,1,0,0,0,0,90
86406018,1,0,0,3,0,0,4,602
86406019,0,0,1,0,0,1,0,111
86406020,1,0,0,1,0,0,0,148
86406021,0,1,0,0,0,0,2,383
86406022,0,0,0,0,0,0,0,161
86406023,0,0,0,0,0,0,1,83
86406024,0,1,0,0,0,0,0,134
86407001,2,3,0,0,2,1,3,286
86407002,1,2,2,3,1,1,3,603
86407003,0,0,0,1,0,0,0,29
86407004,0,0,1,0,1,1,3,103
86407005,0,1,0,0,0,1,0,99
86407006,0,1,0,1,0,0,1,69
86407007,0,0,0,1,1,0,0,95
86407008,0,0,0,0,0,0,0,36
86407009,0,0,0,0,0,0,0,85
86407010,0,0,1,0,0,1,0,20
86407011,1,0,0,0,0,1,0,49
86407012,1,0,0,0,1,0,1,86
86407013,0,1,0,0,0,1,1,66
86407014,0,0,0,0,0,0,0,36
86407015,0,0,0,0,0,4,1,231
86407016,0,1,0,0,0,0,0,53
86407017,0,0,0,0,0,4,0,84
86407018,2,1,1,4,1,0,2,54
86407019,0,0,2,0,0,0,1,102
86407020,0,0,0,0,1,1,0,90
86407021,0,0,2,1,0,2,1,133
86407022,0,0,0,0,0,0,0,18
86407023,2,1,0,0,0,0,2,45
86407024,2,0,0,0,0,1,0,149
86407025,2,2,0,2,1,0,0,149
86407026,0,0,0,2,0,0,0,42
86407027,0,0,0,1,1,0,1,83
86407028,0,2,1,3,2,2,3,394
86407029,0,0,0,1,0,0,2,152
86407030,0,0,2,0,2,0,1,186
86407031,0,1,0,1,0,1,0,90
86407032,0,0,0,0,0,0,0,61
86407033,0,0,0,1,0,1,1,45
86407034,2,3,0,1,2,4,2,291
86407035,0,0,0,0,0,0,1,155
86407036,0,0,0,0,0,0,0,10
86407037,0,1,0,0,0,1,0,97
86407038,0,0,0,0,0,0,1,223
86407039,1,3,2,0,1,0,7,250
86407040,0,0,1,2,1,0,5,600
86407041,0,2,0,1,3,2,1,303
86407042,0,0,0,0,0,0,0,112
86407043,0,1,0,0,1,0,0,62
86407044,0,0,0,0,0,0,0,52
86407045,0,1,0,0,1,0,1,100
86407046,1,1,0,3,2,2,0,110
86407047,0,0,3,1,0,1,0,232
86407048,0,0,0,0,0,0,0,102
86407049,0,0,0,0,0,0,0,59
86407050,1,1,2,0,2,2,1,300
86407051,0,0,0,3,1,1,0,55
86407052,0,0,0,4,0,0,1,59
86407053,2,1,1,5,2,1,5,287
86407054,0,1,0,0,3,2,0,89
86407055,0,0,0,0,0,1,0,35
86407056,0,1,0,0,0,0,0,45
86407057,0,3,0,1,0,1,0,115
86407058,3,2,1,2,0,0,0,173
86407059,0,0,0,0,4,2,1,386
86407060,0,0,1,0,2,0,0,86
86407061,0,0,0,0,3,0,0,46
86407062,0,0,0,1,0,0,0,26
86407063,0,1,0,0,0,0,3,90
86407064,0,1,1,3,2,1,0,79
86407065,1,1,0,1,0,0,0,13
86407066,2,2,3,5,2,4,4,763
86407067,0,0,0,1,0,1,0,84
86407068,1,1,3,2,1,0,2,222
86407069,0,1,0,2,0,0,1,171
86407070,1,0,0,0,0,0,1,97
86408001,1,0,0,0,1,0,1,105
86408002,1,1,0,1,0,0,0,281
86408003,0,0,0,2,1,3,0,112
86408004,0,1,0,0,0,0,0,64
86408005,0,1,0,0,0,1,2,59
86408006,0,0,0,2,1,1,2,144
86408007,3,3,0,3,5,1,3,610
86408008,0,0,0,1,0,0,2,108
86408009,0,1,0,0,0,1,2,124
86408010,1,0,1,1,1,0,0,136
86408011,0,0,0,0,1,0,1,181
86408012,0,1,0,0,0,0,0,69
86408013,0,0,0,1,1,0,1,201
86408015,0,2,3,0,2,0,0,217
86408016,0,1,0,0,0,0,0,94
86408017,1,0,0,0,1,0,0,63
86408018,1,0,0,2,1,1,0,167
86408019,1,0,1,1,2,2,0,331
86408021,1,1,0,2,0,0,0,172
86408022,1,0,0,3,0,0,0,126
86408023,1,2,0,3,1,1,4,125
86408024,0,0,0,0,0,0,0,24
86408025,0,0,0,0,0,0,0,47
86408026,2,1,0,0,0,0,0,96
86408027,5,0,0,1,0,1,1,99
86408028,0,1,0,0,1,0,0,89
86408029,0,0,0,0,0,0,0,49
86408030,0,1,0,0,1,2,0,266
86408031,1,0,0,0,0,0,0,148
86408032,0,0,0,0,0,0,0,80
86409001,0,0,0,0,0,0,1,104
86409002,0,0,0,0,0,0,0,58
86409003,0,0,0,0,0,0,0,79
86409004,0,0,0,0,0,0,0,85
86409005,0,0,0,0,1,0,0,69
86409006,1,2,1,1,0,0,0,80
86409007,0,1,0,2,0,0,0,158
86409008,0,0,0,0,0,0,0,84
86409009,0,0,0,0,0,0,0,29
86409010,0,0,1,0,1,0,0,98
86409011,0,0,0,0,0,1,1,58
86409012,0,0,0,0,0,0,2,67
86409013,0,2,0,1,0,0,0,95
86409014,0,1,0,1,0,0,0,66
86409015,0,0,0,1,0,0,0,115
86409016,0,0,0,0,0,0,1,106
86409017,0,1,1,3,0,0,0,135
86409018,1,0,0,0,0,0,0,55
86409019,0,1,0,1,0,0,0,218
86409020,0,0,0,0,0,0,0,73
86409021,0,0,1,2,0,1,1,226
86409022,2,0,0,0,2,0,0,101
86409023,0,0,0,1,0,1,0,187
86409024,1,0,0,0,0,0,0,160
86409025,0,0,0,1,0,0,0,58
86409026,0,0,0,0,1,0,0,44
86409028,0,0,0,0,0,0,0,125
86409029,0,0,0,0,0,0,0,40
86409030,0,0,0,0,0,0,0,79
86409031,0,0,0,0,0,0,0,28
86409032,0,0,0,0,0,0,0,113
86409033,0,0,0,0,0,0,0,53
86409034,1,0,1,0,0,0,0,95
86409035,0,0,0,0,0,0,0,41
86409036,0,0,0,0,0,0,0,57
86409037,0,0,0,0,0,0,0,44
86409038,0,0,0,0,0,0,0,70
86410001,0,0,0,0,0,0,0,141
86410002,0,0,0,0,0,0,0,78
86410003,0,0,0,1,1,0,1,116
86410005,0,0,0,0,1,0,1,136
86410007,0,0,1,0,0,0,1,163
86410010,0,0,0,0,0,0,0,162
86410011,0,2,2,2,3,1,1,207
86410012,1,0,0,1,2,0,2,127
86410014,0,0,0,0,0,0,1,140
86410015,0,0,0,1,1,1,0,134
86410016,0,2,0,1,3,0,0,121
86411001,0,0,0,0,0,0,0,53
86411002,0,0,0,1,0,0,0,39
86411003,0,1,0,0,1,0,0,95
86411004,0,0,0,0,0,0,0,52
86411005,0,0,2,0,2,1,0,64
86411006,0,0,0,1,1,0,2,141
86411007,0,0,0,0,0,2,0,65
86411008,0,1,1,0,0,0,2,79
86411009,1,0,0,0,0,1,0,87
86411011,1,2,0,1,0,0,0,65
86411012,1,1,0,0,0,0,1,72
86411013,0,0,0,1,0,0,2,121
86411014,0,1,0,0,0,0,0,95
86411015,0,0,0,0,0,0,1,107
86411016,1,1,2,0,0,1,0,124
86411017,0,0,0,2,0,1,0,131
86411019,0,0,0,1,0,2,0,140
86411020,0,1,0,0,0,0,0,74
86411021,0,0,0,0,0,0,0,91
86411023,0,0,0,2,0,0,1,71
86411024,3,0,0,0,0,2,0,112
86411025,1,0,0,0,0,0,0,129
86411026,0,0,1,3,1,1,1,97
86412001,0,1,0,1,0,0,0,86
86412002,1,5,1,3,2,1,0,214
86412003,0,0,0,0,0,0,1,72
86412004,0,0,0,0,0,0,1,221
86412005,1,0,0,1,0,1,1,87
86412006,1,0,1,1,2,2,0,228
86412007,0,0,0,1,0,0,0,155
86412008,0,1,2,0,0,1,3,315
86412009,4,2,0,4,1,0,2,286
86412010,0,0,0,2,4,0,3,306
86412011,3,3,1,6,1,1,2,495
86412012,1,0,2,2,3,1,1,129
86412013,2,3,2,2,0,1,2,297
86412014,0,1,0,0,0,0,1,25
86412015,4,2,1,0,0,2,1,53
86412016,2,1,0,1,5,2,0,248
86412017,0,0,1,0,1,1,2,72
86412018,4,2,0,1,1,1,0,147
86412019,1,1,1,1,0,0,0,123
86412020,0,2,0,3,2,4,1,305
86412021,0,3,1,1,2,0,1,168
86412022,0,0,0,0,2,0,1,35
86412023,4,1,3,4,3,2,3,281
86412024,0,0,1,1,4,2,3,341
86412025,0,0,0,0,1,0,1,49
86412026,0,0,0,0,0,0,0,84
86412027,0,2,0,0,0,0,0,61
86412028,1,0,0,0,3,0,5,177
86412029,0,0,0,1,2,0,3,158
86412030,0,0,0,0,0,0,1,63
86413001,0,0,0,0,1,0,0,58
86413002,0,0,0,0,0,0,0,165
86413003,0,0,1,0,0,0,0,206
86413004,1,0,1,1,3,1,0,205
86413005,0,0,1,0,0,0,0,126
86413006,0,0,1,1,0,0,0,221
86413007,0,4,0,0,0,0,0,151
86413008,0,1,0,0,0,0,0,163
86413009,0,1,0,0,1,1,0,188
86413010,0,0,0,0,0,2,0,102
86413011,0,1,0,1,0,0,0,123
86413012,0,0,0,1,0,0,0,120
86413013,0,1,0,0,0,0,0,147
86413014,1,1,0,0,1,0,0,220
86413015,0,0,0,0,0,1,0,147
86413016,0,0,0,0,0,1,0,69
86413017,0,0,0,0,0,0,0,108
86413018,0,0,0,0,1,0,0,75
86413019,0,0,0,2,1,0,0,76
86413020,0,0,1,0,1,0,1,71
86413021,0,0,0,0,0,0,0,99
86413022,0,0,0,0,1,0,0,135
86414001,0,0,1,1,1,1,0,102
86414002,0,16,0,1,1,0,0,186
86414003,0,6,0,0,0,1,1,77
86414004,0,1,0,1,0,1,1,129
86414005,0,1,0,0,0,0,0,69
86414006,0,0,1,1,0,1,0,66
86414007,0,1,0,0,0,0,0,180
86414008,0,0,0,2,0,2,1,203
86414009,0,4,0,1,0,1,1,119
86414010,0,0,1,1,0,0,2,138
86414011,0,3,4,3,1,0,6,207
86414012,0,3,2,0,0,1,2,331
86414013,0,0,1,1,0,0,0,123
86414014,1,0,0,0,0,1,1,111
86414015,0,0,1,0,0,0,0,85
86414016,0,0,0,1,0,1,1,170
86414017,1,0,0,1,0,0,0,100
86414018,0,0,0,0,0,0,0,80
86415001,0,0,0,0,0,1,2,141
86415002,0,1,1,2,0,0,0,46
86415003,0,0,0,0,0,0,0,72
86415004,0,0,0,0,0,0,0,93
86415005,0,0,0,2,1,0,0,184
86415007,0,2,1,2,2,1,0,259
86415008,0,1,0,1,0,0,0,136
86415009,1,0,0,1,0,0,0,65
86415010,2,1,0,0,0,0,0,64
86415011,0,2,0,1,1,0,2,150
86415012,0,0,0,1,0,1,1,76
86415013,0,0,2,2,1,0,0,224
86415014,0,0,0,0,0,0,1,97
86415015,1,0,1,0,0,0,0,156
86415016,0,0,0,0,0,0,1,60
86416002,0,1,1,1,4,0,9,175
86416003,0,0,1,1,1,0,0,22
86416004,1,2,0,2,8,2,0,245
86416005,1,5,1,5,11,0,52,208
86416006,7,9,2,4,9,5,24,341
86416007,1,0,1,1,1,0,2,101
86416008,0,2,0,2,6,0,0,154
86416009,6,4,0,6,4,4,29,349
86416010,0,0,1,1,0,1,1,65
86416011,0,1,1,1,2,2,0,129
86416012,1,0,0,0,0,0,2,127
86416013,0,1,0,0,2,1,1,80
86416014,0,0,0,1,1,0,1,98
86416015,1,3,0,2,0,1,1,162
86416016,0,0,0,0,0,1,1,45
86417001,0,0,0,0,0,0,0,32
86417002,0,0,0,0,0,0,0,22
86417003,1,0,0,0,0,0,1,131
86417004,0,1,0,0,0,1,1,32
86417005,1,1,0,0,1,1,2,217
86417006,0,0,2,1,0,2,1,217
86417007,0,1,0,0,0,0,0,71
86417008,0,1,0,0,1,0,0,72
86417009,0,0,0,0,0,0,0,27
86417010,0,0,0,0,0,0,0,43
86417011,1,0,0,0,0,0,0,130
86417012,1,0,0,1,1,1,0,245
86417013,0,0,0,0,1,0,0,69
86417014,0,0,0,0,0,0,0,75
86417015,0,2,0,0,1,0,2,151
86417016,0,1,1,0,0,0,4,325
86417017,0,0,0,0,0,0,0,20
86417018,0,0,0,1,1,0,1,122
86417019,1,0,0,1,1,1,1,338
86417020,0,0,0,0,1,2,0,240
86417021,0,0,0,0,1,0,0,165
86417022,0,0,0,0,0,0,0,100
86417023,0,0,0,0,0,0,0,35
86417024,0,1,0,0,1,2,0,127
86417025,1,2,0,0,0,1,1,210
86417026,0,1,0,2,1,2,1,227
86417027,0,1,0,0,1,1,3,257
86417028,4,0,0,1,0,0,1,159
86417029,1,2,2,1,2,1,3,406
86417030,0,0,0,0,0,0,1,75
86417031,0,0,2,0,3,0,0,515
86417032,0,0,0,1,2,0,1,398
86417033,1,2,2,0,1,1,2,118
86417034,0,0,0,0,1,1,0,53
86417035,0,1,0,0,0,0,0,176
86417036,0,1,0,0,1,1,0,257
86417037,0,0,1,1,0,1,1,127
86417038,0,1,1,1,1,0,0,236
86417039,0,1,1,2,0,0,0,291
86417040,2,3,1,2,0,0,2,267
86417041,0,0,0,0,0,0,0,36
86417042,0,0,1,0,0,0,0,23
86417043,0,1,2,1,1,1,1,224
86417044,0,0,0,1,2,0,3,308
86417045,0,0,0,0,0,0,0,79
86418001,3,0,1,0,2,0,0,79
86418002,3,2,0,1,0,2,2,94
86418003,1,1,2,0,2,5,2,125
86418004,0,0,1,0,0,0,1,60
86418005,0,0,0,0,0,0,1,65
86418006,2,0,0,2,1,2,0,142
86418007,0,1,0,0,2,2,2,131
86418008,3,0,0,0,1,0,0,91
86418009,0,3,0,1,4,0,1,127
86418010,0,1,0,0,0,0,2,32
86418011,0,1,0,0,0,1,0,105
86418012,1,1,0,0,0,0,0,63
86418013,0,0,0,2,2,1,2,86
86418014,1,2,0,0,3,0,0,147
86418015,0,1,0,2,0,0,0,97
86418016,0,0,0,0,0,0,2,144
86418017,0,0,0,0,0,0,0,101
86418018,0,0,1,1,0,1,0,142
86418019,1,12,3,1,5,4,5,193
86418020,0,0,0,0,1,4,0,79
86418021,0,1,1,0,2,2,0,207
86418022,0,0,0,0,0,0,0,50
86418023,0,1,0,0,0,0,1,64
86418024,0,2,0,0,0,0,0,57
86418025,0,0,2,0,1,1,1,98
86418026,1,4,0,0,1,0,0,91
86418027,1,0,1,0,0,0,0,39
86418028,0,0,1,0,1,0,0,74
86418029,5,8,0,0,3,2,0,105
86419001,4,3,2,3,0,3,2,153
86419002,0,3,1,0,0,0,2,251
86419003,1,4,0,2,2,2,7,338
86419004,2,1,0,0,0,0,9,87
86419005,0,0,1,0,0,0,3,98
86419006,3,1,2,0,3,3,9,235
87801001,1,1,1,0,1,3,1,288
87801002,0,1,2,1,0,0,0,222
87801003,1,1,0,0,2,0,0,274
87801004,1,1,1,0,1,2,0,164
87801005,1,1,0,1,1,2,0,155
87801006,2,3,2,1,2,2,3,227
87801007,2,1,3,4,3,2,3,338
87801008,0,1,2,2,0,0,0,143
87801009,0,0,0,0,0,0,0,193
87801010,2,0,0,0,0,0,1,115
87801011,1,0,1,0,0,0,3,119
87801012,3,2,2,2,4,2,0,171
87801013,0,2,0,1,0,2,2,177
87802001,6,5,4,3,2,1,1,280
87802002,0,1,2,2,8,1,1,298
87802003,1,0,0,1,5,1,1,245
87802004,0,5,0,0,4,3,0,122
87802005,0,4,4,4,7,1,3,318
87802006,2,3,0,3,2,0,0,152
87802007,2,0,0,1,9,0,1,127
87802008,3,2,0,3,8,3,1,416
87802009,2,10,0,4,7,1,1,295
87802010,2,3,0,3,1,2,0,206
87802011,1,0,0,0,3,2,1,139
87803001,1,1,1,1,4,0,7,499
87803002,2,4,1,0,1,1,6,239
87803003,1,2,3,2,3,3,12,697
87803004,0,0,1,0,0,0,1,55
87803005,1,0,0,0,0,0,2,198
87803007,1,1,0,2,3,1,2,217
87803008,0,4,2,0,1,1,0,182
87803009,3,0,0,3,6,0,1,231
87803010,1,2,1,0,1,2,6,448
87803011,3,1,2,0,0,0,9,223
87803012,0,0,1,0,3,1,0,269
87803013,0,0,0,0,0,0,0,80
87803014,1,0,0,0,0,0,0,142
87804001,2,4,0,0,0,4,0,125
87804002,1,1,1,0,1,0,2,132
87804003,2,2,1,2,3,1,2,194
87804004,6,17,2,3,1,2,2,169
87804005,1,1,2,0,2,4,0,230
87804006,0,2,1,0,0,0,4,100
87804007,0,2,0,1,0,2,1,133
87804009,1,1,1,1,2,2,0,255
87804010,1,5,1,0,0,4,1,109
87804011,3,3,1,2,3,0,1,279
87804012,2,6,1,1,3,0,0,159
87804013,4,5,1,0,3,2,1,250
87804014,5,10,0,1,3,0,0,160
87804015,1,1,1,0,0,0,0,174
87804016,1,2,2,0,7,0,2,352
87804017,10,14,3,7,10,2,8,638
87804018,2,0,1,1,0,0,0,151
87805001,2,3,1,0,0,0,0,134
87805002,1,2,1,1,0,0,3,57
87805003,2,9,1,1,0,1,0,141
87805004,2,2,3,0,2,1,2,117
87805005,1,4,1,3,2,1,2,187
87805006,2,3,1,2,5,1,1,120
87805007,0,0,0,1,1,2,0,101
87805008,2,3,0,1,1,1,0,70
87805009,0,2,2,0,0,0,0,48
87805010,1,1,2,0,1,1,0,141
87805011,5,0,0,2,1,1,3,277
87805012,1,3,2,4,0,1,0,103
87805013,1,3,1,1,0,1,8,159
87805014,1,11,3,5,1,2,0,101
87805015,0,1,3,0,0,0,0,74
87805016,0,0,0,0,0,2,0,88
87805017,4,0,2,3,1,1,2,295
87806001,3,1,1,2,0,1,0,85
87806002,0,2,0,0,2,0,5,137
87806003,0,1,0,0,1,0,0,99
87806004,0,0,0,3,0,1,1,129
87806005,5,1,0,0,3,0,0,110
87806006,4,2,1,0,3,0,9,213
87806007,5,0,0,1,0,0,2,108
87806008,0,0,0,0,1,0,1,203
87806009,2,1,3,2,2,2,14,275
87806010,3,1,0,0,1,0,0,126
87806011,0,1,0,1,0,0,0,82
87806012,1,8,0,1,0,2,1,193
87806013,0,0,0,0,0,0,0,24
87806014,3,0,2,0,0,0,5,136
87806015,2,8,1,3,2,0,2,278
87806016,1,1,1,2,0,2,4,360
87806017,3,2,0,2,0,0,1,175
87806018,0,0,2,1,1,1,1,145
87806019,1,1,1,0,1,0,1,170
87806020,2,0,3,2,0,1,1,242
87807001,1,0,0,0,0,0,1,117
87807002,0,0,0,0,0,0,0,64
87807003,1,1,1,2,2,1,0,112
87807004,0,0,2,1,1,0,0,107
87807005,2,0,0,0,0,0,0,98
87807008,4,0,0,0,1,0,0,49
87807009,1,1,0,0,3,1,0,85
87807010,2,2,2,1,4,1,0,69
87807011,3,4,1,0,4,1,0,93
87807012,0,0,0,0,0,1,0,87
87807014,0,2,1,2,4,0,1,77
87807015,0,1,0,2,7,1,1,122
87807016,1,2,1,3,0,2,0,152
87807017,0,1,0,0,0,0,0,42
87807018,1,2,0,1,1,1,1,203
87808001,5,4,1,1,2,1,6,318
87808002,0,0,0,1,0,0,0,119
87808003,3,6,1,1,2,0,2,426
87808004,0,1,3,1,1,0,1,449
87808005,1,5,1,2,1,2,8,371
87808006,4,1,2,1,4,1,3,444
87808007,3,0,1,0,2,0,9,191
87808008,0,1,3,1,4,0,1,246
87808009,1,1,3,1,2,0,1,154
87808010,4,0,0,1,0,1,3,160
87808012,1,1,1,3,1,0,1,137
87808013,1,3,2,5,0,0,0,225
87808014,7,2,1,1,0,0,8,172
87808015,0,2,2,1,0,1,1,266
87808016,0,3,4,2,2,2,4,341
87808017,0,1,1,0,1,0,0,120
87808018,0,6,3,3,1,3,3,253
87808019,1,1,2,0,1,2,2,174
87808020,3,2,2,5,2,2,3,285
87808021,0,1,1,0,0,0,1,154
87808022,0,0,0,0,1,1,2,85
87808023,0,3,1,2,0,2,0,173
87808024,2,0,2,1,3,1,4,393
87808025,1,2,0,6,3,2,2,217
87808026,2,5,2,5,3,3,3,214
87808027,1,1,0,0,1,1,2,117
71201001,0,3,0,1,1,5,3,143
71201002,1,0,0,1,2,1,0,60
71201003,0,1,1,1,1,0,0,52
71201004,0,0,0,0,1,0,0,52
71201005,0,0,0,3,1,0,2,38
71201006,0,0,0,2,1,0,0,36
71201007,0,1,1,0,2,0,3,90
71201008,5,0,3,0,0,1,0,140
71201009,4,1,1,2,2,1,1,132
71201010,0,0,0,0,0,0,0,57
71201011,7,0,3,2,1,0,1,160
71202001,0,1,0,1,0,2,2,140
71202002,0,1,0,0,0,0,5,81
71202003,4,2,2,0,1,0,2,259
71202004,1,3,1,1,0,0,3,423
71202005,0,0,0,0,0,0,2,199
71202006,1,1,2,1,1,1,5,421
71202007,0,1,2,0,1,2,13,508
71202008,0,1,0,1,0,0,3,146
71202009,0,0,0,0,1,0,5,245
71202010,1,0,1,0,1,0,1,128
71202011,7,11,4,2,4,7,8,538
71202012,8,2,1,0,3,3,1,213
71202013,2,2,1,1,1,6,9,260
71202014,0,1,0,0,0,3,5,77
71202015,3,4,3,0,2,1,6,366
71203001,1,1,1,0,0,0,1,72
71203002,5,8,0,0,0,2,3,386
71203003,1,2,2,1,1,0,0,199
71203004,2,1,0,0,2,1,1,68
71203005,2,1,0,1,0,0,1,297
71203006,2,3,0,0,0,0,0,78
71203007,1,1,1,1,0,0,0,89
71203008,1,0,0,0,0,0,0,192
71203009,0,0,0,1,0,0,0,182
71203010,0,0,1,2,1,1,1,105
71203011,7,3,1,2,0,0,2,169
71203012,0,1,0,1,0,0,4,156
71203013,2,1,0,0,1,1,1,109
71203014,2,1,1,0,0,0,0,90
71203015,1,0,0,0,0,0,0,132
71203016,4,2,0,0,7,1,1,144
71204001,3,1,1,0,3,1,17,93
71204002,0,3,2,2,2,0,7,132
71204003,0,0,1,1,1,0,1,134
71204004,0,0,0,0,1,0,0,115
71204005,1,1,0,0,0,0,0,20
71204007,0,1,0,1,0,1,0,88
71204008,1,0,0,1,0,0,1,142
71204009,0,0,0,3,1,0,0,99
71204010,1,0,1,0,2,0,1,13
71204011,0,0,0,1,0,0,0,104
71204012,0,2,0,1,0,2,1,123
71204013,1,1,1,0,0,3,1,99
71204014,1,1,1,0,0,1,0,37
71204015,0,1,0,0,0,0,1,58
71204016,0,0,0,0,0,0,0,24
71204017,0,3,1,1,0,1,2,122
71204018,1,0,0,0,1,0,0,12
71204019,2,0,0,0,1,2,1,40
71204020,1,1,1,2,2,0,3,68
71204021,0,0,1,1,1,0,2,127
71204022,0,2,1,1,3,1,1,217
71205001,0,0,0,0,0,0,0,65
71205002,0,0,0,0,0,1,0,90
71205003,1,1,0,0,1,2,2,66
71205005,0,0,0,0,3,0,0,103
71205006,2,1,0,2,1,3,1,84
71205007,0,0,0,0,1,1,0,2
71205008,0,1,0,1,0,0,0,80
71205009,4,3,0,1,2,0,4,244
71205010,1,2,0,0,3,0,2,113
71205012,0,2,0,0,1,0,0,101
71205014,1,1,1,0,1,0,1,70
71205016,0,2,0,1,0,0,1,70
71205017,0,1,2,3,1,0,1,121
71206001,2,1,0,0,0,2,6,149
71206002,1,2,0,0,0,1,9,131
71206003,0,0,0,0,0,0,1,91
71206004,0,6,0,0,0,0,2,46
71206005,0,1,5,0,0,1,1,70
71206006,0,0,0,0,1,1,2,68
71206007,0,0,0,0,0,1,0,27
71206008,0,0,2,0,1,1,4,122
71206009,0,2,0,0,2,0,0,72
71206010,1,1,1,0,0,0,0,122
71206011,0,0,0,2,3,0,9,146
71206012,1,0,0,0,1,0,4,108
71206013,3,0,0,0,0,0,1,93
71206014,0,1,0,1,0,0,4,51
71206015,0,0,0,0,0,0,0,16
71206016,0,1,0,0,0,0,0,43
71206017,1,7,0,0,2,0,1,91
71206018,0,0,0,0,0,0,0,13
71206019,1,0,0,0,2,0,2,134
71206020,0,1,0,0,3,0,6,152
71206021,3,6,1,1,1,0,3,61
71206022,2,5,0,0,0,0,4,63
71206023,0,0,0,0,0,0,0,6
71206024,0,0,2,0,1,0,1,104
71206025,0,0,0,0,0,1,0,88
71206026,0,0,0,0,1,0,0,78
71206027,0,1,0,1,2,2,0,23
71206028,0,2,0,0,1,1,4,92
71206029,0,0,0,0,0,0,6,106
71206030,0,3,0,3,0,0,5,120
71206031,0,0,0,0,0,0,0,36
71207001,1,0,0,0,0,0,0,132
71207002,1,0,0,0,1,0,0,106
71207003,0,1,0,0,0,0,1,106
71207004,2,0,0,1,1,1,1,76
71207005,1,3,1,0,0,0,0,64
71207006,1,2,2,0,1,0,1,145
71207008,3,2,0,0,2,0,1,218
71207009,0,0,0,0,0,2,0,144
71207010,0,0,1,0,4,0,1,89
71207011,5,1,0,0,0,0,1,113
