psgc_brgy,strong_materials_ tile_concrete_brick_stone_wood_plywood,light_ materials_cogon_nipa_anahaw_bamboo,salvaged_makeshift_materials,mixed_but_predominantly_strong_materials,mixed_but_predominantly_light_materials,mixed_but_predominantly_salvaged_materials
35404016,91,20,4,6,3,0
35404018,214,29,4,7,0,0
35404019,269,34,8,6,3,0
35404020,22,13,0,1,2,0
35404021,93,13,2,2,0,0
35404023,515,3,5,3,4,0
35404024,294,38,9,5,2,0
35405001,136,58,53,416,118,38
35405002,28,30,3,79,59,1
35405003,28,16,4,104,57,22
35405004,30,25,1,111,48,6
35405005,11,7,7,29,27,2
35405008,18,22,25,136,70,30
35405009,3,3,1,54,43,15
35405010,55,39,32,120,68,27
35405011,28,44,16,148,68,8
35405012,27,36,8,119,70,11
35405013,40,23,18,93,32,6
35405014,9,20,7,68,66,29
35405015,82,19,10,163,36,12
35405016,61,42,14,169,70,28
35405017,21,7,0,118,45,7
35405018,15,34,2,94,81,20
35405020,65,17,13,55,23,12
35405021,29,6,6,59,24,21
35405022,3,26,27,68,22,6
35405023,16,39,21,70,82,21
35405024,73,41,11,166,77,32
35405025,21,19,0,30,39,2
35405026,12,10,11,42,25,6
35405027,34,5,13,91,76,13
35405028,68,36,15,254,150,25
35405029,67,91,8,65,68,15
35405031,29,23,4,69,14,1
35405032,15,21,13,75,48,14
35405033,23,33,4,71,76,8
35405034,4,10,1,69,49,29
35405035,43,13,21,128,16,5
35405036,39,22,12,89,28,14
35405037,41,14,28,99,32,11
35406001,172,52,3,35,26,0
35406002,404,16,1,21,23,3
35406003,12,1,1,8,4,0
35406004,113,19,6,19,1,2
35406005,130,107,3,42,16,0
35406006,102,25,1,14,9,0
35406007,231,40,3,87,61,10
35406008,114,60,1,16,7,1
35406009,120,31,3,47,25,2
35406010,175,80,1,46,11,0
35406011,200,22,1,25,18,1
35406012,192,20,6,23,14,1
35406013,143,58,2,39,19,1
35406014,207,26,0,31,17,0
35406015,115,32,3,20,13,0
35406016,74,10,2,6,11,0
35406017,24,241,1,29,44,7
35406018,528,63,5,91,65,7
35406019,156,18,2,12,11,0
35406020,433,5,2,42,9,1
35406021,242,18,2,16,16,0
35406023,24,10,19,6,4,0
35406024,130,19,1,17,16,0
35406025,149,17,9,19,6,3
35406026,239,63,2,63,43,0
35406027,151,19,0,37,14,1
35406028,137,51,0,36,15,0
35406029,88,61,2,44,41,6
35406030,55,18,1,9,2,0
35406031,64,31,0,11,13,0
35406032,264,18,3,18,19,0
35406033,360,41,4,48,22,0
35406034,0,118,0,3,4,0
35407002,99,37,3,54,31,6
35407004,35,26,3,38,8,4
35407005,152,49,2,25,13,2
35407006,16,60,3,24,33,18
35407007,44,42,2,25,34,12
35407008,70,49,10,58,65,7
35407009,0,7,0,1,4,0
35407010,88,23,1,21,9,0
35407011,115,12,0,33,4,0
35407012,190,21,0,21,18,2
35407013,18,36,4,19,27,4
35407014,10,43,9,13,19,5
35407015,47,22,2,28,30,4
35407016,130,32,1,0,10,0
35407017,217,58,3,29,13,1
35407018,15,11,1,19,44,12
35407019,125,8,2,22,12,3
35407020,56,34,3,11,10,2
35407021,71,18,0,8,0,0
35407022,21,42,6,26,33,3
35407023,185,72,3,58,25,7
35407024,99,43,6,44,86,6
35407025,111,59,2,26,2,0
35407026,99,22,2,9,3,0
35407027,0,1,0,0,0,0
35407028,56,11,0,4,11,0
35407029,137,28,2,13,12,0
35407030,172,37,4,49,48,7
35407031,221,45,6,36,20,3
35407033,6,1,4,10,34,16
35407034,117,31,0,30,19,1
35408001,61,55,32,42,59,1
35408002,43,22,0,18,11,0
35408003,68,32,0,32,14,0
35408004,39,50,3,61,43,1
35408005,31,71,13,40,36,0
35408006,75,57,5,47,52,4
35408007,74,16,8,29,8,2
35408008,18,20,8,21,16,0
35408010,97,92,30,85,55,2
35408011,28,49,1,36,20,1
35408012,94,29,5,35,25,5
35408013,93,27,9,56,15,10
35408014,113,55,12,108,14,2
35408015,180,37,12,63,21,9
35408016,14,16,1,20,8,0
35408017,63,10,5,71,5,0
35408018,62,21,2,41,22,4
35408019,92,19,31,104,21,0
35408020,41,9,14,56,4,0
35408021,214,36,9,69,21,5
35408022,95,21,32,74,24,3
35408023,54,2,28,102,7,9
35408024,11,24,1,26,19,0
35408025,68,71,14,150,75,0
35408026,82,69,17,104,57,0
35408027,27,49,11,16,18,0
35408029,26,30,10,19,29,1
35408030,316,47,30,333,32,4
35408031,34,12,2,14,3,4
35408032,32,3,15,73,13,0
35408033,229,42,37,165,31,3
35408034,115,48,25,131,65,4
35408035,63,19,17,60,6,1
35408036,44,8,1,30,4,2
35408037,29,24,13,77,27,5
35408038,179,56,14,86,20,6
35408040,100,17,5,56,4,0
35408041,241,65,34,103,30,25
35408042,59,90,26,99,48,1
35408043,176,55,22,144,18,0
35408044,44,112,3,35,24,2
35408045,153,68,51,213,33,1
35408046,28,29,0,19,1,1
35409001,373,6,3,119,4,0
35409002,39,4,3,29,8,0
35409003,111,3,4,52,23,8
35409004,14,0,4,18,6,3
35409005,7,9,4,12,14,0
35409006,238,19,7,71,21,6
35409007,770,20,9,119,53,25
35409008,465,53,17,261,77,37
35409009,40,3,1,26,9,0
35409010,194,44,26,70,34,17
35409011,115,19,9,75,26,4
35409012,221,19,19,131,52,26
35409013,73,34,46,78,59,15
35409015,52,0,0,27,12,2
35409016,39,28,1,14,19,14
35409017,69,13,12,74,50,4
35409018,72,5,6,31,15,5
35409019,48,0,1,11,6,1
35409020,68,3,2,24,11,2
35409021,152,3,7,80,33,7
35409022,128,6,8,71,11,11
35409023,4,1,1,5,3,1
35409024,62,11,22,29,17,8
35409025,26,0,2,19,4,7
35409026,5,1,0,12,0,1
35409027,300,13,14,121,56,21
35409028,117,31,6,14,12,4
35410001,30,24,14,68,54,13
35410002,25,17,29,58,74,22
35410003,57,29,8,63,18,7
35410004,7,17,15,44,71,17
35410005,22,15,48,64,19,22
35410006,8,5,51,45,15,24
35410007,1,8,4,24,37,5
35410008,12,12,102,48,21,53
35410009,13,6,2,27,24,10
35410010,9,17,22,34,76,17
35410011,20,14,7,35,61,20
35410012,11,20,25,83,148,28
35410013,7,12,22,48,95,16
35410014,2,6,27,61,101,24
35410015,18,4,16,47,95,30
35410016,3,4,11,34,19,5
35410017,7,3,10,21,35,6
35410018,2,5,5,21,80,11
35410019,26,20,58,115,148,35
35410020,8,23,47,35,86,39
35410021,13,12,0,88,56,12
35410022,3,1,11,40,55,13
35410023,5,17,16,60,74,15
35410024,13,10,12,63,66,16
35410025,29,8,25,80,98,23
35411001,13,25,6,83,41,4
35411002,29,8,9,45,32,1
35411003,100,40,6,63,33,1
35411004,1,9,4,44,25,2
35411005,36,3,0,32,6,0
35411006,43,20,4,55,43,9
35411007,40,22,6,75,27,3
35411008,31,39,12,76,39,5
35411009,66,83,9,130,65,3
35411010,184,51,17,22,7,3
35411011,90,10,1,68,12,0
35411012,24,8,4,39,17,0
35411013,26,6,5,7,3,0
35411014,107,39,29,36,10,0
35411015,22,32,13,28,16,0
35411016,46,11,19,30,41,4
35411017,74,22,33,54,43,1
35411018,76,49,5,86,52,4
35411019,23,31,8,84,37,1
35411020,20,27,8,24,111,4
35411021,253,19,16,182,33,1
35411022,23,27,6,36,19,2
35411023,9,38,10,50,29,2
35411024,19,18,3,12,67,1
35411025,100,14,3,95,12,3
35411026,67,85,12,49,22,1
35411027,10,36,19,82,48,11
35412001,6,9,9,31,26,5
35412003,36,19,16,65,22,4
35412004,3,18,23,69,43,13
35412006,45,24,24,120,65,5
35412007,5,9,21,30,21,0
35412008,10,18,11,28,20,1
35412009,19,16,9,20,20,1
35412010,4,16,6,11,6,1
35412011,11,18,7,28,16,0
35412012,17,20,8,46,26,1
35412013,13,28,19,94,38,1
35412014,44,22,8,45,31,0
35412015,18,24,10,35,18,1
35412016,8,25,12,55,30,0
35412017,6,16,11,78,27,0
35412018,27,38,53,160,91,7
35412019,23,64,49,156,54,9
35412020,10,15,15,40,26,2
35412021,21,29,5,43,21,2
35412023,117,38,28,99,52,2
35412024,45,18,54,44,23,0
35412025,72,18,28,51,33,1
35412026,29,18,15,34,8,0
35412027,25,47,21,94,34,10
35412028,22,19,6,38,26,0
35412029,93,21,26,48,27,3
35413001,196,28,6,29,20,11
35413002,283,72,11,35,47,7
35413003,96,57,12,52,18,0
35413004,56,18,6,24,0,0
35413005,127,11,8,52,28,11
35413006,78,8,3,9,7,0
35413007,57,29,4,36,20,9
35413008,119,24,11,43,7,4
35413009,70,35,4,42,11,0
35413010,122,27,0,46,35,1
35413011,23,16,3,15,8,9
35413012,50,21,1,6,8,0
35413013,68,43,15,13,64,20
35413014,66,33,4,23,5,2
35413015,42,42,2,27,14,0
35413017,81,29,1,28,10,0
35413018,59,19,26,30,41,32
35413020,75,10,0,11,3,1
35413021,1738,45,16,91,4,4
35413022,64,4,2,9,2,0
35413023,64,32,9,32,11,0
35413024,187,30,43,74,89,33
35413025,64,20,7,39,41,2
35413026,89,70,21,44,19,1
35413027,131,20,10,23,36,1
35413029,120,60,2,16,18,20
35413030,72,34,32,65,30,2
35413031,161,38,5,35,20,11
35413032,61,37,3,19,8,0
35413033,79,10,6,27,5,1
35413034,74,76,20,23,19,0
35413035,140,31,15,57,29,2
35413036,65,79,13,39,13,0
35413037,57,11,5,18,19,8
35413038,14,18,5,5,1,0
35413039,62,12,11,22,8,0
35413040,130,16,8,19,21,2
35413041,95,15,10,38,23,13
35413042,35,3,2,4,9,5
35413043,77,54,15,19,29,7
35413044,270,53,8,31,18,6
35413045,53,23,11,33,3,0
35413046,116,11,2,11,12,0
35414001,76,19,6,16,7,7
35414002,69,34,5,27,2,0
35414003,296,112,2,63,2,3
35414004,16,23,17,0,0,0
35414006,72,66,5,51,15,0
35414007,54,39,2,30,3,1
35414008,253,117,16,102,7,5
35414009,58,33,7,33,15,1
35414010,135,35,24,24,8,15
35414011,90,59,17,34,11,4
35414012,136,42,7,20,1,7
35414013,235,61,6,48,2,13
35414014,287,42,4,23,0,0
35414015,203,37,6,42,3,7
35414016,38,13,29,18,18,0
35415001,115,25,9,131,53,14
35415002,309,22,2,9,5,3
35415004,38,6,0,4,10,2
35415008,321,38,4,19,17,1
35415009,20,255,1,13,117,32
35415010,169,16,0,16,7,2
35415011,3,62,0,0,0,19
35415013,279,81,25,67,37,8
35415014,63,20,6,147,72,20
35415016,114,27,22,13,1,0
35415017,289,24,13,16,15,0
35415018,300,48,9,24,15,5
35415019,198,44,20,74,61,41
35415020,2,27,5,1,16,0
35415021,4,4,2,24,2,4
35415022,50,14,4,78,54,12
35415023,131,30,1,24,10,10
35415024,627,110,11,415,209,26
35415025,152,124,6,79,81,80
35415026,133,10,3,26,40,8
35415028,478,49,2,70,16,2
35415029,61,11,0,5,1,1
35415030,4,6,5,15,10,4
35415031,522,89,28,103,80,16
35415032,259,36,0,24,22,5
35415033,76,9,4,11,5,0
35415035,13,60,1,2,33,17
35415036,73,7,0,11,26,3
35415037,24,142,1,11,41,13
35416001,59,27,6,18,14,0
35416002,40,6,0,3,4,0
35416003,216,22,0,0,0,1
35416004,787,1,0,5,1,0
35416005,70,13,9,30,3,0
35416006,81,22,1,9,8,2
35416007,73,27,1,62,47,9
35416008,223,74,2,97,90,13
35416009,19,1,2,3,2,0
35416010,176,160,30,163,133,19
35416011,16,25,3,20,15,4
35416012,48,16,8,0,0,0
35416013,102,14,5,62,24,2
35416014,26,1,0,2,1,0
35416015,134,61,14,92,89,6
35416016,43,9,0,7,7,1
35416017,314,3,0,22,2,1
35416019,52,39,0,5,1,0
35416020,30,17,16,10,3,0
35416021,10,22,0,5,6,1
35416022,353,59,28,126,152,35
35416023,98,14,2,5,21,0
35416024,70,19,2,68,39,3
35416025,85,43,2,53,50,4
35416026,42,21,8,32,25,1
35416027,364,164,53,69,84,4
35416029,128,41,20,47,34,9
35416030,199,54,15,14,32,4
35416031,124,54,14,66,59,9
35416032,253,48,2,114,72,15
35416033,11,4,1,16,9,1
35416034,314,66,4,175,77,15
35416036,11,8,0,0,1,0
35416037,97,29,22,1,1,0
35416038,18,5,2,0,0,0
35417001,26,17,0,76,7,0
35417002,95,25,2,86,13,4
35417003,169,97,15,194,45,6
35417004,169,29,18,229,43,11
35417005,143,82,5,196,47,7
35417006,28,29,0,52,6,1
35417008,195,23,6,153,13,1
35417009,62,25,3,46,16,1
35417010,79,36,0,103,14,1
35417011,19,15,1,32,8,1
35417012,39,10,4,47,14,2
35417013,40,14,1,71,1,0
35417014,63,45,1,115,18,0
35417015,56,17,2,62,10,0
35417016,58,17,9,97,13,2
35417017,55,16,3,75,11,1
35417018,76,9,2,96,10,0
35418001,226,30,4,61,30,4
35418002,78,16,7,40,15,7
35418003,50,12,4,43,9,4
35418004,61,3,5,11,6,12
35418005,95,17,5,29,9,5
35418006,88,12,2,48,10,14
35418007,75,12,3,60,10,7
35418008,71,22,0,57,15,10
35418009,73,11,0,36,7,7
35418010,92,8,6,40,14,8
35418011,246,37,5,233,51,34
35418012,63,15,0,49,6,7
35418013,57,8,3,27,7,9
35418014,103,4,6,49,5,11
35419001,67,12,3,77,39,2
35419002,34,13,1,31,19,2
35419003,119,24,10,100,49,11
35419004,88,26,10,95,54,8
35419005,18,15,3,33,6,0
35419006,37,10,2,19,11,3
35419007,111,67,5,108,43,2
35419008,121,18,8,106,44,11
35419009,43,7,2,20,8,0
35419010,102,22,7,108,51,11
35419011,131,20,9,138,46,10
35419012,108,34,17,128,59,12
35419013,58,25,5,81,25,0
35419014,45,13,2,60,18,4
35420001,237,44,12,51,0,0
35420002,534,154,14,59,2,0
35420003,292,35,17,42,0,0
35420004,482,97,9,56,1,0
35420005,248,88,6,34,1,0
35420006,240,35,2,22,1,0
35420007,214,20,3,27,2,0
35420008,140,29,4,15,1,0
35420009,170,48,12,27,0,0
35420010,237,55,5,25,0,0
35421002,79,3,12,54,31,18
35421004,48,19,12,30,15,12
35421005,52,11,8,21,4,4
35421006,183,21,54,141,28,50
35421007,120,6,13,47,20,14
35421008,23,7,2,40,16,12
35421009,350,4,5,39,0,3
35422001,16,0,2,3,4,0
35422002,58,32,17,39,65,15
35422004,30,27,0,37,12,19
35422005,49,28,23,59,73,46
35422006,1,5,10,25,23,5
35422007,64,23,20,51,93,31
35422008,43,25,13,33,53,24
35422009,49,28,29,91,114,51
35422010,28,13,23,99,45,19
35422011,23,15,41,58,89,35
35422012,0,0,0,88,69,22
35422013,64,5,1,25,36,4
36901001,22,14,0,10,3,0
36901003,36,11,1,8,4,0
36901006,10,19,1,21,5,1
36901008,28,9,8,50,3,0
36901009,29,20,3,12,18,10
36901010,36,18,0,8,2,0
36901011,34,12,1,25,9,0
36901013,0,4,1,4,0,0
36901015,19,10,4,12,6,6
36901016,42,44,1,22,1,0
36901017,120,64,2,19,4,0
36901018,33,23,0,4,0,0
36901019,16,30,0,8,2,1
36901020,16,22,1,7,2,0
36901021,44,7,3,12,12,3
36901022,48,14,0,7,3,0
36901023,34,72,1,17,6,3
36901024,23,53,0,18,6,0
36902001,583,187,22,165,104,23
36902002,363,8,3,29,2,1
36902003,120,12,0,21,3,3
36902004,64,11,0,13,2,1
36902005,107,20,1,23,16,5
36902006,48,2,0,9,4,2
36902007,539,85,19,93,35,26
36902008,195,5,0,1,1,1
36902009,120,23,0,58,11,3
36902010,307,64,10,106,65,7
36902011,142,9,2,33,5,1
36902012,103,18,3,12,1,4
36902013,79,3,1,16,3,0
36902014,30,3,1,1,0,0
36902015,151,32,4,22,16,6
36903001,41,38,1,14,5,0
36903002,14,33,0,10,6,0
36903003,8,23,1,8,2,0
36903004,17,47,2,5,12,0
36903005,21,41,2,20,12,3
36903006,16,37,0,10,6,0
36903007,6,15,0,6,7,0
36903008,19,124,2,29,14,0
36903009,26,38,2,14,7,3
36903011,31,27,1,11,6,0
36903012,60,76,7,27,23,1
36903013,35,39,2,11,6,0
36903016,11,32,1,8,3,0
36903017,18,69,4,15,6,4
36903018,8,53,16,11,13,7
36903019,5,43,0,5,5,0
36903020,4,55,0,3,4,0
36903021,13,16,6,6,6,0
36903022,9,17,0,1,3,0
36903023,21,56,1,20,12,2
36903024,10,15,1,14,7,0
36903025,19,33,4,6,7,0
36903027,60,164,13,47,29,3
36903028,19,16,0,13,7,1
36903029,10,17,0,9,1,0
36903030,5,26,3,11,11,0
36903031,13,37,1,9,6,2
36903033,19,16,0,4,3,0
36903034,23,45,0,15,9,0
36903035,20,59,2,4,7,0
36903036,40,51,4,17,7,0
36903037,7,12,1,3,5,0
36903038,22,7,0,1,1,0
36903039,7,14,0,0,0,0
36903040,36,72,3,20,11,0
36903041,16,27,0,6,9,1
36903042,3,44,1,1,7,1
36903043,11,8,3,3,3,1
36903044,17,13,6,5,2,2
36903045,15,2,2,7,5,0
36903046,18,29,0,6,2,0
36903047,31,24,21,11,1,0
36903048,13,27,13,6,16,1
36903049,6,12,5,7,0,0
36903050,2,5,2,2,1,1
36903051,15,2,4,5,2,0
36903052,16,10,4,2,5,0
36903053,40,53,2,20,17,0
36903055,19,79,4,25,12,0
36903057,15,67,2,15,11,1
36903058,22,94,2,11,6,0
36903059,16,61,1,12,17,0
36903060,5,64,0,20,10,1
36903061,45,33,7,3,15,2
36903062,20,28,1,16,5,0
36903063,18,43,2,11,10,2
36903064,33,22,6,11,10,0
36903065,17,23,1,12,13,1
36903066,33,37,3,13,9,0
36903067,4,25,0,4,7,0
36903068,27,37,2,11,11,0
36904001,349,176,5,125,43,2
36904002,42,227,9,18,34,4
36904003,115,21,19,27,15,2
36904004,701,81,31,110,46,9
36904005,354,179,29,86,51,8
36904007,279,35,13,61,29,14
36904008,201,22,8,81,19,8
36904009,193,120,9,71,32,1
36904010,149,22,8,24,13,3
36904011,119,54,5,34,12,0
36904013,523,929,28,303,285,8
36904016,332,337,18,148,99,0
36904017,182,17,6,38,9,5
36904019,142,19,16,14,9,12
36904020,337,53,31,47,43,9
36904021,326,66,23,27,17,5
36904022,500,25,6,84,31,21
36904023,45,296,6,21,34,2
36904024,140,1058,23,50,105,13
36904025,985,162,45,106,69,3
36905001,429,81,42,147,40,7
36905003,236,136,2,41,20,5
36905005,97,57,13,41,31,1
36905006,46,36,4,35,11,1
36905007,175,126,59,87,34,11
36905008,119,177,3,43,14,3
36905009,136,36,21,56,10,8
36905010,98,100,0,60,28,0
36905011,79,35,1,6,5,0
36905012,206,56,11,63,34,1
36905013,77,59,1,23,8,6
36905014,135,73,4,32,10,5
36905015,145,110,5,43,21,0
36905017,46,62,21,37,18,1
36905019,67,8,4,14,20,0
36905021,111,40,3,13,4,8
36905022,118,71,6,57,20,1
36905024,197,61,25,98,36,6
36905025,48,38,16,39,14,3
36905026,162,12,11,28,9,0
36905027,314,79,38,151,45,32
36905028,228,63,8,30,17,1
36905029,129,48,6,26,15,1
36905030,429,79,29,117,25,3
36905031,101,98,6,45,16,1
36905032,359,95,79,134,82,5
36905033,146,58,36,61,10,3
36905034,4,6,3,3,0,1
36905035,140,18,6,40,26,2
36905036,183,18,6,30,16,1
36905037,189,43,2,43,19,1
36905040,184,88,6,52,17,3
36905041,81,18,2,17,4,2
36905042,167,112,24,87,74,2
36905043,175,85,33,75,20,20
36905044,164,41,19,72,16,4
36905045,251,59,39,100,41,3
36905046,76,15,0,25,6,1
36905047,45,66,21,42,11,0
36905049,118,86,0,22,8,1
36905050,121,27,1,35,4,0
36905053,144,84,27,78,27,18
36905054,100,30,8,46,8,0
36905055,76,13,12,12,11,1
36906001,90,41,24,75,71,11
36906002,19,35,11,49,41,2
36906003,84,47,9,29,20,7
36906005,9,56,5,12,25,0
36906006,46,52,6,53,26,1
36906007,57,48,15,98,44,2
36906008,21,39,8,51,43,2
36906009,65,240,4,93,21,0
36906010,23,27,4,31,19,1
36906011,55,57,47,19,25,1
36906012,45,16,14,11,15,1
36906013,18,55,15,39,30,0
36906014,62,57,5,31,14,1
36906015,23,45,21,47,24,1
36906016,67,40,4,55,37,1
36906017,27,56,0,38,31,0
36906018,147,95,23,39,34,6
36906019,45,89,8,23,27,3
36906020,35,55,9,39,32,2
36906021,29,42,11,47,19,4
36906022,51,58,9,36,5,0
36906024,43,38,13,19,5,0
36906025,29,85,2,20,9,1
36906026,60,51,10,89,53,2
36906027,67,79,27,67,62,2
36906028,17,18,17,20,16,1
36906029,37,22,17,40,24,9
36906030,36,17,3,17,8,3
36906031,54,20,6,24,24,13
36906032,57,42,4,29,15,3
36906033,26,41,6,25,14,2
36906034,38,91,36,94,43,5
36906035,31,96,27,22,14,0
36906036,28,45,14,41,24,2
36906037,25,94,0,43,15,0
36906038,34,129,37,54,21,1
36906039,26,55,34,6,7,1
36906040,36,94,0,43,11,0
36906041,47,99,23,49,7,0
36906043,62,47,14,28,15,3
36906044,47,81,10,34,20,3
36906045,215,156,11,87,47,6
36906047,46,45,0,28,25,3
36906048,32,40,0,34,15,4
36907001,139,61,17,24,25,5
36907002,120,75,4,20,29,8
36907003,234,104,18,71,69,4
36907004,114,74,14,42,51,9
36907005,197,61,12,54,36,14
36907006,339,142,26,62,43,2
36907007,271,131,19,83,50,6
36907008,161,67,1,29,21,8
36907009,132,121,12,35,22,2
36907010,87,32,0,14,19,0
36907011,130,38,7,33,8,1
36907012,174,157,10,64,42,4
36907013,110,137,3,9,20,0
36907014,162,53,2,41,7,2
36907015,149,68,2,14,5,0
36907016,193,102,6,48,18,1
36907017,80,50,3,27,25,6
36907018,107,30,13,28,20,4
36907019,157,41,24,61,42,6
36907020,283,198,78,91,92,5
36907021,184,41,6,40,29,10
36908001,21,42,0,7,0,0
36908002,21,23,0,16,3,0
36908003,51,85,4,33,12,0
36908004,21,20,1,17,2,0
36908005,16,29,0,6,0,0
36908006,26,28,1,21,1,0
36908007,26,34,1,15,6,0
36908008,19,24,0,3,1,0
36908009,23,41,2,3,1,0
36908010,41,60,4,9,2,0
36908011,9,142,1,14,7,0
36908012,111,105,3,27,8,1
36908013,36,62,2,21,1,0
36908014,94,109,1,18,4,0
36908015,56,112,2,25,10,0
36908016,132,135,0,23,5,0
36908017,59,51,3,15,5,0
36908018,45,79,10,16,16,0
36908019,58,122,9,46,15,1
36908020,46,48,2,25,5,0
36908021,57,66,0,25,6,0
36908022,41,80,0,21,2,0
36908023,32,56,1,6,0,0
36908024,40,56,1,20,6,0
36909001,18,108,16,21,19,2
36909002,89,37,7,35,14,1
36909003,31,22,4,11,5,0
36909004,32,72,3,27,17,0
36909005,20,50,7,11,22,1
36909006,36,68,19,34,29,0
36909007,8,72,5,22,9,0
36909008,34,65,15,19,19,1
36909009,44,12,6,18,9,1
36909010,12,71,10,21,26,0
36909011,26,52,9,20,14,0
36909012,16,31,5,10,3,0
36909013,81,36,12,28,30,2
36909014,56,46,5,21,14,0
36909015,47,52,10,31,15,3
36909016,59,61,12,28,20,4
36909017,72,53,4,22,9,1
36909018,62,72,19,32,16,1
36909019,40,79,2,14,11,0
36909020,55,25,12,23,12,3
36909021,20,30,8,24,21,2
36909022,28,26,6,18,18,0
36909023,40,21,5,21,8,1
36909024,40,54,13,12,18,1
36909025,91,53,9,37,29,0
36909026,51,64,9,28,25,0
36909027,60,34,1,29,12,0
36909028,28,24,1,10,6,0
36909029,25,71,9,19,16,5
36909030,13,52,2,17,10,0
36909031,7,57,3,17,34,4
36909032,83,61,11,30,24,0
36909033,92,63,3,39,19,1
36909034,65,73,13,39,22,4
36909035,9,30,4,41,21,0
36909036,34,64,8,27,9,0
36909038,38,13,1,15,5,0
36910001,124,60,51,46,29,8
36910002,97,37,20,62,21,4
36910003,20,65,7,21,18,7
36910004,102,58,23,21,49,4
36910005,52,101,14,30,26,6
36910006,30,65,10,22,9,7
36910007,33,35,8,24,5,0
36910008,50,104,8,33,22,1
36910009,95,82,27,42,15,4
36910010,105,51,28,36,21,2
36910011,142,63,49,93,27,12
36910012,67,30,9,30,11,1
36910013,91,45,16,40,9,0
36910014,41,16,17,20,6,4
36910015,61,46,9,47,9,1
36910016,26,17,16,5,1,21
36910017,67,128,10,67,8,2
36910018,57,11,6,25,7,1
36910019,56,43,11,30,16,1
36910020,43,60,5,26,9,3
36910021,147,116,24,56,30,8
36910022,63,35,11,52,6,0
36910023,84,60,17,65,20,6
36910024,82,68,42,43,24,7
36910025,83,22,35,28,12,6
36910026,98,116,31,44,21,6
36910027,75,110,17,37,17,9
36910028,75,50,65,50,37,10
36910029,47,80,23,27,6,1
36910030,49,68,17,44,12,6
36910031,39,52,2,20,2,1
36910032,91,99,8,45,17,1
36910033,77,99,3,42,13,2
36910034,65,32,3,9,4,0
36910035,53,73,21,37,14,1
36911001,40,14,4,37,24,0
36911002,75,51,13,47,16,0
36911003,29,25,4,21,17,1
36911004,54,40,11,51,26,0
36911005,23,23,7,52,18,2
36911006,37,22,3,21,12,1
36911007,24,28,0,30,19,0
36911008,23,35,4,36,14,0
36911009,37,39,7,15,6,2
36911010,38,11,3,22,15,0
36911011,23,17,2,46,10,0
36911012,27,11,4,14,9,0
36911013,20,9,6,18,8,0
36911014,17,12,9,11,17,1
36911015,26,27,7,27,8,0
36911018,45,18,3,32,12,0
36912001,160,111,12,84,54,2
36912002,141,134,8,92,59,5
36912003,182,156,9,182,46,3
36912004,45,24,0,41,22,5
36912005,46,25,2,32,17,2
36912006,92,45,1,62,45,0
36912007,32,7,1,18,8,0
36912008,65,24,4,44,9,0
36912009,125,78,13,59,22,14
36913001,69,74,3,30,10,3
36913002,29,51,4,11,4,0
36913004,7,33,1,1,2,0
36913005,18,54,1,4,6,0
36913006,19,42,0,7,1,0
36913007,51,34,1,2,6,0
36913008,34,20,0,9,1,0
36913010,74,172,10,21,20,2
36913011,29,84,2,1,7,1
36913013,56,58,3,9,8,0
36913014,25,15,2,10,3,0
36913015,53,40,3,8,11,0
36914001,48,50,5,22,15,1
36914002,52,62,5,55,38,9
36914003,123,64,7,68,47,1
36914004,64,28,3,44,14,2
36914005,48,47,2,30,7,0
36914006,62,35,1,29,11,0
36914007,50,17,2,19,3,1
36914008,186,77,11,95,25,0
36914009,94,82,7,82,31,0
36914010,109,83,9,65,31,0
36914011,69,37,3,45,25,0
36914012,77,84,5,49,23,6
36914013,90,55,11,46,9,2
36914014,53,85,4,36,26,2
36914015,41,36,1,17,25,2
36915001,82,62,2,43,12,2
36915002,37,63,0,35,13,0
36915003,27,53,14,12,14,1
36915004,23,26,4,8,3,0
36915005,8,54,3,14,18,0
36915006,18,54,3,20,9,0
36915007,46,81,1,30,14,0
36915008,17,46,3,11,3,0
36915009,24,64,2,23,10,3
36915010,53,90,4,34,8,5
36915011,23,76,4,31,7,1
36915012,35,24,4,22,8,0
36915013,61,31,6,27,10,0
36915014,48,102,9,40,23,0
36915015,19,70,0,26,12,0
36915016,47,62,7,49,20,0
36915017,20,73,3,23,11,1
36915018,35,55,7,14,11,1
36915019,35,53,2,39,4,0
36915020,49,56,3,21,11,5
36915021,24,80,1,16,21,1
36915022,4,15,0,4,2,2
36915023,40,82,1,24,5,0
36915024,26,47,0,26,16,0
36916001,209,78,18,126,68,30
36916003,74,24,4,24,20,8
36916004,132,33,2,24,5,2
36916005,173,119,39,49,109,11
36916006,86,18,0,29,12,4
36916007,89,21,12,12,22,8
36916008,52,88,1,39,21,2
36916009,234,45,24,44,76,5
36916010,163,43,0,29,29,10
36916011,190,43,6,52,9,1
36916012,239,47,7,35,34,16
36916013,32,24,7,30,15,0
36916014,153,80,4,48,13,9
36916015,83,52,10,40,23,1
36916016,156,72,1,20,25,1
36916018,95,30,45,31,50,8
36916019,137,42,11,13,9,1
36916020,60,22,8,18,18,2
36916021,42,7,2,20,5,2
36916023,308,30,4,49,24,4
36916024,100,17,0,19,3,1
36916025,78,18,4,28,11,12
36916026,308,77,28,103,58,14
36916027,341,57,9,75,50,11
