psgc_brgy,water_sealed,closed_pit,open_pit,others_ pails_etc,none
23109008,33,0,0,0,1
23109009,196,2,13,1,26
23109011,79,0,0,0,3
23109012,107,1,4,0,7
23109013,221,5,17,2,15
23109014,288,1,12,1,21
23109015,68,0,2,0,2
23109016,142,0,6,0,17
23109017,99,0,4,0,12
23109018,103,0,53,0,37
23109019,106,4,4,2,14
23109020,149,2,2,2,6
23109021,97,1,1,0,6
23109022,327,5,14,1,20
23109023,98,14,27,0,4
23109024,207,8,8,2,29
23109025,140,3,10,3,13
23109026,141,0,7,1,12
23109027,203,0,16,1,13
23110001,11,4,5,0,8
23110002,87,39,18,0,19
23110003,19,0,14,5,4
23110004,81,15,17,1,15
23110005,61,58,44,1,39
23110006,22,2,8,0,5
23111003,30,4,7,2,7
23111004,16,3,1,0,24
23111005,29,2,3,0,33
23111006,55,5,8,0,51
23111007,32,2,0,0,20
23111008,41,14,5,0,72
23111009,122,20,7,0,28
23111010,18,0,2,8,8
23111011,20,0,0,1,7
23111012,21,0,1,1,6
23111013,19,13,0,0,9
23111016,12,10,1,0,6
23112001,61,17,2,0,5
23112002,120,34,19,0,12
23112003,86,4,8,1,35
23112004,64,5,35,0,18
23112005,40,17,53,2,35
23112006,48,4,11,0,14
23112007,4,0,7,0,2
23112008,26,26,4,1,0
23112009,65,13,14,0,26
23112010,69,6,22,0,11
23112011,125,1,10,0,5
23112012,71,12,8,0,20
23112013,121,11,15,0,25
23112014,128,3,4,0,7
23112015,1,8,10,0,5
23112016,54,6,13,0,6
23112017,89,25,22,0,11
23112018,31,33,4,0,37
23112019,41,20,25,0,6
23112020,174,23,11,1,2
23112021,108,19,16,1,33
23112023,130,20,6,0,18
23112024,121,11,11,0,12
23112025,10,0,0,0,0
23112026,71,14,12,0,13
23112027,19,8,52,0,14
23112028,22,10,31,0,13
23112029,160,12,18,0,37
23112030,128,23,18,0,36
23112031,98,13,7,1,19
23112032,37,47,13,1,49
23112033,3,15,21,0,10
23112034,59,19,69,1,20
23112036,106,27,14,0,30
23112037,68,18,17,0,20
23112039,34,1,5,0,11
23112040,99,0,7,0,5
23112041,32,15,43,0,15
23112042,63,0,9,0,3
23112043,126,0,9,0,9
23112044,40,57,116,0,44
23112045,31,0,1,3,2
23112046,20,31,49,0,23
23112047,118,29,31,0,9
23112048,108,14,6,0,29
23112049,20,10,60,0,2
23112050,16,24,29,0,15
23112051,97,15,14,2,22
23112052,74,9,17,0,22
23112053,102,3,9,7,24
23112054,95,24,16,0,18
23112055,72,15,15,0,2
23112056,75,1,9,0,2
23112057,158,12,6,0,7
23112058,91,1,10,0,2
23112059,152,16,4,5,24
23112060,70,5,2,1,2
23112061,181,40,24,0,20
23112062,56,10,12,0,21
23112063,52,28,18,2,19
23112064,5,9,3,0,20
23112065,43,16,5,0,10
23112066,48,0,2,0,2
23112067,14,21,33,0,10
23113002,103,3,2,9,13
23113004,114,2,6,6,19
23113005,66,1,6,12,12
23113006,232,6,20,29,92
23113009,228,9,19,13,19
23113010,89,3,5,16,25
23113011,121,4,3,9,21
23113012,286,8,24,24,52
23113016,187,2,14,5,39
23113017,72,17,2,2,1
23113018,96,51,9,18,18
23113019,191,12,9,15,8
23113020,51,0,6,2,2
23113021,168,8,27,4,26
23113024,128,3,4,3,17
23113025,289,3,10,11,19
23114001,123,21,144,0,39
23114002,65,19,142,16,45
23114003,189,18,14,0,86
23114004,76,8,56,0,18
23114005,103,23,51,0,30
23114006,59,7,47,1,19
23114008,80,6,15,0,45
23114009,253,36,16,0,49
23114011,122,22,4,0,24
23114013,179,7,6,0,76
23114014,25,8,17,0,4
23114015,129,15,35,5,12
23114016,14,4,97,0,11
23114017,133,38,127,0,61
23114018,56,19,24,2,50
23114020,77,11,40,1,15
23114023,89,1,14,0,42
23114024,143,12,29,0,98
23114025,26,12,122,0,23
23114027,36,24,120,0,9
23114029,54,15,21,0,22
23114030,30,22,34,0,16
23114031,135,12,15,0,13
23114032,26,17,31,0,7
23114033,300,19,9,1,36
23114034,136,4,7,0,9
23114035,108,46,21,2,11
23114037,106,48,144,2,72
23114038,39,24,54,0,16
23114039,161,35,55,1,49
23114040,80,7,15,1,18
23114041,17,4,1,0,7
23114042,55,5,28,0,15
23114044,20,7,62,0,4
23114045,85,20,49,0,38
23114046,38,19,15,1,20
23114047,8,19,85,0,8
23114048,22,31,80,11,31
23114049,124,12,2,2,8
23114050,112,16,9,2,58
23114051,59,7,133,0,15
23114052,82,7,32,0,26
23114053,46,6,18,0,108
23114054,189,23,62,1,40
23114055,58,10,12,0,62
23114056,84,7,99,1,19
23114057,90,24,18,0,4
23114058,44,7,32,1,8
23114059,54,8,32,2,14
23114060,36,23,68,0,33
23114061,77,17,12,0,23
23114062,245,9,6,0,153
23114063,115,3,16,0,70
23114064,19,7,66,9,22
23114065,30,9,44,0,15
23114066,47,8,26,1,23
23114067,198,15,13,2,12
23114068,51,20,133,0,28
23114070,27,35,65,0,12
23114071,97,7,2,0,30
23114072,15,3,8,0,12
23114073,66,29,55,1,28
23114074,67,6,19,0,38
23114075,22,4,32,0,4
23114076,9,10,98,15,57
23114077,49,15,37,0,12
23114079,143,34,122,0,45
23114080,32,1,25,0,31
23114081,310,7,8,0,172
23114082,75,12,36,1,13
23114083,57,16,50,3,28
23114084,33,19,56,1,32
23114085,22,6,21,0,19
23114086,101,18,67,1,10
23114087,233,6,12,0,11
23114088,107,3,5,0,4
23114089,34,16,62,0,11
23114091,155,10,41,1,141
23114092,330,81,156,1,245
23114093,88,55,55,4,32
23114094,93,18,25,5,15
23114095,25,4,23,7,58
23114096,22,30,264,2,23
23114097,24,22,47,0,15
23114098,32,5,36,5,8
23114099,107,35,45,0,21
23114100,25,0,0,0,1
23114101,64,8,11,0,26
23114102,79,5,34,0,47
23114103,15,22,86,0,14
23114104,49,8,33,0,10
23115001,88,0,14,0,1
23115002,51,0,4,0,5
23115003,65,2,5,0,0
23115004,54,0,6,0,2
23115005,42,0,1,0,0
23115006,113,2,1,0,14
23115007,127,1,2,0,10
23115008,50,0,1,0,1
23115009,51,1,5,1,4
23115010,79,6,16,1,12
23115011,69,0,2,0,1
23115012,175,0,4,0,13
23115013,23,1,32,0,4
23115014,21,1,29,1,18
23115015,29,8,0,0,0
23115016,27,0,2,0,1
23115017,89,4,11,0,8
23115018,74,4,10,1,14
23115019,74,2,19,0,1
23115020,70,3,1,0,5
23115021,69,13,5,0,7
23115022,46,4,10,1,15
23115023,79,29,8,0,6
23115024,96,0,27,2,20
23115025,63,3,14,0,10
23115026,113,1,4,1,13
23115028,32,1,9,0,1
23115030,27,3,23,0,5
23115031,37,4,0,0,0
23115032,99,1,6,0,4
23115033,85,3,0,0,6
23115034,102,0,2,0,2
23115035,92,0,20,0,6
23115036,49,1,12,0,5
23115037,28,0,0,0,4
23115038,33,4,52,0,3
23115039,170,0,6,2,11
23115040,21,0,4,0,5
23115041,104,13,24,1,13
23115042,58,0,1,0,1
23115043,135,1,1,0,18
23115044,23,4,52,0,12
23116001,163,2,7,1,20
23116002,61,0,0,0,0
23116003,234,0,1,0,6
23116004,71,0,1,1,0
23116005,133,0,5,0,0
23116006,120,0,6,0,4
23116007,240,1,1,0,1
23116008,218,0,2,0,0
23116009,130,0,3,1,2
23116010,88,0,5,0,1
23116011,89,1,7,0,4
23116012,68,0,1,0,3
23116013,218,3,5,0,2
23116014,171,0,1,0,2
23116015,216,14,6,0,4
23116016,81,0,1,0,0
23116017,159,0,5,0,3
23116018,277,0,14,1,15
23116019,75,0,0,0,12
23117001,45,3,9,5,7
23117002,48,2,0,0,1
23117003,110,6,2,0,8
23117004,35,0,2,0,1
23117005,65,7,5,1,46
23117006,97,3,3,2,14
23117007,85,3,6,0,9
23117008,28,4,5,1,23
23117009,40,3,1,3,33
23117010,28,5,9,0,42
23118001,88,4,6,11,17
23118002,127,11,2,0,31
23118003,130,20,22,15,44
23118004,83,16,1,0,12
23118006,54,17,0,0,12
23118007,96,17,0,0,13
23118008,99,19,35,4,24
23118009,27,12,7,2,3
23118010,71,19,14,3,25
23118011,59,1,2,0,9
23118012,41,3,0,0,5
23118013,50,2,1,0,11
23118014,119,8,0,0,20
23118015,123,7,0,0,20
23118016,66,1,0,0,10
23118017,256,20,2,0,59
23118018,47,3,7,7,22
23118019,107,17,0,0,13
23118020,173,20,2,0,50
23118021,53,2,16,0,20
23118022,65,5,4,0,14
23118023,53,3,19,0,7
23118024,37,12,1,1,2
23118025,86,11,3,3,30
23118026,62,18,1,0,26
23118027,65,3,0,1,24
23118028,88,6,7,0,25
23118029,74,5,2,0,12
23118030,89,4,1,1,15
23119001,98,63,13,2,83
23119002,121,34,2,1,103
23119003,63,47,4,0,55
23119004,123,54,12,4,84
23119005,127,37,2,2,133
23119006,139,76,6,1,140
23119007,145,50,1,0,133
23119008,125,58,3,1,124
23119009,63,22,2,0,50
23119010,100,41,4,0,167
23119011,138,39,9,0,111
23119012,151,32,1,1,115
23119013,80,59,14,0,91
23119014,15,26,3,0,48
23119015,97,24,1,3,69
23119016,130,28,3,1,163
23119017,46,21,1,0,60
23119018,118,113,0,1,123
23120001,11,13,20,0,13
23120002,36,7,15,0,8
23120003,164,85,83,0,73
23120004,114,36,47,1,28
23120005,89,38,5,0,17
23120006,41,4,95,1,14
23120007,188,4,21,2,15
23120008,8,1,33,0,2
23120009,109,2,0,0,13
23120010,151,41,14,1,33
23120011,66,24,6,0,18
23120012,272,10,12,0,40
23120013,179,16,19,0,53
23120014,15,6,36,0,7
23120015,179,54,38,0,34
23120016,16,16,29,0,18
23120017,14,5,41,0,16
23120018,139,4,2,1,70
23120019,220,81,31,5,82
23120020,55,12,61,0,18
23120021,67,16,13,0,43
23120022,189,50,9,0,81
23120023,19,10,35,0,12
23120024,174,29,42,0,46
23120025,16,10,67,0,9
23121001,59,27,39,0,12
23121002,70,68,27,0,2
23121003,31,35,22,0,34
23121004,24,38,17,79,108
23121005,10,2,35,0,4
23121006,74,35,22,0,5
23121007,34,27,86,0,7
23121008,84,36,90,5,68
23121009,66,34,12,3,29
23121010,101,1,31,0,2
23121011,216,15,78,1,6
23121012,8,22,39,34,59
23121013,66,20,30,0,4
23121014,87,34,30,0,11
23121015,37,31,15,0,16
23121016,42,17,3,0,34
23121017,30,27,8,0,41
23122001,142,16,18,0,39
23122002,119,1,2,0,36
23122003,228,8,18,6,40
23122004,43,4,18,2,21
23122005,258,7,18,7,73
23122006,66,6,6,0,19
23122007,288,8,6,5,61
23122008,101,24,69,8,16
23122009,85,15,7,1,10
23122010,251,16,42,5,117
23122011,176,2,7,3,73
23122012,82,4,10,1,25
23122013,59,8,15,0,21
23122014,50,16,19,6,13
23122015,122,16,27,8,27
23123001,230,7,1,0,17
23123002,147,0,1,0,6
23123003,268,11,1,0,15
23123004,195,18,8,0,23
23123005,330,32,1,4,15
23123006,157,16,1,0,24
23123007,160,7,3,0,19
23123008,96,4,1,0,2
23123009,111,7,4,0,5
23123010,415,10,3,1,19
23123011,274,11,4,0,29
23123012,126,15,7,0,22
23123013,151,17,6,0,19
23123014,420,26,1,1,32
23123015,214,24,10,0,39
23123016,499,25,5,2,31
23123017,113,1,0,0,9
23123018,162,4,0,0,7
23123019,71,8,0,0,3
23123020,159,10,1,0,14
23123021,142,12,0,0,25
23124001,342,7,1,0,4
23124002,123,0,7,0,7
23124004,189,8,18,4,2
23124005,241,5,4,0,4
23124006,171,0,0,2,3
23124007,185,7,1,0,1
23124008,80,1,12,5,1
23124009,331,2,9,0,10
23124011,166,6,10,0,11
23124012,75,2,1,0,1
23124013,243,3,4,4,5
23124014,203,0,10,2,8
23124015,452,5,7,1,1
23124016,105,2,2,0,4
23124018,84,0,0,3,5
23124019,177,2,3,0,0
23124020,107,3,7,1,3
23124021,362,6,40,4,11
23124022,288,7,15,1,6
23125001,165,11,27,0,64
23125002,44,3,8,0,21
23125003,39,10,4,0,46
23125004,18,0,17,0,34
23125005,141,11,22,2,112
23125006,85,9,30,0,24
23125007,136,6,3,1,33
23125008,59,0,1,0,44
23125009,105,0,20,0,6
23125010,77,2,1,0,18
23125011,53,3,0,0,28
23125012,75,10,2,1,16
23125013,88,5,9,0,36
23125014,41,2,5,0,28
23125015,85,8,10,2,51
23125016,91,3,14,0,13
23125017,90,0,4,0,17
23125019,237,31,19,1,83
23125020,81,0,1,2,60
23125021,55,2,20,1,54
23126001,82,24,15,2,23
23126004,140,20,0,2,18
23126005,131,0,0,4,20
23126006,116,21,5,0,42
23126007,62,56,21,0,46
23126008,102,17,15,3,37
23126011,416,7,7,4,24
23126012,236,9,5,3,26
23126013,267,8,12,3,35
23126014,173,0,0,8,28
23126015,76,43,19,0,41
23126016,139,1,0,4,14
23126017,309,1,6,22,54
23126018,162,2,0,2,19
23126019,94,44,13,0,37
23126020,75,82,20,0,120
23126021,257,11,5,7,34
23126023,57,79,65,2,58
23126024,77,74,35,2,28
23126025,121,97,15,1,109
23126026,61,21,8,0,33
23126028,257,2,2,9,22
23126029,73,49,13,0,64
23126030,144,91,12,3,78
23126031,62,12,5,2,25
23126032,150,0,0,3,16
23127001,49,8,16,0,31
23127002,58,3,2,0,13
23127003,100,8,5,0,17
23127004,55,2,0,1,6
23127005,56,0,1,0,5
23127006,87,2,1,0,13
23127007,77,11,1,4,11
23127008,90,3,1,0,3
23127009,37,0,0,1,7
23127010,157,1,0,1,12
23127011,38,3,0,0,5
23127012,141,8,1,0,3
23127013,65,0,2,0,3
23127014,49,0,0,0,8
23127015,44,1,0,0,1
23127016,65,1,1,0,2
23127017,107,2,0,2,36
23127018,64,3,0,0,6
23127019,104,7,0,0,7
23127020,46,1,2,0,8
23127021,74,1,0,0,5
23127022,85,1,1,0,7
23127023,84,1,0,0,11
23128001,78,5,6,0,6
23128002,39,5,46,0,6
23128004,116,12,46,1,13
23128005,67,2,21,0,20
23128006,118,13,23,0,10
23128007,43,17,40,0,2
23128008,128,33,12,0,13
23128009,109,4,17,2,20
23128010,30,10,2,0,0
23128011,67,39,82,1,24
23128013,96,0,13,0,7
23128014,78,7,4,0,13
23128015,69,4,33,0,11
23128016,12,1,120,0,3
23128017,19,5,45,0,9
23128018,30,7,21,0,1
23128019,88,3,8,0,7
23128020,73,8,14,0,15
23128021,23,3,25,0,4
23128022,15,12,88,1,5
23128023,71,4,8,0,21
23128024,20,2,18,0,8
23128025,21,6,119,1,2
23128026,39,17,45,0,3
23128027,8,4,53,0,0
23128028,2,39,3,0,0
23129001,109,0,3,0,9
23129002,96,1,0,1,67
23129003,197,3,1,1,30
23129004,116,1,0,2,88
23129005,200,10,0,0,49
23129006,81,1,1,1,10
23129007,199,13,1,0,44
23129009,118,0,1,0,44
23129010,109,2,1,0,48
23129012,150,7,0,2,11
23129013,141,2,1,1,18
23129014,163,0,0,0,45
23129015,199,0,0,0,18
23130001,48,2,3,0,45
23130002,28,147,4,1,81
23130003,43,25,0,0,14
23130004,90,7,14,0,86
23130006,136,134,1,0,118
23130007,124,37,25,1,91
23130008,77,53,24,1,126
23130009,93,50,0,1,102
23130010,47,2,41,0,55
23130011,265,3,6,1,148
23130012,197,9,14,3,103
23130013,246,4,4,0,127
23130014,159,12,21,0,171
23130015,59,17,8,0,44
23130016,101,57,8,0,90
23130017,39,25,7,0,65
23130018,154,3,13,0,116
23130019,116,13,15,1,82
23130020,66,24,2,1,56
23131001,201,26,56,5,53
23131003,69,40,64,1,149
23131004,272,47,12,2,52
23131005,14,20,60,13,23
23131006,17,1,141,13,22
23131007,69,18,118,1,9
23131008,97,22,96,2,46
23131009,96,3,55,2,20
23131010,68,5,101,2,39
23131011,115,53,100,4,16
23131012,30,4,26,2,134
23131013,39,4,118,5,68
23131014,65,4,38,1,16
23131015,117,32,123,13,83
23131016,21,4,28,1,59
23131017,43,13,61,4,157
23131018,10,15,74,9,36
23131019,22,11,81,1,35
23131020,44,4,31,5,23
23131021,98,3,6,0,23
23131022,125,3,26,0,10
23131023,276,11,62,6,168
23131024,208,43,93,0,121
23131025,111,14,30,1,14
23131026,15,7,44,4,34
23131027,241,6,5,0,6
23131028,253,6,16,2,40
23131029,654,9,14,1,31
23131030,107,45,147,5,20
23131031,104,7,14,1,26
23131032,73,2,26,1,6
23131033,233,40,32,0,39
23131034,13,1,42,21,36
23131035,101,6,102,20,35
23131038,26,8,26,0,17
23131039,69,1,76,4,29
23132001,21,0,0,0,5
23132002,158,7,3,1,128
23132003,108,23,1,2,44
23132004,132,0,1,0,23
23132005,137,1,0,0,13
23132007,88,8,4,0,26
23132009,175,11,1,3,46
23132010,61,13,1,1,19
23132011,84,17,0,0,33
23132012,124,42,1,0,42
23132013,136,2,4,0,33
23132014,2,0,0,0,0
23132017,161,5,2,1,5
23132018,111,9,5,1,11
23132019,259,6,1,1,5
23132020,154,27,9,0,33
23132021,146,7,7,1,50
23132024,222,3,0,0,98
23132025,74,13,4,1,11
23132026,91,6,2,0,15
23132027,79,40,0,0,46
23132028,120,0,2,0,30
23132029,121,7,1,0,65
23132030,87,28,0,1,33
23132031,253,31,1,0,115
23132032,129,4,0,1,47
23132033,321,13,5,0,122
23132035,80,2,2,1,21
23132036,126,17,1,0,38
23132037,42,12,0,0,8
23132038,65,5,0,0,20
23132039,128,13,1,1,50
23132040,136,35,18,1,43
23133001,74,3,0,2,102
23133002,128,0,4,2,12
23133003,127,9,35,13,62
23133004,122,3,37,0,41
23133005,135,5,6,12,42
23133006,185,5,7,2,144
23133007,72,7,28,1,212
23133008,161,16,9,1,9
23133009,86,2,9,0,7
23133010,60,3,19,0,4
23133011,44,2,1,0,30
23133012,120,6,11,0,44
23133013,103,6,32,2,7
23133014,64,2,2,2,5
23133015,245,5,47,1,76
23133016,78,4,6,2,61
23133017,118,1,23,0,126
23134001,255,12,2,0,136
23134002,69,6,1,1,51
23134003,137,21,1,3,65
23134004,124,7,0,0,38
23134005,96,7,0,0,25
23134007,103,32,2,0,14
23134008,173,9,0,0,31
23134009,168,48,2,2,59
23134010,159,29,1,0,24
23134011,254,19,0,2,98
23134012,232,23,2,1,25
23134013,101,3,0,0,3
23134014,162,21,7,0,64
23134015,147,10,1,1,61
23134016,148,37,0,0,59
23134017,114,22,1,0,26
23134018,120,18,0,1,45
23134019,89,1,2,1,25
23134020,73,3,0,0,18
23134021,74,20,0,0,56
23135001,68,3,5,1,23
23135002,75,0,6,3,15
23135003,129,5,22,1,32
23135004,162,2,12,0,44
23135005,88,0,3,2,16
23135006,189,2,13,6,58
23135007,121,3,13,0,48
23135008,89,0,3,0,23
23135009,576,4,7,1,13
23135010,56,0,0,4,6
23135011,1016,7,14,0,98
23135012,75,2,5,0,20
23135013,26,0,0,0,10
23135014,17,0,0,0,12
23135015,110,2,1,1,32
23135016,85,1,2,2,13
23135017,165,0,2,1,22
23135018,36,0,2,0,11
23135019,1303,12,12,5,151
23135020,31,0,0,0,53
23135021,56,3,0,2,18
23135022,887,26,26,1,63
23135023,60,0,4,1,8
23135024,57,0,1,0,8
23135025,364,1,11,6,72
23135026,1923,12,22,3,73
23135027,55,1,3,0,12
23135028,46,4,2,2,32
23135029,60,8,7,0,8
23135030,21,0,0,0,3
23135031,63,0,3,0,7
23135032,57,1,1,0,11
23135033,86,0,5,2,19
23135034,45,2,4,0,11
23135035,94,3,1,13,4
23135036,107,0,2,0,8
23135037,47,1,0,0,18
23136001,75,4,5,1,7
23136002,72,1,0,1,7
23136003,82,13,5,0,12
23136004,111,37,18,0,12
23136005,121,26,10,1,27
23136006,213,13,17,6,19
23136008,101,13,8,0,13
23136009,157,24,22,0,14
23136010,74,3,4,0,16
23136013,89,2,0,2,6
23136015,77,4,1,0,9
23136016,94,1,0,1,8
23136017,77,18,2,0,6
23136018,67,20,7,0,8
23136019,227,23,22,2,11
23136020,160,15,8,1,11
23136021,56,11,3,0,1
23136022,66,2,4,0,5
23136023,72,10,13,0,2
23136024,118,17,6,2,7
23136025,195,5,5,0,8
23136026,32,0,1,0,8
23136029,120,12,4,0,11
23136030,66,8,3,0,12
23136031,50,3,2,0,2
23136032,56,2,5,0,14
23137001,170,32,19,1,37
23137002,409,14,57,0,125
23137003,234,6,18,0,74
23137005,239,26,12,0,4
23137007,139,25,17,0,23
23137008,118,16,30,0,44
23137009,163,2,14,0,39
23137010,340,5,9,0,58
23137012,148,12,23,7,93
23137013,304,13,14,19,68
23137014,77,17,7,0,12
23137015,116,0,2,0,21
23137016,369,35,48,6,65
23137018,99,7,27,8,27
23137019,99,0,2,0,41
23137020,39,0,2,1,1
23137021,388,7,31,17,16
23137022,146,1,8,0,16
23137023,402,33,12,21,47
23137024,170,61,33,1,38
23137025,153,4,18,0,26
23137026,205,27,42,0,32
23137027,149,41,9,0,2
23137029,174,9,10,2,9
23137030,156,4,4,3,12
23137031,192,26,1,0,10
23137032,73,1,7,0,2
23137033,324,13,1,2,51
23137035,94,14,21,0,16
23137036,69,10,26,0,22
23137037,53,20,0,0,3
23137038,47,21,0,0,1
23137039,81,3,3,0,30
23137040,86,22,3,0,14
23137041,270,2,22,0,24
23137042,296,1,27,0,39
23137044,175,17,2,7,60
23137045,188,7,3,12,30
23137046,104,7,14,0,5
23137047,193,7,2,0,35
23137048,28,0,0,5,0
23137050,11,0,1,0,7
23137051,140,8,4,0,22
23137053,108,4,12,7,35
23137054,418,16,19,1,71
23137055,172,6,25,7,25
25001001,130,59,261,0,20
25001004,69,50,203,0,7
25001005,67,15,248,4,62
25001006,32,21,292,0,5
25001007,177,62,214,0,46
25001008,39,24,200,1,27
25001009,249,55,227,0,6
25001010,71,31,216,2,21
25002001,139,8,9,0,14
25002002,177,20,48,0,33
25002003,178,2,6,0,7
25002004,277,8,23,0,42
25002005,196,9,11,0,33
25002006,236,3,23,0,18
25002007,153,7,10,0,13
25002008,125,15,9,0,10
25002009,285,11,24,0,11
25002010,116,2,4,1,8
25002011,276,12,4,0,5
25002012,101,3,23,0,12
25002013,67,1,1,0,6
25002014,95,1,7,0,17
25002016,58,4,10,0,6
25002017,73,8,14,0,5
25002018,104,9,18,2,8
25002019,27,10,54,0,6
25002020,35,4,31,1,6
25002021,46,6,18,3,5
25002022,86,4,43,1,7
25002023,74,7,25,0,5
25003001,54,4,14,0,6
25003002,398,53,84,4,37
25003003,138,12,13,2,31
25003004,201,13,17,1,20
25003005,174,7,9,0,25
25003006,84,34,6,0,21
25003007,108,13,7,1,23
25003008,93,19,58,0,31
25003009,93,15,3,3,20
25003010,168,1,6,0,34
25003011,72,3,8,0,9
25003012,109,19,11,1,38
25003014,76,30,4,0,48
25003015,173,6,13,0,29
25003016,105,7,4,1,44
25003017,130,11,30,2,13
25003018,127,17,23,2,50
25004001,73,7,15,1,31
25004002,99,12,36,0,19
25004003,203,26,19,0,26
25004005,164,11,8,2,29
25004006,189,3,8,1,36
25004007,160,6,6,4,3
25004008,119,11,25,2,23
25004009,167,18,9,1,19
25004010,152,7,7,1,23
25004011,97,8,46,3,26
25004012,118,9,6,0,29
25004013,248,12,35,3,73
25004014,128,20,68,0,28
25004015,73,19,19,2,61
25004016,62,12,59,0,26
25004017,98,15,29,1,27
25004018,134,16,133,2,56
25004020,129,8,13,0,26
25004021,159,10,8,2,42
25004022,120,22,37,5,55
25004023,162,43,36,3,68
25004024,134,87,66,0,33
25004025,33,21,113,1,125
25004026,140,13,24,3,41
25004027,143,51,53,1,70
25005001,84,0,7,0,27
25005002,137,3,21,0,19
25005003,129,8,10,0,3
25005004,22,2,26,0,15
25005005,22,66,7,0,6
25005006,123,2,38,1,11
25005008,25,4,1,0,0
25005009,51,0,51,0,16
25005010,191,13,13,1,56
25005011,56,8,11,0,4
25005012,67,6,63,2,43
25005014,16,16,1,0,1
25005015,34,6,0,1,2
25005016,1,0,0,0,1
25005017,99,11,6,0,14
25005019,25,6,77,1,13
25005020,0,1,28,1,0
25005021,65,5,2,0,6
25005022,13,0,19,0,0
25005023,5,8,2,0,0
25005024,46,0,3,0,13
25005025,45,1,4,0,25
25005026,57,0,0,0,26
25005027,80,13,2,1,9
25005028,205,4,36,4,62
25006001,62,14,16,0,12
25006002,145,22,19,0,12
25006003,132,37,15,0,6
25006004,54,21,34,0,3
25006005,49,13,43,0,4
25006006,85,26,58,0,10
25006007,126,34,46,0,8
25006008,141,25,18,2,9
25006009,24,13,42,1,4
25006010,313,69,30,3,13
25006011,11,9,62,0,2
25006012,40,32,76,1,9
25006013,1,4,28,0,1
25006014,41,11,29,0,6
25006015,30,11,5,0,4
25006016,36,15,5,1,0
25006017,45,23,55,0,3
25006018,7,25,34,0,9
25006019,18,13,32,2,4
25007002,98,1,145,0,2
25007003,16,0,45,0,1
25007009,267,5,14,1,4
25007010,300,1,5,7,0
25007011,85,1,10,1,0
25007012,128,2,2,1,0
25007013,293,5,21,2,4
25007015,97,3,6,0,1
25007016,56,1,120,1,4
25007018,11,0,2,0,0
25007019,17,0,44,7,3
25007020,46,2,100,0,1
25007021,148,18,120,1,0
25007022,40,2,104,0,6
25007023,81,1,25,0,1
25008001,12,0,9,0,2
25008003,25,32,29,0,2
25008004,57,16,60,0,5
25008007,136,14,9,6,14
25008008,39,1,32,0,0
25008011,198,57,14,9,2
25008012,124,22,1,1,2
25008013,29,0,30,0,9
25008014,77,22,6,1,6
25008015,52,7,1,0,4
25008016,52,14,54,0,0
25008017,112,11,3,1,4
25008018,136,19,5,0,2
25008019,14,0,46,0,7
25008020,52,1,14,0,0
25008021,50,0,45,0,3
25008022,50,28,0,0,2
25008023,75,2,18,0,0
25009001,98,6,121,0,5
25009002,17,4,99,0,6
25009003,193,0,31,0,12
25009004,8,1,57,0,1
25009005,63,8,82,0,1
25009006,58,6,160,0,5
25009007,16,3,275,0,3
25009008,138,1,9,0,0
25009009,128,44,41,0,3
25009010,62,0,13,0,1
25009011,6,0,62,0,3
25009012,0,0,87,0,5
25009014,54,3,114,0,8
25009015,167,2,82,0,2
25009016,72,14,32,0,0
25009017,192,15,233,0,5
25009018,15,0,202,0,1
25009019,54,22,83,1,4
25009020,112,2,114,0,5
25009021,25,0,34,0,1
25009022,70,2,115,0,1
25009023,36,2,94,0,1
25009024,41,6,108,1,1
25009025,94,0,94,0,10
25009026,11,5,57,0,2
25009027,34,1,107,0,0
25009028,78,1,204,0,4
25009029,96,5,78,0,5
25009030,340,1,79,0,3
25009031,58,1,120,0,1
25010001,65,11,51,0,62
25010002,21,5,14,0,5
25010003,19,1,11,0,0
25010004,86,7,33,0,6
25010005,56,8,21,0,78
25010006,45,4,20,0,1
25010007,27,4,36,0,41
25010008,49,9,30,0,30
25010009,131,0,36,0,12
25010010,1,1,27,0,1
25010011,51,6,34,0,9
25010012,50,2,12,0,6
25010013,181,6,29,1,49
25010014,149,29,65,2,191
25010015,81,12,16,0,198
25010016,188,1,16,0,2
25010017,71,6,24,0,11
25010018,74,15,33,2,123
25010019,176,15,75,0,38
25010020,117,9,26,0,18
25010021,28,12,14,0,3
25010022,90,4,26,1,9
25010023,73,2,18,0,23
25010024,46,55,99,0,10
25010025,50,6,15,0,20
25010026,11,8,52,1,32
25010027,104,0,15,0,6
25010028,9,6,33,0,85
25010029,26,0,11,0,5
25010030,28,5,12,0,5
25011001,137,3,58,4,6
25011002,170,0,33,0,6
25011003,271,7,102,1,26
25011004,42,0,138,0,1
25011005,86,0,36,2,2
25011006,237,2,34,0,9
25011007,207,4,91,0,4
25011008,275,5,26,3,6
25011009,146,9,71,1,10
25011010,170,6,270,0,10
25011011,79,1,54,0,1
25011012,65,12,64,1,5
25012002,213,6,58,1,56
25012003,137,0,5,2,40
25012004,28,21,133,0,33
25012005,90,9,10,1,19
25012006,50,1,62,0,4
25012008,131,2,3,0,9
25012009,72,0,6,0,25
25012010,106,4,56,0,36
25012011,75,0,15,0,17
25012012,205,4,29,1,38
25012013,69,8,14,2,18
