psgc_brgy,own_use_faucet_community_water_system,shared_faucet_commmunity_water_system,own_use_tubed_or_piped_well,shared_tubed_or_piped_well,dug_well,spring_river_streat_etc,collected_rainfall,peddler
34930013,15,12,102,122,0,0,0,0
34930014,4,1,12,38,0,0,0,0
34930015,26,21,74,196,0,0,0,0
34930016,1,0,21,88,0,0,0,0
34930018,12,1,36,27,0,0,0,0
34930019,6,2,81,98,0,0,0,0
34930020,2,0,51,67,0,0,0,0
34930021,2,1,36,81,1,0,0,0
34930022,0,1,31,83,1,0,0,0
34930024,19,7,96,142,0,0,0,0
34930025,5,2,70,76,0,0,0,0
34930026,6,2,107,101,0,0,0,1
34930027,1,4,84,96,1,0,0,0
34930028,2,1,52,50,0,0,0,0
34930029,3,0,110,113,0,0,0,0
34930030,4,4,91,127,0,0,0,0
34930031,3,1,53,68,0,0,0,0
34930032,27,2,133,154,1,0,0,0
34930033,0,0,31,76,0,0,0,0
34930034,1,0,51,75,0,0,0,0
34930035,127,49,31,67,0,0,0,0
34930036,7,2,58,65,0,0,0,0
34930037,33,3,20,52,0,0,0,0
34930038,28,16,36,95,0,0,0,0
34930039,23,8,66,46,0,0,0,0
34930041,6,3,112,55,0,0,0,0
34930042,103,15,78,240,0,0,0,0
34930043,3,1,78,79,0,0,0,0
34930044,16,5,50,49,1,0,0,0
34930045,11,20,219,274,1,0,0,0
34930046,68,30,63,96,0,0,0,0
34930047,5,3,112,103,0,1,0,0
34930048,7,10,23,61,0,0,0,0
34930049,4,0,74,78,0,0,0,0
34930050,14,8,78,115,0,0,0,0
34930051,15,4,156,229,1,0,0,1
34930052,5,4,115,119,0,0,0,0
34930053,2,1,77,84,0,1,0,0
34930054,13,13,53,82,0,0,0,0
34930055,16,2,44,75,0,0,0,0
34930056,1,0,69,68,0,0,0,0
34930057,11,9,48,55,0,0,0,0
34931002,3,7,65,132,1,0,0,0
34931003,6,2,102,159,1,0,0,0
34931004,6,1,15,91,1,0,0,0
34931005,39,7,21,24,0,0,0,1
34931006,0,0,15,36,0,0,0,0
34931007,9,0,64,86,0,0,0,0
34931008,8,1,53,92,0,0,0,0
34931009,1,1,15,119,1,0,0,0
34931010,136,17,40,78,0,0,0,1
34931011,2,0,50,70,0,0,0,0
34931012,1,0,11,18,0,0,0,0
34931013,16,1,82,65,2,0,0,0
34931014,62,10,62,80,0,0,0,0
34931015,6,1,58,90,0,0,0,0
34931016,13,6,123,106,1,0,0,2
34931017,120,18,26,44,0,0,0,0
34931018,77,14,38,81,0,0,0,2
34931020,71,8,29,78,0,0,0,0
34931021,1,0,16,12,0,0,0,0
34931022,1,4,21,28,1,0,0,0
34931023,0,1,39,77,0,0,0,0
34931024,2,0,19,80,1,0,0,0
34931025,3,0,63,69,0,0,0,0
34931026,11,1,145,143,0,0,0,0
34931027,3,0,48,122,0,3,0,0
34931028,0,1,15,76,0,0,0,0
34931029,1,0,39,41,6,0,0,0
34931030,5,3,55,128,1,0,0,0
34932001,4,3,221,208,1,0,0,0
34932003,0,1,50,92,0,0,0,0
34932004,65,23,156,308,1,0,0,2
34932005,46,15,52,154,0,0,0,0
34932008,4,1,72,183,8,0,0,0
34932009,3,8,47,27,0,0,0,1
34932011,2,2,102,197,0,0,0,0
34932012,2,1,74,91,0,0,0,0
34932013,5,5,65,100,0,0,0,0
34932015,3,0,45,91,0,0,0,3
34932017,35,17,47,74,0,0,0,0
34932020,34,26,145,295,0,0,0,0
34932021,3,1,32,65,0,0,0,0
34932022,31,23,92,73,0,0,0,0
34932024,2,0,55,146,0,0,0,0
34932025,2,2,99,204,0,0,0,1
34932026,8,5,78,188,0,0,0,1
34932027,12,7,104,251,3,0,0,0
34932030,8,1,23,38,0,0,0,0
35401001,39,37,3,9,0,0,0,0
35401002,103,65,31,270,5,1,0,3
35401003,137,143,39,108,60,0,0,7
35401004,132,65,32,64,10,0,0,3
35401005,42,25,4,9,0,0,0,0
35401006,194,90,0,22,0,0,0,35
35401007,255,175,78,304,1,3,0,5
35401008,368,24,11,118,13,0,0,0
35401010,95,40,1,36,0,0,0,0
35401011,10,3,0,0,0,0,0,0
35401012,28,15,3,9,0,0,0,0
35401013,4,15,2,294,53,0,0,8
35401014,41,27,0,3,1,2,0,9
35401015,8,14,2,10,0,0,0,0
35401017,90,46,5,214,10,1,0,6
35401018,183,65,12,109,21,0,0,5
35401019,142,139,63,283,16,0,0,26
35401020,439,279,59,156,0,0,0,7
35401021,184,68,37,143,9,0,0,1
35401022,55,54,5,22,0,0,0,0
35401023,16,11,3,5,1,0,0,1
35401024,47,45,2,8,0,0,0,0
35401025,158,22,3,50,0,0,0,5
35401026,148,91,1,21,2,0,0,3
35401027,70,29,4,9,0,0,0,0
35401028,34,9,0,5,0,0,0,0
35401029,139,32,2,6,0,0,0,3
35401030,142,62,16,273,0,0,0,5
35401031,54,74,24,215,8,6,1,58
35401032,96,55,8,16,6,0,0,6
35401034,55,20,1,2,0,0,0,0
35401035,98,94,37,389,28,14,0,7
35401036,115,132,24,223,21,0,0,10
35402001,33,15,126,417,1,0,0,0
35402003,11,6,107,172,0,1,0,0
35402004,138,43,196,353,0,0,0,2
35402005,225,108,8,60,0,1,1,0
35402007,235,199,21,106,2,0,0,125
35402009,143,73,13,31,0,0,0,15
35402010,197,229,17,22,5,0,0,21
35402011,226,198,21,45,0,0,0,37
35402012,712,181,31,92,0,0,0,76
35402013,244,126,115,214,1,0,0,0
35402014,224,235,13,34,5,0,0,57
35402015,233,58,124,415,3,0,0,0
35403001,5,31,67,180,2,0,0,0
35403002,4,3,83,113,1,16,0,0
35403003,5,25,78,165,0,0,0,0
35403005,67,13,62,135,0,0,0,0
35403007,15,105,144,266,2,0,0,0
35403008,16,31,68,169,3,1,0,0
35403009,18,4,55,190,2,0,0,0
35403010,8,2,69,54,0,0,0,0
35403011,25,8,85,122,3,0,0,0
35403012,1,2,51,316,0,0,0,0
35403013,18,3,72,474,13,1,0,0
35403014,5,8,70,220,1,0,0,0
35403015,3,7,75,162,0,1,0,0
35403016,3,4,26,66,0,0,1,0
35403017,18,13,25,204,11,0,0,0
35403018,7,4,24,91,7,1,0,0
35403020,7,3,78,206,1,0,0,0
35403021,6,31,39,74,2,0,0,0
35403022,6,5,74,121,3,0,0,1
35403025,14,6,67,234,0,0,0,0
35403026,9,129,42,122,63,114,0,0
35403027,2,3,82,264,2,0,1,0
35403028,11,19,37,200,1,0,0,0
35403029,3,1,150,209,0,3,0,0
35403030,18,2,61,221,2,0,0,0
35403031,1,1,76,198,1,0,0,0
35403032,26,35,90,133,9,0,0,0
35403034,2,0,39,115,0,0,0,0
35403035,5,1,83,238,0,0,0,0
35403036,2,2,84,284,7,0,0,0
35404001,80,10,62,70,0,0,0,0
35404002,197,57,25,90,0,0,0,0
35404003,8,6,4,35,0,0,0,0
35404004,154,86,26,110,6,0,0,0
35404005,57,42,18,114,0,0,0,0
35404006,68,12,17,65,0,0,0,0
35404007,6,0,3,38,0,0,0,0
35404008,142,53,7,72,0,0,0,0
35404009,1,1,15,32,0,0,0,0
35404010,8,11,21,156,5,0,0,0
35404011,52,29,16,126,0,0,0,0
35404012,158,8,5,56,2,0,0,1
35404013,9,3,7,25,0,0,0,0
35404015,56,17,33,54,0,0,0,0
35404016,17,2,20,85,0,0,0,0
35404018,7,2,51,191,3,0,0,0
35404019,111,58,28,119,4,0,0,0
35404020,1,3,9,24,1,0,0,0
35404021,55,20,9,26,0,0,0,0
35404023,172,61,69,221,7,0,0,0
35404024,76,65,10,187,10,0,0,0
35405001,62,129,77,542,8,0,0,1
35405002,8,41,28,123,0,0,0,0
35405003,7,20,24,180,0,0,0,0
35405004,5,62,21,132,0,1,0,0
35405005,6,21,3,52,0,0,0,1
35405008,36,53,41,170,1,0,0,0
35405009,10,19,13,77,0,0,0,0
35405010,13,36,40,251,1,0,0,0
35405011,12,42,48,209,1,0,0,0
35405012,13,69,35,153,0,1,0,0
35405013,5,24,23,160,0,0,0,0
35405014,7,8,28,155,1,0,0,0
35405015,6,40,55,221,0,0,0,0
35405016,17,31,102,234,0,0,0,0
35405017,10,25,30,132,0,1,0,0
35405018,5,5,16,220,0,0,0,0
35405020,15,28,37,104,0,0,0,1
35405021,3,16,13,110,2,1,0,0
35405022,1,22,21,108,0,0,0,0
35405023,12,48,24,165,0,0,0,0
35405024,44,63,41,252,0,0,0,0
35405025,9,22,18,62,0,0,0,0
35405026,0,16,7,83,0,0,0,0
35405027,20,16,38,158,0,0,0,0
35405028,32,74,73,368,1,0,0,0
35405029,19,42,52,200,1,0,0,0
35405031,6,14,27,93,0,0,0,0
35405032,20,24,52,89,0,1,0,0
35405033,10,27,18,126,34,0,0,0
35405034,7,41,19,93,2,0,0,0
35405035,13,46,29,134,3,0,1,0
35405036,3,23,16,160,2,0,0,0
35405037,2,26,24,172,1,0,0,0
35406001,47,10,81,107,42,1,0,0
35406002,389,40,14,24,0,0,0,1
35406003,9,2,6,9,0,0,0,0
35406004,56,13,27,64,0,0,0,0
35406005,78,24,59,85,42,9,0,1
35406006,50,9,24,61,7,0,0,0
35406007,295,45,39,53,0,0,0,0
35406008,48,3,81,66,1,0,0,0
35406009,50,7,91,80,0,0,0,0
35406010,79,2,92,109,31,0,0,0
35406011,195,30,16,22,4,0,0,0
35406012,135,10,42,63,6,0,0,0
35406013,46,10,68,126,12,0,0,0
35406014,159,30,14,54,23,1,0,0
35406015,4,4,89,57,26,3,0,0
35406016,62,10,5,21,4,1,0,0
35406017,3,130,6,92,23,91,1,0
35406018,482,19,62,195,0,0,0,1
35406019,75,6,29,71,18,0,0,0
35406020,434,50,3,5,0,0,0,0
35406021,219,39,14,20,0,2,0,0
35406023,15,23,13,12,0,0,0,0
35406024,113,19,7,26,18,0,0,0
35406025,131,25,10,31,5,1,0,0
35406026,88,12,107,151,52,0,0,0
35406027,77,9,99,37,0,0,0,0
35406028,75,33,22,101,8,0,0,0
35406029,12,7,61,160,0,2,0,0
35406030,29,1,38,16,1,0,0,0
35406031,32,3,30,38,16,0,0,0
35406032,207,16,29,51,19,0,0,0
35406033,248,43,63,100,19,1,0,1
35406034,1,5,3,43,28,44,1,0
35407002,76,14,10,119,2,1,0,8
35407004,7,5,10,60,24,0,0,8
35407005,83,5,63,85,5,1,0,1
35407006,5,2,20,68,20,3,0,36
35407007,28,12,32,75,10,0,0,2
35407008,31,12,49,116,34,1,1,15
35407009,8,0,0,4,0,0,0,0
35407010,37,6,31,65,1,0,0,2
35407011,24,2,37,101,0,0,0,0
35407012,152,78,5,8,7,0,0,2
35407013,15,4,7,69,13,0,0,0
35407014,25,5,4,60,3,0,0,2
35407015,30,3,21,72,7,0,0,0
35407016,81,63,5,21,3,0,0,0
35407017,135,110,19,49,8,0,0,0
35407018,17,3,15,33,1,0,0,33
35407019,79,77,7,9,0,0,0,0
35407020,75,35,1,2,3,0,0,0
35407021,70,27,0,0,0,0,0,0
35407022,33,8,3,87,0,0,0,0
35407023,176,36,8,118,11,0,0,1
35407024,110,80,19,61,6,0,0,8
35407025,93,74,0,33,0,0,0,0
35407026,16,5,33,81,0,0,0,0
35407027,1,0,0,0,0,0,0,0
35407028,52,29,1,0,0,0,0,0
35407029,79,73,4,35,0,0,1,0
35407030,165,99,14,32,5,1,0,1
35407031,276,26,7,18,4,0,0,0
35407033,38,21,0,8,3,1,0,0
35407034,5,1,50,136,5,0,0,1
35408001,56,14,3,173,4,0,0,0
35408002,0,0,4,90,0,0,0,0
35408003,0,1,29,113,0,0,0,3
35408004,5,51,17,124,0,0,0,0
35408005,18,17,20,134,2,0,0,0
35408006,31,62,39,108,0,0,0,0
35408007,1,0,45,91,0,0,0,0
35408008,5,0,6,72,0,0,0,0
35408010,52,66,53,190,0,0,0,0
35408011,47,23,14,51,0,0,0,0
35408012,28,6,11,148,0,0,0,0
35408013,12,5,39,154,0,0,0,0
35408014,9,0,73,222,0,0,0,0
35408015,8,2,92,219,1,0,0,0
35408016,6,13,8,32,0,0,0,0
35408017,2,0,40,111,1,0,0,0
35408018,2,0,12,136,0,0,0,2
35408019,52,3,36,175,1,0,0,0
35408020,2,3,41,77,1,0,0,0
35408021,7,2,121,224,0,0,0,0
35408022,88,27,18,116,0,0,0,0
35408023,7,1,32,162,0,0,0,0
35408024,6,3,17,55,0,0,0,0
35408025,24,48,73,231,2,0,0,0
35408026,36,22,48,223,0,0,0,0
35408027,3,2,29,86,1,0,0,0
35408029,24,15,13,63,0,0,0,0
35408030,47,39,211,465,0,0,0,0
35408031,2,0,19,48,0,0,0,0
35408032,27,1,36,72,0,0,0,0
35408033,84,2,33,386,1,0,1,0
35408034,131,91,35,125,3,0,0,3
35408035,53,2,14,96,1,0,0,0
35408036,7,6,30,46,0,0,0,0
35408037,56,6,39,74,0,0,0,0
35408038,5,0,60,296,0,0,0,0
35408040,8,8,29,137,0,0,0,0
35408041,5,7,11,474,0,1,0,0
35408042,29,43,45,203,3,0,0,0
35408043,7,5,102,301,0,0,0,0
35408044,26,88,7,99,0,0,0,0
35408045,217,32,40,229,1,0,0,0
35408046,4,4,25,45,0,0,0,0
35409001,474,16,1,14,0,0,0,0
35409002,22,5,35,21,0,0,0,0
35409003,35,6,41,119,0,0,0,0
35409004,4,16,3,22,0,0,0,0
35409005,0,1,4,24,17,0,0,0
35409006,113,61,63,121,4,0,0,0
35409007,210,117,81,586,2,0,0,0
35409008,320,313,40,229,7,0,0,1
35409009,15,12,12,40,0,0,0,0
35409010,87,38,95,144,21,0,0,0
35409011,135,75,4,33,0,1,0,0
35409012,28,148,90,202,0,0,0,0
35409013,43,100,2,159,1,0,0,0
35409015,24,2,15,52,0,0,0,0
35409016,10,33,5,58,9,0,0,0
35409017,95,46,1,78,2,0,0,0
35409018,18,11,27,77,1,0,0,0
35409019,4,0,13,50,0,0,0,0
35409020,8,33,15,54,0,0,0,0
35409021,39,67,30,146,0,0,0,0
35409022,27,82,22,104,0,0,0,0
35409023,3,4,1,7,0,0,0,0
35409024,8,1,35,105,0,0,0,0
35409025,18,18,10,12,0,0,0,0
35409026,0,0,1,18,0,0,0,0
35409027,242,60,51,170,2,0,0,0
35409028,1,0,9,174,0,0,0,0
35410001,69,81,3,44,0,0,0,6
35410002,83,114,1,10,0,0,0,17
35410003,29,37,6,103,0,0,0,7
35410004,3,3,5,97,0,0,0,63
35410005,0,0,0,55,0,0,0,135
35410006,0,0,0,0,0,0,0,148
35410007,6,0,6,45,0,0,0,22
35410008,0,2,1,2,0,0,1,242
35410009,30,47,0,3,0,0,0,2
35410010,63,100,0,1,0,0,0,11
35410011,89,59,1,4,0,0,0,4
35410012,64,124,9,52,0,1,0,65
35410013,74,68,4,25,0,0,0,29
35410014,67,80,4,17,0,0,0,53
35410015,54,75,4,30,0,2,0,45
35410016,20,20,0,20,2,0,0,14
35410017,36,31,1,6,0,0,0,8
35410018,52,58,0,3,0,0,0,11
35410019,86,129,2,122,2,0,0,61
35410020,91,124,0,0,0,0,0,23
35410021,70,60,0,40,0,0,0,11
35410022,38,61,0,8,0,0,0,16
35410023,14,2,4,103,0,0,0,64
35410024,8,17,8,84,0,1,0,62
35410025,56,100,5,49,1,0,0,52
35411001,15,6,56,95,0,0,0,0
35411002,2,0,25,96,1,0,0,0
35411003,14,4,107,117,0,1,0,0
35411004,0,0,7,69,9,0,0,0
35411005,4,0,50,23,0,0,0,0
35411006,6,13,48,89,0,18,0,0
35411007,0,2,65,106,0,0,0,0
35411008,3,8,43,147,1,0,0,0
35411009,3,0,131,222,0,0,0,0
35411010,165,8,18,93,0,0,0,0
35411011,9,1,86,85,0,0,0,0
35411012,1,1,16,74,0,0,0,0
35411013,5,0,5,37,0,0,0,0
35411014,13,3,65,139,1,0,0,0
35411015,3,0,13,95,0,0,0,0
35411016,19,6,22,102,0,0,0,2
35411017,53,16,52,106,0,0,0,0
35411018,1,3,121,147,0,0,0,0
35411019,4,1,68,110,0,0,1,0
35411020,2,1,46,145,0,0,0,0
35411021,194,26,42,241,1,0,0,0
35411022,2,1,41,69,0,0,0,0
35411023,1,1,34,102,0,0,0,0
35411024,1,1,13,103,2,0,0,0
35411025,12,4,149,62,0,0,0,0
35411026,6,0,125,104,0,1,0,0
35411027,11,36,29,117,1,12,0,0
35412001,2,1,2,72,0,0,0,9
35412003,4,3,16,122,0,0,0,17
35412004,1,0,8,116,0,0,0,44
35412006,48,18,4,185,0,0,0,28
35412007,3,3,4,73,0,0,0,3
35412008,0,4,18,59,0,0,0,7
35412009,2,0,11,71,0,0,0,1
35412010,0,2,8,34,0,0,0,0
35412011,3,0,17,52,0,0,0,8
35412012,4,1,23,80,0,0,0,10
35412013,4,1,21,153,0,0,0,14
35412014,30,33,7,72,0,0,0,8
35412015,2,2,13,84,0,0,0,5
35412016,1,1,6,114,0,0,0,8
35412017,12,5,14,102,1,0,0,4
35412018,102,49,10,202,2,0,0,11
35412019,137,105,2,107,0,0,0,4
35412020,6,0,15,81,0,0,0,6
35412021,1,0,4,105,0,0,0,11
35412023,105,86,23,117,0,0,0,5
35412024,21,22,10,110,0,0,0,21
35412025,32,41,18,106,0,1,0,5
35412026,27,17,5,47,0,0,0,8
35412027,0,0,1,206,1,0,0,23
35412028,11,3,13,78,0,0,0,6
35412029,78,36,4,94,0,0,1,5
35413001,85,74,44,87,0,0,0,0
35413002,48,9,180,218,0,0,0,0
35413003,10,5,49,170,1,0,0,0
35413004,6,5,40,53,0,0,0,0
35413005,1,1,96,139,0,0,0,0
35413006,9,2,39,55,0,0,0,0
35413007,6,2,58,88,1,0,0,0
35413008,4,0,60,144,0,0,0,0
35413009,3,1,68,90,0,0,0,0
35413010,44,25,19,143,0,0,0,0
35413011,1,0,20,53,0,0,0,0
35413012,7,7,36,35,1,0,0,0
35413013,20,47,21,134,0,1,0,0
35413014,4,0,43,86,0,0,0,0
35413015,21,8,14,83,1,0,0,0
35413017,20,6,34,89,0,0,0,0
35413018,12,23,22,149,1,0,0,0
35413020,2,0,28,70,0,0,0,0
35413021,538,279,693,387,0,1,0,0
35413022,0,1,18,62,0,0,0,0
35413023,2,0,67,79,0,0,0,0
35413024,45,24,104,281,2,0,0,0
35413025,8,5,49,110,1,0,0,0
35413026,52,36,26,125,5,0,0,0
35413027,47,41,42,91,0,0,0,0
35413029,1,4,86,145,0,0,0,0
35413030,12,45,26,152,0,0,0,0
35413031,9,6,75,170,10,0,0,0
35413032,32,25,10,61,0,0,0,0
35413033,3,1,47,77,0,0,0,0
35413034,36,14,43,119,0,0,0,0
35413035,88,39,22,122,3,0,0,0
35413036,12,3,52,142,0,0,0,0
35413037,3,0,19,94,1,0,1,0
35413038,7,3,10,23,0,0,0,0
35413039,0,0,47,67,0,1,0,0
35413040,23,1,90,82,0,0,0,0
35413041,6,1,38,149,0,0,0,0
35413042,12,11,13,22,0,0,0,0
35413043,64,27,36,74,0,0,0,0
35413044,22,6,154,203,1,0,0,0
35413045,9,2,25,87,0,0,0,0
35413046,17,3,81,51,0,0,0,0
35414001,25,5,10,91,0,0,0,0
35414002,10,1,33,93,0,0,0,0
35414003,174,158,12,134,0,0,0,0
35414004,0,4,1,51,0,0,0,0
35414006,75,85,0,41,0,2,0,6
35414007,72,50,0,2,0,0,0,5
35414008,101,53,18,303,3,18,1,3
35414009,88,39,1,17,0,0,0,2
35414010,95,47,5,94,0,0,0,0
35414011,87,73,6,38,0,3,0,8
35414012,125,49,1,38,0,0,0,0
35414013,162,49,5,149,0,0,0,0
35414014,178,60,0,118,0,0,0,0
35414015,190,65,1,42,0,0,0,0
35414016,2,6,18,90,0,0,0,0
35415001,14,107,79,146,0,1,0,0
35415002,133,37,20,145,0,1,1,13
35415004,3,3,16,38,0,0,0,0
35415008,7,5,30,357,0,1,0,0
35415009,7,82,1,10,1,336,1,0
35415010,17,17,41,108,2,2,0,23
35415011,0,2,0,1,23,58,0,0
35415013,34,70,35,195,4,23,0,136
35415014,5,82,67,174,0,0,0,0
35415016,16,96,4,56,1,0,0,4
35415017,39,11,77,227,1,2,0,0
35415018,21,22,77,261,3,17,0,0
35415019,13,42,82,277,18,5,0,1
35415020,4,0,2,44,0,1,0,0
35415021,1,17,4,17,0,1,0,0
35415022,9,74,47,81,0,1,0,0
35415023,24,2,26,127,1,0,0,26
35415024,644,605,55,92,1,0,1,0
35415025,121,274,0,112,0,14,1,0
35415026,26,12,35,132,0,11,0,4
35415028,91,28,219,278,0,0,0,1
35415029,10,5,19,43,0,0,0,2
35415030,5,15,6,18,0,0,0,0
35415031,44,43,83,659,4,5,0,0
35415032,32,11,83,216,1,1,0,2
35415033,9,2,20,70,1,3,0,0
35415035,0,19,0,23,30,54,0,0
35415036,0,46,2,28,1,43,0,0
35415037,0,2,0,5,1,224,0,0
35416001,2,4,13,48,57,0,0,0
35416002,20,4,2,27,0,0,0,0
35416003,32,1,0,200,1,0,0,5
35416004,745,5,0,44,0,0,0,0
35416005,34,10,5,76,0,0,0,0
35416006,5,2,28,57,28,0,0,3
35416007,55,15,28,117,0,1,0,3
35416008,320,144,7,16,0,0,0,12
35416009,4,1,4,18,0,0,0,0
35416010,294,151,21,203,0,0,1,11
35416011,52,27,1,3,0,0,0,0
35416012,9,3,9,51,0,0,0,0
35416013,100,83,1,4,19,0,0,2
35416014,7,3,2,15,3,0,0,0
35416015,65,40,38,242,1,0,0,10
35416016,14,2,7,13,31,0,0,0
35416017,251,43,1,3,43,1,0,0
35416019,0,1,1,95,0,0,0,0
35416020,2,1,10,29,34,0,0,0
35416021,27,12,0,5,0,0,0,0
35416022,30,109,13,264,315,2,0,20
35416023,13,0,27,100,0,0,0,0
35416024,83,43,6,68,1,0,0,0
35416025,93,56,12,69,4,0,0,3
35416026,14,1,21,80,1,0,0,12
35416027,158,170,33,187,172,1,0,17
35416029,59,50,3,82,85,0,0,0
35416030,131,102,11,30,30,0,0,14
35416031,71,144,14,62,35,0,0,0
35416032,190,230,6,55,23,0,0,0
35416033,30,11,0,0,0,0,0,1
35416034,455,139,5,40,6,0,0,6
35416036,7,1,0,11,0,0,0,1
35416037,41,86,8,15,0,0,0,0
35416038,9,3,4,6,0,0,0,3
35417001,1,2,30,93,0,0,0,0
35417002,41,8,25,151,0,0,0,0
35417003,27,12,72,412,3,0,0,0
35417004,23,10,176,290,0,0,0,0
35417005,33,3,91,353,0,0,0,0
35417006,3,0,21,92,0,0,0,0
35417008,115,52,62,162,0,0,0,0
35417009,1,1,32,117,2,0,0,0
35417010,5,8,65,155,0,0,0,0
35417011,1,5,14,56,0,0,0,0
35417012,0,1,34,81,0,0,0,0
35417013,0,1,19,107,0,0,0,0
35417014,1,1,69,170,1,0,0,0
35417015,0,0,41,106,0,0,0,0
35417016,46,16,29,105,0,0,0,0
35417017,0,2,26,133,0,0,0,0
35417018,4,9,29,150,1,0,0,0
35418001,18,3,53,227,0,0,0,54
35418002,60,67,1,27,0,0,0,8
35418003,36,21,7,56,0,0,0,2
35418004,43,28,9,17,1,0,0,0
35418005,49,69,3,24,1,0,0,14
35418006,57,25,7,83,0,0,0,2
35418007,76,69,1,21,0,0,0,0
35418008,11,26,16,108,1,0,0,13
35418009,44,44,4,42,0,0,0,0
35418010,56,65,2,8,0,0,0,37
35418011,179,174,25,187,0,0,0,41
35418012,20,18,12,90,0,0,0,0
35418013,43,57,0,3,0,0,0,8
35418014,79,66,1,13,0,0,0,19
35419001,2,3,31,164,0,0,0,0
35419002,7,1,17,75,0,0,0,0
35419003,34,10,70,199,0,0,0,0
35419004,37,11,47,186,0,0,0,0
35419005,10,21,19,25,0,0,0,0
35419006,35,14,10,22,0,1,0,0
35419007,23,11,40,262,0,0,0,0
35419008,17,6,86,198,0,0,0,1
35419009,29,11,11,25,4,0,0,0
35419010,5,6,74,216,0,0,0,0
35419011,37,33,73,211,0,0,0,0
35419012,36,48,49,225,0,0,0,0
35419013,31,17,38,108,0,0,0,0
35419014,4,4,33,101,0,0,0,0
35420001,19,17,118,190,0,0,0,0
35420002,37,28,195,501,0,2,0,0
35420003,70,41,102,173,0,0,0,0
35420004,98,36,251,259,0,1,0,0
35420005,178,47,47,104,1,0,0,0
35420006,43,12,66,178,1,0,0,0
35420007,19,11,113,123,0,0,0,0
35420008,14,5,53,117,0,0,0,0
35420009,53,33,41,127,3,0,0,0
35420010,66,26,89,141,0,0,0,0
35421002,64,69,2,20,0,1,1,40
35421004,51,56,0,28,0,0,0,1
35421005,62,31,0,0,0,0,0,7
35421006,147,174,5,54,0,0,0,97
35421007,146,56,1,10,0,1,0,6
35421008,22,36,3,37,0,0,0,2
35421009,368,27,0,3,0,0,0,3
35422001,4,0,5,16,0,0,0,0
35422002,23,8,12,182,0,0,0,1
35422004,3,2,14,106,0,0,0,0
35422005,22,12,22,221,1,0,0,0
35422006,10,9,0,50,0,0,0,0
35422007,55,27,4,196,0,0,0,0
35422008,41,6,4,140,0,0,0,0
35422009,26,7,13,316,0,0,0,0
35422010,57,23,4,143,0,0,0,0
35422011,48,30,4,179,0,0,0,0
35422012,30,16,16,116,0,0,1,0
35422013,11,3,10,111,0,0,0,0
36901001,1,0,9,39,0,0,0,0
36901003,10,1,7,42,0,0,0,0
36901006,6,4,1,46,0,0,0,0
36901008,37,28,7,26,0,0,0,0
36901009,2,1,14,75,0,0,0,0
36901010,27,13,5,19,0,0,0,0
36901011,36,16,4,24,0,0,0,1
36901013,3,1,1,4,0,0,0,0
36901015,14,3,7,33,0,0,0,0
36901016,38,14,7,51,0,0,0,0
36901017,86,30,26,67,0,0,0,0
36901018,21,10,10,19,0,0,0,0
36901019,14,25,5,13,0,0,0,0
36901020,11,9,9,19,0,0,0,0
36901021,18,11,12,40,0,0,0,0
36901022,39,8,8,17,0,0,0,0
36901023,2,3,16,112,0,0,0,0
36901024,1,0,19,78,0,0,0,2
36902001,352,109,213,278,55,70,0,7
36902002,270,33,50,46,0,1,0,6
36902003,67,22,16,52,0,1,0,1
36902004,24,9,19,35,1,1,0,2
36902005,42,16,45,68,1,0,0,0
36902006,23,5,15,22,0,0,0,0
36902007,240,86,122,343,0,3,2,1
36902008,95,26,24,54,2,2,0,0
36902009,39,5,93,78,0,0,0,0
36902010,194,106,51,158,1,4,0,45
36902011,40,13,34,105,0,0,0,0
36902012,36,9,42,53,1,0,0,0
36902013,39,6,31,26,0,0,0,0
36902014,1,2,2,14,2,14,0,0
36902015,2,9,5,91,20,94,3,7
36903001,2,3,53,41,0,0,0,0
36903002,3,2,28,30,0,0,0,0
36903003,1,1,20,20,0,0,0,0
36903004,1,1,50,30,0,0,0,1
36903005,2,13,40,43,0,1,0,0
36903006,0,19,24,25,1,0,0,0
36903007,1,1,14,14,0,0,0,4
36903008,17,15,28,107,18,0,2,1
36903009,0,16,28,46,0,0,0,0
36903011,2,14,30,30,0,0,0,0
36903012,6,23,116,49,0,0,0,0
36903013,9,11,52,21,0,0,0,0
36903016,2,1,32,20,0,0,0,0
36903017,4,3,52,57,0,0,0,0
36903018,2,6,29,69,0,0,0,2
36903019,4,12,3,35,4,0,0,0
36903020,5,5,5,18,33,0,0,0
36903021,3,1,27,16,0,0,0,0
36903022,0,3,13,14,0,0,0,0
36903023,7,14,26,63,0,0,0,2
36903024,2,3,12,24,0,0,0,6
36903025,0,0,46,23,0,0,0,0
36903027,19,10,102,183,1,0,0,1
36903028,0,5,27,24,0,0,0,0
36903029,2,8,10,17,0,0,0,0
36903030,7,7,8,34,0,0,0,0
36903031,12,2,12,38,4,0,0,0
36903033,0,0,33,9,0,0,0,0
36903034,5,1,44,40,0,0,0,2
36903035,2,8,45,37,0,0,0,0
36903036,5,26,62,26,0,0,0,0
36903037,4,2,8,14,0,0,0,0
36903038,3,0,19,9,0,0,0,0
36903039,0,0,13,8,0,0,0,0
36903040,1,23,31,58,1,28,0,0
36903041,2,1,25,31,0,0,0,0
