particular,A002,A003,A004,A006,A007,A008,A009,A010,A014,A017,A018,A019,A021,A029,A117,A118,A119,A121,A122,A123,A124,A126,A127,Total
               Western Mindanao State University,"2,086",957,"1,072",12,"8,020",139,0,0,"5,664","2,395",85,0,"1,375","6,182",0,66,0,0,158,0,41,0,0,"28,252"
               Zamboanga City State Polytechnic College,529,199,166,0,712,0,0,0,"1,800",138,76,0,39,516,0,2,96,0,0,0,0,0,0,"4,273"
               Zamboanga State College of Marine,,,,,,,,,,,,,,,,,,,,,,,,
                     Sciences and Technology,997,410,139,8,"1,269",148,0,0,"2,148",88,184,0,125,"2,672",54,9,0,0,0,0,45,0,0,"8,296"
,,,,,,,,,,,,,,,,,,,,,,,,
          Region X - NORTHERN MINDANAO,"6,703","2,444","8,868",456,"21,140",50,0,"4,548","29,478","3,513","3,775",191,"4,816","18,386",269,61,"1,700",0,429,0,202,0,0,"107,029"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               Bukidnon State College,866,117,560,19,"2,433",0,0,0,"2,568",403,"3,528",0,315,188,57,22,325,0,244,0,2,0,0,"11,647"
               Camiguin Polytechnic State College,293,94,57,0,"1,441",0,0,0,653,34,75,0,45,501,0,0,0,0,0,0,0,0,0,"3,193"
               Central Mindanao University,"2,093",302,"5,714",0,"11,595",0,0,0,"5,802","1,090",0,191,"3,208","4,069",10,16,404,0,53,0,54,0,0,"34,601"
               Mindanao Polytechnic State College,71,210,360,388,582,0,0,31,"3,890",393,92,0,375,"1,526",36,0,619,0,0,0,123,0,0,"8,696"
               MSU-Iligan Institute of Technology,"2,835","1,594","1,887",2,"3,893",0,0,"4,517","16,005","1,040",0,0,754,"10,034",141,0,276,0,127,0,12,0,0,"43,117"
               Misamis Oriental State College of,,,,,,,,,,,,,,,,,,,,,,,,
                     Agriculture and Technology,305,42,59,0,841,0,0,0,195,383,0,0,62,"1,924",25,2,56,0,0,0,11,0,0,"3,905"
               Northwestern Mindanao State College of,,,,,,,,,,,,,,,,,,,,,,,,
                     Science and Technology,240,85,231,47,355,50,0,0,365,170,80,0,57,144,0,21,20,0,5,0,0,0,0,"1,870"
,,,,,,,,,,,,,,,,,,,,,,,,
          Region XI - SOUTHEASTERN MINDANAO,"1,987","1,413","1,440",13,"8,612",182,0,0,"6,197","9,474",619,0,471,"12,402",76,70,307,0,291,0,187,0,220,"43,961"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               Davao del Norte State College,323,153,151,9,867,5,0,0,"1,358",81,80,0,85,341,0,0,17,0,0,0,48,0,0,"3,518"
               Davao Oriental State College of Science,,,,,,,,,,,,,,,,,,,,,,,,
                     and Technology,538,136,255,2,"1,082",64,0,0,769,211,462,0,120,749,0,35,125,0,27,0,52,0,215,"4,842"
               Southern Philippines Agri-Business and,,,,,,,,,,,,,,,,,,,,,,,,
                     Marine and Aquatic School of Technology,241,65,274,2,"1,372",39,0,0,719,233,8,0,58,284,0,12,4,0,19,0,22,0,0,"3,352"
               University of Southeastern Philippines,885,"1,059",760,0,"5,291",74,0,0,"3,351","8,949",69,0,208,"11,028",76,23,161,0,245,0,65,0,5,"32,249"
,,,,,,,,,,,,,,,,,,,,,,,,
          Region XII - CENTRAL MINDANAO,"12,008","3,020","9,109",929,"34,647","1,263",0,"12,769","29,719","5,254","1,030",0,"1,285","16,348",330,210,"2,531",0,491,0,652,0,35,"131,630"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               Adiong Memorial Polytechnic State College,978,60,502,70,"3,536",48,0,35,190,220,150,0,22,560,13,35,240,0,40,0,25,0,35,"6,759"
               Cotabato City State Polytechnic College,900,594,300,340,"1,723",0,0,0,410,950,80,0,600,400,80,40,367,0,200,0,70,0,0,"7,054"
               Cotabato Foundation College of Science,,,,,,,,,,,,,,,,,,,,,,,,
                     and Technology,809,37,870,99,"8,162",0,0,0,"1,094",273,3,0,66,739,0,0,78,0,10,0,195,0,0,"12,435"
               Mindanao State University,"5,895",947,"4,686",285,"13,108","1,100",0,"12,734","22,563","1,267",474,0,81,"9,345",137,0,275,0,104,0,12,0,0,"73,013"
               Sultan Kudarat Polytechnic State College,"1,388",575,400,50,"2,665",0,0,0,984,425,238,0,100,376,100,125,405,0,100,0,175,0,0,"8,106"
               University of Southern Mindanao,"2,038",807,"2,351",85,"5,453",115,0,0,"4,478","2,119",85,0,416,"4,928",0,10,"1,166",0,37,0,175,0,0,"24,263"
,,,,,,,,,,,,,,,,,,,,,,,,
          Caraga Administrative Region,"1,810",576,"3,587",19,"6,226",23,0,0,"4,874","4,308","1,347",0,504,"6,263",77,60,322,0,85,0,125,20,0,"30,226"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               Agusan del Sur State College of,,,,,,,,,,,,,,,,,,,,,,,,
                     Agriculture and Technology,270,77,"1,275",0,"1,313",0,0,0,303,60,91,0,70,574,1,0,40,0,0,0,73,0,0,"4,147"
               Northern Mindanao State Institute of,,,,,,,,,,,,,,,,,,,,,,,,
                     Science and Technology,310,179,"1,502",0,"2,186",20,0,0,"1,224",387,"1,111",0,185,"2,360",37,37,56,0,0,0,45,20,0,"9,659"
               Surigao del Sur Polytechnic State College,697,88,596,19,"1,465",0,0,0,"1,763","3,185",47,0,61,"2,187",39,10,182,0,58,0,7,0,0,"10,404"
               Surigao State College of Technology,533,232,214,0,"1,262",3,0,0,"1,584",676,98,0,188,"1,142",0,13,44,0,27,0,0,0,0,"6,016"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Energy,"31,087","8,534","15,231",0,"40,472","8,987",0,"441,864","18,462","7,776","2,030",0,"8,925","495,345","1,499","18,454","11,120",0,"5,981",0,35,0,0,"1,115,802"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"31,087","8,534","15,231",0,"40,472","8,987",0,"441,864","18,462","7,776","2,030",0,"8,925","495,345","1,499","18,454","11,120",0,"5,981",0,35,0,0,"1,115,802"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Environment and Natural Resources,"349,362","83,693","342,509","6,486","392,950","48,641",291,658,"135,236","57,052","12,328",139,"55,632","947,375","10,938","5,969","43,422",10,"3,449","192,018",319,137,125,"2,688,739"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"283,843","60,684","178,144","4,726","244,118","34,904",0,292,"97,435","44,265","9,555",5,"43,766","623,890","8,171","4,287","31,607",0,"2,398","86,923",269,106,125,"1,759,513"
          Environmental Management Bureau,"20,341","8,333","4,716",258,"22,742","5,888",0,113,"9,792","5,231","1,467",0,"1,342","56,238","1,600",710,"5,405",0,205,0,16,0,0,"144,397"
          Mines and Geo-Sciences Bureau,"26,918","6,430","8,998",829,"39,780","7,040",0,253,"15,336","3,811","1,306",134,"1,234","14,995","1,021",533,"2,680",10,412,"1,774",34,31,0,"133,559"
          National Mapping and Resource Information Authority,"18,260","8,246","150,651",673,"86,310",809,291,0,"12,673","3,745",0,0,"9,290","252,252",146,439,"3,730",0,434,"103,321",0,0,0,"651,270"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Finance,"115,813","115,362","269,233","5,100","472,776","444,600","14,421",0,"297,651","17,533","11,676","10,008","5,552,800","640,794","30,405","12,153","3,576",0,"1,945",21,"1,577",0,0,"8,017,444"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"11,414","4,075","2,457",1,"25,900","5,224",0,0,"40,171",983,"2,192",508,589,"53,891",417,432,0,0,382,0,996,0,0,"149,632"
          Bureau of Customs,"8,645","24,300","93,537","2,182","54,238","6,350",0,0,"56,499","8,146","1,033","4,500","634,406","40,628","26,000","1,500",0,0,200,0,0,0,0,"962,164"
          Bureau of Internal Revenue,"70,623","70,095","156,920","2,466","360,855","397,560","14,421",0,"158,709","3,743","2,766","5,000","8,570","472,312","2,470","9,822",0,0,802,21,17,0,0,"1,737,172"
          Bureau of Local Government Finance,"5,942","2,329","1,950",0,"11,691","4,981",0,0,"2,550","1,065","1,137",0,432,"4,801",0,0,0,0,11,0,0,0,0,"36,889"
          Bureau of the Treasury,"3,481","7,415","10,601",445,"8,235","12,359",0,0,"23,895",716,"1,570",0,"4,907,362","39,883",121,179,336,0,206,0,0,0,0,"5,016,804"
          Central Board of Assessment Appeals,23,112,30,6,266,126,0,0,20,6,150,0,10,160,0,0,0,0,45,0,1,0,0,955
          Cooperative Development Authority,"13,715","4,322","2,723",0,"7,450","13,458",0,0,"5,995","1,569","1,736",0,863,"5,544","1,163",85,"3,088",0,210,0,108,0,0,"62,029"
          Fiscal Incentives Review Board,14,11,0,0,33,0,0,0,28,0,0,0,1,1,15,0,10,0,0,0,0,0,0,113
          Insurance Commission,"1,518","1,155",266,0,"1,972",256,0,0,"4,892","1,136",601,0,379,"23,082",0,133,0,0,0,0,414,0,0,"35,804"
          National Tax Research Center,376,499,443,0,"1,589","3,963",0,0,"2,286",62,42,0,115,492,219,2,33,0,55,0,12,0,0,"10,188"
          Privatization and Management Office,62,"1,049",306,0,547,323,0,0,"2,606",107,449,0,73,0,0,0,109,0,34,0,29,0,0,"5,694"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Foreign Affairs,"323,729","75,740","39,045","30,959","982,666","1,109,296",0,"126,860","81,239","11,110","6,018",0,"51,891","68,735","5,150",84,"141,027",0,459,0,"1,729,861",0,0,"4,783,869"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"319,007","74,916","38,641","30,959","980,644","1,108,549",0,"126,860","79,222","3,509","5,602",0,"51,780","65,529","4,401",61,"140,742",0,0,0,"1,729,861",0,0,"4,760,283"
          Foreign Service Institute,"2,206",532,253,0,"1,428",601,0,0,"2,017","1,410",208,0,83,"2,048",112,18,0,0,435,0,0,0,0,"11,351"
          Technical Cooperation Council of the Philippines,8,0,0,0,39,30,0,0,0,7,0,0,0,901,0,0,0,0,8,0,0,0,0,993
          UNESCO National Commission of the Philippines,"2,508",292,151,0,555,116,0,0,0,"6,184",208,0,28,257,637,5,285,0,16,0,0,0,0,"11,242"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Health,"127,311","50,426","115,062","15,970","2,601,212","22,229",0,"825,276","415,400","153,197","10,463",0,"315,538","518,185","38,605","17,083","17,335",3,"1,596",0,260,0,402,"5,245,553"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"117,837","46,579","112,219","13,316","2,589,657","20,868",0,"773,458","409,501","137,846","10,261",0,"307,807","437,725","11,453","16,981","16,167",3,"1,393",0,260,0,2,"5,023,333"
          Commission on Population,"1,192","2,121","2,462",7,"5,343","1,241",0,"51,818","4,491","1,378",106,0,"7,083","9,089",165,92,0,0,186,0,0,0,0,"86,774"
          National Nutrition Council,"8,282","1,726",381,"2,647","6,212",120,0,0,"1,408","13,973",96,0,648,"71,371","26,987",10,"1,168",0,17,0,0,0,400,"135,446"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of the Interior and Local Government,"148,643","134,274","1,002,630","25,214","8,548,114","1,370,639",0,"15,212","577,846","780,565","7,169","273,037","48,006","463,815","772,378","4,402","4,208",2,"11,658",15,997,"8,081","47,511","14,244,416"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"36,579","23,465","20,156",296,"38,414","60,486",0,"15,087","29,846","29,844","3,701",0,"3,785","344,839","7,562","1,244","4,108",2,976,0,918,8,"47,501","668,817"
          Bureau of Fire Protection,"14,327","14,312","77,759",221,"298,992","28,433",0,0,"31,936","18,121",47,0,"8,622","9,636","42,544",48,0,0,348,0,0,0,0,"545,346"
          Bureau of Jail Management and Penology,"14,483","7,967","87,424",245,"1,119,143","12,398",0,58,"126,606","4,020",0,0,799,"1,635","6,697",0,0,0,0,15,0,"1,690",10,"1,383,190"
          Local Government Academy,"2,937","2,090","4,045",57,"4,199","2,973",0,0,"1,712","28,899",100,0,205,"5,456","2,321",0,1,0,38,0,79,0,0,"55,112"
          National Police Commission,"15,358","7,184","5,349",292,"22,303","24,192",0,0,"13,568","2,142","2,311",0,"1,664","21,839",759,228,0,0,268,0,0,0,0,"117,457"
          Philippine National Police,"53,149","75,380","758,191","24,015","6,841,800","1,242,157",0,0,"341,595","672,114",865,"273,037","32,495","57,129","712,162","2,861",0,0,"9,855",0,0,"6,383",0,"11,103,188"
          Philippine Public Safety College,"11,810","3,876","49,706",88,"223,263",0,0,67,"32,583","25,425",145,0,436,"23,281",333,21,99,0,173,0,0,0,0,"371,306"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Justice,"78,113","61,023","63,198","6,805","773,747","111,744",1,816,"153,423","16,787","13,531","128,342","11,558","75,036","5,385","3,573","13,856",363,"4,649",0,960,"20,046",800,"1,543,756"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"7,700","14,769","4,054","1,156","28,627","1,348",0,0,"17,593","2,243","3,532","105,342","3,050","11,522",49,873,"5,607",0,"1,110",0,0,"20,046",0,"228,621"
          Bureau of Corrections,"16,933","2,152","17,289",0,"543,610",0,0,559,"33,845","2,171",175,0,427,"2,221","1,569",636,"3,059",0,979,0,461,0,0,"626,086"
          Bureau of Immigration,"5,514","6,804","11,903",3,"35,156","9,680",0,0,"19,440","1,296",175,"5,000","1,410","13,849","2,300",647,502,0,364,0,0,0,500,"114,543"
          Commission on the Settlement of Land Problems,264,262,50,1,485,177,0,0,405,158,442,0,16,92,64,0,0,0,17,0,0,0,0,"2,433"
          Land Registration Authority,"6,369","6,286","3,777","2,341","91,831","9,068",0,0,"20,373",292,"1,784",0,"3,591","21,673",0,316,"2,915",0,150,0,0,0,0,"170,766"
          National Bureau of Investigation,"26,950","10,408","17,336","2,191","48,406","71,569",0,257,"38,387",300,"1,790","18,000","1,421","11,348",316,139,0,363,556,0,499,0,300,"250,536"
          Office of the Government Corporate Counsel,130,442,110,0,"1,009","4,451",0,0,"1,960",90,"1,050",0,230,0,25,20,0,0,100,0,0,0,0,"9,617"
          Office of the Solicitor General,981,"11,318","6,538",0,"5,080","6,117",0,0,"10,816",420,"1,568",0,603,"5,644",0,757,140,0,"1,145",0,0,0,0,"51,127"
          Parole and Probation Administration,"10,109","3,952",544,0,"6,498","3,614",1,0,"4,943","6,414","1,265",0,341,"4,881","1,060",97,149,0,96,0,0,0,0,"43,964"
          Public Attorney's Office,"3,163","4,630","1,597","1,113","13,045","5,720",0,0,"5,661","3,403","1,750",0,469,"3,806",2,88,"1,484",0,132,0,0,0,0,"46,063"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Labor and Employment,"117,169","83,310","65,319","12,151","229,576","149,447",67,"564,538","178,129","1,054,528","24,859",433,"42,909","242,481","16,736","10,514","46,912",1,"3,779",0,610,171,711,"2,844,350"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"53,095","27,900","15,050","7,157","66,147","87,188",0,"187,796","36,960","9,947","3,156",0,"5,565","107,945","3,010","3,582","29,560",0,991,0,0,0,0,"645,049"
          Institute for Labor Studies,586,498,409,0,"1,020",250,0,0,817,107,98,0,50,"2,135",116,0,0,0,57,0,0,0,0,"6,143"
          National Conciliation and Mediation Board,"4,063","2,756","1,920",25,"4,036","4,847",0,0,"2,983","1,627",110,0,464,"16,267",51,0,"1,114",0,121,0,0,0,0,"40,384"
          National Labor Relations Commission,"4,907","13,435","2,241",154,"8,512","34,807",0,0,"11,421","5,932","3,741",0,746,"11,205",462,616,425,0,125,0,0,0,0,"98,729"
          National Maritime Polytechnic,"2,069",750,"1,128",48,"5,805",847,0,19,"3,458",438,92,0,"1,327","9,434",549,58,"1,458",0,214,0,39,0,0,"27,733"
          National Wages and Productivity Commission,"3,055","2,123","3,730",24,"6,634","9,434",0,0,"1,664","1,411",357,0,377,"3,439",185,"1,008","2,564",0,340,0,9,0,0,"36,354"
          Philippine Overseas Employment Administration,"5,322","9,224","5,620","2,433","21,397","4,780",0,0,"17,911",883,"9,582",0,894,"24,256",800,140,"7,036",0,223,0,0,0,0,"110,501"
          Technical Education and Skills Development Authority,"44,072","26,624","35,221","2,310","116,025","7,294",67,"376,723","102,915","1,034,183","7,723",433,"33,486","67,800","11,563","5,110","4,755",1,"1,708",0,562,171,711,"1,879,457"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of National Defense,"450,184","204,576","3,669,123","127,373","8,098,155","66,579",0,"227,916","1,242,791","188,920","91,310","1,205,105","567,014","437,879","48,343","10,684","172,000",184,"18,880",848,259,"4,545","23,010","16,855,678"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          DND Proper (Office of the Secretary),"10,558","10,233","9,267",0,"633,663","5,217",0,136,"17,827","30,323","1,760","43,000","1,223","37,126",546,389,"13,072",0,"1,513",0,0,0,0,"815,853"
          Government Arsenal,"1,061",348,"3,707",617,"119,894",0,0,0,"13,286",235,147,0,"17,652","17,921",2,77,268,0,100,0,0,0,0,"175,315"
          National Defense College of the Philippines,"2,312","1,773","1,940",0,"6,799",0,0,0,47,77,"1,976",0,278,"4,197",310,11,0,0,327,0,0,0,0,"20,047"
          Office of Civil Defense,"9,352","6,634","1,878","2,074","28,023",730,0,"85,261","1,620","17,899",80,0,950,"5,228","6,577","6,156",479,0,193,0,0,22,0,"173,156"
          Philippine Veterans Affairs Office,"1,666","26,783","8,115",77,"261,179","5,687",0,"132,340","54,081",638,536,0,908,"29,493",3,300,"6,048",0,140,0,0,0,0,"527,994"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               Philippine Veterans Affairs Office (Proper),"1,314","25,552","5,605",77,"16,858","5,479",0,"132,340","10,804",535,394,0,457,"12,624",0,300,"5,989",0,112,0,0,0,0,"218,440"
               Military Shrines Service,352,210,"1,876",0,"1,595",208,0,0,"1,032",21,23,0,23,"2,871",3,0,59,0,7,0,0,0,0,"8,280"
               Veterans Memorial Medical Center,0,"1,021",634,0,"242,726",0,0,0,"42,245",82,119,0,428,"13,998",0,0,0,0,21,0,0,0,0,"301,274"
,,,,,,,,,,,,,,,,,,,,,,,,
          Armed Forces of the Philippines,"425,235","158,805","3,644,216","124,605","7,048,597","54,945",0,"10,179","1,155,930","139,748","86,811","1,162,105","546,003","343,914","40,905","3,751","152,133",184,"16,607",848,259,"4,523","23,010","15,143,313"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               Philippine Army (Land Forces),"96,052","53,696","579,832","45,906","2,244,126","16,863",0,0,"297,923","56,353",0,"34,211","35,815","85,806","32,008","2,021","5,848",184,"6,271",406,0,535,"22,262","3,616,118"
               Philippine Air Force (Air Forces),"162,262","20,676","1,202,751","20,615","1,208,744","5,380",0,72,"256,672","35,585","43,381","47,839","176,253","8,525","1,304",634,"22,968",0,"2,315",0,19,"3,130",0,"3,219,125"
               Philippine Navy (Maritime Forces),"19,310","8,760","590,064","48,679","1,702,428","2,436",0,0,"255,793","11,166",268,"24,749","13,199","116,698",0,0,390,0,"2,000",0,0,150,0,"2,796,090"
               General Headquarters (Proper),"84,120","56,550","1,231,519","9,199","1,393,427","26,486",0,"10,107","213,709","27,488","39,020","1,055,306","302,262","79,807","6,230",886,"100,496",0,"4,979",442,96,708,748,"4,643,585"
               Presidential Security Group,"49,254","15,123","4,534",0,"56,167","1,753",0,0,"44,949","3,236","3,613",0,"1,709","1,103",507,0,"6,144",0,228,0,0,0,0,"188,320"
               Philippine Military Academy,"7,978","2,041","9,593",0,"33,863",250,0,0,"16,725","2,546",0,0,"13,311",842,802,83,"11,734",0,515,0,132,0,0,"100,415"
               Armed Forces of the Philippines Medical Center,832,"1,346","21,653",0,"345,902",702,0,0,"70,159","1,223",500,0,"3,348","18,192",43,127,"2,522",0,229,0,0,0,0,"466,778"
               Retirees and Reservists Affairs Program,"2,711",613,"4,270",206,"11,032",509,0,0,0,741,29,0,106,"32,771",11,0,"2,031",0,70,0,12,0,0,"55,112"
               Exercise Balikatan,"2,716",0,0,0,"52,908",566,0,0,0,"1,410",0,0,0,170,0,0,0,0,0,0,0,0,0,"57,770"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Public Works and Highways,"48,365","40,192","14,698,481","1,918","133,703","7,668",0,"1,270","112,723","4,346","3,469",0,"859,604","196,753","1,227",527,511,124,896,0,25,0,158,"16,111,960"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"48,365","40,192","14,698,481","1,918","133,703","7,668",0,"1,270","112,723","4,346","3,469",0,"859,604","196,753","1,227",527,511,124,896,0,25,0,158,"16,111,960"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Science and Technology,"36,828","34,611","52,161","1,436","92,989","6,994",0,"772,664","103,785","561,081","6,188",0,"41,537","123,206","7,715","1,069","13,308",0,"1,728",3,"2,372",0,308,"1,859,983"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"9,904","6,701","12,794",123,"16,029","2,077",0,"220,151","12,281","2,238","2,294",0,"1,669","26,132",508,79,"2,629",0,289,3,196,0,33,"316,130"
          Advanced Science and Technology Institute,343,"1,435",125,16,975,9,0,0,"2,736",145,98,0,228,"1,805",160,0,84,0,13,0,0,0,0,"8,172"
          Food and Nutrition Research Institute,"1,591",219,782,19,"5,092",47,0,0,"3,988",275,82,0,224,"4,947",238,0,162,0,19,0,0,0,0,"17,685"
          Forest Products Research and Development Institute,"1,593",610,827,0,"2,741",0,0,"7,323","4,375",550,92,0,800,"2,009",276,0,0,0,63,0,105,0,0,"21,364"
          Industrial Technology Development Institute,274,172,846,125,"4,475",83,0,"9,952","8,801",123,86,0,965,"5,841",113,0,0,0,28,0,"1,162",0,0,"33,046"
          Metals Industry Research and Development Center,477,637,"3,566",75,"5,245",229,0,"8,697","8,932",167,104,0,528,"3,866",245,43,137,0,30,0,0,0,0,"32,978"
          National Academy of Science and Technology,52,276,198,0,449,5,0,0,488,10,94,0,86,"16,152",565,5,"1,950",0,8,0,72,0,0,"20,410"
          National Research Council of the Philippines,460,222,718,6,914,124,0,"3,770",821,379,120,0,98,"1,481",241,21,"1,261",0,16,0,100,0,240,"10,992"
"          Philippine Atmospheric, Geophysical and",,,,,,,,,,,,,,,,,,,,,,,,
                Astronomical Services Administration,"6,348","9,022","6,011",309,"24,173","4,031",0,0,"17,255",868,"1,610",0,"30,998","12,941",639,68,"2,702",0,206,0,286,0,0,"117,467"
          Philippine Council for Advanced Science and,,,,,,,,,,,,,,,,,,,,,,,,
                Technology Research and Development,257,310,410,0,653,0,0,"84,852","1,374",32,62,0,133,643,375,28,77,0,20,0,0,0,0,"89,226"
"          Philippine Council for Agriculture, Forestry",,,,,,,,,,,,,,,,,,,,,,,,
                and Natural Resources Research and Development,"4,319","2,053","5,927",2,"5,469",0,0,"225,168","4,615","4,205",89,0,595,"6,365","1,611",13,"2,297",0,54,0,40,0,0,"262,822"
          Philippine Council for Aquatic and Marine,,,,,,,,,,,,,,,,,,,,,,,,
                Research and Development,515,198,181,0,"1,115",10,0,"27,339",818,"2,733",36,0,149,838,25,0,50,0,25,0,0,0,0,"34,032"
          Philippine Council for Health Research and Development,964,858,113,5,345,86,0,"24,158","1,516",38,116,0,89,"4,300",494,454,315,0,29,0,0,0,0,"33,880"
          Philippine Council for Industry and Energy,,,,,,,,,,,,,,,,,,,,,,,,
                Research and Development,817,130,458,0,"1,103",145,0,"116,387","1,750",219,154,0,146,922,348,20,448,0,25,0,0,0,0,"123,072"
          Philippine Institute of Volcanology and Seismology,"4,838","4,309","8,653",46,"6,267",28,0,0,"5,845",267,71,0,816,"2,919",240,10,75,0,178,0,1,0,0,"34,563"
          Philippine Nuclear Research Institute,871,"2,604","4,100",489,"6,422",0,0,"2,415","7,260",221,39,0,"1,106","6,617",77,4,94,0,50,0,378,0,35,"32,782"
          Philippine Science High School,"2,338","3,078","4,320",96,"7,099",23,0,0,"11,905","64,501",627,0,"2,145","16,034",600,194,381,0,459,0,32,0,0,"113,832"
          Philippine Textile Research Institute,131,332,862,27,992,10,0,"8,025","3,392",34,108,0,335,"2,195",154,23,80,0,65,0,0,0,0,"16,765"
          Science Education Institute,212,418,130,0,"1,867",6,0,"2,298","1,878","483,800",157,0,240,"1,858",0,0,0,0,90,0,0,0,0,"492,954"
          Science and Technology Information Institute,43,681,542,0,872,81,0,307,"2,551",100,51,0,106,"3,296",482,106,353,0,54,0,0,0,0,"9,625"
          Technology Application and Promotion Institute,481,346,598,98,692,0,0,"31,822","1,204",176,98,0,81,"2,045",324,1,213,0,7,0,0,0,0,"38,186"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Social Welfare and Development,"91,375","28,924","38,956","9,403","156,940","4,053",0,"2,662,059","52,431","66,947","4,549",0,"9,780","574,591","3,686","1,643",972,0,763,0,0,0,0,"3,707,072"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"82,705","25,664","37,322","9,403","148,330","1,963",0,"2,479,058","50,510","64,856","4,045",0,"9,349","538,600","1,487","1,469",44,0,692,0,0,0,0,"3,455,497"
          Council for the Welfare of Children,"5,437",936,763,0,"4,724",151,0,"182,899",590,462,328,0,250,"25,969","1,945",0,762,0,18,0,0,0,0,"225,234"
          Inter-Country Adoption Board,"1,865","1,589",451,0,"2,782",136,0,0,658,"1,422",78,0,121,"5,692",106,168,166,0,14,0,0,0,0,"15,248"
