particular,A002,A003,A004,A006,A007,A008,A009,A010,A014,A017,A018,A019,A021,A029,A117,A118,A119,A121,A122,A123,A124,A126,A127,Total
               MSU-Tawi-Tawi College of Technology and Oceanography,"1,236",206,"1,917",0,"2,725",0,0,466,"1,722",150,110,0,100,"2,675",0,0,0,0,100,0,0,0,0,"11,407"
               Sulu State College,830,80,310,0,"1,221",0,0,0,500,90,68,0,0,0,0,0,0,0,156,0,0,0,0,"3,255"
               Tawi-Tawi Regional Agricultural College,920,250,450,275,"1,294",94,0,350,480,100,68,0,50,0,0,72,0,0,505,0,120,0,0,"5,028"
               Western Mindanao State University,"2,100","1,000","1,175",36,"9,494",267,0,0,"5,750","2,400",122,0,"1,628","6,510",10,73,30,2,190,80,52,0,0,"30,919"
               Zamboanga City State Polytechnic College,500,205,250,0,760,0,0,0,"1,690",160,78,0,26,583,0,0,0,0,0,0,30,0,0,"4,282"
               Zamboanga State College of Marine,,,,,,,,,,,,,,,,,,,,,,,,
                     Sciences and Technology,"1,100",370,95,0,"1,241",180,0,0,"1,300","1,435",94,0,0,"2,670",180,0,0,0,307,0,50,0,0,"9,022"
,,,,,,,,,,,,,,,,,,,,,,,,
          Region X - NORTHERN MINDANAO,"7,593","3,845","13,339",566,"29,957",237,0,"4,541","33,942","14,708",602,0,"6,960","22,862",625,277,"2,375",0,361,84,172,0,0,"143,046"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               Bukidnon State College,"1,082",392,"1,782",23,"3,664",0,0,24,"3,114",546,98,0,350,"2,719",149,196,702,0,200,0,0,0,0,"15,041"
               Camiguin Polytechnic State College,50,200,82,0,"1,623",0,0,0,"1,200",50,98,0,74,574,0,0,0,0,0,0,0,0,0,"3,951"
               Central Mindanao University,"2,500",800,"5,000",0,"12,823",0,0,0,"6,000",875,98,0,"3,149","4,500",100,0,462,0,20,0,80,0,0,"36,407"
               Mindanao Polytechnic State College,520,770,275,0,"1,902",120,0,0,"6,095","2,835",100,0,200,"2,150",25,10,818,0,4,0,30,0,0,"15,854"
               MSU-Iligan Institute of Technology,"2,835","1,481","5,582",500,"7,988",0,0,"4,517","17,114","9,895",110,0,"3,000","10,874",300,0,276,0,127,0,12,0,0,"64,611"
               Misamis Oriental State College of,,,,,,,,,,,,,,,,,,,,,,,,
                     Agriculture and Technology,346,118,218,0,"1,270",67,0,0,229,452,0,0,125,"1,905",41,41,67,0,0,84,50,0,0,"5,013"
               Northwestern Mindanao State College of,,,,,,,,,,,,,,,,,,,,,,,,
                     Science and Technology,260,84,400,43,687,50,0,0,190,55,98,0,62,140,10,30,50,0,10,0,0,0,0,"2,169"
,,,,,,,,,,,,,,,,,,,,,,,,
          Region XI - SOUTHEASTERN MINDANAO,"2,354","1,933","2,304",5,"9,062",131,0,715,"9,820","2,716",376,0,451,"13,895",57,14,185,0,223,0,145,170,5,"44,561"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               Davao del Norte State College,222,159,374,5,"1,541",6,0,0,"1,400",96,88,0,53,502,50,0,20,0,0,0,80,0,0,"4,596"
               Davao Oriental State College of Science,,,,,,,,,,,,,,,,,,,,,,,,
                     and Technology,750,200,800,0,"1,000",0,0,700,"1,520",280,110,0,200,"1,092",0,0,0,0,0,0,0,0,0,"6,652"
               Southern Philippines Agri-Business and,,,,,,,,,,,,,,,,,,,,,,,,
                     Marine and Aquatic School of Technology,500,80,350,0,"1,221",40,0,0,400,532,80,0,80,300,0,0,0,0,34,0,0,0,0,"3,617"
               University of Southeastern Philippines,882,"1,494",780,0,"5,300",85,0,15,"6,500","1,808",98,0,118,"12,001",7,14,165,0,189,0,65,170,5,"29,696"
,,,,,,,,,,,,,,,,,,,,,,,,
          Region XII - CENTRAL MINDANAO,"10,607","3,546","20,095",763,"29,498","1,252",0,"11,488","35,777","5,085","1,677",0,"1,882","12,681",367,185,"2,240",0,512,0,550,25,0,"138,230"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               Adiong Memorial Polytechnic State College,510,70,215,5,975,40,0,20,200,100,16,0,50,500,15,5,10,0,5,0,25,25,0,"2,786"
               Cotabato City State Polytechnic College,900,660,"1,552",340,"1,731",0,0,0,430,"1,125",98,0,600,400,80,40,367,0,200,0,70,0,0,"8,593"
               Cotabato Foundation College of Science,,,,,,,,,,,,,,,,,,,,,,,,
                     and Technology,741,40,850,50,"7,264",0,0,0,900,295,65,0,263,825,81,30,50,0,80,0,80,0,0,"11,614"
               Mindanao State University,"5,048","1,479","15,921",233,"11,261","1,097",0,"8,435","27,809",815,555,0,369,"7,181",40,0,45,0,90,0,0,0,0,"80,378"
               Sultan Kudarat Polytechnic State College,"1,450",575,512,50,"2,936",0,0,0,960,581,68,0,184,397,151,100,225,0,100,0,200,0,0,"8,489"
               University of Southern Mindanao,"1,958",722,"1,045",85,"5,331",115,0,"3,033","5,478","2,169",875,0,416,"3,378",0,10,"1,543",0,37,0,175,0,0,"26,370"
,,,,,,,,,,,,,,,,,,,,,,,,
          Caraga Administrative Region,"3,020","1,090","4,005",108,"6,240",22,0,10,"4,227","2,147","1,900",0,580,"6,618",212,230,180,20,243,100,155,0,0,"31,107"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               Agusan del Sur State College of,,,,,,,,,,,,,,,,,,,,,,,,
                     Agriculture and Technology,550,80,"1,000",50,836,10,0,10,300,100,98,0,70,550,50,80,70,20,70,100,110,0,0,"4,154"
               Northern Mindanao State Institute of,,,,,,,,,,,,,,,,,,,,,,,,
                     Science and Technology,512,215,"1,579",0,"2,200",2,0,0,898,542,"1,644",0,302,"2,119",35,30,50,0,13,0,45,0,0,"10,186"
               Surigao del Sur Polytechnic State College,"1,458",305,927,58,"1,827",0,0,0,"1,429",605,50,0,58,"2,188",127,100,0,0,130,0,0,0,0,"9,262"
               Surigao State College of Technology,500,490,499,0,"1,377",10,0,0,"1,600",900,108,0,150,"1,761",0,20,60,0,30,0,0,0,0,"7,505"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Energy,"98,239","19,068","9,639",430,"83,832","16,016",0,"3,758,838","27,077","41,549","2,124",0,"5,830","371,206","7,261","56,750","11,620",0,"7,044",800,41,0,0,"4,517,364"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"98,239","19,068","9,639",430,"83,832","16,016",0,"3,758,838","27,077","41,549","2,124",0,"5,830","371,206","7,261","56,750","11,620",0,"7,044",800,41,0,0,"4,517,364"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Environment and Natural Resources,"403,016","128,025","153,894","10,281","618,190","56,251",0,"34,433","148,724","216,294","9,591","15,016","33,567","780,515","45,579","56,752","51,090",42,"6,470","1,043,795",544,116,389,"3,812,574"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"295,829","93,138","79,554","2,819","323,059","28,556",0,"15,000","105,625","71,894","3,589","15,016","16,190","432,763","29,145","52,625","25,783",0,"3,311","951,487",470,71,25,"2,545,949"
          Environmental Management Bureau,"21,338","7,350","23,525",156,"52,440","5,529",0,0,"10,897","8,781","1,614",0,"3,835","67,629","12,614","2,744","11,508",0,172,0,0,0,0,"230,132"
          Mines and Geo-Sciences Bureau,"38,427","9,273","12,381","1,798","49,254","5,321",0,178,"17,911","8,999","1,236",0,"4,627","60,735","1,825",364,"1,198",42,436,"1,320",74,45,364,"215,808"
          National Commission on Indigenous Peoples,"18,024","5,205","2,275","1,204","9,546","12,900",0,"19,255","5,773","118,025","3,152",0,241,"5,419",945,0,"2,775",0,961,"11,306",0,0,0,"217,006"
          National Mapping and Resource Information Authority,"23,834","12,689","35,085","4,134","180,530","3,285",0,0,"7,745","8,199",0,0,"8,674","203,775","1,050","1,019","9,826",0,"1,540","79,682",0,0,0,"581,067"
          Palawan Council for Sustainable Development Staff,"5,564",370,"1,074",170,"3,361",660,0,0,773,396,0,0,0,"10,194",0,0,0,0,50,0,0,0,0,"22,612"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Finance,"472,741","203,468","346,256","9,042","769,881","580,248","100,063",0,"333,590","90,395","15,732","10,000","25,062","4,582,561","31,912","15,297","4,713",0,"2,324",100,"3,897",0,0,"7,597,282"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"10,650","6,500","13,420",0,"17,002","32,150",0,0,"54,300","3,075","3,142",500,"4,050","68,238",750,"2,000",0,0,500,100,"2,510",0,0,"218,887"
          Bureau of Customs,"11,103","26,723","144,025","2,261","358,993","6,623",0,0,"60,784","8,400","1,458","4,500","5,652","3,200,799","26,910","1,500",0,0,207,0,0,0,0,"3,859,938"
          Bureau of Internal Revenue,"422,279","145,062","159,222","6,131","362,523","503,093","100,063",0,"161,522","64,016","4,220","5,000","7,191","1,020,095","2,797","10,057",0,0,827,0,20,0,0,"2,974,118"
          Bureau of Local Government Finance,"10,698","4,956","5,022",0,"8,435","7,970",0,0,"8,315","9,451","1,830",0,"1,154","17,107",0,0,0,0,0,0,0,0,0,"74,938"
          Bureau of the Treasury,"4,600","10,245","16,379",600,"9,270","16,459",0,0,"28,409","1,000","2,408",0,"3,566","249,414",200,200,336,0,325,0,114,0,0,"343,525"
          Central Board of Assessment Appeals,75,105,50,0,178,130,0,0,66,150,110,0,15,158,0,0,0,0,29,0,3,0,0,"1,069"
          Cooperative Development Authority,"10,253","5,099","5,982",50,"7,488","8,994",0,0,"7,050","2,621","2,320",0,"2,607","5,178",986,330,"4,299",0,219,0,14,0,0,"63,490"
          Fiscal Incentives Review Board,23,15,0,0,30,0,0,0,0,0,0,0,1,32,14,0,8,0,0,0,0,0,0,123
          Insurance Commission,"2,600","2,890",700,0,"2,500",360,0,0,"7,500","1,500",122,0,540,"20,910",0,"1,200",0,0,0,0,"1,200",0,0,"42,022"
          National Tax Research Center,430,568,560,0,"1,728","4,100",0,0,"2,521",85,122,0,130,630,250,10,70,0,80,0,15,0,0,"11,299"
          Privatization and Management Office,30,"1,305",896,0,"1,734",369,0,0,"3,123",97,0,0,156,0,5,0,0,0,137,0,21,0,0,"7,873"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Foreign Affairs,"525,349","150,827","63,208","92,086","3,524,097","933,680",0,"206,759","119,279","24,296","1,494",0,"64,863","147,653","13,329","13,762","174,340",0,"15,348",0,0,0,0,"6,070,370"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"520,176","149,913","62,875","92,086","3,521,835","932,933",0,"206,759","117,087","16,138","1,030",0,"64,760","141,227","12,580","13,739","174,120",0,"14,888",0,0,0,0,"6,042,146"
          Foreign Service Institute,"2,397",579,253,0,"1,552",601,0,0,"2,192","1,532",232,0,83,"2,048",112,18,0,0,435,0,0,0,0,"12,034"
          Technical Cooperation Council of the Philippines,50,18,0,0,60,30,0,0,0,21,0,0,0,"4,121",0,0,40,0,10,0,0,0,0,"4,350"
          UNESCO National Commission of the Philippines,"2,726",317,80,0,650,116,0,0,0,"6,605",232,0,20,257,637,5,180,0,15,0,0,0,0,"11,840"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Health,"198,406","172,983","119,168","38,672","7,560,646","44,258",0,"3,820,904","460,046","899,127","4,597",0,"32,742","639,963","93,962","129,354","111,413",1,"1,731",0,331,"9,300",0,"14,337,604"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"173,705","67,346","114,905","17,573","7,539,035","41,583",0,"212,720","449,572","842,148","4,397",0,"31,240","599,785","13,032","123,280","12,677",1,"1,376",0,331,179,0,"10,244,885"
          Commission on Population,"2,127","2,708","1,000",544,"5,667","1,899",0,"264,148","5,740","8,810",80,0,800,"9,791","2,131","6,074",0,0,295,0,0,0,0,"311,814"
          National Nutrition Council,"22,574","102,929","3,263","20,555","15,944",776,0,"3,344,036","4,734","48,169",120,0,702,"30,387","78,799",0,"98,736",0,60,0,0,"9,121",0,"3,780,905"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of the Interior and Local Government,"207,014","173,399","702,788","17,414","4,793,717","333,474",0,60,"711,416","336,647","7,244","270,029","104,458","179,557","112,329","8,348","6,873",212,"23,149",341,305,"10,259",300,"7,999,333"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"33,424","21,617","26,248","1,576","36,980","63,330",0,0,"32,649","21,123","3,842",0,"9,411","24,301","1,393",383,"1,660",0,568,0,20,0,0,"278,525"
          Bureau of Fire Protection,"16,997","19,782","133,172","2,252","453,232","35,803",0,0,"71,635","13,994",0,0,"17,050","3,767","25,632","3,800",0,212,255,0,0,"2,518",0,"800,101"
          Bureau of Jail Management and Penology,"10,417","8,179","22,604",200,"1,598,684","12,513",0,60,"78,486","3,243",0,0,"1,608","1,630","6,478",99,0,0,0,35,0,566,300,"1,745,102"
          Local Government Academy,"1,825","1,767","2,208",100,"3,497","3,002",0,0,"2,700","46,820",110,0,300,"6,472","1,479",20,0,0,20,0,50,0,0,"70,370"
          National Police Commission,"14,348","11,744","5,675",487,"30,394","28,109",0,0,"13,292","3,075","2,518",0,"1,366","25,693",488,227,0,0,175,0,0,0,0,"137,591"
          Philippine National Police,"78,402","104,451","467,050","12,441","2,557,984","190,623",0,0,"479,315","156,718",110,"270,029","74,161","84,527","71,502","3,639",0,0,"21,371",0,0,"7,175",0,"4,579,498"
          Philippine Public Safety College,"51,601","5,859","45,831",358,"112,946",94,0,0,"33,339","91,674",664,0,562,"33,167","5,357",180,"5,213",0,760,306,235,0,0,"388,146"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Justice,"106,884","76,866","67,769","4,631","1,091,019","157,309",0,"1,706","165,679","30,056","20,222","126,000","16,772","131,404","14,759","5,785","13,550",0,"6,124",450,"1,465","19,000","3,409","2,060,859"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"13,636","18,559","7,300",100,"29,552","1,200",0,0,"17,326","8,052","2,564","95,000","5,177","20,128","2,763","2,030","3,900",0,"1,030",400,150,"19,000","2,600","250,467"
          Bureau of Corrections,"24,484","2,020","18,000",0,"816,486",0,0,"1,500","41,632","2,312",306,0,275,"3,000","1,600",720,"3,100",0,"1,000",0,500,0,0,"916,935"
          Bureau of Immigration,"5,025","6,067","13,991",0,"42,240","7,500",0,0,"16,966","2,745",494,"8,000","2,500","14,551","5,368",500,700,0,300,0,0,0,500,"127,447"
          Commission on the Settlement of Land Problems,83,183,20,9,208,76,0,0,335,30,516,0,48,180,0,0,0,0,0,0,0,0,0,"1,688"
          Land Registration Authority,"6,500","6,600","4,010","2,920","92,170","8,252",0,0,"20,009",781,"2,192",0,"5,000","23,890",30,300,"3,100",0,545,0,0,0,0,"176,299"
          National Bureau of Investigation,"33,121","12,012","14,461","1,442","57,062","101,128",0,206,"38,933",361,"1,500","18,000","1,401","23,576",912,720,0,0,"1,124",0,515,0,309,"306,783"
          Office of the Government Corporate Counsel,150,442,110,0,"1,021","4,203",0,0,"2,365",140,"1,504",0,209,0,25,20,0,0,100,0,0,0,0,"10,289"
          Office of the Solicitor General,"3,475","14,970","6,200",0,"8,133","23,800",0,0,"15,000","2,025","5,808",0,"1,000","9,490","1,600","1,157","1,400",0,665,0,0,0,0,"94,723"
          Parole and Probation Administration,"15,075","7,821",230,0,"5,831","3,489",0,0,"5,908","9,511","1,552",0,262,"10,574","2,061",68,0,0,142,0,0,0,0,"62,524"
          Presidential Commission on Good Government,"2,300","3,400","2,050",50,"3,800",600,0,0,"3,400",150,"1,490","5,000",500,"24,471",100,170,500,0,370,50,0,0,0,"48,401"
          Public Attorney's Office,"3,035","4,792","1,397",110,"34,516","7,061",0,0,"3,805","3,949","2,296",0,400,"1,544",300,100,850,0,848,0,300,0,0,"65,303"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Labor and Employment,"177,241","111,243","95,727","29,094","256,277","210,978",0,"469,037","151,377","1,458,749","31,981",0,"19,791","443,833","24,037","16,348","75,511",0,"4,265",0,"1,849",0,"2,406","3,579,744"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"100,281","47,065","18,432","23,229","52,882","123,346",0,"424,679","39,144","45,333","3,888",0,"6,891","177,978","9,024","7,498","56,405",0,"1,089",0,0,0,0,"1,137,164"
          Institute for Labor Studies,600,721,329,0,"1,181",300,0,0,921,310,98,0,100,"2,240",0,0,0,0,0,0,0,0,0,"6,800"
          National Conciliation and Mediation Board,"4,484","3,863","2,608",0,"5,386","15,293",0,0,"4,309","2,079",110,0,"1,000","12,194",559,290,"2,241",0,221,0,0,0,0,"54,637"
          National Labor Relations Commission,"6,537","15,011","4,950",706,"12,889","34,632",0,0,"13,708","2,092","2,411",0,746,"12,182","1,140","1,190",100,0,50,0,0,0,0,"108,344"
          National Maritime Polytechnic,"2,441",733,"4,985",154,"4,602","2,102",0,100,"3,524",648,98,0,"1,970","9,283",332,160,"1,010",0,241,0,60,0,0,"32,443"
          National Wages and Productivity Commission,"2,902","3,098","1,159",25,"6,611","10,354",0,0,"1,797","1,652",588,0,558,"7,853",520,"2,322","2,884",0,424,0,60,0,0,"42,807"
          Philippine Overseas Employment Administration,"5,991","12,340","12,525","2,302","18,765","5,649",0,0,"21,366",732,"2,465",0,"1,187","31,704",860,678,"7,436",0,329,0,0,0,0,"124,329"
          Professional Regulation Commission,"16,220","4,761","1,693",0,"54,077","11,851",0,0,"14,515","2,503","1,744",0,558,"94,246",0,400,700,0,195,0,0,0,0,"203,463"
          Technical Education and Skills Development Authority,"37,785","23,651","49,046","2,678","99,884","7,451",0,"44,258","52,093","1,403,400","20,579",0,"6,781","96,153","11,602","3,810","4,735",0,"1,716",0,"1,729",0,"2,406","1,869,757"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of National Defense,"408,178","226,146","3,061,652","120,627","8,543,380","87,004",10,"135,821","1,396,065","271,805","34,762","151,640","93,601","360,066","47,740","3,870","188,839","1,530","24,023","1,184","1,559","1,560","1,559","15,162,621"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          DND Proper (Office of the Secretary),"39,020","11,150","37,682",0,"80,182","5,390",0,500,"33,701","117,100","2,170","33,000","2,300","56,190","1,695",500,"21,565",0,"1,750",0,0,0,0,"443,895"
          Government Arsenal,"2,090",424,"5,822",725,"184,207",0,0,0,"11,159",500,110,0,"1,770",48,52,83,405,0,150,0,0,0,0,"207,545"
          National Defense College of the Philippines,"6,472","1,212","1,000",0,"9,020",0,0,0,207,369,80,0,441,"5,930",590,0,187,0,"1,174",0,0,0,0,"26,682"
          Office of Civil Defense,"3,700","6,351",738,52,"8,913",828,0,20,"1,530",563,110,0,694,"1,714",155,155,259,0,289,0,0,10,0,"26,081"
          Philippine Veterans Affairs Office,"2,355","23,599","8,569",74,"277,724","1,754",0,"135,181","56,937","2,853",293,0,"1,229","38,215",105,375,"3,755",0,193,0,0,0,0,"553,211"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               Philippine Veterans Affairs Office (Proper),"2,000","22,349","2,137",44,"24,072","1,204",0,"135,181","10,804","2,660",85,0,457,"18,197",0,300,"2,875",0,150,0,0,0,0,"222,515"
               Military Shrines Service,309,250,"3,072",30,"1,438",550,0,0,"1,100",20,110,0,40,"3,850",105,75,880,0,10,0,0,0,0,"11,839"
               Veterans Memorial Medical Center,46,"1,000","3,360",0,"252,214",0,0,0,"45,033",173,98,0,732,"16,168",0,0,0,0,33,0,0,0,0,"318,857"
,,,,,,,,,,,,,,,,,,,,,,,,
          Armed Forces of the Philippines,"354,541","183,410","3,007,841","119,776","7,983,334","79,032",10,120,"1,292,531","150,420","31,999","118,640","87,167","257,969","45,143","2,757","162,668","1,530","20,467","1,184","1,559","1,550","1,559","13,905,207"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               Philippine Army (Land Forces),"68,623","56,336","760,687","45,906","2,899,849","19,519",0,0,"304,278","36,542",0,"24,000","19,767","36,098","35,008","2,021","3,874",184,"6,271",406,0,535,988,"4,320,892"
               Philippine Air Force (Air Forces),"119,511","25,546","1,280,198","22,561","1,640,387","22,829",0,0,"231,103","34,087","25,731","6,243","25,227","11,022","2,425",32,"14,981",0,"3,144",538,304,132,0,"3,466,001"
               Philippine Navy (Maritime Forces),"25,384","17,000","683,719","50,159","2,126,739","3,436",0,0,"294,966","25,704","6,268","24,749","17,440","135,970",0,0,"1,000",0,"2,000",0,0,353,0,"3,414,887"
               General Headquarters (Proper),"141,023","84,528","283,237","1,150","1,316,359","33,248",10,120,"462,184","54,087",0,"63,648","24,733","74,879","7,710",704,"142,813","1,346","9,052",240,"1,255",530,571,"2,703,427"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Public Works and Highways,"59,081","189,787","15,356,361","4,558","200,165","8,467",0,"1,270","119,679","11,253","3,848",0,"114,611","200,452","2,817","2,870",458,0,"2,340",0,0,0,0,"16,278,017"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"59,081","189,787","15,356,361","4,558","200,165","8,467",0,"1,270","119,679","11,253","3,848",0,"114,611","200,452","2,817","2,870",458,0,"2,340",0,0,0,0,"16,278,017"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Science and Technology,"55,629","66,339","72,797","3,731","185,675","12,400",0,"1,836,556","133,149","488,860","5,413",0,"28,565","162,147","11,736","2,068","11,062",100,"4,411","1,108","2,193",0,300,"3,084,239"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"18,882","9,859","16,488",0,"31,500","3,859",0,"1,505,176","18,014","3,008","2,300",0,"4,125","36,146",524,344,"1,482",0,364,0,296,0,0,"1,652,367"
          Advanced Science and Technology Institute,864,"5,249",705,36,"2,149",24,0,0,"3,680",233,98,0,153,"2,325",274,0,106,0,0,0,0,0,0,"15,896"
          Food and Nutrition Research Institute,"1,379",355,"1,778",8,"10,934",0,0,0,"5,208",540,110,0,720,"10,714","1,430",0,650,0,350,0,0,0,0,"34,176"
          Forest Products Research and Development Institute,"1,988","1,833","1,203",60,"3,504",0,0,0,"4,503",763,98,0,600,"2,832",390,70,0,0,280,0,183,0,0,"18,307"
          Industrial Technology Development Institute,738,389,"6,658",20,"7,982",60,0,0,"11,778",250,98,0,"1,310","6,284",150,50,0,0,275,0,"1,000",0,0,"37,042"
          Metals Industry Research and Development Center,750,841,"3,435",200,"5,570",150,0,0,"10,890",300,170,0,600,"3,666",250,45,100,0,40,0,15,0,0,"27,022"
          National Academy of Science and Technology,340,265,"2,155",0,600,30,0,0,670,30,110,0,95,"22,560",540,30,"1,255",0,22,0,50,0,0,"28,752"
          National Research Council of the Philippines,723,210,880,5,348,2,0,"9,266",821,422,80,0,60,"1,025",580,4,"1,413",0,15,0,77,0,240,"16,171"
"          Philippine Atmospheric, Geophysical and",,,,,,,,,,,,,,,,,,,,,,,,
                Astronomical Services Administration,"10,444","21,282","9,893","2,166","69,521","7,328",0,0,"19,357","1,065",0,0,"5,607","19,631",561,45,170,100,363,998,0,0,0,"168,531"
          Philippine Council for Advanced Science and,,,,,,,,,,,,,,,,,,,,,,,,
                Technology Research and Development,79,150,500,0,450,0,0,"69,355","1,500",35,98,0,75,790,10,10,60,0,28,0,0,0,0,"73,140"
"          Philippine Council for Agriculture, Forestry",,,,,,,,,,,,,,,,,,,,,,,,
                and Natural Resources Research and Development,"5,425","3,359","6,257",0,"6,169",0,0,"160,015","6,038","4,018",110,0,953,"7,555","1,551",0,"3,505",0,88,0,56,0,0,"205,099"
          Philippine Council for Aquatic and Marine,,,,,,,,,,,,,,,,,,,,,,,,
                Research and Development,600,300,280,20,840,10,0,"12,113",776,"2,927",80,0,147,"1,279",100,0,50,0,30,0,0,0,0,"19,552"
          Philippine Council for Health Research and Development,450,774,327,0,680,100,0,"32,210","1,437",150,80,0,150,"1,139",250,36,200,0,50,0,0,0,0,"38,033"
          Philippine Council for Industry and Energy,,,,,,,,,,,,,,,,,,,,,,,,
                Research and Development,971,430,510,0,"1,250",150,0,"20,000","1,856",300,100,0,400,"1,282",350,50,440,0,50,0,0,0,0,"28,139"
          Philippine Institute of Volcanology and Seismology,"4,357","7,544","6,276",500,"7,931",300,0,0,"9,380",290,98,0,"4,300","3,757",150,188,60,0,250,0,50,0,0,"45,431"
          Philippine Nuclear Research Institute,800,"2,872","5,041",270,"9,391",100,0,200,"6,627",50,110,0,"1,448","5,000",132,30,50,0,360,0,386,0,60,"32,927"
          Philippine Science High School,"4,860","7,468","6,228",170,"19,841",60,0,0,"20,752","83,295","1,050",0,"6,065","24,842","3,210",865,980,0,692,110,80,0,0,"180,568"
          Philippine Textile Research Institute,504,460,"1,565",46,"1,035",10,0,0,"4,368",64,98,0,"1,127","4,211",83,0,34,0,14,0,0,0,0,"13,619"
          Science Education Institute,310,434,419,0,"2,259",2,0,"2,691","2,103","390,608",160,0,330,"1,800",0,50,0,0,100,0,0,0,0,"401,266"
          Science and Technology Information Institute,780,"2,003","1,605",130,"3,161",215,0,0,"2,186",377,255,0,200,"3,764","1,101",250,507,0,"1,020",0,0,0,0,"17,554"
          Technology Application and Promotion Institute,385,262,594,100,560,0,0,"25,530","1,205",135,110,0,100,"1,545",100,1,0,0,20,0,0,0,0,"30,647"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Social Welfare and Development,"82,531","82,282","54,616","2,451","216,809","2,496",0,"7,678,253","58,448","404,359","3,905",0,"8,933","359,186","5,570","6,482","2,728",2,856,0,40,12,0,"8,969,959"
