particular,A002,A003,A004,A006,A007,A008,A009,A010,A014,A017,A018,A019,A021,A029,A117,A118,A119,A121,A122,A123,A124,A126,A127,Total
               MSU-Tawi-Tawi College of Technology and Oceanography,"1,236",206,"1,917",0,"2,882",0,0,466,"1,722",150,85,0,100,"2,700",0,0,0,0,100,0,0,0,0,"11,564"
               Sulu State College,830,80,310,0,"1,221",0,0,0,500,90,68,0,0,"1,000",0,0,0,0,156,0,0,0,0,"4,255"
               Tawi-Tawi Regional Agricultural College,892,200,200,90,"1,482",68,0,300,400,237,68,0,22,"1,000",0,50,0,0,472,0,90,0,0,"5,571"
               Western Mindanao State University,"2,071",803,"1,501",22,"10,434",265,0,"1,261","5,286",596,110,0,"1,217","7,351",0,26,0,2,108,0,22,0,0,"31,075"
               Zamboanga City State Polytechnic College,350,172,250,0,"1,495",0,0,0,700,160,68,0,26,"1,518",0,0,0,0,501,0,30,0,0,"5,270"
               Zamboanga State College of Marine,,,,,,,,,,,,,,,,,,,,,,,,
                     Sciences and Technology,500,370,249,0,"2,270",180,0,500,"1,300","1,362",68,0,210,596,180,0,0,0,367,0,50,0,0,"8,202"
,,,,,,,,,,,,,,,,,,,,,,,,
          Region X - NORTHERN MINDANAO,"6,664","5,273","6,075",357,"27,355",242,0,"1,238","22,521","7,694",577,0,"4,111","22,399",583,286,"2,377",0,396,84,160,0,0,"108,392"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               Bukidnon State College,"1,082",392,827,23,"3,664",0,0,24,"2,114",546,98,0,350,"2,719",149,196,702,0,200,0,0,0,0,"13,086"
               Camiguin Polytechnic State College,50,200,82,0,"1,623",0,0,0,"1,200",50,98,0,74,"3,000",0,0,0,0,0,0,0,0,0,"6,377"
               Central Mindanao University,"1,946",800,"1,710",0,"10,124",0,0,0,"3,900",875,98,0,"1,149","3,696",100,0,462,0,20,0,80,0,0,"24,960"
               Mindanao Polytechnic State College,520,770,275,0,"1,902",120,0,0,"4,900","1,639",100,0,200,"2,150",25,10,818,0,4,0,30,0,0,"13,463"
               MSU-Iligan Institute of Technology,"2,460","2,909","2,563",291,"7,929",5,0,"1,214","9,988","4,077",85,0,"2,151","8,789",258,9,278,0,162,0,0,0,0,"43,168"
               Misamis Oriental State College of,,,,,,,,,,,,,,,,,,,,,,,,
                     Agriculture and Technology,346,118,218,0,"1,426",67,0,0,229,452,0,0,125,"1,905",41,41,67,0,0,84,50,0,0,"5,169"
               Northwestern Mindanao State College of,,,,,,,,,,,,,,,,,,,,,,,,
                     Science and Technology,260,84,400,43,687,50,0,0,190,55,98,0,62,140,10,30,50,0,10,0,0,0,0,"2,169"
,,,,,,,,,,,,,,,,,,,,,,,,
          Region XI - SOUTHEASTERN MINDANAO,"2,116","1,297","2,674",5,"13,246",79,0,881,"8,689","6,218",356,0,334,"13,397",7,14,177,0,206,0,149,172,0,"50,017"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               Davao del Norte State College,222,159,374,5,"1,541",0,0,0,"1,609",96,88,0,53,"1,369",0,0,0,0,0,0,80,0,0,"5,596"
               Davao Oriental State College of Science,,,,,,,,,,,,,,,,,,,,,,,,
                     and Technology,534,128,800,0,"1,919",0,0,610,"1,038",80,90,0,123,"1,486",0,0,0,0,0,0,0,0,0,"6,808"
               Southern Philippines Agri-Business and,,,,,,,,,,,,,,,,,,,,,,,,
                     Marine and Aquatic School of Technology,478,40,799,0,"1,328",20,0,266,160,0,80,0,40,"1,389",0,0,0,0,17,0,0,0,0,"4,617"
               University of Southeastern Philippines,882,970,701,0,"8,458",59,0,5,"5,882","6,042",98,0,118,"9,153",7,14,177,0,189,0,69,172,0,"32,996"
,,,,,,,,,,,,,,,,,,,,,,,,
          Region XII - CENTRAL MINDANAO,"10,627","4,904","12,058",808,"36,368","1,307",0,"10,893","15,873","5,391",976,0,"1,577","22,457",321,250,"1,866",0,624,0,"1,132",184,10,"127,626"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               Adiong Memorial Polytechnic State College,511,5,266,5,"1,585",42,0,10,216,35,16,0,10,"4,528",5,5,10,0,5,0,12,10,10,"7,286"
               Cotabato City State Polytechnic College,900,660,552,340,"2,145",0,0,0,410,"1,050",98,0,600,"1,400",80,40,367,0,200,0,70,0,0,"8,912"
               Cotabato Foundation College of Science,,,,,,,,,,,,,,,,,,,,,,,,
                     and Technology,541,40,584,50,"8,077",0,0,0,800,295,68,0,113,"1,725",81,30,50,0,80,0,80,0,0,"12,614"
               Mindanao State University,"5,531","2,995","8,751",283,"16,372","1,150",0,"8,012","9,059","1,544",641,0,348,"5,232",65,52,63,0,212,0,640,174,0,"61,124"
               Sultan Kudarat Polytechnic State College,"1,361",482,270,45,"3,058",0,0,0,910,398,68,0,90,"1,302",90,113,285,0,90,0,155,0,0,"8,717"
               University of Southern Mindanao,"1,783",722,"1,635",85,"5,131",115,0,"2,871","4,478","2,069",85,0,416,"8,270",0,10,"1,091",0,37,0,175,0,0,"28,973"
,,,,,,,,,,,,,,,,,,,,,,,,
          Caraga Administrative Region,"2,582",740,"3,008",71,"8,086",11,0,0,"4,698","1,702","1,764",0,"1,558","7,556",192,123,288,0,188,0,90,0,0,"32,657"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               Agusan del Sur State College of,,,,,,,,,,,,,,,,,,,,,,,,
                     Agriculture and Technology,650,80,200,30,"1,522",0,0,0,681,200,82,0,130,"1,250",49,50,130,0,50,0,50,0,0,"5,154"
               Northern Mindanao State Institute of,,,,,,,,,,,,,,,,,,,,,,,,
                     Science and Technology,280,148,"1,822",0,"2,337",1,0,0,736,390,"1,549",0,147,"2,662",57,3,75,0,13,0,40,0,0,"10,260"
               Surigao del Sur Polytechnic State College,"1,172",267,851,31,"2,831",0,0,0,"1,286",366,18,0,826,"1,556",86,50,0,0,80,0,0,0,0,"9,420"
               Surigao State College of Technology,480,245,135,10,"1,396",10,0,0,"1,995",746,115,0,455,"2,088",0,20,83,0,45,0,0,0,0,"7,823"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Energy,"80,955","6,960","7,380",312,"35,526","18,289",0,"2,721,467","19,116","21,680","2,096",0,"3,480","489,505","6,276","38,391","7,475",0,"7,388",0,21,0,0,"3,466,317"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"80,955","6,960","7,380",312,"35,526","18,289",0,"2,721,467","19,116","21,680","2,096",0,"3,480","489,505","6,276","38,391","7,475",0,"7,388",0,21,0,0,"3,466,317"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Environment and Natural Resources,"334,399","102,287","182,741","8,485","473,692","41,620",0,187,"133,547","62,626","6,390","5,016","164,939","867,722","17,150","12,561","48,786",41,"5,882","373,288",605,460,42,"2,842,466"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"228,852","72,946","79,053","2,353","216,094","27,014",0,0,"95,336","43,218","3,597","5,016","17,224","549,492","10,097","8,273","28,322",0,"3,630","298,513",530,56,25,"1,689,641"
          Environmental Management Bureau,"41,022","7,554","37,825",156,"37,099","5,541",0,0,"12,647","7,742","1,410",0,"3,556","78,390","3,913","2,744","9,408",0,172,0,0,0,0,"249,179"
          Mines and Geo-Sciences Bureau,"36,917","8,836","12,678","1,842","47,369","5,705",0,187,"16,804","3,337","1,233",0,"3,380","42,011","2,090",405,655,41,540,"2,053",75,404,17,"186,579"
          National Mapping and Resource Information Authority,"27,608","12,951","53,185","4,134","173,130","3,360",0,0,"8,760","8,329",150,0,"140,779","197,829","1,050","1,139","10,401",0,"1,540","72,722",0,0,0,"717,067"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Finance,"109,148","195,166","227,631","8,206","341,913","753,044","36,267",0,"275,580","33,093","15,531","14,500","23,046","1,152,999","29,560","12,912","4,970",0,"1,832",0,"3,004",0,0,"3,238,402"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"7,510","4,636","2,285",0,"7,691","3,471",0,0,"45,221",575,"2,866",500,"3,736","27,589",334,"1,176",0,0,355,0,"1,510",0,0,"109,455"
          Bureau of Customs,"21,328","28,678","196,662","2,257","65,172","6,623",518,0,"58,484","9,705","2,866","9,000","5,652","26,260","26,910","1,500",0,0,207,0,0,0,0,"461,822"
          Bureau of Internal Revenue,"58,583","139,376","8,579","5,339","240,751","705,039","35,749",0,"118,340","12,330","3,740","5,000","6,981","1,047,922",797,"8,449",0,0,472,0,20,0,0,"2,397,467"
          Bureau of Local Government Finance,"4,356","4,481","2,827",0,"6,921","5,423",0,0,"9,114","4,809","1,504",0,"1,154","9,665",0,0,0,0,0,0,0,0,0,"50,254"
          Bureau of the Treasury,"4,066","8,424","12,109",600,"8,717","14,962",0,0,"25,825",774,"1,738",0,"2,916","15,971",200,100,300,0,325,0,114,0,0,"97,141"
          Central Board of Assessment Appeals,75,100,50,0,170,130,0,0,63,150,98,0,15,150,0,0,0,0,29,0,3,0,0,"1,033"
          Cooperative Development Authority,"10,147","4,939","2,818",10,"6,667","12,627",0,0,"6,016","3,068","2,056",0,"1,772","5,425","1,050",277,"4,592",0,227,0,121,0,0,"61,812"
          Fiscal Incentives Review Board,23,15,0,0,30,0,0,0,0,0,0,0,1,32,14,0,8,0,0,0,0,0,0,123
          Insurance Commission,"2,600","2,722","1,300",0,"2,372",300,0,0,"7,143","1,500",110,0,540,"19,385",0,"1,400",0,0,0,0,"1,200",0,0,"40,572"
          National Tax Research Center,430,541,560,0,"1,700","4,100",0,0,"2,400",85,98,0,130,600,250,10,70,0,80,0,15,0,0,"11,069"
          Privatization and Management Office,30,"1,254",441,0,"1,722",369,0,0,"2,974",97,455,0,149,0,5,0,0,0,137,0,21,0,0,"7,654"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Foreign Affairs,"521,181","145,805","61,928","45,503","2,754,325","775,577",0,"216,759","110,479","32,500","1,446",0,"64,100","127,836","13,246","13,410","149,391",0,"15,174",0,0,0,0,"5,048,660"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"516,540","144,998","61,735","45,503","2,752,335","774,901",0,"216,759","108,139","4,769","1,030",0,"63,905","122,037","12,096","13,380","149,351",0,"14,888",0,0,0,0,"5,002,366"
          Foreign Service Institute,"2,591",632,163,0,"1,680",550,0,0,"2,340","19,660",208,0,185,"1,666",830,20,0,0,261,0,0,0,0,"30,786"
          Technical Cooperation Council of the Philippines,50,0,0,0,60,16,0,0,0,21,0,0,0,"4,121",0,0,0,0,10,0,0,0,0,"4,278"
          UNESCO National Commission of the Philippines,"2,000",175,30,0,250,110,0,0,0,"8,050",208,0,10,12,320,10,40,0,15,0,0,0,0,"11,230"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Health,"235,996","71,975","140,534","18,216","7,548,363","48,786",0,"627,387","393,775","1,347,145","5,315",0,"27,680","512,387","272,081","136,019","13,966",1,"1,487",0,424,"3,578",0,"11,405,115"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"177,127","61,350","135,881","17,532","7,514,112","40,452",0,"446,738","386,543","1,220,199","5,137",0,"26,256","492,483","12,602","120,545","12,830",1,"1,368",0,424,79,0,"10,671,659"
          Commission on Population,"38,127","7,708","1,000",544,"7,367","7,899",0,"180,649","5,189","17,710",80,0,800,"14,791","8,131","15,474",0,0,95,0,0,0,0,"305,564"
          National Nutrition Council,"20,742","2,917","3,653",140,"26,884",435,0,0,"2,043","109,236",98,0,624,"5,113","251,348",0,"1,136",0,24,0,0,"3,499",0,"427,892"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of the Interior and Local Government,"184,270","165,917","696,334","17,400","4,479,228","333,474",0,"20,060","588,138","383,942","5,668","270,029","104,458","221,663","114,042","8,348","6,873",212,"23,149",341,305,"10,259",300,"7,634,410"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"27,674","21,667","20,298","1,576","36,992","63,330",0,"20,000","26,588","21,223","2,968",0,"9,411","45,853","1,393",383,"1,660",0,568,0,20,0,0,"301,604"
          Bureau of Fire Protection,"16,997","19,782","133,172","2,252","392,178","35,803",0,0,"50,214","13,994",0,0,"17,050",192,"25,632","3,800",0,212,255,0,0,"2,518",0,"714,051"
          Bureau of Jail Management and Penology,"10,417","8,179","22,604",200,"1,593,348","12,513",0,60,"68,957","3,243",0,0,"1,608","1,630","6,478",99,0,0,0,35,0,566,300,"1,730,237"
          Local Government Academy,"1,825","1,682","2,208",100,"3,331","3,002",0,0,"2,571","83,060",98,0,300,"6,472","1,479",20,0,0,20,0,50,0,0,"106,218"
          National Police Commission,"13,867","8,263","5,171",473,"24,516","28,109",0,0,"12,839","2,775","1,900",0,"1,366","41,518",488,227,0,0,175,0,0,0,0,"141,687"
          Philippine National Police,"80,902","100,740","467,050","12,441","2,331,209","190,623",0,0,"395,218","206,718",110,"270,029","74,161","98,527","73,502","3,639",0,0,"21,371",0,0,"7,175",0,"4,333,415"
          Philippine Public Safety College,"32,588","5,604","45,831",358,"97,654",94,0,0,"31,751","52,929",592,0,562,"27,471","5,070",180,"5,213",0,760,306,235,0,0,"307,198"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Justice,"93,960","63,090","63,787","5,799","1,001,769","123,500",0,"1,700","153,164","34,521","13,001","126,000","15,231","95,736","14,602","5,140","13,050",0,"5,653",400,"1,450","19,000","3,400","1,853,953"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"13,536","16,509","7,300",100,"27,329",305,0,0,"17,176","16,052","2,479","95,000","5,177","15,280","2,733","2,000","3,900",0,"1,030",400,150,"19,000","2,600","248,056"
          Bureau of Corrections,"17,040","2,020","18,000",0,"755,533",0,0,"1,500","41,632","2,312",170,0,275,"2,000","1,600",720,"3,100",0,"1,000",0,500,0,0,"847,402"
          Bureau of Immigration,"5,025","5,596","13,741",0,"39,900","7,500",0,0,"16,378","2,745",352,"13,000","2,000","10,771","5,368",100,700,0,300,0,0,0,500,"123,976"
          Commission on the Settlement of Land Problems,83,177,20,9,188,76,0,0,329,30,450,0,48,180,0,0,0,0,0,0,0,0,0,"1,590"
          Land Registration Authority,"6,500","6,001","4,010","2,920","85,046","8,366",0,0,"17,080",781,"1,840",0,"5,000","22,752",30,300,"3,100",0,545,0,0,0,0,"164,271"
          National Bureau of Investigation,"32,000","11,661","14,040","1,400","55,400","85,928",0,200,"37,800",350,"1,500","18,000","1,360","22,890",885,700,0,0,"1,091",0,500,0,300,"286,005"
          Office of the Government Corporate Counsel,150,332,100,0,"1,008","4,203",0,0,"2,365",140,"1,050",0,209,0,25,20,0,0,100,0,0,0,0,"9,702"
          Office of the Solicitor General,"2,800","10,740","3,455","1,260","6,625","7,357",0,0,"10,735","1,000","2,020",0,500,"10,815","1,600","1,132","1,400",0,597,0,0,0,0,"62,036"
          Parole and Probation Administration,"15,075","6,255","1,724",0,"5,831","2,997",0,0,"5,908","9,511","1,328",0,262,"10,004","2,061",68,0,0,142,0,0,0,0,"61,166"
          Public Attorney's Office,"1,751","3,799","1,397",110,"24,909","6,768",0,0,"3,761","1,600","1,812",0,400,"1,044",300,100,850,0,848,0,300,0,0,"49,749"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Labor and Employment,"152,635","100,033","70,113","23,445","242,703","246,145",0,"481,040","127,613","1,583,476","14,251",0,"19,007","409,921","58,975","10,657","94,436",50,"3,554",88,"1,839",0,"2,406","3,642,387"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"82,940","40,872","13,761","17,497","47,113","117,781",0,"432,582","32,840","87,189","3,366",0,"6,150","163,352","5,019","1,884","49,431",0,447,0,0,0,0,"1,102,224"
          Institute for Labor Studies,272,601,230,0,890,216,0,0,838,310,98,0,100,"2,717",0,0,0,0,0,0,0,0,0,"6,272"
          National Conciliation and Mediation Board,"4,694","3,778","2,289",0,"4,034","13,642",0,0,"3,953","1,900",110,0,"1,189","15,307",515,225,"1,475",0,202,0,0,0,0,"53,313"
          National Labor Relations Commission,"6,237","14,611","4,800",656,"12,089","34,232",0,0,"11,744","2,042","2,411",0,696,"11,782","1,090","1,140",100,0,50,0,0,0,0,"103,680"
          National Maritime Polytechnic,"2,195",680,"2,786",154,"4,184","2,420",0,100,"3,204",648,98,0,"1,970","6,253",332,160,"1,010",50,241,88,60,0,0,"26,633"
          National Wages and Productivity Commission,"2,440","2,603","1,050",20,"5,021","9,472",0,0,"1,797","1,300",306,0,485,"5,975",440,"1,348","2,312",0,380,0,50,0,0,"34,999"
          Philippine Overseas Employment Administration,"8,233","8,571","5,677","2,340","17,151","6,540",0,0,"19,079",746,690,0,"1,136","25,269",992,"1,490","11,473",0,303,0,0,0,0,"109,690"
          Professional Regulation Commission,"6,309","4,600","1,100",0,"51,475","54,191",0,0,"14,024",650,"1,744",0,500,"53,597",0,400,700,0,195,0,0,0,0,"189,485"
          Technical Education and Skills Development Authority,"39,315","23,717","38,420","2,778","100,746","7,651",0,"48,358","40,134","1,488,691","5,428",0,"6,781","125,669","50,587","4,010","27,935",0,"1,736",0,"1,729",0,"2,406","2,016,091"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of National Defense,"391,888","221,022","2,982,104","130,480","7,453,985","71,079",0,"130,119","1,375,265","247,300","39,737","151,640","86,938","328,315","48,920","6,593","168,042",184,"22,153","1,444",938,"2,422","2,899","13,863,467"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          DND Proper (Office of the Secretary),"36,126","12,683","29,867",0,"111,299","5,400",0,500,"23,500","114,200","2,170","33,000","3,400","21,224","1,499",500,"39,360",0,"1,466",0,0,0,0,"436,194"
          Government Arsenal,"2,090",410,"5,625",725,"111,981",0,0,0,"10,620",500,98,0,"1,770",48,50,83,405,0,150,0,0,0,0,"134,555"
          National Defense College of the Philippines,"6,472","1,212","1,000",0,"8,240",0,0,0,207,369,80,0,441,"5,930",590,0,187,0,"1,174",0,0,0,0,"25,902"
          Office of Civil Defense,"3,700","6,351",738,52,"8,213",828,0,20,"1,530",518,80,0,694,"1,714",155,155,259,0,289,0,0,10,0,"25,306"
          Philippine Veterans Affairs Office,"2,340","26,752","8,689",114,"270,712","1,694",0,"129,482","54,965",350,213,0,"1,229","36,330",105,335,"3,074",0,193,0,0,0,0,"536,577"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               Philippine Veterans Affairs Office (Proper),"2,000","25,552","2,137",44,"24,072","1,204",0,"129,482","10,804",157,85,0,457,"18,197",0,300,"2,175",0,150,0,0,0,0,"216,816"
               Military Shrines Service,294,200,"3,192",70,"1,926",490,0,0,970,20,30,0,40,"1,965",105,35,899,0,10,0,0,0,0,"10,246"
               Veterans Memorial Medical Center,46,"1,000","3,360",0,"244,714",0,0,0,"43,191",173,98,0,732,"16,168",0,0,0,0,33,0,0,0,0,"309,515"
,,,,,,,,,,,,,,,,,,,,,,,,
          Armed Forces of the Philippines,"341,160","173,614","2,936,185","129,589","6,943,540","63,157",0,117,"1,284,443","131,363","37,096","118,640","79,404","263,069","46,521","5,520","124,757",184,"18,881","1,444",938,"2,412","2,899","12,704,933"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               Philippine Army (Land Forces),"68,623","56,336","674,923","45,906","2,601,190","19,519",0,0,"304,278","36,542",0,"24,000","19,767","36,098","35,008","2,021","3,874",184,"6,271",406,0,535,988,"3,936,469"
               Philippine Air Force (Air Forces),"119,511","25,546","1,234,485","22,561","1,407,124","22,829",0,0,"231,103","34,087","25,731","6,243","25,227","11,022","2,425",32,"14,981",0,"3,144",538,304,132,0,"3,187,025"
               Philippine Navy (Maritime Forces),"25,384","17,000","642,137","50,159","1,834,586","3,436",0,0,"294,966","25,704","6,268","24,749","17,440","135,970",0,0,"1,000",0,"2,000",0,0,353,0,"3,081,152"
               General Headquarters (Proper),"127,642","74,732","384,640","10,963","1,100,640","17,373",0,117,"454,096","35,030","5,097","63,648","16,970","79,979","9,088","3,467","104,902",0,"7,466",500,634,"1,392","1,911","2,500,287"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Public Works and Highways,"53,507","120,207","14,874,304","4,442","174,788","8,356",0,"1,270","117,046","10,997","3,476",0,"19,481","183,058","2,028","1,952",216,0,"2,269",0,0,0,0,"15,577,397"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"53,507","120,207","14,874,304","4,442","174,788","8,356",0,"1,270","117,046","10,997","3,476",0,"19,481","183,058","2,028","1,952",216,0,"2,269",0,0,0,0,"15,577,397"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Science and Technology,"61,431","53,590","63,113","5,798","161,388","13,794",0,"1,644,518","118,514","491,341","5,481",0,"98,369","189,152","9,182","1,616","10,118",100,"3,951",568,"2,021",240,60,"2,934,345"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"17,304","9,171","18,444",0,"26,810","4,043",0,"1,333,975","15,867","2,763","2,300",0,"3,890","34,230",361,266,"1,341",0,215,0,127,0,0,"1,471,107"
          Advanced Science and Technology Institute,864,"5,337",460,36,"1,361",24,0,0,"2,680",233,98,0,95,"2,325",274,0,106,0,0,0,0,0,0,"13,893"
          Food and Nutrition Research Institute,"13,943",728,"2,158","3,152","9,776",0,0,0,"4,748",681,98,0,720,"42,785",530,0,110,0,350,0,0,0,0,"79,779"
          Forest Products Research and Development Institute,"1,988","1,408",520,60,"3,198",0,0,0,"4,457",763,98,0,600,"2,413",390,70,0,0,280,0,183,0,0,"16,428"
          Industrial Technology Development Institute,735,389,"3,466",20,"7,836",60,0,0,"11,778",250,98,0,"1,310","5,718",150,50,0,0,275,0,"1,000",0,0,"33,135"
          Metals Industry Research and Development Center,750,869,"2,780",200,"5,465",215,0,0,"11,170",300,158,0,"1,015","3,590",340,45,75,0,35,0,15,0,0,"27,022"
          National Academy of Science and Technology,315,241,"1,846",0,550,30,0,0,640,30,98,0,95,"21,073",512,20,"1,200",0,22,0,30,0,0,"26,702"
          National Research Council of the Philippines,350,210,880,5,348,2,0,"7,611",821,350,80,0,60,"1,025",546,4,"1,413",0,15,0,100,240,0,"14,060"
"          Philippine Atmospheric, Geophysical and",,,,,,,,,,,,,,,,,,,,,,,,
                Astronomical Services Administration,"9,144","11,956","9,942","1,024","63,861","7,428",0,0,"15,057",865,0,0,"80,022","13,913",561,45,660,100,363,398,0,0,0,"215,339"
          Philippine Council for Advanced Science and,,,,,,,,,,,,,,,,,,,,,,,,
                Technology Research and Development,65,100,300,0,375,0,0,"56,323","1,000",49,98,0,75,650,10,10,60,0,28,0,0,0,0,"59,143"
"          Philippine Council for Agriculture, Forestry",,,,,,,,,,,,,,,,,,,,,,,,
                and Natural Resources Research and Development,"4,650","5,451","4,732",0,"6,247",0,0,"159,655","5,305","4,403",98,0,646,"7,309","1,774",0,"3,052",0,127,0,65,0,0,"203,514"
          Philippine Council for Aquatic and Marine,,,,,,,,,,,,,,,,,,,,,,,,
                Research and Development,600,300,180,20,840,10,0,"12,113",686,"2,772",80,0,147,"1,279",100,0,50,0,30,0,0,0,0,"19,207"
          Philippine Council for Health Research and Development,250,629,327,0,635,100,0,"31,431","1,172",150,80,0,150,"1,015",50,15,200,0,35,0,0,0,0,"36,239"
          Philippine Council for Industry and Energy,,,,,,,,,,,,,,,,,,,,,,,,
                Research and Development,971,360,430,0,"1,048",150,0,"15,000","1,450",300,100,0,200,"1,158",350,50,440,0,50,0,0,0,0,"22,057"
          Philippine Institute of Volcanology and Seismology,"3,707","5,844","4,161",500,"7,356",300,0,0,"8,730",290,98,0,"3,300","3,357",150,50,60,0,200,0,50,0,0,"38,153"
          Philippine Nuclear Research Institute,741,"2,302","4,824",265,"8,815",639,0,200,"7,450",50,50,0,"1,448","4,744",120,30,30,0,110,0,378,0,60,"32,256"
          Philippine Science High School,"3,075","5,171","4,066",240,"10,224",60,0,0,"16,563","85,935","1,238",0,"2,839","31,754","1,686",660,780,0,662,170,73,0,0,"165,196"
          Philippine Textile Research Institute,504,460,"1,032",46,"1,027",516,0,0,"3,837",61,98,0,"1,127","3,761",83,0,34,0,14,0,0,0,0,"12,600"
          Science Education Institute,310,434,405,0,"2,225",2,0,"2,680","1,900","390,584",160,0,330,"1,800",0,50,0,0,100,0,0,0,0,"400,980"
          Science and Technology Information Institute,780,"1,968","1,605",130,"2,881",215,0,0,"1,998",377,255,0,200,"3,708","1,095",250,507,0,"1,020",0,0,0,0,"16,989"
          Technology Application and Promotion Institute,385,262,555,100,510,0,0,"25,530","1,205",135,98,0,100,"1,545",100,1,0,0,20,0,0,0,0,"30,546"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Social Welfare and Development,"99,570","35,895","43,639","1,923","202,676","5,198",0,"3,049,520","51,489","158,167","3,736",0,"5,014","278,205","7,462","3,634","3,139",2,696,0,10,0,0,"3,949,975"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"94,035","31,264","42,631","1,923","195,215","2,829",0,"3,049,270","48,479","156,324","3,392",0,"4,667","269,596","6,042","3,409","2,164",2,490,0,10,0,0,"3,911,742"
          Council for the Welfare of Children,"1,610",580,418,0,"1,580",110,0,0,"1,250",275,166,0,120,"3,604",570,25,275,0,20,0,0,0,0,"10,603"
