psgc_regn,pov_sect_year,pov_sect_sector,pov_reign_measure,estimate,coefficient_of_variation,lower_limit,upper_limit
170000000,2003,Migrant and Formal Sector Workers,Incidence,25.21196,10.78825,20.73768,29.68624
50000000,2003,Migrant and Formal Sector Workers,Incidence,32.28764,7.352957,28.38225,36.19303
60000000,2003,Migrant and Formal Sector Workers,Incidence,23.03916,8.609992,19.77602,26.3023
70000000,2003,Migrant and Formal Sector Workers,Incidence,18.18579,10.06578,15.17455,21.19703
80000000,2003,Migrant and Formal Sector Workers,Incidence,27.27247,8.396045,23.50573,31.03921
90000000,2003,Migrant and Formal Sector Workers,Incidence,25.30292,12.28255,20.19052,30.41532
100000000,2003,Migrant and Formal Sector Workers,Incidence,25.42269,10.65322,20.96747,29.87791
110000000,2003,Migrant and Formal Sector Workers,Incidence,19.35321,12.04435,15.51876,23.18766
120000000,2003,Migrant and Formal Sector Workers,Incidence,26.01129,9.717711,21.85322,30.16936
160000000,2003,Migrant and Formal Sector Workers,Incidence,12.85241,18.97779,8.840091,16.86473
150000000,2003,Migrant and Formal Sector Workers,Incidence,28.72803,9.887869,24.05526,33.4008
130000000,2006,Migrant and Formal Sector Workers,Incidence,1.83091,22.72027,1.14660645,2.51521355
140000000,2006,Migrant and Formal Sector Workers,Incidence,13.56945,21.98114,8.6628756,18.4760244
10000000,2006,Migrant and Formal Sector Workers,Incidence,17.04904,10.67118,14.05624215,20.04183785
20000000,2006,Migrant and Formal Sector Workers,Incidence,26.74863,9.796584,22.43798975,31.05927025
30000000,2006,Migrant and Formal Sector Workers,Incidence,11.21147,11.34927,9.1183391,13.3046009
40000000,2006,Migrant and Formal Sector Workers,Incidence,5.00858,14.34383,3.8267791,6.1903809
170000000,2006,Migrant and Formal Sector Workers,Incidence,28.69653,13.09442,22.51519575,34.87786425
50000000,2006,Migrant and Formal Sector Workers,Incidence,32.2322,9.115903,27.3987623,37.0656377
60000000,2006,Migrant and Formal Sector Workers,Incidence,22.09235,10.38112,18.31965765,25.86504235
70000000,2006,Migrant and Formal Sector Workers,Incidence,20.37101,10.89399,16.7203931,24.0216269
80000000,2006,Migrant and Formal Sector Workers,Incidence,28.58648,10.1428,23.81685185,33.35610815
90000000,2006,Migrant and Formal Sector Workers,Incidence,28.40505,13.09456,22.2864396,34.5236604
100000000,2006,Migrant and Formal Sector Workers,Incidence,26.7867,11.00211,21.9387205,31.6346795
110000000,2006,Migrant and Formal Sector Workers,Incidence,16.94529,11.77903,13.66188645,20.22869355
120000000,2006,Migrant and Formal Sector Workers,Incidence,28.30456,9.907757,23.69140425,32.91771575
160000000,2006,Migrant and Formal Sector Workers,Incidence,36.80657,10.5972,30.39029685,43.22284315
150000000,2006,Migrant and Formal Sector Workers,Incidence,23.0988,19.72674,15.6031272,30.5944728
130000000,2009,Migrant and Formal Sector Workers,Incidence,1.73622,17.85012,1.2264016,2.2460384
140000000,2009,Migrant and Formal Sector Workers,Incidence,11.95773,21.083,7.81060275,16.10485725
10000000,2009,Migrant and Formal Sector Workers,Incidence,13.8622,10.90198,11.37619375,16.34820625
20000000,2009,Migrant and Formal Sector Workers,Incidence,25.69801,10.60218,21.21612525,30.17989475
30000000,2009,Migrant and Formal Sector Workers,Incidence,12.43973,13.676,9.6411573,15.2383027
40000000,2009,Migrant and Formal Sector Workers,Incidence,6.10078,11.55119,4.94153205,7.26002795
170000000,2009,Migrant and Formal Sector Workers,Incidence,26.65403,14.06607,20.48664535,32.82141465
50000000,2009,Migrant and Formal Sector Workers,Incidence,33.79416,7.91928,29.39172875,38.19659125
60000000,2009,Migrant and Formal Sector Workers,Incidence,24.16216,10.46137,20.00410995,28.32021005
70000000,2009,Migrant and Formal Sector Workers,Incidence,17.74034,10.35689,14.71789925,20.76278075
80000000,2009,Migrant and Formal Sector Workers,Incidence,33.49849,6.799016,29.75188735,37.24509265
90000000,2009,Migrant and Formal Sector Workers,Incidence,31.18892,11.61346,25.23054905,37.14729095
100000000,2009,Migrant and Formal Sector Workers,Incidence,27.41307,8.616872,23.52733325,31.29880675
110000000,2009,Migrant and Formal Sector Workers,Incidence,19.34838,9.607114,16.2906211,22.4061389
120000000,2009,Migrant and Formal Sector Workers,Incidence,27.45822,10.30973,22.80143885,32.11500115
160000000,2009,Migrant and Formal Sector Workers,Incidence,39.84993,7.607572,34.86293155,44.83692845
150000000,2009,Migrant and Formal Sector Workers,Incidence,24.44426,27.29684,13.46798105,35.42053895
130000000,2012,Migrant and Formal Sector Workers,Incidence,1.72376,17.60001,1.2246999,2.2228201
140000000,2012,Migrant and Formal Sector Workers,Incidence,13.18861,17.80511,9.32573875,17.05148125
10000000,2012,Migrant and Formal Sector Workers,Incidence,13.54223,13.44949,10.5460928,16.5383672
20000000,2012,Migrant and Formal Sector Workers,Incidence,19.40819,10.43384,16.0770321,22.7393479
30000000,2012,Migrant and Formal Sector Workers,Incidence,10.98231,13.893,8.47241835,13.49220165
40000000,2012,Migrant and Formal Sector Workers,Incidence,6.38087,11.9283,5.12881115,7.63292885
170000000,2012,Migrant and Formal Sector Workers,Incidence,23.08313,13.647,17.90113325,28.26512675
50000000,2012,Migrant and Formal Sector Workers,Incidence,32.1003,8.190334,27.7753976,36.4252024
60000000,2012,Migrant and Formal Sector Workers,Incidence,21.79653,8.81269,18.6367153,24.9563447
70000000,2012,Migrant and Formal Sector Workers,Incidence,17.72695,10.51912,14.6594856,20.7944144
80000000,2012,Migrant and Formal Sector Workers,Incidence,36.02878,11.37753,29.28561245,42.77194755
90000000,2012,Migrant and Formal Sector Workers,Incidence,26.2131,13.49338,20.39468565,32.03151435
100000000,2012,Migrant and Formal Sector Workers,Incidence,28.6501,9.796291,24.03316075,33.26703925
110000000,2012,Migrant and Formal Sector Workers,Incidence,20.05269,12.56525,15.90783285,24.19754715
120000000,2012,Migrant and Formal Sector Workers,Incidence,33.76243,10.99689,27.6548411,39.8700189
160000000,2012,Migrant and Formal Sector Workers,Incidence,28.13379,10.07926,23.4690964,32.7984836
150000000,2012,Migrant and Formal Sector Workers,Incidence,36.21402,17.7527,25.6383808,46.7896592
130000000,2003,Farmers,Incidence,-,-,-,-
140000000,2003,Farmers,Incidence,27.74342,10.11417,23.12752,32.35932
10000000,2003,Farmers,Incidence,25.20933,8.99041,21.48107,28.93759
20000000,2003,Farmers,Incidence,15.27261,12.43307,12.149,18.39622
30000000,2003,Farmers,Incidence,11.75409,18.91497,8.096794,15.41139
40000000,2003,Farmers,Incidence,22.12977,11.84802,17.81668,26.44286
170000000,2003,Farmers,Incidence,39.74707,6.573693,35.44893,44.04521
50000000,2003,Farmers,Incidence,47.03329,5.687744,42.6327,51.43388
60000000,2003,Farmers,Incidence,33.44778,9.308972,28.32584,38.56972
70000000,2003,Farmers,Incidence,58.08464,5.065694,53.24441,62.92487
80000000,2003,Farmers,Incidence,37.34488,6.18684,33.54416,41.1456
90000000,2003,Farmers,Incidence,61.3502,4.830686,56.47501,66.22539
100000000,2003,Farmers,Incidence,48.03521,5.754799,43.48789,52.58253
110000000,2003,Farmers,Incidence,42.20227,7.745397,36.82521,47.57933
120000000,2003,Farmers,Incidence,35.97827,8.701324,30.82845,41.12809
160000000,2003,Farmers,Incidence,34.55433,10.97526,28.31578,40.79288
150000000,2003,Farmers,Incidence,52.94262,4.356637,49.14839,56.73685
130000000,2006,Farmers,Incidence,-,-,-,-
140000000,2006,Farmers,Incidence,37.17243,12.41046,29.58360085,44.76125915
10000000,2006,Farmers,Incidence,25.38041,12.33253,20.23147775,30.52934225
20000000,2006,Farmers,Incidence,-,-,-,-
30000000,2006,Farmers,Incidence,12.98509,21.29199,8.4370269,17.5331531
40000000,2006,Farmers,Incidence,20.51466,17.46005,14.62248385,26.40683615
170000000,2006,Farmers,Incidence,40.82621,11.63757,33.0105189,48.6419011
50000000,2006,Farmers,Incidence,44.23046,6.85149,39.24536975,49.21555025
60000000,2006,Farmers,Incidence,31.2902,13.65071,24.26386215,38.31653785
70000000,2006,Farmers,Incidence,54.6025,7.413466,47.9436387,61.2613613
80000000,2006,Farmers,Incidence,47.39566,9.526842,39.96797505,54.82334495
90000000,2006,Farmers,Incidence,58.85587,7.826294,51.27862165,66.43311835
100000000,2006,Farmers,Incidence,51.26109,7.413407,45.00977745,57.51240255
110000000,2006,Farmers,Incidence,43.96603,12.31926,35.05623295,52.87582705
120000000,2006,Farmers,Incidence,39.87559,8.840867,34.07638925,45.67479075
160000000,2006,Farmers,Incidence,53.97895,6.943251,47.81367095,60.14422905
150000000,2006,Farmers,Incidence,46.89319,12.23532,37.45495315,56.33142685
130000000,2009,Farmers,Incidence,-,-,-,-
140000000,2009,Farmers,Incidence,34.62681,12.20991,27.6719145,41.5817055
10000000,2009,Farmers,Incidence,21.07318,18.43775,14.6816641,27.4646959
20000000,2009,Farmers,Incidence,-,-,-,-
30000000,2009,Farmers,Incidence,11.60548,22.51645,7.3068647,15.9040953
40000000,2009,Farmers,Incidence,23.20898,18.34019,16.20692235,30.21103765
170000000,2009,Farmers,Incidence,33.94608,11.12412,27.734231,40.157929
50000000,2009,Farmers,Incidence,42.45627,8.308647,36.6534667,48.2590733
60000000,2009,Farmers,Incidence,30.17376,17.37752,21.54828475,38.79923525
70000000,2009,Farmers,Incidence,48.40261,8.535054,41.60680245,55.19841755
80000000,2009,Farmers,Incidence,48.49233,8.896926,41.39525715,55.58940285
90000000,2009,Farmers,Incidence,58.07737,7.780135,50.6444375,65.5103025
100000000,2009,Farmers,Incidence,54.89766,7.923317,47.7423706,62.0529494
110000000,2009,Farmers,Incidence,44.656,21.36393,28.96225585,60.34974415
120000000,2009,Farmers,Incidence,39.70765,13.92313,30.61318525,48.80211475
160000000,2009,Farmers,Incidence,57.4714,8.35888,49.56886935,65.37393065
150000000,2009,Farmers,Incidence,48.75425,8.939364,41.5848136,55.9236864
130000000,2012,Farmers,Incidence,-,-,-,-
140000000,2012,Farmers,Incidence,32.97145,17.49039,23.48501465,42.45788535
10000000,2012,Farmers,Incidence,15.84446,30.37337,7.9278975,23.7610225
20000000,2012,Farmers,Incidence,-,-,-,-
30000000,2012,Farmers,Incidence,11.90203,30.17968,5.99320645,17.81085355
40000000,2012,Farmers,Incidence,24.1476,22.4411,15.23336145,33.06183855
170000000,2012,Farmers,Incidence,35.58607,14.16034,27.29673405,43.87540595
50000000,2012,Farmers,Incidence,36.95665,10.91851,30.3188776,43.5944224
60000000,2012,Farmers,Incidence,31.38157,14.81407,23.73414595,39.02899405
70000000,2012,Farmers,Incidence,47.37106,7.933512,41.18883745,53.55328255
80000000,2012,Farmers,Incidence,49.22876,9.87057,41.2354418,57.2220782
90000000,2012,Farmers,Incidence,50.56108,11.36937,41.1048304,60.0173296
100000000,2012,Farmers,Incidence,55.1342,10.64545,45.4792344,64.7891656
110000000,2012,Farmers,Incidence,45.16323,14.62311,34.29920585,56.02725415
120000000,2012,Farmers,Incidence,47.90666,10.80523,39.3914491,56.4218709
160000000,2012,Farmers,Incidence,45.52011,16.23517,33.36311585,57.67710415
150000000,2012,Farmers,Incidence,57.9846,9.762478,48.67269915,67.29650085
130000000,2003,Fishermen,Incidence,-,-,-,-
140000000,2003,Fishermen,Incidence,-,-,-,-
10000000,2003,Fishermen,Incidence,17.95287,27.82714,9.734828,26.17091
20000000,2003,Fishermen,Incidence,-,-,-,-
30000000,2003,Fishermen,Incidence,21.07046,17.51294,15.00031,27.14061
40000000,2003,Fishermen,Incidence,26.91655,16.29107,19.70324,34.12986
170000000,2003,Fishermen,Incidence,41.06607,11.29239,33.43765,48.69449
50000000,2003,Fishermen,Incidence,52.40308,7.778176,45.69806,59.1081
60000000,2003,Fishermen,Incidence,31.92675,12.96023,25.1201,38.7334
70000000,2003,Fishermen,Incidence,49.22202,12.15686,39.37859,59.06545
80000000,2003,Fishermen,Incidence,28.9963,11.70095,23.41508,34.57752
90000000,2003,Fishermen,Incidence,46.00699,11.73406,37.12647,54.88751
100000000,2003,Fishermen,Incidence,48.85076,11.02269,39.99298,57.70854
110000000,2003,Fishermen,Incidence,32.68846,14.60175,24.83673,40.54019
120000000,2003,Fishermen,Incidence,36.00599,14.81417,27.23158,44.7804
160000000,2003,Fishermen,Incidence,24.8715,22.59113,15.62866,34.11434
150000000,2003,Fishermen,Incidence,55.98319,11.65719,45.24782,66.71856
130000000,2006,Fishermen,Incidence,-,-,-,-
140000000,2006,Fishermen,Incidence,-,-,-,-
10000000,2006,Fishermen,Incidence,44.79592,23.76812,27.28135825,62.31048175
20000000,2006,Fishermen,Incidence,-,-,-,-
30000000,2006,Fishermen,Incidence,-,-,-,-
40000000,2006,Fishermen,Incidence,24.72779,33.22829,11.2114501,38.2441299
170000000,2006,Fishermen,Incidence,37.91347,17.87925,26.7626072,49.0643328
50000000,2006,Fishermen,Incidence,47.79435,11.51797,38.7387237,56.8499763
60000000,2006,Fishermen,Incidence,33.53805,22.52946,21.1085287,45.9675713
70000000,2006,Fishermen,Incidence,46.02698,13.35894,35.9123356,56.1416244
80000000,2006,Fishermen,Incidence,45.13679,16.04167,33.2258385,57.0477415
90000000,2006,Fishermen,Incidence,56.68944,14.9833,42.71689225,70.66198775
100000000,2006,Fishermen,Incidence,-,-,-,-
110000000,2006,Fishermen,Incidence,46.30859,13.29996,36.1770021,56.4401779
120000000,2006,Fishermen,Incidence,-,-,-,-
160000000,2006,Fishermen,Incidence,61.83941,10.99099,50.65872335,73.02009665
150000000,2006,Fishermen,Incidence,44.45921,18.83677,30.6828614,58.2355586
130000000,2009,Fishermen,Incidence,-,-,-,-
140000000,2009,Fishermen,Incidence,-,-,-,-
10000000,2009,Fishermen,Incidence,39.45267,25.98687,22.58729105,56.31804895
20000000,2009,Fishermen,Incidence,-,-,-,-
30000000,2009,Fishermen,Incidence,-,-,-,-
40000000,2009,Fishermen,Incidence,27.13681,17.25794,19.43286375,34.84075625
170000000,2009,Fishermen,Incidence,38.70488,19.143,26.5166144,50.8931456
50000000,2009,Fishermen,Incidence,45.14701,12.02537,36.2161405,54.0778795
60000000,2009,Fishermen,Incidence,32.08861,22.8513,20.02636785,44.15085215
70000000,2009,Fishermen,Incidence,43.36301,15.42861,32.35745005,54.36856995
80000000,2009,Fishermen,Incidence,48.97719,11.73764,39.52046335,58.43391665
90000000,2009,Fishermen,Incidence,54.28286,11.5719,43.9496938,64.6160262
100000000,2009,Fishermen,Incidence,-,-,-,-
110000000,2009,Fishermen,Incidence,43.04796,17.16485,30.8928576,55.2030624
120000000,2009,Fishermen,Incidence,-,-,-,-
160000000,2009,Fishermen,Incidence,68.61184,11.08355,56.10222365,81.12145635
150000000,2009,Fishermen,Incidence,40.30377,23.7256,24.57377005,56.03376995
130000000,2012,Fishermen,Incidence,-,-,-,-
140000000,2012,Fishermen,Incidence,-,-,-,-
10000000,2012,Fishermen,Incidence,20.06081,34.79949,8.5769663,31.5446537
20000000,2012,Fishermen,Incidence,-,-,-,-
30000000,2012,Fishermen,Incidence,-,-,-,-
40000000,2012,Fishermen,Incidence,39.24132,20.66094,25.9042851,52.5783549
170000000,2012,Fishermen,Incidence,36.4983,27.00373,20.2853445,52.7112555
50000000,2012,Fishermen,Incidence,45.5605,13.22331,35.650033,55.470967
60000000,2012,Fishermen,Incidence,27.64272,17.11982,19.8579549,35.4274851
70000000,2012,Fishermen,Incidence,40.23834,19.41134,27.389574,53.087106
80000000,2012,Fishermen,Incidence,46.35347,12.5447,36.7879595,55.9189805
90000000,2012,Fishermen,Incidence,40.41771,27.72166,21.9863733,58.8490467
100000000,2012,Fishermen,Incidence,-,-,-,-
110000000,2012,Fishermen,Incidence,36.48051,30.72571,18.04188595,54.91913405
120000000,2012,Fishermen,Incidence,-,-,-,-
160000000,2012,Fishermen,Incidence,49.55383,15.29253,37.0879542,62.0197058
150000000,2012,Fishermen,Incidence,42.92714,18.02019,30.20216025,55.65211975
130000000,2003,Self-employed and Unpaid Family Workers,Incidence,1.43702,22.62239,0.902247,1.971793
140000000,2003,Self-employed and Unpaid Family Workers,Incidence,27.00382,11.2777,21.99412,32.01352
10000000,2003,Self-employed and Unpaid Family Workers,Incidence,20.63692,10.88666,16.94115,24.33269
20000000,2003,Self-employed and Unpaid Family Workers,Incidence,12.46051,16.6727,9.043023,15.878
30000000,2003,Self-employed and Unpaid Family Workers,Incidence,8.13455,14.86597,6.145284,10.12382
40000000,2003,Self-employed and Unpaid Family Workers,Incidence,13.06769,13.38388,10.19065,15.94473
170000000,2003,Self-employed and Unpaid Family Workers,Incidence,35.06531,6.489008,31.32229,38.80833
50000000,2003,Self-employed and Unpaid Family Workers,Incidence,41.61396,5.951706,37.53972,45.6882
60000000,2003,Self-employed and Unpaid Family Workers,Incidence,26.02139,10.21734,21.64784,30.39494
70000000,2003,Self-employed and Unpaid Family Workers,Incidence,44.03113,6.872471,39.05331,49.00895
80000000,2003,Self-employed and Unpaid Family Workers,Incidence,33.3351,6.689334,29.66691,37.00329
90000000,2003,Self-employed and Unpaid Family Workers,Incidence,54.8611,5.608328,49.79978,59.92242
100000000,2003,Self-employed and Unpaid Family Workers,Incidence,43.06428,6.831004,38.22515,47.90341
110000000,2003,Self-employed and Unpaid Family Workers,Incidence,31.63906,9.376396,26.759,36.51912
120000000,2003,Self-employed and Unpaid Family Workers,Incidence,31.33816,8.282801,27.06827,35.60805
160000000,2003,Self-employed and Unpaid Family Workers,Incidence,31.66943,10.28892,26.3093,37.02956
150000000,2003,Self-employed and Unpaid Family Workers,Incidence,43.25475,5.958797,39.01483,47.49467
130000000,2006,Self-employed and Unpaid Family Workers,Incidence,4.76348,22.70515,2.98433025,6.54262975
140000000,2006,Self-employed and Unpaid Family Workers,Incidence,36.04364,13.21514,28.2081431,43.8791369
10000000,2006,Self-employed and Unpaid Family Workers,Incidence,24.02458,10.95438,19.6953677,28.3537923
20000000,2006,Self-employed and Unpaid Family Workers,Incidence,20.55465,16.54848,14.9592154,26.1500846
30000000,2006,Self-employed and Unpaid Family Workers,Incidence,9.55269,13.79683,7.38462935,11.72075065
40000000,2006,Self-employed and Unpaid Family Workers,Incidence,13.5663,16.59284,9.8633392,17.2692608
170000000,2006,Self-employed and Unpaid Family Workers,Incidence,36.58427,9.163491,31.069572,42.098968
50000000,2006,Self-employed and Unpaid Family Workers,Incidence,39.49357,6.315133,35.39082485,43.59631515
60000000,2006,Self-employed and Unpaid Family Workers,Incidence,28.1067,12.68131,22.2434265,33.9699735
70000000,2006,Self-employed and Unpaid Family Workers,Incidence,39.62384,8.805634,33.88422115,45.36345885
80000000,2006,Self-employed and Unpaid Family Workers,Incidence,38.34318,9.117687,32.59224355,44.09411645
90000000,2006,Self-employed and Unpaid Family Workers,Incidence,53.1885,8.485812,45.7638254,60.6131746
100000000,2006,Self-employed and Unpaid Family Workers,Incidence,40.81147,9.071206,34.72153195,46.90140805
110000000,2006,Self-employed and Unpaid Family Workers,Incidence,35.4067,11.76936,28.5517547,42.2616453
120000000,2006,Self-employed and Unpaid Family Workers,Incidence,35.56993,9.156762,30.21208275,40.92777725
160000000,2006,Self-employed and Unpaid Family Workers,Incidence,49.20114,7.697632,42.9709986,55.4312814
150000000,2006,Self-employed and Unpaid Family Workers,Incidence,46.2472,8.844931,39.51827815,52.97612185
130000000,2009,Self-employed and Unpaid Family Workers,Incidence,2.09178,31.71988,1.00030605,3.18325395
140000000,2009,Self-employed and Unpaid Family Workers,Incidence,35.57072,12.16289,28.45374265,42.68769735
10000000,2009,Self-employed and Unpaid Family Workers,Incidence,22.78502,14.3349,17.41210455,28.15793545
20000000,2009,Self-employed and Unpaid Family Workers,Incidence,17.11083,17.23554,12.2594947,21.9621653
30000000,2009,Self-employed and Unpaid Family Workers,Incidence,8.0916,14.20115,6.2013305,9.9818695
40000000,2009,Self-employed and Unpaid Family Workers,Incidence,13.36859,14.992,10.0716481,16.6655319
170000000,2009,Self-employed and Unpaid Family Workers,Incidence,29.91838,10.03759,24.9783134,34.8584466
50000000,2009,Self-employed and Unpaid Family Workers,Incidence,37.13144,6.546724,33.13262595,41.13025405
60000000,2009,Self-employed and Unpaid Family Workers,Incidence,25.74966,17.23276,18.4501699,33.0491501
70000000,2009,Self-employed and Unpaid Family Workers,Incidence,36.64317,9.336879,31.01508215,42.27125785
80000000,2009,Self-employed and Unpaid Family Workers,Incidence,39.40449,6.781653,35.0085894,43.8003906
90000000,2009,Self-employed and Unpaid Family Workers,Incidence,52.96347,8.173018,45.84274205,60.08419795
100000000,2009,Self-employed and Unpaid Family Workers,Incidence,45.8808,9.752275,38.5203791,53.2412209
110000000,2009,Self-employed and Unpaid Family Workers,Incidence,34.87345,20.67727,23.0115524,46.7353476
120000000,2009,Self-employed and Unpaid Family Workers,Incidence,38.38976,10.66066,31.657433,45.122087
160000000,2009,Self-employed and Unpaid Family Workers,Incidence,54.62119,7.979391,47.4515562,61.7908238
150000000,2009,Self-employed and Unpaid Family Workers,Incidence,44.40622,9.045609,37.79856755,51.01387245
130000000,2012,Self-employed and Unpaid Family Workers,Incidence,3.29542,31.20818,1.6036362,4.9872038
140000000,2012,Self-employed and Unpaid Family Workers,Incidence,30.70858,18.72653,21.24876075,40.16839925
10000000,2012,Self-employed and Unpaid Family Workers,Incidence,15.80815,20.22746,10.54811445,21.06818555
20000000,2012,Self-employed and Unpaid Family Workers,Incidence,16.89736,38.81662,6.1078379,27.6868821
30000000,2012,Self-employed and Unpaid Family Workers,Incidence,8.14651,15.38117,6.08527565,10.20774435
40000000,2012,Self-employed and Unpaid Family Workers,Incidence,12.51765,15.52695,9.32041155,15.71488845
170000000,2012,Self-employed and Unpaid Family Workers,Incidence,29.87047,12.05118,23.9488977,35.7920423
50000000,2012,Self-employed and Unpaid Family Workers,Incidence,34.8323,8.49758,29.9632645,39.7013355
60000000,2012,Self-employed and Unpaid Family Workers,Incidence,25.44335,13.369,19.8478496,31.0388504
70000000,2012,Self-employed and Unpaid Family Workers,Incidence,37.19288,9.56109,31.3431942,43.0425658
80000000,2012,Self-employed and Unpaid Family Workers,Incidence,40.41302,9.084664,34.37358345,46.45245655
90000000,2012,Self-employed and Unpaid Family Workers,Incidence,44.63792,11.35568,36.2995137,52.9763263
100000000,2012,Self-employed and Unpaid Family Workers,Incidence,44.53838,12.67941,35.248736,53.828024
110000000,2012,Self-employed and Unpaid Family Workers,Incidence,34.94202,15.30694,26.1436388,43.7404012
120000000,2012,Self-employed and Unpaid Family Workers,Incidence,41.47427,13.48802,32.2720413,50.6764987
160000000,2012,Self-employed and Unpaid Family Workers,Incidence,37.36054,11.18739,30.48498285,44.23609715
150000000,2012,Self-employed and Unpaid Family Workers,Incidence,51.69762,7.180861,45.59083715,57.80440285
130000000,2003,Employed,Incidence,1.56384,14.02035,1.203157,1.924523
140000000,2003,Employed,Incidence,19.50128,12.34424,15.54129,23.46127
10000000,2003,Employed,Incidence,17.97853,9.434137,15.18841,20.76865
20000000,2003,Employed,Incidence,15.4656,10.2452,12.85913,18.07207
30000000,2003,Employed,Incidence,8.81443,10.33031,7.316559,10.3123
40000000,2003,Employed,Incidence,37.32964,5.895265,33.70952,40.94976
170000000,2003,Employed,Incidence,9.81885,10.85398,8.065708,11.57199
50000000,2003,Employed,Incidence,29.9606,7.351635,26.33734,33.58386
60000000,2003,Employed,Incidence,24.45913,8.119058,21.19241,27.72585
70000000,2003,Employed,Incidence,30.47948,8.21243,26.36186,34.5971
80000000,2003,Employed,Incidence,30.44726,6.330274,27.2767,33.61782
90000000,2003,Employed,Incidence,42.21382,7.684174,36.8778,47.54984
100000000,2003,Employed,Incidence,33.86931,7.809288,29.51837,38.22025
110000000,2003,Employed,Incidence,24.49206,9.984329,20.46943,28.51469
120000000,2003,Employed,Incidence,27.94166,8.197664,24.17369,31.70963
160000000,2003,Employed,Incidence,28.00247,10.45011,23.18872,32.81622
150000000,2003,Employed,Incidence,36.35432,6.939735,32.20417,40.50447
130000000,2006,Employed,Incidence,2.5346,19.61446,1.71678825,3.35241175
140000000,2006,Employed,Incidence,27.79889,11.8726,22.36964975,33.22813025
10000000,2006,Employed,Incidence,22.04536,9.206721,18.70658575,25.38413425
20000000,2006,Employed,Incidence,24.295,7.754645,21.19583645,27.39416355
30000000,2006,Employed,Incidence,11.20243,9.738207,9.4078666,12.9969934
40000000,2006,Employed,Incidence,8.62519,13.81201,6.66548505,10.58489495
170000000,2006,Employed,Incidence,33.4388,7.784667,29.1567005,37.7208995
50000000,2006,Employed,Incidence,36.99267,5.982027,33.35243305,40.63290695
60000000,2006,Employed,Incidence,24.39073,7.71823,21.29396815,27.48749185
70000000,2006,Employed,Incidence,29.8541,7.846581,26.00063815,33.70756185
80000000,2006,Employed,Incidence,33.6969,6.725556,29.9688365,37.4249635
90000000,2006,Employed,Incidence,42.73264,8.243692,36.93771625,48.52756375
100000000,2006,Employed,Incidence,34.29736,7.123891,30.27811505,38.31660495
110000000,2006,Employed,Incidence,25.44271,10.95471,20.85781535,30.02760465
120000000,2006,Employed,Incidence,32.08385,7.491536,28.12997735,36.03772265
160000000,2006,Employed,Incidence,42.5736,7.135955,37.57604065,47.57115935
150000000,2006,Employed,Incidence,42.68069,8.526703,36.6941073,48.6672727
130000000,2009,Employed,Incidence,1.97738,17.07068,1.42211025,2.53264975
140000000,2009,Employed,Incidence,25.59116,12.14513,20.4783684,30.7039516
10000000,2009,Employed,Incidence,19.12921,10.41131,15.853028,22.405392
20000000,2009,Employed,Incidence,22.77817,8.962835,19.41978735,26.13655265
30000000,2009,Employed,Incidence,11.92285,10.25267,9.91198555,13.93371445
40000000,2009,Employed,Incidence,9.40153,11.50134,7.6227915,11.1802685
170000000,2009,Employed,Incidence,28.55542,8.394706,24.6121247,32.4987153
50000000,2009,Employed,Incidence,36.16568,5.697484,32.77610815,39.55525185
60000000,2009,Employed,Incidence,25.83565,7.780889,22.5288052,29.1424948
70000000,2009,Employed,Incidence,26.48167,7.8802,23.04886755,29.91447245
80000000,2009,Employed,Incidence,36.40784,5.292542,33.2380895,39.5775905
90000000,2009,Employed,Incidence,42.2119,8.155305,36.54897105,47.87482895
100000000,2009,Employed,Incidence,36.77688,7.695047,32.12153,41.43223
110000000,2009,Employed,Incidence,25.71374,12.34505,20.49190135,30.93557865
120000000,2009,Employed,Incidence,32.35253,8.3641,27.90116,36.8039
160000000,2009,Employed,Incidence,46.94553,6.470622,41.94856285,51.94249715
150000000,2009,Employed,Incidence,41.67262,9.008098,35.49743805,47.84780195
130000000,2012,Employed,Incidence,2.1929,14.72108,1.6618611,2.7239389
140000000,2012,Employed,Incidence,22.411,14.41403,17.09710715,27.72489285
10000000,2012,Employed,Incidence,15.35211,13.10548,12.04241935,18.66180065
20000000,2012,Employed,Incidence,19.19958,13.69664,14.8737235,23.5254365
30000000,2012,Employed,Incidence,11.2941,10.98537,9.2531485,13.3350515
40000000,2012,Employed,Incidence,9.16171,9.968888,7.6592986,10.6641214
170000000,2012,Employed,Incidence,26.78117,10.34608,22.223204,31.339136
50000000,2012,Employed,Incidence,33.75347,6.84879,29.9507235,37.5562165
60000000,2012,Employed,Incidence,24.08771,6.993287,21.3166746,26.8587454
70000000,2012,Employed,Incidence,26.51563,8.782737,22.684754,30.346506
80000000,2012,Employed,Incidence,38.27046,6.427066,34.22430285,42.31661715
90000000,2012,Employed,Incidence,34.92444,8.578184,29.9962174,39.8526626
100000000,2012,Employed,Incidence,35.93812,8.987009,30.6251648,41.2510752
110000000,2012,Employed,Incidence,25.54967,11.91222,20.54306315,30.55627685
120000000,2012,Employed,Incidence,37.43693,7.872056,32.5890163,42.2848437
160000000,2012,Employed,Incidence,32.87782,7.916363,28.59632915,37.15931085
150000000,2012,Employed,Incidence,48.89231,6.66178,43.5343805,54.2502395
130000000,2003,Unemployed,Incidence,-,-,-,-
140000000,2003,Unemployed,Incidence,-,-,-,-
